NOL;NSF;ClRCi;NOA;NSM;Bugged;RTLOC;NOD;PMd;TLOC;NPF;ClTCi
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;1.2;0.0;0.0;False;96.0;0.0;0.0;12.0;0.0;12.0
0.0;0.0;1.090909091;0.0;0.0;False;138.0;0.0;11.0;48.0;0.0;12.0
0.0;0.0;1.3;0.0;0.0;False;111.0;0.0;7.0;40.0;0.0;13.0
0.0;0.0;1.333333333;0.0;0.0;False;60.0;0.0;6.0;20.0;0.0;8.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;1.5;0.0;0.0;False;42.0;0.0;4.0;14.0;0.0;6.0
0.0;0.0;1.4;0.0;0.0;False;52.0;0.0;5.0;17.0;0.0;7.0
0.0;0.0;1.0;0.0;0.0;False;57.0;0.0;0.0;10.0;0.0;8.0
0.0;0.0;1.153846154;0.0;0.0;False;142.0;0.0;13.0;45.0;0.0;15.0
0.0;0.0;1.4;0.0;0.0;False;51.0;0.0;5.0;17.0;0.0;7.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;1.5;0.0;0.0;False;42.0;0.0;4.0;14.0;0.0;6.0
0.0;0.0;1.5;0.0;0.0;False;42.0;0.0;4.0;14.0;0.0;6.0
0.0;0.0;1.4;0.0;0.0;False;51.0;0.0;5.0;17.0;0.0;7.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;1.5;0.0;0.0;False;42.0;0.0;4.0;14.0;0.0;6.0
0.0;0.0;1.4;0.0;0.0;False;51.0;0.0;5.0;17.0;0.0;7.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;1.5;0.0;0.0;False;42.0;0.0;4.0;14.0;0.0;6.0
0.0;0.0;1.5;0.0;0.0;False;42.0;0.0;4.0;14.0;0.0;6.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;1.0;1.666666667;0.0;0.0;False;63.0;0.0;2.0;23.0;1.0;5.0
0.0;0.0;0.976744186;0.0;0.0;False;510.0;0.0;43.0;211.0;0.0;42.0
0.0;2.0;1.833333333;0.0;0.0;False;65.0;0.0;5.0;31.0;0.0;11.0
0.0;0.0;2.0;0.0;0.0;False;14.0;0.0;0.0;3.0;0.0;2.0
0.0;0.0;1.32;0.0;0.0;False;229.0;0.0;0.0;27.0;0.0;33.0
0.0;0.0;3.911111111;0.0;0.0;False;150.0;0.0;9.0;58.0;0.0;35.2
0.0;1.0;2.0;0.0;2.0;False;111.0;0.0;2.0;45.0;0.0;6.0
0.0;0.0;2.923076923;0.0;0.0;False;184.0;0.0;0.0;15.0;0.0;38.0
0.0;0.0;1.818181818;0.0;0.0;False;128.0;0.0;0.0;13.0;0.0;20.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;1.0;0.0;0.0;False;9.0;0.0;0.0;3.0;0.0;1.0
0.0;0.0;4.433333333;0.0;0.0;False;137.0;0.0;10.0;67.0;0.0;44.333333333
0.0;0.0;2.666666667;0.0;0.0;False;81.0;0.0;0.0;8.0;0.0;16.0
0.0;0.0;1.833333333;0.0;0.0;False;64.0;0.0;0.0;8.0;0.0;11.0
0.0;0.0;1.666666667;0.0;0.0;False;36.0;0.0;0.0;5.0;0.0;5.0
0.0;0.0;2.238095238;0.0;0.0;False;469.0;0.0;63.0;215.0;0.0;141.0
0.0;0.0;2.0;0.0;0.0;False;15.0;0.0;0.0;3.0;0.0;2.0
0.0;0.0;2.823529412;0.0;17.0;False;822.0;0.0;13.0;365.0;0.0;48.0
0.0;0.0;2.823529412;0.0;17.0;False;822.0;0.0;13.0;365.0;0.0;48.0
0.0;0.0;1.5;0.0;0.0;False;104.0;0.0;10.0;42.0;0.0;15.0
0.0;0.0;1.875;0.0;5.0;False;241.0;0.0;3.0;66.0;0.0;15.0
0.0;0.0;1.875;0.0;5.0;False;241.0;0.0;3.0;66.0;0.0;15.0
0.0;0.0;1.875;0.0;5.0;False;241.0;0.0;3.0;66.0;0.0;15.0
0.0;0.0;1.875;0.0;5.0;False;241.0;0.0;3.0;66.0;0.0;15.0
0.0;0.0;1.0;0.0;0.0;False;57.0;0.0;0.0;9.0;0.0;7.0
0.0;0.0;1.0;0.0;0.0;False;45.0;0.0;7.0;17.0;0.0;7.0
0.0;0.0;4.0;0.0;0.0;False;13.0;0.0;0.0;3.0;0.0;4.0
0.0;0.0;1.333333333;0.0;0.0;False;27.0;0.0;0.0;5.0;0.0;4.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;2.25;0.0;0.0;False;103.0;0.0;4.0;47.0;0.0;9.0
0.0;5.0;2.5;0.0;0.0;False;337.0;0.0;4.0;142.0;0.0;25.0
0.0;0.0;1.066666667;0.0;0.0;False;163.0;0.0;15.0;61.0;0.0;16.0
0.0;0.0;1.6;0.0;0.0;False;67.0;0.0;4.0;25.0;0.0;8.0
0.0;0.0;2.5;0.0;0.0;False;33.0;0.0;2.0;19.0;0.0;5.0
0.0;0.0;2.5;0.0;0.0;False;71.0;0.0;2.0;32.0;0.0;5.0
0.0;3.0;1.153846154;0.0;0.0;False;422.0;0.0;26.0;181.0;0.0;30.0
0.0;0.0;2.5;0.0;0.0;False;24.0;0.0;0.0;4.0;0.0;5.0
0.0;0.0;1.333333333;0.0;0.0;False;25.0;0.0;0.0;5.0;0.0;4.0
0.0;3.0;2.16;0.0;0.0;False;528.0;0.0;25.0;163.0;0.0;54.0
0.0;20.0;1.382352941;0.0;1.0;False;643.0;0.0;17.0;160.0;0.0;47.0
0.0;0.0;1.25;0.0;0.0;False;108.0;0.0;0.0;18.0;0.0;20.0
0.0;1.0;2.6;0.0;0.0;False;72.0;0.0;5.0;23.0;0.0;13.0
0.0;0.0;1.1875;0.0;0.0;False;180.0;0.0;16.0;57.0;0.0;19.0
0.0;1.0;1.216216216;0.0;0.0;False;405.0;0.0;34.0;143.0;0.0;45.0
0.0;0.0;2.428571429;0.0;0.0;False;128.0;0.0;7.0;55.0;0.0;17.0
0.0;1.0;0.952380952;0.0;0.0;False;235.0;0.0;21.0;92.0;0.0;20.0
0.0;0.0;1.0;0.0;0.0;False;26.0;0.0;0.0;5.0;0.0;3.0
0.0;0.0;2.0;0.0;0.0;False;203.0;0.0;14.0;77.0;0.0;28.0
0.0;0.0;1.833333333;0.0;0.0;False;80.0;0.0;6.0;35.0;0.0;11.0
0.0;0.0;1.333333333;0.0;0.0;False;35.0;0.0;3.0;14.0;0.0;4.0
0.0;1.0;1.657894737;0.0;0.0;False;454.0;0.0;17.0;179.0;0.0;31.5
0.0;0.0;1.75;0.0;0.0;False;49.0;0.0;4.0;20.0;0.0;7.0
0.0;0.0;1.75;0.0;0.0;False;49.0;0.0;4.0;20.0;0.0;7.0
0.0;0.0;2.142857143;0.0;0.0;False;97.0;0.0;7.0;36.0;0.0;15.0
0.0;0.0;1.8;0.0;1.0;False;157.0;0.0;10.0;64.0;0.0;18.0
0.0;0.0;2.333333333;0.0;0.0;False;113.0;0.0;6.0;50.0;0.0;14.0
0.0;0.0;1.666666667;0.0;0.0;False;154.0;0.0;9.0;70.0;0.0;15.0
0.0;0.0;1.172413793;0.0;0.0;False;244.0;0.0;0.0;31.0;0.0;34.0
0.0;0.0;1.636363636;0.0;0.0;False;151.0;0.0;11.0;60.0;0.0;18.0
0.0;0.0;1.571428571;0.0;0.0;False;274.0;0.0;21.0;100.0;0.0;33.0
0.0;0.0;1.75;0.0;0.0;False;39.0;0.0;4.0;17.0;0.0;7.0
0.0;0.0;1.090909091;0.0;0.0;False;84.0;0.0;0.0;13.0;0.0;12.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;1.333333333;0.0;0.0;False;81.0;0.0;0.0;11.0;0.0;12.0
0.0;2.0;2.166666667;0.0;1.0;False;556.0;0.0;6.0;183.0;0.0;26.0
0.0;0.0;1.111111111;0.0;0.0;False;240.0;0.0;14.0;89.0;0.0;20.0
0.0;0.0;1.041666667;0.0;0.0;False;253.0;0.0;0.0;28.0;0.0;25.0
0.0;3.0;1.5;0.0;0.0;False;101.0;0.0;0.0;15.0;0.0;15.0
0.0;11.0;2.0;0.0;0.0;False;592.0;0.0;12.0;283.0;0.0;24.0
0.0;5.0;1.090909091;0.0;0.0;True;429.0;0.0;19.0;178.0;0.0;24.0
0.0;2.0;1.888888889;0.0;0.0;False;346.0;0.0;0.0;148.0;0.0;34.0
0.0;1.0;3.142857143;0.0;0.0;False;287.0;0.0;7.0;149.0;0.0;22.0
0.0;1.0;2.454545455;0.0;0.0;False;337.0;0.0;7.0;163.0;0.0;27.0
0.0;0.0;2.777777778;0.0;0.0;False;86.0;0.0;8.0;22.0;0.0;25.0
0.0;0.0;2.777777778;0.0;0.0;False;91.0;0.0;8.0;22.0;0.0;25.0
0.0;1.0;2.875;0.0;0.0;False;263.0;0.0;7.0;129.0;0.0;23.0
0.0;0.0;2.777777778;0.0;0.0;False;79.0;0.0;8.0;22.0;0.0;25.0
0.0;0.0;2.777777778;0.0;0.0;False;87.0;0.0;8.0;22.0;0.0;25.0
0.0;1.0;2.5;0.0;0.0;False;283.0;0.0;7.0;144.0;0.0;25.0
0.0;1.0;2.875;0.0;0.0;False;305.0;0.0;7.0;134.0;0.0;23.0
0.0;0.0;3.333333333;0.0;0.0;False;58.0;0.0;0.0;10.0;0.0;20.0
0.0;14.0;2.428571429;0.0;0.0;False;348.0;0.0;7.0;188.0;0.0;17.0
0.0;1.0;3.153846154;0.0;0.0;False;499.0;0.0;8.0;161.0;0.0;41.0
0.0;1.0;2.6;0.0;0.0;False;324.0;0.0;7.0;158.0;0.0;26.0
0.0;1.0;2.7;0.0;0.0;False;346.0;0.0;7.0;164.0;0.0;27.0
0.0;2.0;2.333333333;0.0;0.0;False;151.0;0.0;2.0;87.0;1.0;7.0
0.0;0.0;2.0;0.0;0.0;False;29.0;0.0;0.0;5.0;0.0;6.0
0.0;0.0;1.0;0.0;0.0;False;15.0;0.0;0.0;4.0;0.0;2.0
0.0;0.0;2.666666667;0.0;0.0;False;105.0;0.0;3.0;47.0;0.0;8.0
0.0;1.0;2.0;0.0;2.0;False;23.0;0.0;2.0;13.0;1.0;4.0
0.0;2.0;2.0;0.0;0.0;False;92.0;0.0;3.0;46.0;1.0;8.0
0.0;0.0;1.0;0.0;0.0;False;21.0;0.0;2.0;8.0;0.0;2.0
0.0;0.0;2.0;0.0;0.0;False;30.0;0.0;2.0;16.0;0.0;4.0
0.0;0.0;2.5;0.0;0.0;False;81.0;0.0;2.0;47.0;0.0;5.0
0.0;0.0;2.5;0.0;0.0;False;94.0;0.0;2.0;45.0;0.0;5.0
0.0;1.0;1.75;0.0;0.0;False;122.0;0.0;8.0;43.0;0.0;14.0
0.0;5.0;2.5;0.0;0.0;False;126.0;0.0;2.0;63.0;0.0;5.0
0.0;0.0;3.5;0.0;0.0;False;121.0;0.0;2.0;37.0;0.0;7.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;1.0;2.25;0.0;0.0;False;165.0;0.0;4.0;73.0;0.0;9.0
0.0;1.0;1.7463768119999998;0.0;0.0;False;1266.0;0.0;22.0;674.0;0.0;40.166666667
0.0;2.0;1.4444444440000002;0.0;0.0;False;335.0;0.0;15.0;164.0;0.0;21.666666666999998
0.0;2.0;1.403508772;0.0;0.0;False;322.0;0.0;19.0;162.0;0.0;26.666666666999998
0.0;0.0;1.4;0.0;0.0;False;125.0;0.0;0.0;17.0;0.0;21.0
0.0;2.0;1.435897436;0.0;0.0;False;280.0;0.0;13.0;141.0;0.0;18.666666667
0.0;0.0;3.205882353;0.0;0.0;False;908.0;0.0;16.0;468.0;0.0;109.0
0.0;0.0;1.578947368;0.0;0.0;False;166.0;0.0;0.0;21.0;0.0;30.0
0.0;0.0;3.097560976;0.0;0.0;False;1135.0;0.0;22.0;575.0;0.0;127.0
0.0;2.0;1.0;0.0;0.0;False;171.0;0.0;17.0;74.0;0.0;17.0
0.0;1.0;2.5;0.0;0.0;False;222.0;0.0;5.0;102.0;0.0;15.0
0.0;0.0;1.5;0.0;0.0;False;160.0;0.0;16.0;68.0;0.0;24.0
0.0;1.0;2.0;0.0;0.0;False;40.0;0.0;2.0;26.0;1.0;4.0
0.0;2.0;1.5925925930000002;0.0;0.0;False;247.0;0.0;17.0;120.0;0.0;28.666666666999998
0.0;0.0;2.026666667;0.0;0.0;False;181.0;0.0;20.0;90.0;0.0;40.533333333
0.0;0.0;2.028070175;0.0;0.0;False;171.0;0.0;19.0;85.0;0.0;38.533333333
0.0;0.0;2.0;0.0;0.0;False;7.0;0.0;0.0;4.0;0.0;4.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;1.6;0.0;0.0;False;197.0;0.0;10.0;80.0;0.0;16.0
0.0;0.0;3.0;0.0;0.0;False;30.0;0.0;2.0;20.0;6.0;6.0
0.0;0.0;0.9;0.0;0.0;False;80.0;0.0;5.0;46.0;0.0;4.5
0.0;0.0;1.625;0.0;5.0;False;465.0;0.0;8.0;271.0;0.0;26.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;2.0;2.666666667;0.0;24.0;False;466.0;0.0;24.0;205.0;0.0;64.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
