NumberOfAnonymousClasses_count;NumberOfAssignments_count;NumberOfStringLiterals_75%;NumberOfParenthesizedExps_max;Returns_25%;NumberOfParenthesizedExps_25%;NumberOfTryCatch_min;NumberOfVariables_count;NumberOfLambdas_25%;NumberOfStringLiterals_50%;RFC_std;NumberOfTryCatch_mean;RFC_mean;CBO_75%;WMC_CK_count;NumberOfParameters_CK_count;NumberOfComparisons_75%;IsConstructor_unique;Returns_std;NumberOfLambdas_count;NumberOfLogStatements_max;NumberOfInnerClasses_count;MaxNumberOfNestedBlocks_std;NumberOfUniqueWords_std;NumberOfMathOperations_25%;IsConstructor_count;NumberOfParameters_CK_min;NumberOfStringLiterals_max;Returns_min;LOCMethod_CK_50%;NumberOfTryCatch_50%;NumberOfAssignments_std;NumberOfUniqueWords_mean;NumberOfInnerClasses_mean;NumberOfLambdas_50%;NumberOfParenthesizedExps_std;NumberOfAssignments_75%;NumberOfNumbers_75%;NumberOfInnerClasses_25%;WMC_CK_max;NumberOfTryCatch_25%;NumberOfMathOperations_mean;WMC_CK_50%;NumberOfModifiers_25%;NumberOfMathOperations_max;NumberOfVariables_std;NumberOfAssignments_max;NumberOfComparisons_std;WMC_CK_min;NumberOfLambdas_75%;RFC_75%;NumberOfLogStatements_25%;NumberOfLoops_25%;NumberOfStringLiterals_min;LOCMethod_CK_std;NumberOfAnonymousClasses_max;NumberOfComparisons_max;NumberOfStringLiterals_mean;CBO_count;RFC_count;NumberOfLogStatements_50%;NumberOfModifiers_std;WMC_CK_25%;LOCMethod_CK_75%;NumberOfParameters_CK_75%;LOCMethod_CK_25%;NumberOfParameters_CK_max;NumberOfLambdas_max;NumberOfAnonymousClasses_min;LOCMethod_CK_max;NumberOfAssignments_min;NumberOfLoops_max;RFC_50%;IsConstructor_top;NumberOfLoops_mean;NumberOfAnonymousClasses_mean;NumberOfVariables_25%;NumberOfParameters_CK_mean;NumberOfNumbers_std;LOCMethod_CK_min;NumberOfAssignments_mean;NumberOfModifiers_75%;NumberOfNumbers_max;MaxNumberOfNestedBlocks_75%;Bugged;NumberOfAnonymousClasses_50%;RFC_max;NumberOfModifiers_min;NumberOfNumbers_count;NumberOfStringLiterals_std;NumberOfLogStatements_mean;NumberOfTryCatch_75%;CBO_max;NumberOfLambdas_mean;NumberOfStringLiterals_25%;WMC_CK_mean;NumberOfAnonymousClasses_std;NumberOfUniqueWords_max;NumberOfLoops_50%;NumberOfInnerClasses_max;NumberOfTryCatch_std;NumberOfModifiers_max;NumberOfMathOperations_std;NumberOfLoops_count;NumberOfModifiers_50%;NumberOfParenthesizedExps_75%;NumberOfLoops_min;Returns_75%;MaxNumberOfNestedBlocks_mean;NumberOfMathOperations_50%;NumberOfNumbers_min;NumberOfParenthesizedExps_50%;NumberOfParenthesizedExps_mean;MaxNumberOfNestedBlocks_count;NumberOfVariables_50%;NumberOfComparisons_mean;NumberOfUniqueWords_25%;CBO_25%;RFC_min;WMC_CK_std;NumberOfParameters_CK_std;NumberOfAnonymousClasses_75%;NumberOfStringLiterals_count;MaxNumberOfNestedBlocks_max;Returns_max;LOCMethod_CK_count;NumberOfMathOperations_min;NumberOfParenthesizedExps_min;NumberOfComparisons_min;NumberOfInnerClasses_min;NumberOfModifiers_mean;NumberOfUniqueWords_count;NumberOfLogStatements_std;LOCMethod_CK_mean;NumberOfParameters_CK_50%;NumberOfComparisons_50%;NumberOfAssignments_50%;NumberOfNumbers_mean;MaxNumberOfNestedBlocks_50%;NumberOfVariables_mean;NumberOfInnerClasses_50%;NumberOfTryCatch_count;CBO_mean;NumberOfAssignments_25%;NumberOfLogStatements_75%;NumberOfNumbers_25%;NumberOfUniqueWords_75%;MaxNumberOfNestedBlocks_min;Returns_count;CBO_50%;Returns_mean;NumberOfModifiers_count;WMC_CK_75%;NumberOfVariables_max;NumberOfLogStatements_count;IsConstructor_freq;NumberOfVariables_min;NumberOfLoops_75%;NumberOfVariables_75%;NumberOfComparisons_count;NumberOfTryCatch_max;NumberOfComparisons_25%;NumberOfAnonymousClasses_25%;NumberOfMathOperations_count;MaxNumberOfNestedBlocks_25%;NumberOfUniqueWords_50%;NumberOfLogStatements_min;NumberOfNumbers_50%;NumberOfInnerClasses_std;NumberOfInnerClasses_75%;NumberOfParameters_CK_25%;NumberOfLambdas_std;NumberOfParenthesizedExps_count;NumberOfLoops_std;CBO_min;RFC_25%;NumberOfLambdas_min;CBO_std;Returns_50%;NumberOfUniqueWords_min;NumberOfMathOperations_75%
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
9.0;9.0;2.0;1.0;0.0;0.0;0.0;9.0;0.0;0.0;2.6822461565718467;0.0;2.7777777777777777;1.0;9.0;9.0;1.0;1.0;3.5;9.0;0.0;9.0;1.6583123951777;11.704699910719626;0.0;9.0;0.0;23.0;0.0;10.0;0.0;6.144102863722254;13.666666666666664;0.0;0.0;0.4409585518440984;4.0;3.0;0.0;24.0;0.0;2.4444444444444446;3.0;1.0;11.0;5.960518247415888;18.0;0.5;1.0;0.0;5.0;0.0;0.0;0.0;19.44293644946097;0.0;1.0;4.4444444444444455;9.0;9.0;0.0;0.33333333333333337;1.0;17.0;1.0;3.0;2.0;0.0;0.0;64.0;0.0;11.0;2.0;False;1.6666666666666667;0.0;0.0;0.7777777777777778;7.1782851557860115;3.0;3.6666666666666665;1.0;22.0;2.0;False;0.0;6.0;1.0;9.0;8.30829572040968;0.0;0.0;2.0;0.0;0.0;5.222222222222221;0.0;40.0;0.0;0.0;0.0;2.0;4.333333333333333;9.0;1.0;0.0;0.0;1.0;1.3333333333333333;0.0;0.0;0.0;0.2222222222222222;9.0;1.0;0.3333333333333333;5.0;1.0;0.0;7.4962953813496735;0.6666666666666667;0.0;9.0;5.0;11.0;9.0;0.0;0.0;0.0;0.0;1.1111111111111112;9.0;0.0;15.444444444444445;1.0;0.0;1.0;3.4444444444444446;1.0;3.4444444444444446;0.0;9.0;0.8888888888888888;0.0;0.0;0.0;17.0;0.0;9.0;1.0;2.0;9.0;4.0;18.0;9.0;9.0;0.0;2.0;4.0;9.0;0.0;0.0;0.0;9.0;0.0;13.0;0.0;0.0;0.0;0.0;0.0;0.0;9.0;3.6055512754639896;0.0;0.0;0.0;0.6009252125773316;1.0;2.0;1.0
1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;2.0;0.0;0.0;3.0;0.0;0.0;8.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;3.0;2.0;3.0;2.0;0.0;0.0;3.0;0.0;0.0;1.0;False;0.0;0.0;0.0;2.0;0.0;3.0;0.0;1.0;0.0;0.0;False;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;8.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;8.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;3.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;8.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;8.0;0.0;0.0;0.0;0.0;2.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;8.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3.0;3.0;8.5;1.0;1.0;0.0;0.0;3.0;0.0;0.0;8.386497083606084;0.0;6.333333333333332;3.0;3.0;3.0;1.0;1.0;0.5773502691896257;3.0;0.0;3.0;1.5275252316519463;36.115555282084934;0.0;3.0;1.0;17.0;1.0;10.0;0.0;17.03917055884274;28.33333333333333;0.0;0.0;0.5773502691896258;15.5;13.5;0.0;8.0;0.0;4.0;4.0;1.0;12.0;15.307950004273376;30.0;0.5773502691896258;1.0;0.0;9.0;0.0;0.5;0.0;38.7986254052039;0.0;1.0;5.666666666666668;3.0;3.0;0.0;0.5773502691896257;2.5;42.0;3.0;7.0;4.0;0.0;0.0;74.0;0.0;1.0;2.0;False;0.6666666666666666;0.0;0.5;2.333333333333333;12.288205727444508;4.0;10.333333333333334;1.5;23.0;2.5;False;0.0;16.0;1.0;3.0;9.814954576223636;0.0;0.0;4.0;0.0;0.0;4.333333333333333;0.0;70.0;1.0;0.0;0.0;2.0;6.92820323027551;3.0;1.0;0.5;0.0;1.5;1.6666666666666667;0.0;0.0;0.0;0.3333333333333333;3.0;1.0;0.6666666666666666;7.5;1.5;1.0;3.511884584284246;1.5275252316519463;0.0;3.0;3.0;2.0;3.0;0.0;0.0;0.0;0.0;1.3333333333333333;3.0;0.0;29.33333333333333;2.0;1.0;1.0;9.0;2.0;9.333333333333334;0.0;3.0;2.333333333333333;0.5;0.0;2.0;39.5;0.0;3.0;2.0;1.3333333333333333;3.0;6.0;27.0;3.0;3.0;0.0;1.0;14.0;3.0;0.0;0.5;0.0;3.0;1.0;9.0;0.0;4.0;0.0;0.0;1.5;0.0;3.0;0.5773502691896258;1.0;1.5;0.0;1.5275252316519463;1.0;6.0;6.0
2.0;2.0;2.25;0.0;0.25;0.0;0.0;2.0;0.0;1.5;9.899494936611664;0.0;7.0;3.25;2.0;2.0;2.25;2.0;0.7071067811865476;2.0;0.0;2.0;0.7071067811865476;40.30508652763321;1.5;2.0;0.0;3.0;0.0;37.0;0.0;22.62741699796952;33.5;0.0;0.0;0.0;25.0;17.5;0.0;7.0;0.0;3.0;4.0;1.0;6.0;19.798989873223327;33.0;2.1213203435596424;1.0;0.0;10.5;0.0;0.0;0.0;46.66904755831214;0.0;3.0;1.5;2.0;2.0;0.0;0.0;2.5;53.5;1.5;20.5;2.0;0.0;0.0;70.0;1.0;0.0;7.0;True;0.0;0.0;7.0;1.0;15.556349186104045;4.0;17.0;1.0;23.0;0.75;False;0.0;14.0;1.0;2.0;2.1213203435596424;0.0;0.0;4.0;0.0;0.75;4.0;0.0;62.0;0.0;0.0;0.0;1.0;4.242640687119285;2.0;1.0;0.0;0.0;0.75;0.5;3.0;1.0;0.0;0.0;2.0;14.0;1.5;19.25;1.75;0.0;4.242640687119285;1.4142135623730951;0.0;2.0;1.0;1.0;2.0;0.0;0.0;0.0;0.0;1.0;2.0;0.0;37.0;1.0;1.5;17.0;12.0;0.5;14.0;0.0;2.0;2.5;9.0;0.0;6.5;47.75;0.0;2.0;2.5;0.5;2.0;5.5;28.0;2.0;1.0;0.0;0.0;21.0;2.0;0.0;0.75;0.0;2.0;0.25;33.5;0.0;12.0;0.0;0.0;0.5;0.0;2.0;0.0;1.0;3.5;0.0;2.1213203435596424;0.5;5.0;4.5
2.0;2.0;5.25;0.0;1.0;0.0;0.0;2.0;0.0;3.5;11.31370849898476;0.0;8.0;3.0;2.0;2.0;2.25;1.0;0.0;2.0;0.0;2.0;2.8284271247461903;23.33452377915607;2.0;2.0;1.0;7.0;1.0;30.0;0.0;16.97056274847714;21.5;0.0;0.0;0.0;18.0;13.5;0.0;8.0;0.0;4.0;4.5;1.0;8.0;13.435028842544405;24.0;2.1213203435596424;1.0;0.0;12.0;0.0;0.25;0.0;38.18376618407357;0.0;3.0;3.5;2.0;2.0;0.0;0.0;2.75;43.5;3.25;16.5;4.0;0.0;0.0;57.0;0.0;1.0;8.0;False;0.5;0.0;4.75;2.5;12.727922061357855;3.0;12.0;1.0;18.0;3.0;False;0.0;16.0;1.0;2.0;4.949747468305833;0.0;0.0;4.0;0.0;1.75;4.5;0.0;38.0;0.5;0.0;0.0;1.0;5.656854249492381;2.0;1.0;0.0;0.0;1.0;2.0;4.0;0.0;0.0;0.0;2.0;9.5;1.5;13.25;1.0;0.0;4.949747468305833;2.1213203435596424;0.0;2.0;4.0;1.0;2.0;0.0;0.0;0.0;0.0;1.0;2.0;0.0;30.0;2.5;1.5;12.0;9.0;2.0;9.5;0.0;2.0;2.0;6.0;0.0;4.5;29.75;0.0;2.0;2.0;1.0;2.0;6.25;19.0;2.0;2.0;0.0;0.75;14.25;2.0;0.0;0.75;0.0;2.0;1.0;21.5;0.0;9.0;0.0;0.0;1.75;0.0;2.0;0.7071067811865476;0.0;4.0;0.0;2.8284271247461903;1.0;5.0;6.0
11.0;11.0;5.5;9.0;0.0;0.0;0.0;11.0;0.0;1.0;10.885352961246092;0.0;6.090909090909091;4.0;11.0;11.0;1.0;2.0;1.1677484162422844;11.0;0.0;11.0;2.370270410350224;21.99132060195981;0.0;11.0;1.0;38.0;0.0;9.0;0.0;13.930346207275159;16.727272727272727;0.0;0.0;2.7136021011998723;2.0;0.0;0.0;51.0;0.0;2.4545454545454546;2.0;2.0;23.0;11.129812544366024;46.0;2.6628760937957843;1.0;0.0;3.0;0.0;0.0;0.0;51.90813563840013;0.0;9.0;5.727272727272728;11.0;11.0;0.0;2.796101181678127;1.0;13.5;2.0;4.0;5.0;0.0;0.0;180.0;0.0;7.0;3.0;False;0.8181818181818182;0.0;0.5;1.818181818181818;8.718840623510777;3.0;6.363636363636362;4.0;29.0;1.5;True;0.0;38.0;1.0;11.0;11.463776943842802;0.0;0.0;21.0;0.0;0.0;6.2727272727272725;0.0;77.0;0.0;0.0;0.0;9.0;6.846365990270113;11.0;2.0;0.0;0.0;1.0;1.2727272727272727;0.0;0.0;0.0;0.8181818181818182;11.0;1.0;1.0909090909090908;6.0;1.0;0.0;14.853221260662005;1.4012980994907414;0.0;11.0;8.0;4.0;11.0;0.0;0.0;0.0;0.0;3.727272727272727;11.0;0.0;25.363636363636363;1.0;0.0;1.0;2.727272727272727;0.0;5.454545454545454;0.0;11.0;4.181818181818182;0.5;0.0;0.0;11.5;0.0;11.0;2.0;0.8181818181818182;11.0;2.5;36.0;11.0;10.0;0.0;0.0;2.0;11.0;0.0;0.0;0.0;11.0;0.0;8.0;0.0;0.0;0.0;0.0;1.0;0.0;11.0;2.1362669223756576;1.0;2.0;0.0;5.946733251427743;1.0;3.0;1.0
6.0;6.0;0.0;0.0;0.25;0.0;0.0;6.0;0.0;0.0;14.151560573543351;0.0;8.333333333333334;4.25;6.0;6.0;1.0;2.0;0.7527726527090809;6.0;0.0;6.0;2.2286019533929045;21.304146701209763;0.0;6.0;1.0;35.0;0.0;11.0;0.0;15.122830422906947;18.666666666666668;0.0;0.0;0.0;5.5;1.5;0.0;51.0;0.0;1.5;2.5;2.0;9.0;10.519822558706332;39.0;8.831760866327848;1.0;0.0;4.75;0.0;0.25;0.0;66.54847857013712;0.0;22.0;5.833333333333332;6.0;6.0;0.0;1.224744871391589;1.25;13.75;2.0;4.5;4.0;0.0;0.0;171.0;0.0;6.0;3.0;False;1.5;0.0;0.5;2.0;7.635443667528429;3.0;8.5;3.5;19.0;2.0;False;0.0;37.0;1.0;6.0;14.288690166235206;0.0;0.0;8.0;0.0;0.0;10.333333333333334;0.0;57.0;1.0;0.0;0.0;4.0;3.6742346141747673;6.0;2.0;0.0;0.0;1.0;1.8333333333333333;0.0;0.0;0.0;0.0;6.0;2.0;4.0;6.25;2.0;0.0;19.95661962023295;1.095445115010332;0.0;6.0;6.0;2.0;6.0;0.0;0.0;0.0;0.0;2.5;6.0;0.0;35.5;2.0;0.5;3.0;3.5;1.5;5.666666666666668;0.0;6.0;3.333333333333333;0.5;0.0;0.0;25.0;0.0;6.0;2.0;0.8333333333333334;6.0;3.75;27.0;6.0;5.0;0.0;1.0;2.75;6.0;0.0;0.0;0.0;6.0;0.25;7.0;0.0;0.0;0.0;0.0;1.25;0.0;6.0;2.2583179581272432;1.0;2.0;0.0;2.6583202716502514;1.0;4.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
4.0;4.0;3.5;0.0;0.75;0.0;0.0;4.0;0.0;0.0;5.9651767227244274;0.0;4.25;1.5;4.0;4.0;3.0;2.0;0.8164965809277259;4.0;0.0;4.0;1.4142135623730951;23.057898140695013;0.0;4.0;1.0;14.0;0.0;5.0;0.0;12.083045973594572;21.5;0.0;0.0;0.0;8.5;6.25;0.0;22.0;0.0;5.25;1.5;1.0;20.0;7.22841614740048;25.0;6.0;1.0;0.0;5.5;0.0;0.0;0.0;41.376321731154405;0.0;12.0;3.5;4.0;4.0;0.0;5.5;1.0;27.0;3.25;3.0;4.0;0.0;0.0;87.0;0.0;2.0;2.0;False;0.75;0.0;0.0;2.25;7.438637868140466;3.0;7.0;3.75;16.0;1.5;False;0.0;13.0;1.0;4.0;7.0;0.0;0.0;3.0;0.0;0.0;6.5;0.0;55.0;0.5;0.0;0.0;12.0;9.84462628374824;4.0;1.0;0.0;0.0;1.25;1.0;0.5;0.0;0.0;0.0;4.0;1.0;3.0;9.0;0.75;0.0;10.3440804327886;1.5;0.0;4.0;3.0;2.0;4.0;0.0;0.0;0.0;0.0;3.75;4.0;0.0;25.0;2.0;0.0;1.5;5.0;0.5;4.25;0.0;4.0;1.25;0.0;0.0;0.75;26.5;0.0;4.0;1.0;1.0;4.0;7.0;15.0;4.0;3.0;0.0;1.25;5.25;4.0;0.0;0.0;0.0;4.0;0.0;14.0;0.0;2.0;0.0;0.0;1.0;0.0;4.0;0.957427107756338;0.0;0.75;0.0;1.2583057392117916;1.0;3.0;5.75
1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;3.0;0.0;0.0;9.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;3.0;1.0;3.0;1.0;0.0;0.0;3.0;1.0;0.0;0.0;True;0.0;0.0;0.0;1.0;0.0;3.0;1.0;1.0;0.0;0.0;False;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;9.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;9.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;3.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;9.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;9.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;9.0;0.0
1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;10.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;10.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;10.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0;0.0
