NumberOfAnonymousClasses_std;WMC_CK_min;NumberOfAssignments_min;NumberOfNumbers_50%;NumberOfMathOperations_max;WMC_CK_50%;MaxNumberOfNestedBlocks_count;NumberOfNumbers_25%;NumberOfLogStatements_count;NumberOfLambdas_count;NumberOfUniqueWords_25%;NumberOfInnerClasses_std;CBO_std;Returns_std;RFC_max;NumberOfMathOperations_std;CBO_mean;MaxNumberOfNestedBlocks_mean;NumberOfUniqueWords_count;NumberOfTryCatch_max;LOCMethod_CK_max;NumberOfParenthesizedExps_mean;NumberOfInnerClasses_min;MaxNumberOfNestedBlocks_75%;NumberOfNumbers_max;Returns_min;NumberOfLogStatements_std;LOCMethod_CK_50%;RFC_std;NumberOfParameters_CK_max;NumberOfInnerClasses_25%;NumberOfAnonymousClasses_25%;NumberOfUniqueWords_std;NumberOfModifiers_max;LOCMethod_CK_75%;NumberOfUniqueWords_mean;NumberOfAssignments_50%;NumberOfLambdas_mean;NumberOfLambdas_75%;NumberOfMathOperations_50%;NumberOfParameters_CK_50%;NumberOfLambdas_50%;MaxNumberOfNestedBlocks_25%;WMC_CK_mean;NumberOfParenthesizedExps_25%;NumberOfNumbers_75%;NumberOfModifiers_50%;NumberOfParameters_CK_mean;NumberOfLambdas_min;NumberOfStringLiterals_max;NumberOfParenthesizedExps_count;NumberOfLoops_count;Returns_50%;RFC_75%;NumberOfInnerClasses_75%;NumberOfNumbers_std;WMC_CK_75%;RFC_min;NumberOfLogStatements_min;RFC_25%;NumberOfStringLiterals_25%;NumberOfAnonymousClasses_50%;NumberOfInnerClasses_mean;NumberOfUniqueWords_max;NumberOfStringLiterals_mean;NumberOfTryCatch_count;NumberOfStringLiterals_std;NumberOfParameters_CK_75%;NumberOfTryCatch_std;NumberOfParenthesizedExps_min;NumberOfModifiers_std;NumberOfUniqueWords_75%;NumberOfComparisons_25%;MaxNumberOfNestedBlocks_std;NumberOfParenthesizedExps_max;NumberOfParameters_CK_25%;MaxNumberOfNestedBlocks_min;NumberOfVariables_mean;RFC_mean;MaxNumberOfNestedBlocks_max;NumberOfAnonymousClasses_max;NumberOfLoops_std;NumberOfStringLiterals_count;NumberOfInnerClasses_max;WMC_CK_count;NumberOfComparisons_count;NumberOfLogStatements_mean;NumberOfUniqueWords_50%;NumberOfVariables_std;NumberOfVariables_max;NumberOfModifiers_count;NumberOfNumbers_mean;NumberOfParenthesizedExps_std;NumberOfNumbers_count;NumberOfModifiers_min;NumberOfMathOperations_25%;NumberOfAssignments_max;CBO_25%;NumberOfAssignments_75%;NumberOfComparisons_std;NumberOfMathOperations_min;NumberOfStringLiterals_50%;NumberOfMathOperations_75%;WMC_CK_std;NumberOfVariables_50%;CBO_count;NumberOfAssignments_count;NumberOfComparisons_75%;NumberOfLogStatements_50%;NumberOfInnerClasses_50%;Bugged;NumberOfLoops_75%;Returns_max;NumberOfLogStatements_75%;LOCMethod_CK_count;NumberOfParameters_CK_std;NumberOfTryCatch_50%;MaxNumberOfNestedBlocks_50%;NumberOfAnonymousClasses_count;NumberOfUniqueWords_min;NumberOfLoops_mean;LOCMethod_CK_std;NumberOfAssignments_std;CBO_50%;NumberOfAssignments_25%;NumberOfParameters_CK_min;NumberOfAnonymousClasses_min;NumberOfAssignments_mean;NumberOfTryCatch_mean;IsConstructor_top;NumberOfParenthesizedExps_50%;NumberOfLoops_25%;Returns_count;NumberOfTryCatch_25%;CBO_75%;LOCMethod_CK_min;NumberOfModifiers_75%;WMC_CK_25%;IsConstructor_unique;NumberOfLambdas_std;NumberOfTryCatch_min;NumberOfStringLiterals_75%;NumberOfVariables_25%;RFC_count;RFC_50%;NumberOfLogStatements_max;NumberOfInnerClasses_count;NumberOfParenthesizedExps_75%;WMC_CK_max;NumberOfModifiers_mean;NumberOfModifiers_25%;NumberOfMathOperations_mean;IsConstructor_freq;LOCMethod_CK_mean;NumberOfLambdas_25%;NumberOfParameters_CK_count;NumberOfVariables_count;NumberOfVariables_min;NumberOfLoops_50%;IsConstructor_count;CBO_max;NumberOfAnonymousClasses_mean;Returns_75%;Returns_25%;NumberOfComparisons_50%;Returns_mean;NumberOfComparisons_mean;NumberOfLambdas_max;NumberOfMathOperations_count;NumberOfVariables_75%;NumberOfComparisons_max;NumberOfLoops_max;NumberOfTryCatch_75%;NumberOfLoops_min;NumberOfLogStatements_25%;NumberOfNumbers_min;CBO_min;NumberOfAnonymousClasses_75%;NumberOfComparisons_min;LOCMethod_CK_25%;NumberOfStringLiterals_min
0.0;1.0;0.0;0.0;1.0;1.0;31.0;0.0;31.0;31.0;6.0;0.0;1.237409712140213;0.997847144973208;8.0;0.40160966445124935;1.7419354838709675;0.8709677419354839;31.0;1.0;21.0;0.06451612903225806;0.0;1.5;1.0;0.0;0.37387825055298296;3.0;2.2293255646312136;5.0;0.0;0.0;5.297595315709974;1.0;8.0;10.741935483870966;1.0;0.0;0.0;0.0;1.0;0.0;0.0;2.290322580645161;0.0;0.0;1.0;0.8387096774193549;0.0;2.0;31.0;31.0;1.0;4.0;0.0;0.3407771005482389;3.0;0.0;0.0;0.0;0.0;0.0;0.0;19.0;0.25806451612903225;31.0;0.5754848353335861;1.0;0.1796053020267749;0.0;0.0;16.0;0.0;1.1177935254739122;1.0;0.0;0.0;0.5483870967741935;2.3548387096774195;4.0;0.0;0.5506594287321455;31.0;0.0;31.0;31.0;0.16129032258064516;10.0;0.7676244601548058;3.0;31.0;0.12903225806451613;0.24973103811470745;31.0;1.0;0.0;4.0;1.0;1.0;1.0503455652553653;0.0;0.0;0.0;1.7924573149189498;0.0;31.0;31.0;1.5;0.0;0.0;False;1.0;3.0;0.0;31.0;0.9344079834686198;0.0;0.0;31.0;3.0;0.3548387096774194;5.084871087696778;0.8550922732073566;2.0;0.0;0.0;0.0;0.7419354838709677;0.03225806451612903;False;0.0;0.0;31.0;0.0;2.0;3.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;31.0;2.0;1.0;31.0;0.0;7.0;1.0;1.0;0.1935483870967742;31.0;6.548387096774193;0.0;31.0;31.0;0.0;0.0;31.0;6.0;0.0;1.5;0.0;0.0;0.935483870967742;0.6451612903225806;0.0;31.0;1.0;4.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0
0.0;1.0;0.0;0.0;2.0;3.0;17.0;0.0;17.0;17.0;14.0;0.0;1.4037764192684379;1.2776356840572631;10.0;0.4850712500726661;2.7058823529411766;1.7647058823529411;17.0;2.0;41.0;0.2352941176470588;0.0;2.0;1.0;0.0;0.4850712500726661;8.0;2.511737153726832;2.0;0.0;0.0;6.444331754705518;2.0;9.0;16.176470588235293;1.0;0.0;0.0;0.0;1.0;0.0;1.0;3.7058823529411766;0.0;0.0;1.0;0.8235294117647058;0.0;2.0;17.0;17.0;1.0;4.0;0.0;0.24253562503633302;4.0;0.0;0.0;1.0;0.0;0.0;0.0;28.0;0.5294117647058824;17.0;0.7174300539794394;1.0;0.6183469424008423;0.0;0.3321055820775357;19.0;0.0;1.521898968587677;4.0;0.0;0.0;1.2352941176470589;2.9411764705882355;5.0;0.0;0.6063390625908325;17.0;0.0;17.0;17.0;0.1176470588235294;15.0;1.56242646885805;6.0;17.0;0.05882352941176471;0.9701425001453321;17.0;1.0;0.0;6.0;2.0;1.0;1.053704948098403;0.0;0.0;0.0;3.015889294270285;1.0;17.0;17.0;2.0;0.0;0.0;False;1.0;5.0;0.0;17.0;0.6359337738364604;0.0;2.0;17.0;5.0;0.6470588235294118;9.736982259889961;1.5315313367000094;2.0;1.0;0.0;0.0;1.2941176470588236;0.4117647058823529;False;0.0;0.0;17.0;0.0;3.0;3.0;1.0;2.0;1.0;0.0;0.0;1.0;0.0;17.0;3.0;2.0;17.0;0.0;13.0;1.1176470588235294;1.0;0.1176470588235294;17.0;11.058823529411764;0.0;17.0;17.0;0.0;1.0;17.0;6.0;0.0;2.0;1.0;0.0;1.4117647058823528;0.8823529411764706;0.0;17.0;1.0;3.0;2.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;6.0;0.0
0.0;1.0;0.0;0.0;0.0;1.0;2.0;0.0;2.0;2.0;5.75;0.0;0.0;0.7071067811865476;2.0;0.0;0.0;0.0;2.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.7071067811865476;4.0;1.4142135623730951;0.0;0.0;0.0;7.7781745930520225;33.0;4.5;8.5;0.5;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;17.0;0.0;0.0;1.0;2.0;2.0;0.5;1.5;0.0;0.0;1.0;0.0;0.0;0.5;0.25;0.0;0.0;14.0;0.5;2.0;0.7071067811865476;0.0;0.0;0.0;22.62741699796952;11.25;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;2.0;0.0;2.0;2.0;0.5;8.5;0.0;0.0;2.0;0.0;0.0;2.0;1.0;0.0;1.0;0.0;0.75;0.0;0.0;0.5;0.0;0.0;0.0;2.0;2.0;0.0;0.5;0.0;False;0.0;1.0;0.75;2.0;0.0;0.0;0.0;2.0;3.0;0.0;1.4142135623730951;0.7071067811865476;0.0;0.25;0.0;0.0;0.5;0.0;False;0.0;0.0;2.0;0.0;0.0;3.0;25.0;1.0;1.0;0.0;0.0;0.75;0.0;2.0;1.0;1.0;2.0;0.0;1.0;17.0;9.0;0.0;2.0;4.0;0.0;2.0;2.0;0.0;0.0;2.0;0.0;0.0;0.75;0.25;0.0;0.5;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.25;0.0;0.0;0.0;0.0;3.5;0.0
0.2886751345948129;1.0;0.0;0.0;4.0;2.0;12.0;0.0;12.0;12.0;4.0;0.0;1.044465935734187;1.7298624923456316;8.0;1.378954368902449;1.0;1.0833333333333333;12.0;2.0;47.0;0.08333333333333333;0.0;2.0;3.0;0.0;2.3403573930647275;7.5;2.9541957835039856;2.0;0.0;0.0;12.169260827630785;33.0;16.5;13.5;0.5;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.25;1.0;0.4166666666666667;0.0;11.0;12.0;12.0;0.0;5.25;0.0;1.0;4.25;0.0;0.0;0.0;0.0;0.0;0.0;36.0;2.833333333333333;12.0;3.4333480435107053;1.0;0.6685579234215214;0.0;9.19321225226262;20.75;0.0;1.1645001528813148;1.0;0.0;0.0;0.5;3.0;3.0;1.0;0.4522670168666454;12.0;0.0;12.0;12.0;1.75;8.0;1.0;3.0;12.0;0.5;0.2886751345948129;12.0;1.0;0.0;6.0;0.0;2.0;1.1677484162422844;0.0;1.5;1.25;2.486326242032244;0.0;12.0;12.0;0.25;1.0;0.0;False;0.25;6.0;3.0;12.0;0.6685579234215214;0.0;1.0;12.0;3.0;0.25;14.972702434157243;1.8153386861559868;1.0;0.0;0.0;0.0;1.25;0.4166666666666667;False;0.0;0.0;12.0;0.0;1.0;3.0;1.25;1.0;1.0;0.0;0.0;4.25;0.0;12.0;2.5;8.0;12.0;0.0;8.0;3.8333333333333335;1.0;0.9166666666666666;12.0;14.0;0.0;12.0;12.0;0.0;0.0;12.0;3.0;0.08333333333333333;1.0;0.0;0.0;0.9166666666666666;0.5;0.0;12.0;0.25;4.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0
0.0776150525706333;1.0;0.0;0.0;7.0;2.0;166.0;0.0;166.0;166.0;10.0;0.0;2.133787374099827;0.6522351829244332;62.0;0.9352142940687952;3.27710843373494;0.9397590361445785;166.0;4.0;154.0;0.012048192771084338;0.0;1.0;9.0;0.0;1.440356128126164;8.0;6.961774311906128;8.0;0.0;0.0;11.495593390376165;4.0;11.0;15.855421686746988;0.0;0.0;0.0;0.0;1.0;0.0;0.0;2.921686746987952;0.0;0.0;1.0;1.4879518072289155;0.0;21.0;166.0;166.0;1.0;5.0;0.0;0.7827083413201285;3.0;0.0;0.0;1.0;0.0;0.0;0.0;86.0;1.4337349397590362;166.0;2.803429808815201;2.0;0.7819850047444169;0.0;0.5141658848442217;18.0;0.0;1.031026526894569;1.0;1.0;0.0;1.1265060240963856;4.301204819277109;5.0;1.0;0.6151607773885133;166.0;0.0;166.0;166.0;0.3614457831325301;14.0;2.109636437863996;14.0;166.0;0.13253012048192772;0.10943113551890317;166.0;0.0;0.0;27.0;2.0;2.0;1.1161301997773632;0.0;1.0;0.0;3.853358965819257;0.0;166.0;166.0;0.0;0.0;0.0;True;0.0;4.0;0.0;166.0;1.382741904124178;0.0;1.0;166.0;3.0;0.1987951807228916;15.698297556892559;3.1918571094629087;3.0;0.0;0.0;0.0;1.4457831325301205;0.5602409638554217;False;0.0;0.0;166.0;0.0;4.0;3.0;1.0;1.0;2.0;0.0;0.0;2.0;0.0;166.0;2.0;12.0;166.0;0.0;35.0;1.210843373493976;1.0;0.3614457831325301;165.0;11.644578313253012;0.0;166.0;166.0;0.0;0.0;166.0;17.0;0.006024096385542169;1.0;0.0;0.0;0.7831325301204819;0.39156626506024095;0.0;166.0;2.0;7.0;4.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0
0.0;1.0;0.0;0.0;5.0;3.0;13.0;0.0;13.0;13.0;9.0;0.0;1.377474463442389;0.4385290096535146;17.0;1.4142135623730951;3.3076923076923075;0.9230769230769232;13.0;2.0;32.0;0.0;0.0;1.0;2.0;0.0;0.7510676161988107;5.0;4.008004810888152;4.0;0.0;0.0;5.24159889483724;4.0;7.0;11.846153846153848;0.0;0.0;0.0;1.0;1.0;0.0;0.0;2.769230769230769;0.0;0.0;1.0;1.6153846153846154;0.0;5.0;13.0;13.0;0.0;4.0;0.0;0.6304251719561151;4.0;2.0;0.0;3.0;0.0;0.0;0.0;28.0;1.5384615384615383;13.0;1.941450686788302;2.0;0.7679476477883046;0.0;0.869718492622904;12.0;0.0;1.1151635501529555;0.0;1.0;0.0;0.6153846153846154;4.6923076923076925;4.0;0.0;0.2773500981126146;13.0;0.0;13.0;13.0;0.6923076923076923;12.0;1.192927878405448;4.0;13.0;0.3076923076923077;0.0;13.0;1.0;0.0;4.0;2.0;1.0;0.5063696835418333;0.0;1.0;1.0;1.3008872711759818;0.0;13.0;13.0;1.0;1.0;0.0;False;0.0;1.0;1.0;13.0;0.869718492622904;0.0;1.0;13.0;8.0;0.07692307692307693;8.447424125671349;1.192927878405448;3.0;0.0;1.0;0.0;0.6153846153846154;0.38461538461538464;False;0.0;0.0;13.0;0.0;4.0;4.0;2.0;2.0;1.0;0.0;0.0;2.0;0.0;13.0;3.0;2.0;13.0;0.0;5.0;1.6153846153846154;1.0;1.0;13.0;8.76923076923077;0.0;13.0;13.0;0.0;0.0;13.0;6.0;0.0;0.0;0.0;0.0;0.2307692307692308;0.38461538461538464;0.0;13.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;5.0;0.0
0.0;1.0;0.0;0.0;0.0;1.0;21.0;0.0;21.0;21.0;4.0;0.0;0.4364357804719847;0.5117663157191589;0.0;0.0;0.7619047619047619;0.09523809523809523;21.0;0.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;1.0;0.0;0.0;0.7003400534570262;1.0;3.0;4.095238095238095;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0952380952380951;0.0;0.0;1.0;0.4761904761904762;0.0;0.0;21.0;21.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;21.0;0.0;1.0;0.0;0.0;0.0;5.0;0.0;0.30079260375911915;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;21.0;0.0;21.0;21.0;0.0;4.0;0.0;0.0;21.0;0.0;0.0;21.0;1.0;0.0;1.0;1.0;1.0;0.30079260375911915;0.0;0.0;0.0;0.30079260375911915;0.0;21.0;21.0;0.0;0.0;0.0;False;0.0;1.0;0.0;21.0;0.5117663157191589;0.0;0.0;21.0;3.0;0.0;0.9023778112773574;0.50709255283711;1.0;0.0;0.0;0.0;0.5714285714285714;0.0;False;0.0;0.0;21.0;0.0;1.0;3.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;21.0;0.0;0.0;21.0;0.0;2.0;1.0;1.0;0.0;21.0;3.2857142857142856;0.0;21.0;21.0;0.0;0.0;21.0;1.0;0.0;1.0;0.0;0.0;0.5238095238095238;0.09523809523809523;0.0;21.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0
0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;6.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;4.0;0.0;0.0;0.0;0.0;1.0;6.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;1.0;0.0;0.0;0.0;4.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;0.0;1.0;0.0;4.0;0.0;0.0;0.0;6.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;6.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;False;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;6.0;0.0;0.0;0.0;2.0;0.0;4.0;0.0;0.0;0.0;False;0.0;0.0;1.0;0.0;2.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;1.0;0.0
0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;8.0;0.0;0.0;0.0;5.0;0.0;3.0;0.0;1.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;1.0;0.0;0.0;0.0;1.0;4.0;8.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;5.0;0.0;0.0;1.0;5.0;0.0;5.0;0.0;0.0;0.0;8.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;8.0;0.0;0.0;0.0;1.0;0.0;1.0;5.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;8.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;3.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;False;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;8.0;0.0;0.0;0.0;3.0;1.0;1.0;0.0;1.0;0.0;False;0.0;0.0;1.0;0.0;3.0;4.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;5.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;4.0;0.0;1.0;1.0;1.0;0.0;1.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;4.0;0.0
0.0;2.0;0.0;0.0;6.0;5.0;13.0;0.0;13.0;13.0;13.0;0.0;3.2699094318203508;1.6092680291808414;27.0;1.7722938923964169;5.769230769230768;2.3076923076923075;13.0;3.0;73.0;0.15384615384615385;0.0;3.0;1.0;0.0;3.2025630761017427;23.0;7.741827783921408;4.0;0.0;0.0;16.242157871037094;4.0;33.0;25.153846153846153;3.0;0.0;0.0;0.0;1.0;0.0;1.0;7.0769230769230775;0.0;0.0;2.0;1.7692307692307692;0.0;15.0;13.0;13.0;1.0;21.0;0.0;0.3755338080994054;9.0;3.0;0.0;8.0;1.0;0.0;0.0;64.0;4.153846153846153;13.0;5.2574733133916745;2.0;0.9870962335856492;0.0;0.9607689228305228;31.0;1.0;1.1821319289469756;2.0;1.0;1.0;2.5384615384615383;13.461538461538463;4.0;0.0;0.650443635587991;13.0;0.0;13.0;13.0;1.6153846153846154;22.0;1.7134460703206962;5.0;13.0;0.15384615384615385;0.5547001962252291;13.0;1.0;0.0;8.0;4.0;5.0;4.130871889093459;0.0;1.0;1.0;6.775710767901505;3.0;13.0;13.0;4.0;0.0;0.0;True;1.0;6.0;2.0;13.0;1.0919284281983377;1.0;3.0;13.0;5.0;0.38461538461538464;18.000712236621112;2.536907060949895;6.0;2.0;1.0;0.0;3.5384615384615383;1.1538461538461535;False;0.0;0.0;13.0;0.0;8.0;8.0;2.0;4.0;1.0;0.0;0.0;10.0;1.0;13.0;12.0;11.0;13.0;0.0;28.0;2.3846153846153846;2.0;0.8461538461538461;13.0;26.76923076923077;0.0;13.0;13.0;0.0;0.0;13.0;11.0;0.0;2.0;0.0;1.0;1.3846153846153846;2.6923076923076925;0.0;13.0;3.0;15.0;2.0;2.0;0.0;0.0;0.0;1.0;0.0;0.0;13.0;0.0
0.0;1.0;0.0;0.0;1.0;2.0;27.0;0.0;27.0;27.0;10.0;0.0;1.3959648809042255;0.6979824404521128;26.0;0.1924500897298752;3.4444444444444446;1.2222222222222223;27.0;1.0;23.0;0.07407407407407407;0.0;1.5;1.0;0.0;0.4833407013879896;11.0;7.060180864974625;3.0;0.0;0.0;4.758258677397189;2.0;18.0;13.444444444444445;0.0;0.0;0.0;0.0;1.0;0.0;1.0;2.4814814814814814;0.0;0.0;1.0;0.7777777777777778;0.0;5.0;27.0;27.0;1.0;11.5;0.0;0.19245008972987526;3.0;2.0;0.0;2.0;0.0;0.0;0.0;24.0;0.5925925925925926;27.0;1.47437755469526;1.0;0.4465760847047225;0.0;0.3202563076101743;16.5;0.0;0.6405126152203485;2.0;0.0;0.0;0.8518518518518519;7.333333333333332;3.0;0.0;0.3620139928982457;27.0;0.0;27.0;27.0;0.1851851851851852;13.0;1.2311253046174933;5.0;27.0;0.037037037037037035;0.3849001794597505;27.0;1.0;0.0;5.0;3.0;3.5;0.4465760847047224;0.0;0.0;0.0;0.975482932483676;0.0;27.0;27.0;0.5;0.0;0.0;False;0.0;2.0;0.0;27.0;0.8006407690254358;1.0;1.0;27.0;5.0;0.14814814814814814;5.493586003648908;1.8029731697150269;3.0;0.0;0.0;0.0;1.4074074074074074;0.7407407407407407;False;0.0;0.0;27.0;0.5;4.0;6.0;1.0;2.0;1.0;0.0;0.0;0.0;0.0;27.0;4.0;2.0;27.0;0.0;5.0;1.1111111111111112;1.0;0.037037037037037035;27.0;13.111111111111109;0.0;27.0;27.0;0.0;0.0;27.0;7.0;0.0;2.0;1.0;0.0;1.1111111111111112;0.25925925925925924;0.0;27.0;1.5;1.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;8.0;0.0
0.0;4.0;2.0;0.0;1.0;5.5;2.0;0.0;2.0;2.0;22.0;0.0;0.0;0.0;7.0;0.7071067811865476;2.0;2.5;2.0;0.0;18.0;0.0;0.0;2.75;0.0;1.0;0.0;17.5;1.4142135623730951;1.0;0.0;0.0;22.62741699796952;2.0;17.75;30.0;3.5;0.0;0.0;0.5;1.0;0.0;2.25;5.5;0.0;0.0;1.5;1.0;0.0;0.0;2.0;2.0;1.0;6.5;0.0;0.0;6.25;5.0;0.0;5.5;0.0;0.0;0.0;46.0;0.0;2.0;0.0;1.0;0.0;0.0;0.7071067811865476;38.0;1.5;0.7071067811865476;0.0;1.0;2.0;3.0;6.0;3.0;0.0;0.0;2.0;0.0;2.0;2.0;0.0;30.0;1.4142135623730951;4.0;2.0;0.0;0.0;2.0;1.0;0.25;5.0;2.0;4.25;1.4142135623730951;0.0;0.0;0.75;2.1213203435596424;3.0;2.0;2.0;2.5;0.0;0.0;False;2.0;1.0;0.0;2.0;0.0;0.0;2.5;2.0;14.0;2.0;0.7071067811865476;2.1213203435596424;2.0;2.75;1.0;0.0;3.5;0.0;False;0.0;2.0;2.0;0.0;2.0;17.0;1.75;4.75;1.0;0.0;0.0;0.0;2.5;2.0;6.0;0.0;2.0;0.0;7.0;1.5;1.25;0.5;2.0;17.5;0.0;2.0;2.0;2.0;2.0;2.0;2.0;0.0;1.0;1.0;2.0;1.0;2.0;0.0;2.0;3.5;3.0;2.0;0.0;2.0;0.0;0.0;2.0;0.0;1.0;17.25;0.0
0.0;5.0;1.0;0.0;1.0;7.0;3.0;0.0;3.0;3.0;38.0;0.0;0.5773502691896258;0.0;26.0;0.5773502691896258;4.333333333333333;4.0;3.0;2.0;42.0;0.0;0.0;4.5;0.0;0.0;1.0;26.0;9.29157324317757;2.0;0.0;0.0;7.6376261582597325;4.0;34.0;41.333333333333336;2.0;0.0;0.0;0.0;2.0;0.0;3.5;7.0;0.0;0.0;4.0;2.0;0.0;4.0;3.0;3.0;0.0;18.5;0.0;0.0;8.0;9.0;0.0;10.0;2.5;0.0;0.0;48.0;3.0;3.0;1.0;2.0;0.5773502691896257;0.0;0.0;45.5;2.0;1.0;0.0;2.0;3.0;1.6666666666666667;15.333333333333336;5.0;0.0;0.5773502691896258;3.0;0.0;3.0;3.0;1.0;43.0;0.5773502691896257;2.0;3.0;0.0;0.0;3.0;4.0;0.0;4.0;4.0;3.0;1.5275252316519468;0.0;3.0;0.5;2.0;2.0;3.0;3.0;3.5;1.0;0.0;False;1.0;0.0;1.5;3.0;0.0;1.0;4.0;3.0;33.0;0.6666666666666666;12.662279942148386;1.5275252316519463;4.0;1.5;2.0;0.0;2.333333333333333;1.3333333333333333;False;0.0;0.5;3.0;1.0;4.5;17.0;4.0;6.0;1.0;0.0;1.0;3.5;1.5;3.0;11.0;2.0;3.0;0.0;9.0;4.0;4.0;0.3333333333333333;3.0;28.33333333333333;0.0;3.0;3.0;1.0;1.0;3.0;5.0;0.0;0.0;0.0;3.0;0.0;2.6666666666666665;0.0;3.0;2.0;4.0;1.0;1.5;0.0;0.5;0.0;4.0;0.0;1.0;21.5;2.0
0.0;1.0;0.0;0.0;2.0;1.0;50.0;0.0;50.0;50.0;4.0;0.0;0.6907552802135191;0.5573259772323188;2.0;0.28284271247461895;1.18;0.06;50.0;0.0;10.0;0.0;0.0;0.0;1.0;0.0;0.0;3.0;0.1414213562373095;3.0;0.0;0.0;1.0101525445522108;12.0;3.0;5.2;0.0;0.0;0.0;0.0;2.0;0.0;0.0;1.08;0.0;0.0;9.0;1.68;0.0;4.0;50.0;50.0;1.0;1.0;0.0;0.1979486637221574;1.0;1.0;0.0;1.0;0.0;0.0;0.0;7.0;0.1;50.0;0.5802884574739972;2.0;0.0;0.0;0.9091372900969896;6.0;0.0;0.2398979374820952;0.0;1.0;0.0;0.08;1.02;1.0;0.0;0.0;50.0;0.0;50.0;50.0;0.0;5.0;0.2740475156178697;1.0;50.0;0.04;0.0;50.0;9.0;0.0;1.0;1.0;0.0;0.2398979374820952;0.0;0.0;0.0;0.3404678653660853;0.0;50.0;50.0;0.0;0.0;0.0;True;0.0;2.0;0.0;50.0;0.5869325309764039;0.0;0.0;50.0;3.0;0.0;1.3962047683280705;0.2740475156178697;1.0;0.0;1.0;0.0;0.08;0.0;False;0.0;0.0;50.0;0.0;2.0;3.0;9.0;1.0;1.0;0.0;0.0;0.0;0.0;50.0;1.0;0.0;50.0;0.0;3.0;9.3;9.0;0.04;50.0;3.36;0.0;50.0;50.0;0.0;0.0;50.0;2.0;0.0;1.0;0.0;0.0;0.66;0.06;0.0;50.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0
