RFC_min;NumberOfParameters_CK_75%;NumberOfLambdas_min;RFC_count;Returns_75%;NumberOfMathOperations_min;WMC_CK_mean;NumberOfParameters_CK_std;NumberOfLoops_25%;NumberOfParameters_CK_max;NumberOfParenthesizedExps_25%;Returns_std;CBO_75%;NumberOfTryCatch_25%;NumberOfUniqueWords_max;NumberOfVariables_75%;CBO_50%;WMC_CK_25%;NumberOfAnonymousClasses_count;MaxNumberOfNestedBlocks_mean;WMC_CK_min;NumberOfModifiers_75%;LOCMethod_CK_25%;Returns_25%;CBO_25%;NumberOfMathOperations_max;LOCMethod_CK_mean;NumberOfAnonymousClasses_50%;Returns_min;NumberOfParameters_CK_25%;WMC_CK_50%;NumberOfLoops_max;NumberOfParameters_CK_count;NumberOfMathOperations_75%;NumberOfLambdas_std;NumberOfNumbers_max;IsConstructor_top;NumberOfNumbers_std;MaxNumberOfNestedBlocks_75%;MaxNumberOfNestedBlocks_min;NumberOfAnonymousClasses_std;NumberOfAssignments_min;NumberOfUniqueWords_25%;NumberOfMathOperations_mean;NumberOfAssignments_std;NumberOfParameters_CK_50%;NumberOfStringLiterals_50%;NumberOfComparisons_50%;NumberOfAssignments_25%;NumberOfComparisons_25%;NumberOfVariables_min;NumberOfLogStatements_50%;Returns_count;RFC_50%;NumberOfTryCatch_mean;NumberOfComparisons_std;NumberOfModifiers_25%;NumberOfAssignments_count;NumberOfStringLiterals_25%;NumberOfParameters_CK_min;NumberOfLambdas_25%;NumberOfAnonymousClasses_75%;NumberOfInnerClasses_mean;RFC_mean;NumberOfLoops_50%;NumberOfParenthesizedExps_75%;IsConstructor_freq;NumberOfInnerClasses_25%;NumberOfTryCatch_max;NumberOfParenthesizedExps_50%;NumberOfInnerClasses_max;NumberOfVariables_count;NumberOfComparisons_count;LOCMethod_CK_75%;CBO_count;NumberOfParenthesizedExps_count;NumberOfComparisons_max;NumberOfComparisons_min;NumberOfLoops_count;NumberOfVariables_std;NumberOfNumbers_75%;CBO_min;Bugged;MaxNumberOfNestedBlocks_50%;NumberOfMathOperations_50%;CBO_std;NumberOfAnonymousClasses_mean;NumberOfNumbers_25%;NumberOfModifiers_count;NumberOfUniqueWords_50%;NumberOfAnonymousClasses_25%;Returns_max;LOCMethod_CK_max;NumberOfLambdas_count;CBO_mean;NumberOfNumbers_count;NumberOfUniqueWords_mean;WMC_CK_count;NumberOfModifiers_min;Returns_mean;NumberOfStringLiterals_min;NumberOfParenthesizedExps_max;NumberOfStringLiterals_max;MaxNumberOfNestedBlocks_25%;WMC_CK_max;LOCMethod_CK_50%;NumberOfNumbers_mean;NumberOfInnerClasses_50%;NumberOfModifiers_max;NumberOfLogStatements_count;NumberOfStringLiterals_mean;NumberOfTryCatch_75%;RFC_25%;NumberOfTryCatch_count;NumberOfStringLiterals_std;Returns_50%;CBO_max;RFC_std;NumberOfParenthesizedExps_mean;NumberOfLogStatements_75%;WMC_CK_75%;IsConstructor_unique;NumberOfStringLiterals_count;LOCMethod_CK_count;NumberOfAssignments_mean;NumberOfModifiers_mean;NumberOfAssignments_max;NumberOfVariables_max;NumberOfLambdas_max;NumberOfParameters_CK_mean;NumberOfLogStatements_mean;NumberOfTryCatch_50%;NumberOfAnonymousClasses_min;NumberOfInnerClasses_count;NumberOfParenthesizedExps_min;LOCMethod_CK_min;WMC_CK_std;NumberOfStringLiterals_75%;NumberOfUniqueWords_min;RFC_75%;RFC_max;NumberOfNumbers_min;NumberOfModifiers_std;MaxNumberOfNestedBlocks_max;NumberOfTryCatch_std;NumberOfVariables_50%;NumberOfComparisons_75%;NumberOfLogStatements_min;NumberOfMathOperations_count;NumberOfLambdas_50%;NumberOfInnerClasses_min;NumberOfTryCatch_min;NumberOfInnerClasses_std;NumberOfUniqueWords_75%;NumberOfLambdas_mean;NumberOfLogStatements_25%;NumberOfAssignments_75%;MaxNumberOfNestedBlocks_std;NumberOfLambdas_75%;IsConstructor_count;NumberOfLogStatements_std;NumberOfNumbers_50%;NumberOfVariables_mean;NumberOfUniqueWords_std;NumberOfLogStatements_max;NumberOfComparisons_mean;MaxNumberOfNestedBlocks_count;NumberOfParenthesizedExps_std;NumberOfLoops_std;NumberOfLoops_mean;NumberOfAssignments_50%;NumberOfUniqueWords_count;NumberOfMathOperations_std;NumberOfVariables_25%;LOCMethod_CK_std;NumberOfModifiers_50%;NumberOfMathOperations_25%;NumberOfLoops_min;NumberOfInnerClasses_75%;NumberOfAnonymousClasses_max;NumberOfLoops_75%
5.0;0.0;0.0;3.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;7.0;0.0;18.0;3.5;7.0;1.0;3.0;0.0;1.0;1.0;7.0;0.0;7.0;0.0;8.666666666666666;0.0;0.0;0.0;1.0;0.0;3.0;0.0;0.0;2.0;False;1.0;0.0;0.0;0.0;3.0;12.5;0.0;2.309401076758503;0.0;0.0;0.0;3.0;0.0;3.0;0.0;3.0;6.0;0.0;0.0;1.0;3.0;0.0;0.0;0.0;0.0;0.0;6.666666666666668;0.0;0.0;3.0;0.0;0.0;0.0;0.0;3.0;3.0;9.5;3.0;3.0;0.0;0.0;3.0;0.5773502691896258;1.5;7.0;False;0.0;0.0;0.0;0.0;0.5;3.0;13.0;0.0;0.0;12.0;3.0;7.0;3.0;14.333333333333336;3.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;7.0;1.0;0.0;1.0;3.0;0.3333333333333333;0.0;5.5;3.0;0.5773502691896258;0.0;7.0;2.0816659994661326;0.0;0.0;1.0;1.0;3.0;3.0;4.333333333333333;1.0;7.0;4.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;7.0;0.0;0.5;12.0;7.5;9.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;15.5;0.0;0.0;5.0;0.0;0.0;3.0;0.0;1.0;3.333333333333333;3.2145502536643185;0.0;0.0;3.0;0.0;0.0;0.0;3.0;3.0;0.0;3.0;2.8867513459481287;1.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;7.0;0.5;0.0;1.0;0.3779644730092273;0.0;1.0;0.0;0.4879500364742666;3.0;0.0;10.0;0.0;3.0;1.0;7.0;0.0;1.0;1.0;3.0;0.0;1.5;0.0;3.1428571428571432;0.0;0.0;0.0;1.0;0.0;7.0;0.0;0.0;1.0;False;0.3779644730092273;0.0;0.0;0.0;0.0;6.0;0.0;0.3779644730092273;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.0;2.0;0.0;0.0;1.0;7.0;0.0;0.0;0.0;0.0;0.0;1.5714285714285714;0.0;0.0;7.0;0.0;0.0;0.0;0.0;7.0;7.0;3.0;7.0;7.0;0.0;0.0;7.0;0.3779644730092273;0.0;0.0;False;0.0;0.0;1.4638501094227998;0.0;0.0;7.0;8.0;0.0;1.0;4.0;7.0;2.142857142857143;7.0;6.7142857142857135;7.0;1.0;0.2857142857142857;0.0;0.0;0.0;0.0;1.0;3.0;0.14285714285714285;0.0;1.0;7.0;0.0;0.0;1.0;7.0;0.0;0.0;3.0;1.1338934190276817;0.0;0.0;1.0;1.0;7.0;7.0;0.14285714285714285;1.0;1.0;1.0;0.0;0.14285714285714285;0.0;0.0;0.0;7.0;0.0;3.0;0.0;0.0;1.0;2.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.0;0.0;0.0;0.0;0.0;8.0;0.0;0.0;0.0;0.0;0.0;7.0;0.0;0.0;0.14285714285714285;3.093772546815388;0.0;0.0;7.0;0.0;0.0;0.0;0.0;7.0;0.0;0.0;0.3779644730092273;1.0;0.0;0.0;0.0;0.0;0.0
3.0;0.75;0.0;2.0;1.5;0.0;2.5;0.7071067811865476;0.25;1.0;0.0;1.4142135623730951;0.0;0.0;13.0;2.25;0.0;2.25;2.0;1.5;2.0;6.25;8.25;0.5;0.0;0.0;10.5;0.0;0.0;0.25;2.5;1.0;2.0;0.0;0.0;0.0;False;0.0;1.75;1.0;0.0;0.0;10.0;0.0;3.5355339059327378;0.5;1.0;0.0;1.25;0.0;0.0;0.0;2.0;5.0;0.0;0.0;2.75;2.0;1.0;0.0;0.0;0.0;0.0;5.0;0.5;0.0;2.0;0.0;0.0;0.0;0.0;2.0;2.0;12.75;2.0;2.0;0.0;0.0;2.0;2.1213203435596424;0.0;0.0;False;1.5;0.0;0.0;0.0;0.0;2.0;11.0;0.0;2.0;15.0;2.0;0.0;2.0;11.0;2.0;1.0;1.0;1.0;0.0;1.0;1.25;3.0;10.5;0.0;0.0;8.0;2.0;1.0;0.0;4.0;2.0;0.0;1.0;0.0;2.8284271247461903;0.0;0.0;2.75;1.0;2.0;2.0;2.5;4.5;5.0;3.0;0.0;0.5;0.0;0.0;0.0;2.0;0.0;6.0;0.7071067811865476;1.0;9.0;6.0;7.0;0.0;4.949747468305833;2.0;0.0;1.5;0.0;0.0;2.0;0.0;0.0;0.0;0.0;12.0;0.0;0.0;3.75;0.7071067811865476;0.0;2.0;0.0;0.0;1.5;2.8284271247461903;0.0;0.0;2.0;0.0;0.7071067811865476;0.5;2.5;2.0;0.0;0.75;6.363961030678928;4.5;0.0;0.0;0.0;0.0;0.75
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2.0;0.0;0.0;7.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;5.5;0.0;18.0;2.5;3.0;1.0;7.0;0.0;1.0;1.0;4.0;0.0;3.0;0.0;6.7142857142857135;0.0;0.0;0.0;1.0;0.0;7.0;0.0;0.0;8.0;False;2.8784916685156983;0.0;0.0;0.0;0.0;9.5;0.0;1.9518001458970664;0.0;0.0;0.0;0.5;0.0;0.0;0.0;7.0;4.0;0.0;0.0;1.0;7.0;0.0;0.0;0.0;0.0;0.0;4.571428571428571;0.0;0.0;7.0;0.0;0.0;0.0;0.0;7.0;7.0;9.0;7.0;7.0;0.0;0.0;7.0;1.2724180205607036;1.0;2.0;False;0.0;0.0;2.563479777846623;0.0;0.0;7.0;11.0;0.0;0.0;11.0;7.0;4.285714285714286;7.0;11.857142857142858;7.0;1.0;0.0;0.0;0.0;4.0;0.0;1.0;7.0;1.5714285714285714;0.0;1.0;7.0;0.8571428571428571;0.0;3.0;7.0;1.4638501094227998;0.0;8.0;2.699206232527312;0.0;0.0;1.0;1.0;7.0;7.0;2.142857142857143;1.0;5.0;3.0;0.0;0.0;0.0;0.0;0.0;7.0;0.0;3.0;0.0;1.0;8.0;5.0;10.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;7.0;0.0;0.0;0.0;0.0;13.5;0.0;0.0;3.5;0.0;0.0;7.0;0.0;1.0;1.5714285714285714;3.5321651258386093;0.0;0.0;7.0;0.0;0.0;0.0;2.0;7.0;0.0;0.5;3.1471831698777724;1.0;0.0;0.0;0.0;0.0;0.0
15.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;6.0;0.0;24.0;7.0;6.0;1.0;1.0;0.0;1.0;1.0;16.0;0.0;6.0;0.0;16.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;3.0;False;0.0;0.0;0.0;0.0;10.0;24.0;0.0;0.0;0.0;1.0;0.0;10.0;0.0;7.0;0.0;1.0;15.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;15.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;16.0;1.0;1.0;0.0;0.0;1.0;0.0;3.0;6.0;False;0.0;0.0;0.0;0.0;3.0;1.0;24.0;0.0;0.0;16.0;1.0;6.0;1.0;24.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;16.0;3.0;0.0;1.0;1.0;1.0;0.0;15.0;1.0;0.0;0.0;6.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;10.0;1.0;10.0;7.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;16.0;0.0;1.0;24.0;15.0;15.0;3.0;0.0;0.0;0.0;7.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;24.0;0.0;0.0;10.0;0.0;0.0;1.0;0.0;3.0;7.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;10.0;1.0;0.0;7.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;16.0;0.0;0.0;1.0;0.25;0.0;1.0;0.0;0.25;5.25;0.0;21.0;3.0;3.0;1.0;16.0;0.0;1.0;1.0;3.75;0.0;3.0;0.0;6.1875;0.0;0.0;0.0;1.0;0.0;16.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;9.25;0.0;1.4818344486930155;0.0;0.0;0.0;0.75;0.0;0.0;0.0;16.0;4.0;0.0;0.0;1.0;16.0;0.0;0.0;0.0;0.0;0.0;5.1875;0.0;0.0;16.0;0.0;0.0;0.0;0.0;16.0;16.0;8.0;16.0;16.0;0.0;0.0;16.0;1.4818344486930155;0.0;2.0;False;0.0;0.0;1.526160760426852;0.0;0.0;16.0;12.0;0.0;1.0;10.0;16.0;3.9375;16.0;11.75;16.0;1.0;0.0625;0.0;0.0;0.0;0.0;1.0;6.0;0.0;0.0;1.0;16.0;0.0;0.0;4.0;16.0;0.0;0.0;7.0;2.3157072353818817;0.0;0.0;1.0;1.0;16.0;16.0;1.9375;1.0;5.0;5.0;0.0;0.0625;0.0;0.0;0.0;16.0;0.0;3.0;0.0;0.0;5.0;7.25;9.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;16.0;0.0;0.0;0.0;0.0;14.0;0.0;0.0;3.0;0.0;0.0;16.0;0.0;0.0;1.9375;4.155317877932646;0.0;0.0;16.0;0.0;0.0;0.0;2.0;16.0;0.0;0.75;2.4281337140555777;1.0;0.0;0.0;0.0;0.0;0.0
0.0;0.75;0.0;2.0;1.0;0.0;1.0;0.7071067811865476;0.0;1.0;0.0;0.0;2.5;0.0;5.0;0.0;2.0;1.0;2.0;0.0;1.0;1.0;3.0;1.0;1.5;0.0;3.0;0.0;1.0;0.25;1.0;0.0;2.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;4.25;0.0;0.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;1.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;2.0;2.0;3.0;2.0;2.0;0.0;0.0;2.0;0.0;0.0;1.0;False;0.0;0.0;1.4142135623730951;0.0;0.0;2.0;4.5;0.0;1.0;3.0;2.0;2.0;2.0;4.5;2.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;3.0;0.0;0.0;1.0;2.0;0.0;0.0;0.0;2.0;0.0;1.0;3.0;0.0;0.0;0.0;1.0;1.0;2.0;2.0;0.0;1.0;0.0;0.0;0.0;0.5;0.0;0.0;0.0;2.0;0.0;3.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;4.75;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.7071067811865476;0.0;0.0;2.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
4.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;13.0;2.0;3.0;1.0;1.0;0.0;1.0;1.0;9.0;0.0;3.0;0.0;9.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;False;0.0;0.0;0.0;0.0;5.0;13.0;0.0;0.0;0.0;1.0;0.0;5.0;0.0;2.0;0.0;1.0;4.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;9.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;3.0;False;0.0;0.0;0.0;0.0;1.0;1.0;13.0;0.0;0.0;9.0;1.0;3.0;1.0;13.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;9.0;1.0;0.0;1.0;1.0;1.0;0.0;4.0;1.0;0.0;0.0;3.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;5.0;1.0;5.0;2.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;9.0;0.0;1.0;13.0;4.0;4.0;1.0;0.0;0.0;0.0;2.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;13.0;0.0;0.0;5.0;0.0;0.0;1.0;0.0;1.0;2.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;5.0;1.0;0.0;2.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
4.0;0.0;0.0;4.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;4.5;0.0;21.0;1.25;4.0;1.0;4.0;0.0;1.0;1.0;3.0;0.0;3.75;0.0;5.75;0.0;0.0;0.0;1.0;0.0;4.0;0.0;0.0;2.0;False;1.0;0.0;0.0;0.0;0.0;8.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;5.0;0.0;0.0;1.0;4.0;0.0;0.0;0.0;0.0;0.0;6.5;0.0;0.0;4.0;0.0;0.0;0.0;0.0;4.0;4.0;5.75;4.0;4.0;0.0;0.0;4.0;2.5;0.5;3.0;False;0.0;0.0;1.2583057392117916;0.0;0.0;4.0;8.5;0.0;0.0;14.0;4.0;4.25;4.0;11.5;4.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;3.0;0.5;0.0;1.0;4.0;0.25;0.0;4.75;4.0;0.5;0.0;6.0;3.6968455021364717;0.0;0.0;1.0;1.0;4.0;4.0;2.0;1.0;8.0;5.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;3.0;0.0;0.25;8.0;6.75;12.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;12.0;0.0;0.0;2.0;0.0;0.0;4.0;0.0;0.0;1.25;6.350852961085884;0.0;0.0;4.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;5.5;1.0;0.0;0.0;0.0;0.0;0.0
1.0;0.0;0.0;34.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.17149858514250882;5.0;0.0;21.0;3.0;4.0;1.0;34.0;0.0;1.0;1.0;3.0;0.0;3.0;0.0;5.294117647058823;0.0;0.0;0.0;1.0;0.0;34.0;0.0;0.0;7.0;False;1.2598984199214234;0.0;0.0;0.0;0.0;8.0;0.0;1.8617550610400868;0.0;0.0;0.0;0.0;0.0;0.0;0.0;34.0;5.0;0.0;0.0;1.0;34.0;0.0;0.0;0.0;0.0;0.0;5.029411764705882;0.0;0.0;34.0;0.0;0.0;0.0;0.0;34.0;34.0;7.75;34.0;34.0;0.0;0.0;34.0;1.753275518725816;0.0;1.0;False;0.0;0.0;1.5909727514637635;0.0;0.0;34.0;9.0;0.0;1.0;11.0;34.0;3.882352941176471;34.0;11.470588235294118;34.0;1.0;0.029411764705882356;0.0;0.0;4.0;0.0;1.0;3.0;0.4411764705882353;0.0;2.0;34.0;0.2352941176470588;0.0;3.0;34.0;0.7409585736349484;0.0;7.0;2.2894394459839056;0.0;0.0;1.0;1.0;34.0;34.0;1.4411764705882353;1.0294117647058822;5.0;5.0;0.0;0.0;0.0;0.0;0.0;34.0;0.0;3.0;0.0;0.0;6.0;5.75;10.0;0.0;0.17149858514250882;0.0;0.0;0.0;0.0;0.0;34.0;0.0;0.0;0.0;0.0;16.0;0.0;0.0;3.0;0.0;0.0;34.0;0.0;0.0;1.3235294117647058;4.59403627983753;0.0;0.0;34.0;0.0;0.0;0.0;0.0;34.0;0.0;0.0;3.0898603652347854;1.0;0.0;0.0;0.0;0.0;0.0
2.0;0.0;0.0;28.0;0.0;0.0;1.0;0.5909368402852789;0.0;3.0;0.0;0.0;7.0;0.0;24.0;3.0;4.0;1.0;28.0;0.0;1.0;1.0;4.0;0.0;3.0;0.0;7.0357142857142865;0.0;0.0;0.0;1.0;0.0;28.0;0.0;0.0;5.0;False;1.4005856673692658;0.0;0.0;0.0;0.0;7.75;0.0;2.62945263582008;0.0;0.0;0.0;1.0;0.0;0.0;0.0;28.0;5.0;0.0;0.0;1.0;28.0;0.0;0.0;0.0;0.0;0.0;5.357142857142857;0.0;0.0;28.0;0.0;0.0;0.0;0.0;28.0;28.0;10.0;28.0;28.0;0.0;0.0;28.0;1.9823960703891088;2.0;2.0;False;0.0;0.0;2.0480342879074183;0.0;0.0;28.0;10.0;0.0;0.0;17.0;28.0;4.75;28.0;11.071428571428573;28.0;1.0;0.0;0.0;0.0;11.0;0.0;1.0;5.5;0.9642857142857144;0.0;12.0;28.0;1.6785714285714286;0.0;2.75;28.0;2.9820893921640144;0.0;9.0;3.0817778144042927;0.0;0.0;1.0;1.0;28.0;28.0;2.392857142857143;1.7142857142857142;12.0;7.0;0.0;0.14285714285714285;0.0;0.0;0.0;28.0;0.0;3.0;0.0;2.0;4.0;7.25;12.0;0.0;2.63673679998231;0.0;0.0;2.0;0.0;0.0;28.0;0.0;0.0;0.0;0.0;13.0;0.0;0.0;3.0;0.0;0.0;28.0;0.0;0.0;2.1785714285714284;4.537323174218649;0.0;0.0;28.0;0.0;0.0;0.0;2.0;28.0;0.0;1.0;3.636055482373649;1.0;0.0;0.0;0.0;0.0;0.0
0.0;1.0;0.0;9.0;1.0;0.0;1.8888888888888888;0.5270462766947299;0.0;1.0;0.0;1.855921454276674;0.0;0.0;14.0;0.0;0.0;1.0;9.0;0.1111111111111111;1.0;1.0;3.0;0.0;0.0;4.0;4.0;0.0;0.0;0.0;1.0;0.0;9.0;0.0;0.0;4.0;False;1.3333333333333337;0.0;0.0;0.0;0.0;3.0;0.6666666666666666;0.9718253158075502;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.0;0.0;0.0;2.666666666666667;1.0;9.0;0.0;0.0;0.0;0.0;0.0;0.5555555555555556;0.0;0.0;9.0;0.0;0.0;0.0;0.0;9.0;9.0;3.0;9.0;9.0;8.0;0.0;9.0;0.4409585518440984;0.0;0.0;False;0.0;0.0;0.33333333333333337;0.0;0.0;9.0;3.0;0.0;6.0;9.0;9.0;0.1111111111111111;9.0;4.888888888888889;9.0;1.0;1.2222222222222223;0.0;1.0;4.0;0.0;7.0;3.0;0.4444444444444444;0.0;1.0;9.0;0.4444444444444444;0.0;0.0;9.0;1.3333333333333333;1.0;1.0;1.1303883305208782;0.1111111111111111;0.0;1.0;1.0;9.0;9.0;0.7777777777777778;1.0;3.0;1.0;0.0;0.4444444444444444;0.0;0.0;0.0;9.0;0.0;3.0;2.0275875100994063;0.0;3.0;0.0;3.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;9.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;1.0;0.33333333333333337;0.0;9.0;0.0;0.0;0.2222222222222222;3.6893239368631088;0.0;1.1111111111111112;9.0;0.33333333333333337;0.0;0.0;1.0;9.0;1.4142135623730951;0.0;2.1213203435596424;1.0;0.0;0.0;0.0;0.0;0.0
5.0;0.0;0.0;3.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;13.0;2.0;3.0;1.0;3.0;0.0;1.0;1.0;7.0;0.0;3.0;0.0;7.333333333333332;0.0;0.0;0.0;1.0;0.0;3.0;0.0;0.0;2.0;False;0.5773502691896257;0.0;0.0;0.0;2.0;10.5;0.0;0.0;0.0;4.0;0.0;2.0;0.0;2.0;0.0;3.0;10.0;0.0;0.0;1.0;3.0;2.0;0.0;0.0;0.0;0.0;8.333333333333334;0.0;0.0;3.0;0.0;0.0;0.0;0.0;3.0;3.0;8.0;3.0;3.0;0.0;0.0;3.0;0.0;1.5;3.0;False;0.0;0.0;0.0;0.0;1.0;3.0;12.0;0.0;0.0;8.0;3.0;3.0;3.0;11.333333333333336;3.0;1.0;0.0;0.0;0.0;4.0;0.0;1.0;8.0;1.3333333333333333;0.0;1.0;3.0;2.6666666666666665;0.0;7.5;3.0;2.309401076758504;0.0;3.0;2.8867513459481287;0.0;0.0;1.0;1.0;3.0;3.0;2.0;1.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;6.0;0.0;4.0;9.0;10.0;10.0;1.0;0.0;0.0;0.0;2.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;12.5;0.0;0.0;2.0;0.0;0.0;3.0;0.0;1.0;2.0;2.0816659994661326;0.0;0.0;3.0;0.0;0.0;0.0;2.0;3.0;0.0;2.0;1.1547005383792517;1.0;0.0;0.0;0.0;0.0;0.0
