Cohesion;NumberOfInheritedMethods;NumberOfProtectedAttributes;NumberOfAttributes;NumberOfPolymorphicMethods;NumberPublicMethods;NumberUserDefinedAttributes;NumberOfSubclasses;NumberOfMethods_Mood;Bugged;NumberOfPublicAttributes;NumberOfCoupledClasses;NumberOfPrivateAttributes;NumberOfAncestors
0.2;0.0;0.0;0.0;4.0;1.0;0.0;0.0;5.0;False;0.0;0.0;0.0;0.0
0.0;0.0;0.0;1.0;2.0;0.0;0.0;0.0;2.0;False;0.0;0.0;1.0;0.0
0.0;0.0;0.0;1.0;2.0;0.0;0.0;0.0;2.0;False;0.0;0.0;1.0;0.0
0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;False;0.0;0.0;0.0;0.0
0.5;0.0;0.0;1.0;1.0;0.0;0.0;0.0;2.0;False;0.0;0.0;1.0;0.0
0.0;0.0;0.0;3.0;5.0;5.0;0.0;0.0;5.0;False;1.0;0.0;2.0;0.0
0.0;0.0;0.0;2.0;3.0;2.0;0.0;0.0;4.0;False;0.0;0.0;2.0;0.0
0.0;0.0;0.0;2.0;3.0;2.0;0.0;0.0;4.0;False;0.0;0.0;2.0;0.0
0.2;0.0;0.0;3.0;4.0;3.0;0.0;0.0;5.0;False;0.0;0.0;3.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0
1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;False;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0
0.2023809523809524;0.0;0.0;4.0;0.0;15.0;0.0;0.0;21.0;False;0.0;0.0;4.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;True;0.0;0.0;0.0;0.0
0.4166666666666667;0.0;0.0;3.0;0.0;1.0;0.0;0.0;6.0;False;1.0;0.0;2.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0
0.16666666666666666;0.0;5.0;5.0;6.0;3.0;1.0;0.0;6.0;False;0.0;1.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0
0.32;0.0;2.0;2.0;5.0;2.0;1.0;0.0;5.0;False;0.0;2.0;0.0;0.0
0.32;0.0;2.0;2.0;5.0;2.0;1.0;0.0;5.0;False;0.0;2.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0
1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;False;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;False;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0
0.3333333333333333;0.0;0.0;2.0;3.0;3.0;0.0;0.0;3.0;False;0.0;0.0;2.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0
0.2;0.0;0.0;3.0;0.0;5.0;0.0;0.0;5.0;False;0.0;0.0;3.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0
0.18181818181818185;0.0;0.0;9.0;8.0;8.0;0.0;0.0;11.0;False;0.0;0.0;9.0;0.0
0.3333333333333333;0.0;0.0;5.0;6.0;6.0;0.0;0.0;6.0;False;0.0;0.0;5.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0
1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;2.0;False;0.0;0.0;1.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0
0.0;0.0;0.0;3.0;2.0;2.0;0.0;0.0;2.0;False;0.0;0.0;3.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0
0.0;0.0;0.0;5.0;4.0;4.0;0.0;0.0;4.0;False;0.0;0.0;5.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0
0.0;0.0;0.0;2.0;1.0;1.0;0.0;0.0;1.0;False;0.0;0.0;2.0;0.0
0.0;0.0;0.0;2.0;1.0;1.0;0.0;0.0;1.0;False;0.0;0.0;2.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0
0.0;0.0;0.0;2.0;1.0;1.0;0.0;0.0;1.0;False;0.0;0.0;2.0;0.0
0.0;0.0;0.0;3.0;2.0;2.0;0.0;0.0;2.0;False;0.0;0.0;3.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0
0.375;0.0;0.0;11.0;1.0;3.0;7.0;6.0;4.0;False;6.0;6.0;5.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0
0.10606060606060606;0.0;0.0;5.0;4.0;6.0;2.0;0.0;11.0;True;0.0;1.0;5.0;0.0
0.3641304347826087;0.0;0.0;2.0;0.0;16.0;0.0;0.0;23.0;False;0.0;1.0;2.0;0.0
0.25;0.0;0.0;4.0;2.0;2.0;3.0;0.0;4.0;False;0.0;1.0;4.0;0.0
0.25;0.0;0.0;2.0;6.0;2.0;0.0;0.0;6.0;True;0.0;0.0;2.0;0.0
0.35;0.0;0.0;1.0;2.0;2.0;0.0;0.0;4.0;False;0.0;0.0;1.0;0.0
0.5;0.0;0.0;1.0;2.0;2.0;0.0;0.0;2.0;False;0.0;0.0;1.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0
0.4166666666666667;0.0;0.0;0.0;3.0;0.0;0.0;0.0;3.0;False;0.0;1.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0
0.15916955017301038;0.0;0.0;1.0;0.0;13.0;0.0;0.0;17.0;False;0.0;1.0;1.0;0.0
0.15916955017301038;0.0;0.0;1.0;0.0;13.0;0.0;0.0;17.0;False;0.0;1.0;1.0;0.0
0.15916955017301038;0.0;0.0;1.0;0.0;13.0;0.0;0.0;17.0;False;0.0;1.0;1.0;0.0
0.15916955017301038;0.0;0.0;1.0;0.0;13.0;0.0;0.0;17.0;False;0.0;1.0;1.0;0.0
0.15916955017301038;0.0;0.0;1.0;0.0;13.0;0.0;0.0;17.0;False;0.0;1.0;1.0;0.0
0.15916955017301038;0.0;0.0;1.0;0.0;13.0;0.0;0.0;17.0;False;0.0;1.0;1.0;0.0
0.15916955017301038;0.0;0.0;1.0;0.0;13.0;0.0;0.0;17.0;False;0.0;1.0;1.0;0.0
0.4;0.0;0.0;0.0;0.0;4.0;0.0;0.0;5.0;False;0.0;1.0;0.0;0.0
1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;False;0.0;1.0;0.0;0.0
0.3;0.0;0.0;0.0;0.0;4.0;0.0;0.0;4.0;False;0.0;2.0;0.0;0.0
0.4;0.0;0.0;3.0;0.0;1.0;0.0;0.0;5.0;False;0.0;0.0;3.0;0.0
0.3461538461538461;0.0;0.0;0.0;0.0;10.0;0.0;0.0;13.0;True;0.0;1.0;0.0;0.0
0.3461538461538461;0.0;0.0;0.0;0.0;10.0;0.0;0.0;13.0;True;0.0;1.0;0.0;0.0
0.8333333333333334;0.0;0.0;0.0;0.0;2.0;0.0;0.0;2.0;False;0.0;0.0;0.0;0.0
0.8333333333333334;0.0;0.0;0.0;0.0;2.0;0.0;0.0;3.0;False;0.0;0.0;0.0;0.0
0.8333333333333334;0.0;0.0;0.0;0.0;2.0;0.0;0.0;3.0;False;0.0;0.0;0.0;0.0
0.2333333333333333;0.0;0.0;2.0;3.0;2.0;0.0;0.0;10.0;False;0.0;0.0;2.0;0.0
0.16666666666666666;0.0;0.0;3.0;6.0;6.0;0.0;0.0;6.0;False;0.0;0.0;3.0;0.0
0.125;0.0;1.0;5.0;4.0;3.0;1.0;0.0;8.0;False;1.0;0.0;3.0;0.0
0.4166666666666667;0.0;0.0;0.0;0.0;4.0;0.0;0.0;4.0;False;0.0;0.0;0.0;0.0
0.75;0.0;0.0;0.0;0.0;4.0;0.0;0.0;4.0;False;0.0;0.0;0.0;0.0
0.14666666666666667;0.0;0.0;1.0;0.0;22.0;0.0;0.0;25.0;False;0.0;1.0;1.0;0.0
0.8333333333333334;0.0;0.0;1.0;0.0;2.0;0.0;0.0;2.0;False;0.0;1.0;1.0;0.0
1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;False;0.0;0.0;0.0;0.0
0.0;0.0;0.0;11.0;10.0;10.0;0.0;0.0;10.0;False;0.0;0.0;11.0;0.0
0.07905982905982906;0.0;14.0;14.0;38.0;37.0;1.0;0.0;39.0;True;0.0;1.0;0.0;0.0
1.0;0.0;0.0;1.0;2.0;2.0;1.0;0.0;2.0;False;0.0;1.0;1.0;0.0
1.0;0.0;0.0;1.0;2.0;2.0;1.0;0.0;2.0;False;0.0;1.0;1.0;0.0
0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;False;0.0;0.0;1.0;0.0
0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;False;0.0;0.0;1.0;0.0
0.5;0.0;0.0;1.0;2.0;1.0;1.0;0.0;2.0;False;0.0;1.0;1.0;0.0
0.17142857142857146;0.0;0.0;1.0;8.0;7.0;0.0;0.0;10.0;False;0.0;1.0;1.0;0.0
0.375;0.0;0.0;3.0;4.0;4.0;2.0;0.0;4.0;False;0.0;1.0;3.0;0.0
0.3;0.0;0.0;5.0;5.0;5.0;0.0;0.0;5.0;False;0.0;1.0;5.0;0.0
0.23863636363636365;0.0;0.0;5.0;5.0;7.0;0.0;0.0;11.0;False;0.0;1.0;5.0;0.0
0.0;0.0;0.0;2.0;7.0;7.0;0.0;0.0;7.0;False;0.0;0.0;2.0;0.0
0.3333333333333333;0.0;0.0;1.0;2.0;2.0;0.0;0.0;3.0;False;0.0;2.0;1.0;0.0
1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;False;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0
0.26666666666666666;0.0;0.0;3.0;5.0;5.0;0.0;0.0;5.0;False;0.0;1.0;3.0;0.0
0.0;0.0;0.0;2.0;3.0;3.0;2.0;0.0;3.0;False;0.0;2.0;2.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0
0.0;0.0;0.0;2.0;2.0;2.0;1.0;0.0;2.0;False;0.0;1.0;2.0;0.0
0.16176470588235295;0.0;0.0;10.0;34.0;33.0;1.0;0.0;34.0;False;0.0;1.0;10.0;0.0
0.0;0.0;0.0;4.0;4.0;4.0;1.0;0.0;4.0;False;0.0;1.0;4.0;0.0
0.1746031746031746;0.0;0.0;2.0;9.0;9.0;0.0;0.0;9.0;False;0.0;1.0;2.0;0.0
0.4444444444444444;0.0;0.0;2.0;3.0;3.0;0.0;0.0;3.0;False;0.0;1.0;2.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0
1.0;0.0;0.0;1.0;2.0;2.0;1.0;0.0;2.0;False;0.0;1.0;1.0;0.0
0.5833333333333334;0.0;0.0;0.0;6.0;6.0;0.0;0.0;6.0;False;0.0;1.0;0.0;0.0
0.0;0.0;0.0;7.0;7.0;7.0;0.0;0.0;7.0;False;0.0;0.0;7.0;0.0
0.4375;0.0;0.0;3.0;4.0;2.0;1.0;0.0;4.0;False;0.0;2.0;3.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0
0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;False;0.0;0.0;1.0;0.0
0.0;0.0;0.0;1.0;7.0;7.0;0.0;0.0;7.0;False;0.0;0.0;1.0;0.0
0.0;0.0;0.0;1.0;7.0;7.0;0.0;0.0;7.0;False;0.0;0.0;1.0;0.0
0.2;0.0;0.0;0.0;4.0;4.0;0.0;0.0;5.0;False;0.0;0.0;0.0;0.0
0.2;0.0;0.0;2.0;5.0;5.0;0.0;0.0;5.0;False;0.0;0.0;2.0;0.0
0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;False;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;False;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;False;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;10.0;10.0;0.0;0.0;10.0;False;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;4.0;4.0;0.0;0.0;4.0;False;0.0;0.0;0.0;0.0
0.2222222222222222;0.0;0.0;2.0;6.0;5.0;0.0;0.0;6.0;False;0.0;0.0;2.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0
0.0;0.0;0.0;1.0;4.0;4.0;0.0;0.0;5.0;False;0.0;0.0;1.0;0.0
0.0;0.0;0.0;2.0;1.0;1.0;0.0;0.0;1.0;False;0.0;0.0;2.0;0.0
0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;False;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;19.0;19.0;0.0;0.0;19.0;False;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0
0.5;0.0;1.0;2.0;2.0;1.0;0.0;0.0;2.0;False;0.0;0.0;1.0;0.0
0.22916666666666666;0.0;0.0;4.0;4.0;3.0;0.0;0.0;6.0;False;0.0;0.0;4.0;0.0
1.0;0.0;0.0;0.0;5.0;5.0;0.0;0.0;5.0;False;0.0;0.0;0.0;0.0
0.0;0.0;0.0;2.0;1.0;1.0;0.0;0.0;2.0;False;0.0;0.0;2.0;0.0
0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;False;0.0;0.0;0.0;0.0
0.0;0.0;0.0;2.0;1.0;1.0;0.0;0.0;1.0;False;0.0;0.0;2.0;0.0
0.4;0.0;0.0;1.0;4.0;4.0;0.0;0.0;5.0;False;0.0;0.0;1.0;0.0
0.3333333333333333;0.0;0.0;1.0;3.0;3.0;0.0;0.0;3.0;False;0.0;0.0;1.0;0.0
0.3333333333333333;0.0;0.0;1.0;3.0;3.0;0.0;0.0;3.0;False;0.0;0.0;1.0;0.0
0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;False;0.0;0.0;1.0;0.0
0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;False;0.0;0.0;0.0;0.0
0.07692307692307693;0.0;0.0;6.0;13.0;13.0;1.0;0.0;13.0;False;0.0;1.0;6.0;0.0
1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;False;0.0;0.0;1.0;0.0
0.3333333333333333;0.0;0.0;0.0;0.0;1.0;0.0;0.0;3.0;False;0.0;0.0;0.0;0.0
0.10476190476190476;0.0;0.0;10.0;12.0;14.0;0.0;0.0;15.0;False;0.0;2.0;10.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0
0.5;0.0;0.0;2.0;2.0;2.0;0.0;0.0;2.0;False;0.0;1.0;2.0;0.0
0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;False;0.0;0.0;1.0;0.0
1.0;0.0;0.0;3.0;1.0;1.0;0.0;0.0;1.0;False;0.0;0.0;3.0;0.0
0.2333333333333333;0.0;0.0;3.0;4.0;3.0;0.0;0.0;5.0;False;0.0;1.0;3.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0
0.13846153846153847;0.0;0.0;6.0;5.0;0.0;0.0;0.0;20.0;False;0.0;0.0;6.0;0.0
0.6666666666666666;0.0;0.0;3.0;2.0;0.0;0.0;0.0;2.0;False;0.0;0.0;3.0;0.0
