VG;NPathComplexity;BooleanExpressionComplexity;NestedIfElseDepth;IOVars;NumberOfProtectedMethod;ExecutableStatementCount;ThrowsCount;NCSSForThisFile;NCSSForThisMethod;AnonymousInnerClassLength;CyclomaticComplexity;NCOMP;NumberOfModifiers;Fout;NCSSForThisClass;ClassDataAbstractionCoupling;NestedForDepth;WMC_CK;Si;Ci;NVAR;FileLength;Di;NBD;ClassFanOutComplexity;NumberOfMathOperations;NOP;MCLC;Maximum Depth;NestedTryDepth;NumberOfMethods_Checkstyle;NumberOfPrivateMethod;MaxNumberOfNestedBlocks;NumberOfPackageMethod;NumberOfPublicMethods_Checkstyle;BuggedMethods;Fin;MethodLength
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0
1.0;1.0;0.0;0.0;4.0;0.0;4.0;0.0;96.0;5.0;0.0;1.0;0.0;1.0;0.0;78.0;3.0;0.0;1.0;0.0;4.0;0.0;348.0;4.0;1.0;12.0;0.0;3.0;0.0;0.0;0.0;12.0;9.0;0.0;0.0;3.0;False;0.0;12.0
1.0;1.0;0.0;0.0;2.0;0.0;1.0;0.0;0.0;2.0;0.0;1.0;1.0;10.0;0.0;0.0;0.0;0.0;1.0;0.0;2.0;0.0;0.0;2.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;3.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0
1.0;1.0;0.0;0.0;2.0;0.0;1.0;0.0;0.0;2.0;0.0;1.0;1.0;10.0;0.0;0.0;0.0;0.0;1.0;0.0;2.0;0.0;0.0;2.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;3.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0
1.0;1.0;0.0;0.0;2.0;0.0;3.0;0.0;0.0;4.0;0.0;1.0;0.0;2.0;0.0;0.0;0.0;0.0;1.0;0.0;2.0;0.0;0.0;2.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;7.0
1.0;1.0;0.0;0.0;2.0;0.0;1.0;0.0;0.0;2.0;0.0;1.0;0.0;2.0;0.0;0.0;0.0;0.0;1.0;0.0;2.0;0.0;0.0;2.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;3.0
1.0;1.0;0.0;0.0;2.0;0.0;1.0;0.0;0.0;2.0;0.0;1.0;0.0;2.0;0.0;0.0;0.0;0.0;1.0;0.0;2.0;0.0;0.0;2.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;3.0
1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;2.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;3.0
2.0;2.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;6.0;0.0;2.0;1.0;2.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;1.0;0.0;0.0;2.0;0.0;0.0;0.0;2.0;3.0;0.0;0.0;0.0;1.0;0.0;0.0;False;2.0;13.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0
1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;2.0;0.0;1.0;0.0;2.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;False;2.0;3.0
1.0;1.0;0.0;0.0;4.0;0.0;4.0;0.0;0.0;5.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;4.0;0.0;0.0;4.0;1.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;12.0
0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;2.0;6.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;3.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0
1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;2.0;0.0;1.0;0.0;2.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;False;1.0;3.0
0.0;3.0;0.0;0.0;0.0;0.0;7.0;0.0;78.0;8.0;19.0;3.0;0.0;1.0;0.0;58.0;5.0;0.0;3.0;0.0;0.0;0.0;233.0;0.0;0.0;16.0;0.0;0.0;0.0;0.0;0.0;7.0;4.0;2.0;0.0;3.0;False;0.0;16.0
1.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;4.0;0.0;1.0;0.0;1.0;3.0;0.0;0.0;0.0;1.0;9.0;9.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;5.0
5.0;14.0;1.0;1.0;0.0;0.0;12.0;0.0;0.0;15.0;0.0;7.0;5.0;2.0;0.0;0.0;0.0;0.0;7.0;0.0;0.0;3.0;0.0;0.0;3.0;0.0;0.0;0.0;8.0;5.0;0.0;0.0;0.0;3.0;0.0;0.0;False;2.0;36.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0
1.0;1.0;0.0;0.0;4.0;0.0;4.0;0.0;103.0;5.0;0.0;1.0;0.0;1.0;0.0;83.0;6.0;0.0;1.0;0.0;4.0;0.0;307.0;4.0;1.0;15.0;0.0;3.0;0.0;0.0;0.0;9.0;6.0;0.0;0.0;3.0;False;0.0;12.0
3.0;3.0;0.0;1.0;0.0;0.0;6.0;0.0;0.0;7.0;0.0;3.0;2.0;2.0;1.0;0.0;0.0;0.0;3.0;1.0;1.0;3.0;0.0;0.0;3.0;0.0;0.0;0.0;5.0;4.0;0.0;0.0;0.0;2.0;0.0;0.0;False;0.0;14.0
5.0;16.0;0.0;0.0;2.0;0.0;23.0;0.0;0.0;27.0;0.0;5.0;1.0;2.0;0.0;0.0;0.0;0.0;5.0;0.0;2.0;0.0;0.0;2.0;2.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;False;0.0;55.0
2.0;2.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;5.0;0.0;2.0;0.0;2.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;1.0;0.0;0.0;2.0;0.0;0.0;0.0;1.0;3.0;0.0;0.0;0.0;1.0;0.0;0.0;False;0.0;10.0
1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;2.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;3.0
6.0;6.0;1.0;1.0;0.0;0.0;7.0;0.0;0.0;10.0;0.0;6.0;7.0;2.0;0.0;0.0;0.0;0.0;6.0;0.0;0.0;2.0;0.0;0.0;3.0;0.0;0.0;0.0;9.0;4.0;0.0;0.0;0.0;2.0;0.0;0.0;False;1.0;25.0
4.0;6.0;1.0;0.0;0.0;0.0;6.0;0.0;0.0;10.0;0.0;4.0;4.0;2.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;2.0;0.0;0.0;2.0;0.0;0.0;0.0;6.0;3.0;0.0;0.0;0.0;1.0;0.0;0.0;False;2.0;22.0
0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;2.0;6.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;3.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0
2.0;3.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;5.0;0.0;3.0;1.0;2.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;1.0;0.0;0.0;2.0;0.0;0.0;0.0;2.0;4.0;0.0;0.0;0.0;2.0;0.0;0.0;False;1.0;10.0
1.0;1.0;0.0;0.0;4.0;0.0;4.0;0.0;0.0;5.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;4.0;0.0;0.0;4.0;1.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;12.0
1.0;2.0;0.0;0.0;2.0;0.0;12.0;0.0;0.0;14.0;0.0;2.0;0.0;2.0;0.0;0.0;0.0;0.0;2.0;0.0;2.0;0.0;0.0;2.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;False;0.0;23.0
1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;2.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;3.0
5.0;5.0;1.0;1.0;0.0;0.0;7.0;0.0;0.0;10.0;0.0;5.0;4.0;2.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;2.0;0.0;0.0;3.0;0.0;0.0;0.0;6.0;4.0;0.0;0.0;0.0;2.0;0.0;0.0;False;0.0;25.0
6.0;7.0;1.0;1.0;0.0;0.0;7.0;0.0;0.0;8.0;0.0;7.0;6.0;2.0;0.0;0.0;0.0;0.0;7.0;0.0;0.0;2.0;0.0;0.0;3.0;0.0;0.0;0.0;8.0;5.0;0.0;0.0;0.0;3.0;0.0;0.0;False;2.0;16.0
0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;70.0;3.0;10.0;1.0;0.0;1.0;0.0;55.0;2.0;0.0;1.0;0.0;0.0;0.0;223.0;0.0;0.0;12.0;0.0;0.0;0.0;0.0;0.0;7.0;4.0;0.0;0.0;3.0;False;0.0;7.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0
1.0;72.0;0.0;0.0;4.0;0.0;15.0;0.0;33.0;19.0;0.0;8.0;0.0;1.0;0.0;24.0;2.0;0.0;1.0;0.0;4.0;0.0;121.0;4.0;1.0;8.0;0.0;3.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;3.0;False;0.0;42.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0
1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;2.0;0.0;1.0;0.0;2.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;False;1.0;4.0
1.0;1.0;0.0;0.0;4.0;0.0;4.0;0.0;0.0;5.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;4.0;0.0;0.0;4.0;1.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;12.0
1.0;1.0;0.0;0.0;2.0;0.0;8.0;0.0;0.0;9.0;0.0;1.0;0.0;2.0;0.0;0.0;0.0;0.0;1.0;0.0;2.0;0.0;0.0;2.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;14.0
1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;2.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;3.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;43.0;3.0;10.0;1.0;0.0;1.0;0.0;32.0;2.0;0.0;1.0;0.0;0.0;0.0;165.0;0.0;0.0;11.0;0.0;0.0;0.0;0.0;0.0;6.0;3.0;0.0;0.0;3.0;False;0.0;7.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0
2.0;2.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;6.0;0.0;2.0;1.0;2.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;2.0;0.0;0.0;2.0;0.0;0.0;0.0;3.0;3.0;0.0;0.0;0.0;1.0;0.0;0.0;False;0.0;10.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0
1.0;1.0;0.0;0.0;4.0;0.0;4.0;0.0;149.0;5.0;0.0;1.0;0.0;1.0;0.0;119.0;13.0;0.0;1.0;0.0;4.0;0.0;405.0;4.0;1.0;24.0;0.0;3.0;0.0;0.0;0.0;11.0;8.0;0.0;0.0;3.0;False;0.0;12.0
3.0;3.0;0.0;1.0;0.0;0.0;4.0;0.0;0.0;5.0;0.0;3.0;0.0;2.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;4.0;0.0;0.0;3.0;0.0;0.0;0.0;4.0;4.0;0.0;0.0;0.0;2.0;0.0;0.0;False;0.0;12.0
0.0;3.0;1.0;1.0;0.0;0.0;2.0;0.0;0.0;3.0;9.0;3.0;0.0;1.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;False;0.0;6.0
9.0;16.0;2.0;2.0;0.0;0.0;17.0;0.0;0.0;19.0;0.0;10.0;6.0;2.0;0.0;0.0;0.0;0.0;10.0;0.0;0.0;8.0;0.0;0.0;6.0;0.0;0.0;0.0;14.0;7.0;0.0;0.0;0.0;5.0;0.0;0.0;False;0.0;37.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0
3.0;2.0;2.0;1.0;1.0;0.0;1.0;0.0;0.0;2.0;0.0;3.0;2.0;2.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;False;2.0;3.0
0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;2.0;6.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;3.0
1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;2.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;3.0
5.0;9.0;1.0;0.0;0.0;0.0;4.0;0.0;0.0;6.0;0.0;5.0;4.0;2.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;2.0;0.0;0.0;2.0;0.0;0.0;0.0;6.0;3.0;0.0;0.0;0.0;1.0;0.0;0.0;False;0.0;13.0
4.0;4.0;2.0;0.0;0.0;0.0;4.0;0.0;0.0;6.0;0.0;4.0;4.0;2.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;1.0;0.0;0.0;2.0;0.0;0.0;0.0;5.0;3.0;0.0;0.0;0.0;1.0;0.0;0.0;False;2.0;11.0
0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;2.0;6.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;3.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0
3.0;3.0;1.0;0.0;0.0;0.0;2.0;0.0;0.0;3.0;0.0;3.0;2.0;2.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;1.0;0.0;0.0;2.0;0.0;0.0;0.0;3.0;3.0;0.0;0.0;0.0;1.0;0.0;0.0;False;2.0;6.0
1.0;1.0;0.0;0.0;4.0;0.0;4.0;0.0;0.0;5.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;4.0;0.0;0.0;4.0;1.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;12.0
1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;2.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;3.0
4.0;6.0;1.0;0.0;1.0;0.0;7.0;0.0;0.0;12.0;0.0;4.0;4.0;2.0;0.0;0.0;0.0;0.0;4.0;0.0;1.0;1.0;0.0;1.0;3.0;0.0;0.0;0.0;5.0;3.0;0.0;0.0;0.0;1.0;0.0;0.0;False;1.0;26.0
3.0;4.0;0.0;0.0;2.0;0.0;14.0;0.0;0.0;16.0;0.0;3.0;3.0;2.0;1.0;0.0;0.0;0.0;3.0;1.0;2.0;1.0;0.0;1.0;3.0;0.0;1.0;1.0;4.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;False;0.0;34.0
0.0;2.0;0.0;0.0;0.0;0.0;4.0;0.0;81.0;5.0;16.0;2.0;0.0;1.0;0.0;66.0;2.0;0.0;2.0;0.0;0.0;0.0;260.0;0.0;0.0;13.0;0.0;0.0;0.0;0.0;0.0;8.0;5.0;1.0;0.0;3.0;False;0.0;13.0
3.0;3.0;1.0;0.0;0.0;0.0;2.0;0.0;0.0;3.0;0.0;3.0;2.0;2.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;1.0;0.0;0.0;2.0;0.0;0.0;0.0;3.0;3.0;0.0;0.0;0.0;1.0;0.0;0.0;False;2.0;6.0
1.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;4.0;0.0;1.0;0.0;1.0;3.0;0.0;0.0;0.0;1.0;9.0;9.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;5.0
5.0;5.0;2.0;1.0;0.0;0.0;9.0;0.0;0.0;11.0;0.0;5.0;4.0;2.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;1.0;0.0;0.0;3.0;0.0;0.0;0.0;5.0;4.0;0.0;0.0;0.0;2.0;0.0;0.0;False;2.0;28.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0
3.0;3.0;1.0;0.0;1.0;0.0;4.0;0.0;0.0;6.0;0.0;3.0;2.0;4.0;1.0;0.0;0.0;0.0;3.0;1.0;1.5;1.0;0.0;0.5;2.0;0.0;0.0;1.0;3.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;False;0.0;11.0
3.0;3.0;1.0;0.0;1.0;0.0;4.0;0.0;0.0;5.0;0.0;3.0;3.0;4.0;5.0;0.0;0.0;0.0;3.0;25.0;25.166666666999998;0.0;0.0;0.166666667;2.0;0.0;0.0;1.0;3.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;False;0.0;8.0
6.0;6.0;0.0;0.0;2.0;0.0;1.0;0.0;0.0;14.0;0.0;6.0;0.0;10.0;0.0;0.0;0.0;0.0;6.0;0.0;2.0;1.0;0.0;2.0;3.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;False;0.0;17.0
1.0;1.0;0.0;0.0;2.0;0.0;1.0;0.0;0.0;2.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;2.0;0.0;0.0;2.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;3.0
4.0;4.0;2.0;0.0;0.0;0.0;2.0;0.0;0.0;3.0;0.0;4.0;5.0;4.0;5.0;0.0;0.0;0.0;4.0;25.0;25.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;5.0;3.0;0.0;0.0;0.0;1.0;0.0;0.0;False;1.0;6.0
5.0;6.0;2.0;1.0;1.0;0.0;6.0;0.0;0.0;7.0;0.0;6.0;4.0;4.0;1.0;0.0;0.0;0.0;6.0;1.0;1.5;3.0;0.0;0.5;3.0;0.0;0.0;1.0;7.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;False;0.0;14.0
3.0;3.0;1.0;0.0;1.0;0.0;2.0;0.0;0.0;4.0;0.0;3.0;3.0;4.0;4.0;0.0;0.0;0.0;3.0;16.0;16.2;0.0;0.0;0.2;2.0;0.0;0.0;0.0;3.0;3.0;0.0;0.0;0.0;1.0;0.0;0.0;False;6.0;8.0
1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;2.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;False;2.0;3.0
1.0;1.0;0.0;0.0;1.0;0.0;2.0;0.0;0.0;3.0;0.0;1.0;0.0;4.0;2.0;0.0;0.0;0.0;1.0;4.0;4.333333333;0.0;0.0;0.333333333;1.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;False;7.0;4.0
3.0;4.0;0.0;0.0;1.0;0.0;5.0;0.0;0.0;7.0;0.0;3.0;2.0;4.0;0.0;0.0;0.0;0.0;3.0;0.0;1.0;2.0;0.0;1.0;2.0;0.0;0.0;0.0;4.0;3.0;0.0;0.0;0.0;1.0;0.0;0.0;False;0.0;20.0
1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;2.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;3.0
1.0;1.0;0.0;0.0;4.0;9.0;1.0;0.0;96.0;2.0;0.0;1.0;0.0;1.0;0.0;82.0;3.0;0.0;1.0;0.0;4.0;0.0;345.0;4.0;1.0;12.0;0.0;3.0;0.0;2.0;0.0;16.0;1.0;0.0;0.0;6.0;False;0.0;3.0
3.0;3.0;1.0;0.0;1.0;0.0;4.0;0.0;0.0;5.0;0.0;3.0;3.0;4.0;1.0;0.0;0.0;0.0;3.0;1.0;1.5;1.0;0.0;0.5;2.0;0.0;0.0;1.0;4.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;False;0.0;8.0
4.0;4.0;0.0;1.0;1.0;0.0;7.0;0.0;0.0;10.0;0.0;4.0;1.0;4.0;2.0;0.0;0.0;0.0;4.0;4.0;4.333333333;2.0;0.0;0.333333333;3.0;0.0;0.0;1.0;3.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;False;0.0;24.0
