MethodLength;FileLength;AnonymousInnerClassLength;BuggedMethods
13.0;0.0;0.0;False
19.0;0.0;0.0;False
22.0;0.0;0.0;False
17.0;0.0;42.0;False
12.0;0.0;0.0;False
4.0;0.0;0.0;False
4.0;0.0;0.0;False
3.0;0.0;0.0;False
19.0;0.0;6.0;False
4.0;0.0;0.0;False
3.0;0.0;6.0;False
0.0;0.0;0.0;False
36.0;0.0;0.0;False
0.0;0.0;0.0;False
3.0;0.0;0.0;False
13.0;0.0;0.0;False
15.0;0.0;0.0;False
11.0;0.0;0.0;False
8.0;0.0;0.0;False
6.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
54.0;0.0;0.0;False
0.0;0.0;0.0;False
18.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
12.0;0.0;0.0;False
3.0;0.0;0.0;False
3.0;0.0;0.0;False
3.0;0.0;0.0;False
3.0;0.0;0.0;False
4.0;1248.0;7.0;False
117.0;0.0;0.0;False
54.0;0.0;0.0;False
0.0;0.0;0.0;False
4.0;0.0;7.0;False
3.0;0.0;0.0;False
13.0;0.0;0.0;False
11.0;0.0;0.0;False
6.0;0.0;9.0;False
3.0;0.0;6.0;False
0.0;0.0;0.0;False
29.0;0.0;0.0;False
19.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
13.0;0.0;0.0;False
0.0;0.0;0.0;False
5.0;0.0;0.0;False
12.0;0.0;0.0;False
3.0;0.0;6.0;False
28.0;0.0;0.0;False
23.0;0.0;0.0;False
16.0;0.0;0.0;False
3.0;0.0;0.0;False
3.0;0.0;0.0;False
3.0;0.0;0.0;False
4.0;1091.0;7.0;False
0.0;0.0;0.0;False
29.0;0.0;0.0;False
0.0;0.0;0.0;False
3.0;0.0;6.0;False
3.0;0.0;0.0;False
3.0;0.0;0.0;False
6.0;0.0;0.0;False
6.0;0.0;9.0;False
4.0;0.0;7.0;False
8.0;0.0;6.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
12.0;0.0;0.0;False
0.0;0.0;0.0;False
6.0;405.0;0.0;False
0.0;0.0;0.0;False
16.0;0.0;0.0;False
9.0;0.0;0.0;False
23.0;0.0;0.0;False
18.0;0.0;0.0;False
3.0;0.0;0.0;False
10.0;0.0;25.0;False
3.0;0.0;0.0;False
4.0;0.0;0.0;False
4.0;0.0;0.0;False
3.0;0.0;0.0;False
9.0;0.0;6.0;False
4.0;0.0;0.0;False
3.0;0.0;6.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
6.0;0.0;0.0;False
0.0;0.0;0.0;False
7.0;0.0;0.0;False
5.0;0.0;0.0;False
9.0;0.0;0.0;False
0.0;0.0;0.0;False
31.0;0.0;0.0;False
6.0;0.0;0.0;True
4.0;0.0;0.0;False
3.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
3.0;0.0;0.0;False
3.0;0.0;0.0;False
8.0;0.0;0.0;False
6.0;0.0;0.0;False
12.0;0.0;0.0;False
3.0;0.0;6.0;False
0.0;0.0;0.0;False
3.0;0.0;0.0;False
11.0;0.0;0.0;False
19.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
3.0;0.0;0.0;False
3.0;0.0;0.0;False
3.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
23.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
11.0;0.0;0.0;False
10.0;0.0;0.0;False
11.0;0.0;0.0;False
3.0;0.0;0.0;False
3.0;0.0;0.0;False
3.0;802.0;6.0;False
3.0;0.0;0.0;False
3.0;0.0;0.0;False
3.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
3.0;0.0;6.0;False
7.0;0.0;0.0;False
3.0;0.0;0.0;False
0.0;0.0;0.0;False
6.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
19.0;0.0;22.0;False
3.0;0.0;6.0;False
3.0;0.0;0.0;False
3.0;0.0;0.0;False
0.0;0.0;0.0;False
8.0;0.0;0.0;False
8.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
3.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
4.0;0.0;7.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;True
0.0;0.0;0.0;False
0.0;0.0;0.0;False
3.0;0.0;0.0;False
3.0;0.0;0.0;False
3.0;0.0;0.0;False
4.0;0.0;0.0;False
3.0;0.0;0.0;False
3.0;0.0;0.0;False
3.0;91.0;0.0;False
0.0;0.0;0.0;False
7.0;0.0;0.0;False
14.0;0.0;0.0;False
6.0;102.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
3.0;471.0;0.0;False
3.0;0.0;0.0;False
3.0;0.0;0.0;False
0.0;0.0;0.0;False
10.0;0.0;0.0;False
0.0;0.0;0.0;False
13.0;0.0;0.0;False
15.0;0.0;0.0;False
6.0;0.0;0.0;False
13.0;0.0;0.0;False
3.0;0.0;6.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
35.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
6.0;548.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
3.0;0.0;0.0;False
3.0;0.0;0.0;False
3.0;0.0;0.0;False
3.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
3.0;152.0;0.0;False
3.0;0.0;0.0;False
3.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
3.0;0.0;0.0;False
13.0;0.0;0.0;False
14.0;0.0;0.0;False
0.0;0.0;0.0;False
4.0;169.0;0.0;False
4.0;0.0;0.0;False
0.0;0.0;0.0;False
10.0;48.0;0.0;False
0.0;0.0;0.0;False
3.0;105.0;0.0;False
4.0;0.0;0.0;False
14.0;0.0;0.0;False
11.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
3.0;0.0;0.0;False
3.0;0.0;0.0;False
3.0;0.0;0.0;False
3.0;0.0;0.0;False
3.0;0.0;0.0;False
0.0;0.0;0.0;False
27.0;0.0;0.0;False
3.0;0.0;6.0;False
15.0;0.0;0.0;False
3.0;0.0;0.0;False
3.0;0.0;0.0;False
3.0;0.0;0.0;False
3.0;0.0;0.0;False
78.0;0.0;0.0;False
49.0;0.0;0.0;False
7.0;0.0;0.0;False
24.0;0.0;0.0;False
10.0;0.0;0.0;False
3.0;0.0;0.0;False
3.0;0.0;0.0;False
0.0;0.0;0.0;False
3.0;0.0;0.0;False
3.0;0.0;0.0;False
6.0;0.0;0.0;False
5.0;0.0;0.0;False
111.0;0.0;0.0;False
0.0;0.0;0.0;False
8.0;0.0;0.0;False
9.0;0.0;0.0;False
0.0;0.0;0.0;False
10.0;0.0;0.0;False
4.0;242.0;0.0;False
28.0;0.0;0.0;False
0.0;0.0;0.0;False
30.0;0.0;0.0;False
3.0;0.0;0.0;False
0.0;0.0;0.0;False
3.0;0.0;0.0;False
6.0;0.0;0.0;False
59.0;0.0;0.0;False
3.0;0.0;0.0;False
3.0;0.0;6.0;False
35.0;0.0;0.0;False
13.0;0.0;0.0;False
0.0;0.0;0.0;False
3.0;309.0;6.0;False
0.0;0.0;0.0;False
3.0;37.0;0.0;False
3.0;37.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
11.0;0.0;0.0;False
6.0;0.0;0.0;False
8.0;0.0;0.0;False
27.0;182.0;0.0;False
6.0;0.0;0.0;False
7.0;0.0;0.0;False
6.0;0.0;0.0;False
0.0;0.0;0.0;False
17.0;0.0;0.0;False
73.0;0.0;0.0;False
16.0;0.0;0.0;False
16.0;439.0;0.0;False
0.0;0.0;0.0;False
16.0;0.0;0.0;False
4.0;0.0;7.0;False
0.0;0.0;0.0;False
7.0;0.0;0.0;False
11.0;0.0;0.0;False
11.0;155.0;0.0;False
7.0;0.0;0.0;False
0.0;0.0;0.0;False
11.0;0.0;0.0;False
0.0;0.0;0.0;False
4.0;0.0;0.0;False
5.0;0.0;0.0;False
4.0;0.0;0.0;False
11.0;0.0;0.0;False
55.0;0.0;0.0;False
10.0;0.0;0.0;False
10.0;0.0;0.0;False
10.0;0.0;0.0;False
0.0;0.0;0.0;False
5.0;0.0;0.0;False
0.0;0.0;0.0;False
7.0;0.0;0.0;False
42.0;0.0;0.0;False
3.0;0.0;6.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
3.0;0.0;0.0;False
3.0;0.0;0.0;False
7.0;99.0;0.0;False
9.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
3.0;0.0;0.0;False
4.0;0.0;0.0;False
3.0;0.0;0.0;False
10.0;0.0;0.0;False
10.0;0.0;0.0;False
0.0;0.0;0.0;False
43.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
11.0;0.0;0.0;False
7.0;0.0;0.0;False
3.0;0.0;0.0;False
11.0;0.0;0.0;False
73.0;0.0;0.0;False
8.0;0.0;0.0;False
3.0;0.0;0.0;False
6.0;0.0;0.0;False
3.0;0.0;0.0;False
3.0;0.0;0.0;False
0.0;0.0;0.0;False
8.0;0.0;0.0;False
4.0;0.0;0.0;False
8.0;393.0;0.0;False
0.0;0.0;0.0;False
3.0;0.0;0.0;False
0.0;0.0;0.0;False
3.0;135.0;0.0;False
3.0;0.0;0.0;False
3.0;51.0;0.0;False
0.0;0.0;0.0;False
11.0;0.0;0.0;False
3.0;0.0;0.0;False
3.0;0.0;0.0;False
3.0;0.0;0.0;False
3.0;0.0;0.0;False
3.0;0.0;0.0;False
3.0;0.0;0.0;False
3.0;0.0;0.0;False
0.0;0.0;0.0;False
