Length;blame_merge_blame_getDifficulty_mean;blame_merge_blame_getVolume_min;blame_merge_blame_getLength_max;AnonymousInnerClassLength_min;blamemerge_blamegetVocabulary_count;blamemerge_blamegetLength_mean;MethodLength_count;AnonymousInnerClassLength_75%;blame_merge_blame_getDifficulty_std;MethodLength_25%;blamemerge_blamegetVolume_max;blame_merge_blame_getEffort_count;blame_merge_blame_getDifficulty_count;blamemerge_blamegetLength_max;AnonymousInnerClassLength_count;AnonymousInnerClassLength_std;AnonymousInnerClassLength_max;NumberOfDistinctOperands;blame_merge_blame_getEffort_std;MethodLength_75%;FileLength_std;FileLength_count;NumberOfDistinctOperators;blamemerge_blamegetDifficulty_std;blame_merge_blame_getLength_count;blame_merge_blame_getVocabulary_min;blamemerge_blamegetLength_count;blamemerge_blamegetVolume_mean;FileLength_75%;MethodLength_min;TotalNumberOfOperands;blamemerge_blamegetEffort_mean;Vocabulary;TotalNumberOfOperators;FileLength_max;blame_merge_blame_getVocabulary_mean;blamemerge_blamegetVocabulary_max;Volume;blame_merge_blame_getLength_mean;AnonymousInnerClassLength_25%;blame_merge_blame_getDifficulty_min;Effort;blame_merge_blame_getVolume_std;MethodLength_std;AnonymousInnerClassLength_50%;FileLength_25%;blamemerge_blamegetVocabulary_mean;blame_merge_blame_getVolume_mean;blamemerge_blamegetVolume_std;blame_merge_blame_getVocabulary_max;blamemerge_blamegetVolume_count;Difficulty;MethodLength_mean;blame_merge_blame_getVocabulary_count;blamemerge_blamegetDifficulty_max;blame_merge_blame_getLength_min;blamemerge_blamegetEffort_max;blamemerge_blamegetLength_std;blame_merge_blame_getDifficulty_max;blame_merge_blame_getEffort_min;MethodLength_50%;blame_merge_blame_getEffort_mean;blame_merge_blame_getVocabulary_std;blamemerge_blamegetDifficulty_count;blamemerge_blamegetEffort_count;AnonymousInnerClassLength_mean;MethodLength_max;blame_merge_blame_getLength_std;blame_merge_blame_getEffort_max;blame_merge_blame_getVolume_max;FileLength_mean;Bugged;FileLength_50%;blamemerge_blamegetEffort_std;blamemerge_blamegetVocabulary_std;blamemerge_blamegetDifficulty_mean;FileLength_min;blame_merge_blame_getVolume_count
3400.0;0.0;0.0;0.0;0.0;1642.0;2.8288672350791715;49.0;0.0;0.0;3.0;104.0;0.0;0.0;29.0;49.0;0.0;0.0;222.0;0.0;13.0;136.2857142857143;49.0;43.0;1.3920534567226277;0.0;0.0;1642.0;8.573267129621224;0.0;3.0;1178.0;28.431112096048174;265.0;2222.0;954.0;0.0;16.0;27369.485068131908;0.0;0.0;0.0;3122463.73117377;0.0;10.982631619011519;0.0;0.0;2.4037758830694282;0.0;17.01831922644381;0.0;1642.0;114.08558558558559;9.918367346938776;0.0;9.0;0.0;936.0;4.920260671756742;0.0;0.0;3.0;0.0;0.0;1642.0;1642.0;0.0;46.0;0.0;0.0;0.0;19.469387755102037;False;0.0;74.90406708882051;3.9045042341841967;0.7421118264601821;0.0;0.0
996.0;0.0;0.0;0.0;0.0;618.0;1.6116504854368932;16.0;0.0;0.0;3.0;85.11011351724513;0.0;0.0;23.0;16.0;0.0;0.0;96.0;0.0;6.75;87.0;16.0;33.0;0.9761019568128836;0.0;0.0;618.0;4.7410730954426565;0.0;3.0;367.0;12.889857622105891;129.0;629.0;348.0;0.0;14.0;6983.182346401562;0.0;0.0;0.0;440486.0489441109;0.0;11.008330179156752;0.0;0.0;1.396440129449838;0.0;12.182234680747873;0.0;618.0;63.078125;8.875;0.0;4.5;0.0;347.5329635287508;3.7253340307967995;0.0;0.0;3.0;0.0;0.0;618.0;618.0;0.0;33.0;0.0;0.0;0.0;21.75;False;0.0;38.549190215778964;3.0649035848218973;0.41120550161812297;0.0;0.0
1143.0;0.0;0.0;0.0;0.0;647.0;1.76661514683153;18.0;0.0;0.0;3.0;92.51099295352728;0.0;0.0;25.0;18.0;0.0;0.0;108.0;0.0;11.75;88.85975216910948;18.0;39.0;1.0691748581944838;0.0;0.0;647.0;5.2243410769391385;0.0;3.0;390.0;15.387547433409047;147.0;753.0;377.0;0.0;15.0;8229.225490147965;0.0;0.0;0.0;579474.628264586;0.0;7.8083665535945554;0.0;0.0;1.5239567233384854;0.0;13.275283177483391;0.0;647.0;70.41666666666667;8.5;0.0;5.625;0.0;377.7532212269032;3.964189329354145;0.0;0.0;3.0;0.0;0.0;647.0;647.0;0.0;26.0;0.0;0.0;0.0;20.944444444444443;False;0.0;48.12179456023694;3.207329712809259;0.4651965113711636;0.0;0.0
331.0;0.0;0.0;0.0;0.0;114.0;2.9035087719298245;3.0;0.0;0.0;8.5;104.0;0.0;0.0;26.0;3.0;0.0;0.0;48.0;0.0;19.0;65.81793068761733;3.0;21.0;1.1502655067029408;0.0;0.0;114.0;8.899520040394927;57.0;6.0;132.0;24.3305138480842;69.0;199.0;114.0;0.0;16.0;2021.9215951935746;0.0;0.0;0.0;58382.98606121446;0.0;10.969655114602888;0.0;0.0;2.4210526315789482;0.0;18.02885064845152;0.0;114.0;28.875;14.666666666666664;0.0;4.5;0.0;468.0;5.13872905027447;0.0;0.0;11.0;0.0;0.0;114.0;114.0;0.0;27.0;0.0;0.0;0.0;38.0;False;0.0;65.69566084002065;3.9664404961621176;0.6381578947368421;0.0;0.0
1716.0;0.0;0.0;0.0;0.0;755.0;2.32317880794702;15.0;0.0;0.0;12.0;92.51099295352728;0.0;0.0;25.0;15.0;0.0;0.0;89.0;0.0;24.0;122.12807485040722;15.0;33.0;1.1284912436706924;0.0;0.0;755.0;6.830517484405508;0.0;3.0;613.0;19.609086106357886;122.0;1103.0;473.0;0.0;14.0;11893.145271257916;0.0;0.0;0.0;1351609.1892824515;0.0;10.749086339910807;0.0;0.0;2.047682119205298;0.0;15.030629221866546;0.0;755.0;113.64606741573034;19.6;0.0;5.25;0.0;377.7532212269032;4.3990510748605764;0.0;0.0;23.0;0.0;0.0;755.0;755.0;0.0;48.0;0.0;0.0;0.0;31.53333333333333;False;0.0;53.83825397210187;3.573458645243948;0.5818196152633238;0.0;0.0
1065.0;0.0;0.0;0.0;0.0;705.0;1.5106382978723405;32.0;0.0;0.0;3.0;96.0;0.0;0.0;24.0;32.0;0.0;0.0;75.0;0.0;3.0;76.89786245403705;32.0;34.0;1.1186278081346044;0.0;0.0;705.0;4.8969532429376414;0.0;3.0;361.0;17.164445043290975;109.0;704.0;435.0;0.0;16.0;7208.116305887425;0.0;0.0;0.0;589816.1302564151;0.0;1.8834487070950634;0.0;0.0;1.2695035460992907;0.0;14.319141253591232;0.0;705.0;81.82666666666667;3.53125;0.0;7.5;0.0;542.5480763932085;4.122101290873912;0.0;0.0;3.0;0.0;0.0;705.0;705.0;0.0;13.0;0.0;0.0;0.0;13.59375;False;0.0;57.81282553711419;3.324921890367813;0.3868912529550828;0.0;0.0
55.0;0.0;0.0;0.0;0.0;80.0;2.0625;1.0;0.0;0.0;3.0;83.76180828526728;0.0;0.0;22.0;1.0;0.0;0.0;14.0;0.0;3.0;0.0;1.0;9.0;0.7495779403154784;0.0;0.0;80.0;7.2430835560569875;55.0;3.0;21.0;17.211407494080017;23.0;34.0;55.0;0.0;14.0;248.7959075831357;0.0;0.0;0.0;1679.372376186166;0.0;0.0;0.0;55.0;1.4375;0.0;22.325675387059945;0.0;80.0;6.75;3.0;0.0;2.5;0.0;209.40452071316815;5.920023413398791;0.0;0.0;3.0;0.0;0.0;80.0;80.0;0.0;3.0;0.0;0.0;0.0;55.0;False;55.0;55.48091603911437;3.870837903600378;0.2875;55.0;0.0
297.0;0.0;0.0;0.0;0.0;429.0;0.6923076923076923;10.0;0.0;0.0;3.0;36.541209043760986;0.0;0.0;11.0;10.0;0.0;0.0;42.0;0.0;3.0;50.28021479667725;10.0;24.0;0.7300397835242809;0.0;0.0;429.0;1.844150645109407;0.0;3.0;103.0;4.523510518535692;66.0;194.0;159.0;0.0;10.0;1795.1850534494604;0.0;0.0;0.0;52829.73157294127;0.0;3.945461527713415;0.0;0.0;0.6573426573426573;0.0;6.1601756711807285;0.0;429.0;29.42857142857143;4.7;0.0;4.0;0.0;109.62362713128296;2.1319688453260026;0.0;0.0;3.0;0.0;0.0;429.0;429.0;0.0;15.0;0.0;0.0;0.0;15.9;False;0.0;16.323483900834685;2.00736341385965;0.2196969696969697;0.0;0.0
1597.0;0.0;0.0;0.0;0.0;743.0;2.149394347240915;7.0;0.0;0.0;9.5;196.2756238243408;0.0;0.0;40.0;7.0;0.0;0.0;140.0;0.0;29.0;176.5094088953091;7.0;45.0;1.3856327398380404;0.0;0.0;743.0;6.8173230228565735;0.0;7.0;497.0;28.771366093494148;185.0;1100.0;467.0;0.0;30.0;12027.616192444551;0.0;0.0;0.0;960705.8433715084;0.0;27.795169158892136;0.0;0.0;1.82907133243607;0.0;18.945703290465488;0.0;743.0;79.875;26.285714285714285;0.0;12.375;0.0;2428.910844826217;4.957286182012525;0.0;0.0;15.0;0.0;0.0;743.0;743.0;0.0;85.0;0.0;0.0;0.0;66.71428571428571;False;0.0;141.09716892780492;3.8787714555434674;0.5384760409322994;0.0;0.0
723.0;0.0;0.0;0.0;0.0;663.0;1.1312217194570136;15.0;0.0;0.0;3.0;68.53238859703687;0.0;0.0;18.0;15.0;0.0;0.0;82.0;0.0;3.0;100.69756700139284;15.0;26.0;0.9117053667384714;0.0;0.0;663.0;3.212343922550438;0.0;3.0;258.0;8.438672600272639;108.0;465.0;390.0;0.0;14.0;4883.783664064188;0.0;0.0;0.0;199758.66352769863;0.0;5.24903619271014;0.0;0.0;1.0407239819004526;0.0;9.34663928288345;0.0;663.0;40.90243902439025;5.133333333333334;0.0;4.0;0.0;207.22462421590117;2.942958134886859;0.0;0.0;3.0;0.0;0.0;663.0;663.0;0.0;21.0;0.0;0.0;0.0;26.0;False;0.0;27.101478441071983;2.6411513477697204;0.3403720462543992;0.0;0.0
2397.0;0.0;0.0;0.0;0.0;1065.0;2.2713615023474176;37.0;0.0;0.0;3.0;82.04470250777891;0.0;0.0;21.0;37.0;0.0;0.0;224.0;0.0;12.0;130.36839693314838;37.0;42.0;1.2036928673803442;0.0;0.0;1065.0;6.601552362068998;0.0;3.0;818.0;19.42668517247136;266.0;1579.0;793.0;0.0;15.0;19308.51199789636;0.0;0.0;0.0;1480721.513838677;0.0;12.922964172472312;0.0;0.0;1.9859154929577465;0.0;14.07660089686067;0.0;1065.0;76.6875;10.324324324324325;0.0;8.25;0.0;676.8687956891757;4.206441592383411;0.0;0.0;4.0;0.0;0.0;1065.0;1065.0;0.0;67.0;0.0;0.0;0.0;21.432432432432428;False;0.0;55.09420297107374;3.4901565033195685;0.604507042253521;0.0;0.0
47.0;0.0;0.0;0.0;0.0;316.0;0.14873417721518986;0.0;0.0;0.0;0.0;25.266194298518442;0.0;0.0;9.0;0.0;0.0;0.0;14.0;0.0;0.0;0.0;0.0;12.0;0.26152364181859017;0.0;0.0;316.0;0.3659706794497539;0.0;0.0;18.0;0.6343910359947599;26.0;29.0;0.0;0.0;8.0;220.9206667526313;0.0;0.0;0.0;1704.245143520299;0.0;0.0;0.0;0.0;0.14240506329113925;0.0;2.6018056770719467;0.0;316.0;7.7142857142857135;0.0;0.0;2.5;0.0;60.0;0.9628158004633393;0.0;0.0;0.0;0.0;0.0;316.0;316.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;4.775457123578667;0.9095468471436118;0.0379746835443038;0.0;0.0
2402.0;0.0;0.0;0.0;0.0;1044.0;2.8227969348659014;20.0;0.0;0.0;3.75;125.09775004326937;0.0;0.0;30.0;20.0;4.695742752749559;21.0;192.0;0.0;21.5;146.0152389307363;20.0;44.0;1.3240580743330133;0.0;0.0;1044.0;8.791070346304341;0.0;3.0;847.0;27.86533155450089;236.0;1555.0;653.0;0.0;18.0;18934.108604567147;0.0;0.0;0.0;1837594.6861328343;0.0;13.986835916223813;0.0;0.0;2.3266283524904217;0.0;18.40973824656621;0.0;1044.0;97.05208333333331;13.5;0.0;7.5;0.0;781.8609377704338;5.229921421560298;0.0;0.0;7.0;0.0;0.0;1044.0;1044.0;1.05;58.0;0.0;0.0;0.0;32.65;False;0.0;76.14839308533107;3.99899552725908;0.689390622149243;0.0;0.0
405.0;0.0;0.0;0.0;0.0;472.0;0.8580508474576272;0.0;0.0;0.0;0.0;53.77443751081736;0.0;0.0;16.0;0.0;0.0;0.0;51.0;0.0;0.0;0.0;0.0;21.0;0.7710082623998019;0.0;0.0;472.0;2.456153504713381;0.0;0.0;164.0;6.359730244425738;72.0;241.0;0.0;0.0;13.0;2498.8196255841362;0.0;0.0;0.0;84371.90971089966;0.0;0.0;0.0;0.0;0.7796610169491526;0.0;8.485231724500071;0.0;472.0;33.76470588235294;0.0;0.0;4.2;0.0;225.85263754543288;2.662745022478474;0.0;0.0;0.0;0.0;0.0;472.0;472.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;25.11948733801132;2.356310020444545;0.2360169491525424;0.0;0.0
405.0;0.0;0.0;0.0;0.0;472.0;0.8580508474576272;12.0;0.0;0.0;3.0;53.77443751081736;0.0;0.0;16.0;12.0;0.0;0.0;51.0;0.0;3.25;58.3123771881522;12.0;21.0;0.7710082623998019;0.0;0.0;472.0;2.456153504713381;0.0;3.0;164.0;6.359730244425738;72.0;241.0;202.0;0.0;13.0;2498.8196255841362;0.0;0.0;0.0;84371.90971089966;0.0;0.4522670168666454;0.0;0.0;0.7796610169491526;0.0;8.485231724500071;0.0;472.0;33.76470588235294;3.25;0.0;4.2;0.0;225.85263754543288;2.662745022478474;0.0;0.0;3.0;0.0;0.0;472.0;472.0;0.0;4.0;0.0;0.0;0.0;16.833333333333332;False;0.0;25.11948733801132;2.356310020444545;0.2360169491525424;0.0;0.0
404.0;0.0;0.0;0.0;0.0;421.0;0.9596199524940616;8.0;0.0;0.0;3.0;85.11011351724513;0.0;0.0;23.0;8.0;0.0;0.0;59.0;0.0;5.0;53.38656197958434;8.0;24.0;0.7537138341312046;0.0;0.0;421.0;2.86111392810658;0.0;3.0;154.0;7.922931865649347;83.0;250.0;151.0;0.0;13.0;2575.5159302641573;0.0;0.0;0.0;80670.3972733587;0.0;5.95219047314276;0.0;0.0;0.8194774346793349;0.0;10.140449595373873;0.0;421.0;31.32203389830509;6.0;0.0;4.375;0.0;347.5329635287508;3.0738193781524825;0.0;0.0;3.0;0.0;0.0;421.0;421.0;0.0;19.0;0.0;0.0;0.0;18.875;False;0.0;33.70300260225859;2.486286332318808;0.2286025336500396;0.0;0.0
430.0;0.0;0.0;0.0;0.0;486.0;0.8847736625514403;12.0;0.0;0.0;3.0;43.18506523353572;0.0;0.0;13.0;12.0;0.0;0.0;50.0;0.0;3.0;62.353829072479584;12.0;26.0;0.8532936298057111;0.0;0.0;486.0;2.3715797390213083;0.0;3.0;147.0;6.092782663045187;76.0;283.0;216.0;0.0;10.0;2686.6088307807418;0.0;0.0;0.0;102682.18951243996;0.0;4.712169930567598;0.0;0.0;0.8312757201646089;0.0;7.034781959229895;0.0;486.0;38.22;4.75;0.0;4.0;0.0;151.147728317375;2.4085531975372194;0.0;0.0;3.0;0.0;0.0;486.0;486.0;0.0;19.0;0.0;0.0;0.0;18.0;False;0.0;19.470470968039947;2.2375265288082318;0.29372427983539096;0.0;0.0
1375.0;0.0;0.0;0.0;0.0;422.0;3.258293838862558;16.0;0.0;0.0;3.0;93.76537429460444;0.0;0.0;24.0;16.0;0.0;0.0;97.0;0.0;14.25;105.5;16.0;35.0;1.3444512042180703;0.0;0.0;422.0;10.16310282080324;0.0;0.0;536.0;30.663161930373487;132.0;839.0;422.0;0.0;15.0;9686.041914117874;0.0;0.0;0.0;936650.2387054192;0.0;11.789826122551597;0.0;0.0;2.8957345971563977;0.0;17.842904707962433;0.0;422.0;96.70103092783505;12.25;0.0;6.0;0.0;562.5922457676268;5.08662396884117;0.0;0.0;9.5;0.0;0.0;422.0;422.0;0.0;43.0;0.0;0.0;0.0;26.375;False;0.0;64.45935052481597;4.3366121617033;0.8239157827427971;0.0;0.0
421.0;0.0;0.0;0.0;0.0;221.0;1.9049773755656108;13.0;0.0;0.0;3.0;71.69925001442313;0.0;0.0;20.0;13.0;0.0;0.0;44.0;0.0;3.0;61.29437168288782;13.0;23.0;0.9797831297777012;0.0;0.0;221.0;5.835525636207856;0.0;0.0;185.0;15.05148238426045;67.0;236.0;221.0;0.0;13.0;2553.8235491827218;0.0;0.0;0.0;123483.17274741454;0.0;4.822490047310649;0.0;0.0;1.6742081447963797;0.0;13.798513205074244;0.0;221.0;48.35227272727273;3.615384615384616;0.0;4.0;0.0;250.94737505048096;4.12035111306553;0.0;0.0;3.0;0.0;0.0;221.0;221.0;0.0;19.0;0.0;0.0;0.0;17.0;False;0.0;38.98843393538544;3.50489462066028;0.4377962723550959;0.0;0.0
778.0;0.0;0.0;0.0;0.0;271.0;2.870848708487085;11.0;0.0;0.0;3.0;72.33974351909447;0.0;0.0;19.0;11.0;0.0;0.0;83.0;0.0;14.0;81.70957438057394;11.0;33.0;1.2806993575976813;0.0;0.0;271.0;8.256333586783565;0.0;0.0;282.0;23.95827521523275;116.0;496.0;271.0;0.0;14.0;5335.509214209251;0.0;0.0;0.0;299109.93221344147;0.0;9.437834882679779;0.0;0.0;2.5424354243542435;0.0;14.753184488774624;0.0;271.0;56.06024096385542;9.545454545454543;0.0;4.8;0.0;337.58546975577417;4.443255273464969;0.0;0.0;6.0;0.0;0.0;271.0;271.0;0.0;27.0;0.0;0.0;0.0;24.63636363636364;False;0.0;53.7517303622304;3.7044827662251287;0.7712396766824812;0.0;0.0
