Returns_min;RFC_max;NumberOfMathOperations_std;WMC_CK_min;NumberOfAnonymousClasses_std;NumberOfUniqueWords_min;NumberOfModifiers_min;MaxNumberOfNestedBlocks_50%;NumberOfLogStatements_count;LOCMethod_CK_50%;NumberOfParenthesizedExps_50%;CBO_std;NumberOfUniqueWords_50%;NumberOfTryCatch_50%;NumberOfVariables_std;NumberOfComparisons_75%;RFC_mean;RFC_50%;NumberOfAnonymousClasses_75%;NumberOfInnerClasses_75%;NumberOfParameters_CK_max;Returns_std;MaxNumberOfNestedBlocks_25%;Returns_count;NumberOfLogStatements_75%;NumberOfParenthesizedExps_min;NumberOfNumbers_std;NumberOfLambdas_max;NumberOfLogStatements_max;LOCMethod_CK_max;NumberOfComparisons_std;NumberOfModifiers_mean;NumberOfNumbers_25%;LOCMethod_CK_min;NumberOfMathOperations_max;IsConstructor_top;NumberOfAnonymousClasses_25%;NumberOfAssignments_max;NumberOfAssignments_25%;NumberOfVariables_50%;NumberOfNumbers_mean;NumberOfAnonymousClasses_max;CBO_50%;NumberOfAssignments_std;NumberOfLambdas_mean;NumberOfLambdas_50%;NumberOfStringLiterals_50%;Returns_max;NumberOfInnerClasses_min;NumberOfLoops_25%;NumberOfModifiers_50%;NumberOfNumbers_75%;NumberOfLoops_count;NumberOfMathOperations_25%;NumberOfComparisons_min;NumberOfTryCatch_count;WMC_CK_max;Returns_mean;NumberOfParameters_CK_mean;NumberOfComparisons_50%;NumberOfParameters_CK_75%;NumberOfLogStatements_min;IsConstructor_unique;NumberOfInnerClasses_count;NumberOfParameters_CK_min;NumberOfLambdas_std;NumberOfInnerClasses_50%;NumberOfStringLiterals_mean;NumberOfTryCatch_min;NumberOfComparisons_mean;NumberOfLambdas_count;NumberOfLogStatements_std;WMC_CK_mean;NumberOfParenthesizedExps_25%;NumberOfInnerClasses_max;CBO_count;NumberOfAssignments_75%;NumberOfLambdas_min;NumberOfUniqueWords_count;WMC_CK_25%;NumberOfLambdas_25%;LOCMethod_CK_count;NumberOfAnonymousClasses_count;NumberOfUniqueWords_mean;NumberOfTryCatch_75%;NumberOfTryCatch_25%;RFC_std;WMC_CK_50%;NumberOfLogStatements_mean;NumberOfMathOperations_min;CBO_25%;NumberOfTryCatch_std;NumberOfLoops_std;NumberOfAnonymousClasses_mean;NumberOfParenthesizedExps_std;RFC_min;NumberOfParameters_CK_std;NumberOfUniqueWords_75%;LOCMethod_CK_mean;IsConstructor_freq;MaxNumberOfNestedBlocks_mean;MaxNumberOfNestedBlocks_std;NumberOfParenthesizedExps_75%;NumberOfLoops_min;NumberOfVariables_max;NumberOfStringLiterals_min;LOCMethod_CK_75%;NumberOfVariables_25%;RFC_count;NumberOfMathOperations_count;NumberOfModifiers_max;CBO_max;NumberOfStringLiterals_25%;RFC_25%;NumberOfUniqueWords_std;NumberOfNumbers_min;NumberOfInnerClasses_25%;NumberOfVariables_min;NumberOfAssignments_min;NumberOfAssignments_count;CBO_75%;NumberOfAssignments_mean;NumberOfModifiers_25%;NumberOfParameters_CK_50%;NumberOfParenthesizedExps_max;NumberOfLogStatements_50%;NumberOfStringLiterals_max;NumberOfUniqueWords_25%;WMC_CK_std;MaxNumberOfNestedBlocks_max;NumberOfMathOperations_mean;NumberOfLoops_mean;WMC_CK_75%;LOCMethod_CK_25%;NumberOfVariables_count;NumberOfComparisons_25%;NumberOfMathOperations_75%;NumberOfParenthesizedExps_mean;NumberOfModifiers_75%;NumberOfInnerClasses_std;NumberOfInnerClasses_mean;WMC_CK_count;NumberOfStringLiterals_std;Returns_50%;NumberOfComparisons_max;NumberOfAnonymousClasses_50%;NumberOfVariables_mean;NumberOfLambdas_75%;MaxNumberOfNestedBlocks_min;NumberOfStringLiterals_count;NumberOfTryCatch_max;MaxNumberOfNestedBlocks_count;NumberOfParameters_CK_25%;NumberOfLoops_max;NumberOfNumbers_count;Returns_25%;NumberOfModifiers_count;IsConstructor_count;NumberOfLoops_75%;NumberOfLoops_50%;NumberOfStringLiterals_75%;NumberOfMathOperations_50%;NumberOfUniqueWords_max;CBO_mean;NumberOfParameters_CK_count;NumberOfParenthesizedExps_count;NumberOfComparisons_count;Returns_75%;NumberOfAnonymousClasses_min;NumberOfNumbers_50%;Bugged;MaxNumberOfNestedBlocks_75%;NumberOfAssignments_50%;NumberOfModifiers_std;RFC_75%;NumberOfNumbers_max;NumberOfLogStatements_25%;CBO_min;NumberOfVariables_75%;NumberOfTryCatch_mean;LOCMethod_CK_std
0.0;4.0;0.7071067811865476;1.0;0.0;2.0;0.0;0.0;9.0;5.0;0.0;0.8333333333333334;8.0;0.0;0.0;0.0;1.6666666666666667;1.0;0.0;0.0;2.0;1.0540925533894598;0.0;9.0;0.0;0.0;0.6666666666666667;0.0;0.0;11.0;0.33333333333333337;2.2222222222222223;0.0;3.0;2.0;False;0.0;2.0;0.0;0.0;0.2222222222222222;0.0;1.0;0.9718253158075502;0.0;0.0;0.0;3.0;0.0;0.0;1.0;0.0;9.0;0.0;0.0;9.0;5.0;1.1111111111111112;1.3333333333333333;0.0;2.0;0.0;2.0;9.0;0.0;0.0;0.0;0.3333333333333333;0.0;0.1111111111111111;9.0;0.0;2.1111111111111107;0.0;0.0;9.0;2.0;0.0;9.0;1.0;0.0;9.0;9.0;7.4444444444444455;0.0;0.0;1.4999999999999998;1.0;0.0;0.0;1.0;0.0;0.4409585518440984;0.0;0.0;0.0;0.7071067811865476;11.0;5.666666666666668;6.0;0.7777777777777778;0.9718253158075502;0.0;0.0;0.0;0.0;6.0;0.0;9.0;9.0;10.0;2.0;0.0;1.0;3.4318767136623327;0.0;0.0;0.0;0.0;9.0;2.0;0.7777777777777778;1.0;1.0;0.0;0.0;3.0;5.0;1.4529663145135578;2.0;0.3333333333333333;0.2222222222222222;3.0;3.0;9.0;0.0;0.0;0.0;2.0;0.0;0.0;9.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;9.0;0.0;9.0;1.0;1.0;9.0;0.0;9.0;9.0;0.0;0.0;0.0;0.0;12.0;1.2222222222222223;9.0;9.0;9.0;2.0;0.0;0.0;False;2.0;0.0;2.9907264074877267;2.0;2.0;0.0;0.0;0.0;0.0;2.7838821814150108
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;12.0;0.5;1.0;0.0;8.0;1.0;1.0;4.0;7.0;0.0;3.3166247903554;8.5;0.0;1.4142135623730951;0.0;5.75;5.0;0.0;0.0;1.0;0.0;0.75;4.0;0.5;0.0;0.0;0.0;2.0;29.0;0.0;1.0;0.0;5.0;1.0;False;0.0;3.0;0.0;0.5;0.0;0.0;2.5;1.4142135623730951;0.0;0.0;0.0;0.0;0.0;0.75;1.0;0.0;4.0;0.0;0.0;4.0;6.0;0.0;0.5;0.0;1.0;0.0;1.0;4.0;0.0;0.0;0.0;0.5;0.0;0.0;4.0;1.0;2.75;0.0;0.0;4.0;1.5;0.0;4.0;1.75;0.0;4.0;4.0;13.75;0.25;0.0;5.619905100029122;2.0;0.5;0.0;1.0;0.5;1.2583057392117916;0.0;0.0;1.0;0.5773502691896257;14.25;12.0;4.0;1.0;0.8164965809277259;0.0;0.0;3.0;0.0;14.0;0.0;4.0;4.0;1.0;8.0;0.0;1.0;10.843584893075414;0.0;0.0;0.0;0.0;4.0;5.0;1.0;1.0;0.5;0.0;0.0;2.0;8.0;2.217355782608345;2.0;0.25;1.25;3.0;5.0;4.0;0.0;0.25;0.0;1.0;0.0;0.0;4.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;4.0;1.0;4.0;0.0;3.0;4.0;0.0;4.0;4.0;1.5;1.0;0.5;0.0;30.0;3.5;4.0;4.0;4.0;0.0;0.0;0.0;False;1.25;0.5;0.0;9.75;0.0;0.0;1.0;1.5;0.25;11.489125293076055
0.0;0.0;0.0;4.0;0.0;18.0;1.0;1.0;1.0;8.0;0.0;0.0;18.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;3.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;8.0;0.0;1.0;0.0;8.0;0.0;True;0.0;3.0;3.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;3.0;1.0;4.0;0.0;3.0;3.0;3.0;0.0;1.0;1.0;3.0;0.0;0.0;1.0;0.0;3.0;1.0;0.0;4.0;0.0;0.0;1.0;3.0;0.0;1.0;4.0;0.0;1.0;1.0;18.0;0.0;0.0;0.0;4.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;18.0;8.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;8.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;3.0;1.0;1.0;3.0;1.0;3.0;0.0;0.0;1.0;18.0;0.0;1.0;0.0;0.0;4.0;8.0;1.0;3.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;3.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;3.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;18.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;False;1.0;3.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;8.0;0.8164965809277259;1.0;0.0;1.0;1.0;0.0;6.0;3.0;0.0;2.449489742783178;5.5;0.0;0.8366600265340756;0.0;2.833333333333333;2.0;0.0;0.0;3.0;0.5163977794943223;0.0;6.0;0.0;0.0;0.0;0.0;1.0;10.0;0.0;1.0;0.0;2.0;2.0;False;0.0;2.0;0.0;0.0;0.0;0.0;1.5;0.8366600265340756;0.0;0.0;0.5;1.0;0.0;0.0;1.0;0.0;6.0;0.0;0.0;6.0;2.0;0.6666666666666666;0.8333333333333334;0.0;1.5;0.0;1.0;6.0;0.0;0.0;0.0;1.5;0.0;0.0;6.0;0.40824829046386296;1.3333333333333333;0.0;0.0;6.0;0.75;0.0;6.0;1.0;0.0;6.0;6.0;6.833333333333332;0.0;0.0;2.857738033247041;1.0;0.16666666666666666;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.3291601358251257;11.75;4.666666666666667;6.0;0.3333333333333333;0.5163977794943223;0.0;0.0;2.0;0.0;6.0;0.0;6.0;6.0;1.0;6.0;0.0;1.25;5.307227776030219;0.0;0.0;0.0;0.0;6.0;3.0;0.5;1.0;0.0;0.0;0.0;6.0;3.0;0.5163977794943222;1.0;0.6666666666666666;0.0;1.75;3.0;6.0;0.0;1.0;0.0;1.0;0.0;0.0;6.0;2.345207879911715;1.0;0.0;0.0;0.5;0.0;0.0;6.0;0.0;6.0;0.0;0.0;6.0;0.25;6.0;6.0;0.0;0.0;1.75;0.5;13.0;2.0;6.0;6.0;6.0;1.0;0.0;0.0;False;0.75;0.0;0.0;3.5;0.0;0.0;0.0;0.75;0.0;3.141125063837266
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;4.0;0.5163977794943223;1.0;0.0;1.0;1.0;0.0;6.0;3.0;0.0;2.422120283277993;5.5;0.0;0.40824829046386296;0.0;1.5;1.5;0.0;0.0;3.0;0.5477225575051661;0.0;6.0;0.0;0.0;0.0;0.0;1.0;7.0;0.0;1.0;0.0;2.0;1.0;False;0.0;1.0;0.0;0.0;0.0;0.0;0.5;0.5163977794943223;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;6.0;0.0;0.0;6.0;2.0;0.5;1.0;0.0;1.75;0.0;2.0;6.0;0.0;0.0;0.0;0.5;0.0;0.0;6.0;0.40824829046386296;1.1666666666666667;0.0;0.0;6.0;0.75;0.0;6.0;1.0;0.0;6.0;6.0;6.5;0.0;0.0;1.51657508881031;1.0;0.16666666666666666;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.2649110640673518;9.5;3.5;5.0;0.16666666666666666;0.40824829046386296;0.0;0.0;1.0;0.0;3.0;0.0;6.0;6.0;1.0;6.0;0.0;0.25;5.00999001995014;0.0;0.0;0.0;0.0;6.0;2.5;0.3333333333333333;1.0;0.5;0.0;0.0;2.0;3.0;0.40824829046386296;1.0;0.3333333333333333;0.0;1.0;3.0;6.0;0.0;0.75;0.0;1.0;0.0;0.0;6.0;0.8366600265340756;0.5;0.0;0.0;0.16666666666666666;0.0;0.0;6.0;0.0;6.0;0.0;0.0;6.0;0.0;6.0;6.0;0.0;0.0;0.75;0.0;14.0;1.6666666666666667;6.0;6.0;6.0;1.0;0.0;0.0;False;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;1.760681686165901
0.0;2.0;0.0;1.0;0.0;8.0;1.0;0.0;1.0;3.0;0.0;0.0;8.0;0.0;0.0;0.0;2.0;2.0;0.0;0.0;3.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;3.0;0.0;1.0;0.0;3.0;1.0;False;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;3.0;0.0;3.0;1.0;1.0;1.0;3.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;8.0;0.0;0.0;0.0;1.0;1.0;1.0;3.0;0.0;0.0;0.0;0.0;2.0;0.0;8.0;3.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;3.0;0.0;1.0;1.0;1.0;3.0;1.0;2.0;0.0;0.0;0.0;0.0;0.0;1.0;3.0;0.0;1.0;3.0;0.0;1.0;1.0;8.0;0.0;0.0;1.0;0.0;1.0;3.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;3.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;8.0;3.0;1.0;1.0;1.0;0.0;0.0;0.0;False;0.0;0.0;0.0;2.0;0.0;1.0;3.0;0.0;0.0;0.0
0.0;35.0;2.065591117977289;1.0;0.0;1.0;0.0;0.0;10.0;7.0;0.0;5.370702416299422;10.0;0.0;5.907622195096773;0.0;10.0;3.5;0.0;0.0;4.0;0.966091783079296;0.0;10.0;1.75;0.0;1.3984117975602022;0.0;4.0;68.0;0.8432740427115679;1.1;0.0;2.0;5.0;False;0.0;20.0;0.25;0.5;0.8;0.0;1.5;6.8507907086214015;0.0;0.0;0.5;3.0;0.0;0.0;1.0;1.5;10.0;0.0;0.0;10.0;10.0;0.6;1.2;0.0;1.75;0.0;2.0;10.0;0.0;0.0;0.0;5.1;0.0;0.4;10.0;1.3703203194062978;2.8;0.0;0.0;10.0;4.0;0.0;10.0;1.0;0.0;10.0;10.0;20.4;0.0;0.0;13.662601021279464;1.0;0.9;0.0;0.25;0.966091783079296;0.421637021355784;0.0;0.31622776601683794;0.0;1.3984117975602022;18.5;16.5;8.0;1.0;1.4907119849998598;0.0;0.0;16.0;0.0;14.75;0.0;10.0;10.0;2.0;14.0;0.0;0.25;25.01199712138157;0.0;0.0;0.0;0.0;10.0;6.25;4.6;1.0;1.0;1.0;0.0;22.0;4.25;3.0477678535099897;4.0;1.6;0.2;3.5;3.0;10.0;0.0;2.75;0.1;1.0;0.0;0.0;10.0;7.651434142985513;0.0;2.0;0.0;3.7;0.0;0.0;10.0;3.0;10.0;0.0;1.0;10.0;0.0;10.0;10.0;0.0;0.0;8.0;0.5;69.0;4.2;10.0;10.0;10.0;1.0;0.0;0.0;False;1.75;1.5;0.5676462121975466;12.25;4.0;0.0;0.0;3.75;0.4;22.237355957937087
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;19.0;1.1547005383792517;1.0;0.0;11.0;1.0;1.0;3.0;12.0;0.0;0.5773502691896258;18.0;0.0;2.516611478423584;1.5;10.0;11.0;0.0;0.0;3.0;1.7320508075688772;0.5;3.0;2.0;0.0;0.0;0.0;3.0;29.0;1.0;1.6666666666666667;0.0;5.0;2.0;False;0.0;6.0;3.5;3.0;0.0;0.0;4.0;1.5275252316519463;0.0;0.0;1.0;3.0;0.0;0.0;2.0;0.0;3.0;0.0;0.0;3.0;6.0;1.0;1.6666666666666667;1.0;2.0;0.0;2.0;3.0;1.0;0.0;0.0;2.333333333333333;0.0;1.0;3.0;1.5275252316519468;3.333333333333333;0.0;0.0;3.0;5.0;0.0;3.0;2.0;0.0;3.0;3.0;25.0;0.5;0.0;9.539392014169456;3.0;1.3333333333333333;0.0;3.5;0.5773502691896258;0.0;0.0;0.0;0.0;1.1547005383792517;32.0;15.333333333333336;2.0;1.0;1.0;0.0;0.0;5.0;0.0;20.5;1.5;3.0;3.0;2.0;4.0;0.5;5.5;18.520259177452136;0.0;0.0;0.0;3.0;3.0;4.0;4.333333333333333;1.5;1.0;0.0;1.0;6.0;14.5;2.516611478423584;2.0;0.6666666666666666;0.0;4.5;8.5;3.0;0.5;1.0;0.0;2.0;0.0;0.0;3.0;3.2145502536643185;0.0;2.0;0.0;2.6666666666666665;0.0;0.0;3.0;1.0;3.0;1.0;0.0;3.0;0.0;3.0;3.0;0.0;0.0;3.5;0.0;46.0;3.6666666666666665;3.0;3.0;3.0;1.5;0.0;0.0;False;1.5;4.0;0.5773502691896257;15.0;0.0;0.5;3.0;4.0;0.3333333333333333;12.342339054382412
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;26.0;2.1213203435596424;1.0;0.0;8.0;0.0;3.5;2.0;45.5;0.0;4.242640687119285;20.5;2.0;8.48528137423857;0.75;13.0;13.0;0.0;0.0;4.0;2.1213203435596424;1.75;2.0;2.25;0.0;1.4142135623730951;0.0;3.0;86.0;0.7071067811865476;0.5;0.5;5.0;3.0;True;0.0;19.0;7.0;6.0;1.0;0.0;4.0;11.31370849898476;0.0;0.0;3.5;3.0;0.0;1.25;0.5;1.5;2.0;0.75;0.0;2.0;16.0;1.5;3.0;0.5;3.5;0.0;2.0;2.0;2.0;0.0;0.0;3.5;0.0;0.5;2.0;2.1213203435596424;8.5;0.0;0.0;2.0;15.0;0.0;2.0;4.75;0.0;2.0;2.0;20.5;3.0;1.0;18.384776310850235;8.5;1.5;0.0;2.5;2.8284271247461903;3.5355339059327378;0.0;0.0;0.0;1.4142135623730951;26.75;45.5;1.0;3.5;4.949747468305833;0.0;0.0;12.0;0.0;65.75;3.0;2.0;2.0;1.0;7.0;1.75;6.5;17.677669529663692;0.0;0.0;0.0;3.0;2.0;5.5;11.0;0.25;3.0;0.0;1.5;7.0;14.25;10.606601717798213;7.0;1.5;2.5;12.25;25.25;2.0;0.25;2.25;0.0;0.75;0.0;0.0;2.0;4.949747468305833;1.5;1.0;0.0;6.0;0.0;0.0;2.0;4.0;2.0;2.5;5.0;2.0;0.75;2.0;2.0;3.75;2.5;5.25;1.5;33.0;4.0;2.0;2.0;2.0;2.25;0.0;1.0;False;5.25;11.0;0.7071067811865476;19.5;2.0;0.75;1.0;9.0;2.0;57.27564927611035
0.0;4.0;0.0;1.0;0.0;3.0;1.0;0.0;1.0;4.0;0.0;0.0;3.0;0.0;0.0;0.0;4.0;4.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;4.0;0.0;1.0;0.0;4.0;1.0;False;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;2.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;3.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;4.0;0.0;3.0;4.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0;4.0;0.0;1.0;1.0;1.0;1.0;2.0;4.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;2.0;3.0;0.0;0.0;1.0;0.0;1.0;4.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;2.0;1.0;3.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;False;0.0;0.0;0.0;4.0;0.0;1.0;1.0;0.0;0.0;0.0
