NSF;Bugged;NSM;NOA;NOD;ClTCi;RTLOC;ClRCi;PMd;NPF;NOL;TLOC
0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;False;0.0;0.0;0.0;6.0;49.0;2.0;2.0;0.0;0.0;17.0
0.0;False;0.0;0.0;0.0;5.0;33.0;2.5;1.0;0.0;0.0;21.0
0.0;False;1.0;0.0;0.0;5.0;39.0;1.0;5.0;0.0;0.0;25.0
1.0;True;1.0;0.0;0.0;30.0;164.0;3.0;8.0;1.0;0.0;78.0
2.0;False;0.0;0.0;0.0;30.0;98.0;2.5;10.0;0.0;0.0;67.0
0.0;False;0.0;0.0;0.0;11.0;122.0;3.666666667;3.0;0.0;0.0;48.0
0.0;False;0.0;0.0;0.0;11.0;32.0;3.666666667;1.0;0.0;0.0;27.0
0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;False;0.0;0.0;0.0;11.0;87.0;1.833333333;4.0;0.0;0.0;71.0
0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;False;0.0;0.0;0.0;5.0;28.0;2.5;1.0;0.0;0.0;16.0
0.0;False;0.0;0.0;0.0;5.0;27.0;2.5;0.0;0.0;0.0;12.0
0.0;False;0.0;0.0;0.0;5.0;33.0;2.5;1.0;0.0;0.0;18.0
1.0;False;11.0;0.0;0.0;35.0;505.0;2.5;10.0;0.0;0.0;300.0
1.0;False;11.0;0.0;0.0;35.0;505.0;2.5;10.0;0.0;0.0;300.0
1.0;False;11.0;0.0;0.0;35.0;505.0;2.5;10.0;0.0;0.0;300.0
1.0;False;11.0;0.0;0.0;35.0;505.0;2.5;10.0;0.0;0.0;300.0
1.0;False;11.0;0.0;0.0;35.0;505.0;2.5;10.0;0.0;0.0;300.0
1.0;False;11.0;0.0;0.0;35.0;505.0;2.5;10.0;0.0;0.0;300.0
1.0;False;11.0;0.0;0.0;35.0;505.0;2.5;10.0;0.0;0.0;300.0
1.0;False;11.0;0.0;0.0;35.0;505.0;2.5;10.0;0.0;0.0;300.0
0.0;False;0.0;0.0;0.0;1.0;9.0;1.0;0.0;0.0;0.0;3.0
2.0;False;4.0;0.0;0.0;3.5;198.0;0.875;3.0;1.0;0.0;141.0
0.0;False;0.0;0.0;0.0;11.5;60.0;1.4375;3.0;0.0;0.0;31.0
1.0;True;15.0;0.0;0.0;35.0;298.0;2.1875;15.0;0.0;0.0;163.0
3.0;False;0.0;0.0;0.0;54.452380952;228.0;4.95021645;5.0;0.0;0.0;149.0
3.0;False;0.0;0.0;0.0;54.452380952;228.0;4.95021645;5.0;0.0;0.0;149.0
3.0;False;0.0;0.0;0.0;54.452380952;228.0;4.95021645;5.0;0.0;0.0;149.0
0.0;False;0.0;0.0;0.0;42.0;211.0;3.0;1.0;0.0;0.0;100.0
1.0;False;1.0;0.0;0.0;149.33333333299998;994.0;3.472868217;8.0;0.0;0.0;704.0
1.0;False;1.0;0.0;0.0;149.33333333299998;994.0;3.472868217;8.0;0.0;0.0;704.0
1.0;False;1.0;0.0;0.0;149.33333333299998;994.0;3.472868217;8.0;0.0;0.0;704.0
1.0;False;1.0;0.0;0.0;149.33333333299998;994.0;3.472868217;8.0;0.0;0.0;704.0
1.0;False;1.0;0.0;0.0;149.33333333299998;994.0;3.472868217;8.0;0.0;0.0;704.0
1.0;False;1.0;0.0;0.0;149.33333333299998;994.0;3.472868217;8.0;0.0;0.0;704.0
1.0;False;1.0;0.0;0.0;149.33333333299998;994.0;3.472868217;8.0;0.0;0.0;704.0
1.0;False;1.0;0.0;0.0;149.33333333299998;994.0;3.472868217;8.0;0.0;0.0;704.0
1.0;False;12.0;0.0;0.0;23.5;242.0;1.958333333;1.0;0.0;0.0;133.0
0.0;False;0.0;0.0;0.0;6.0;39.0;2.0;1.0;0.0;0.0;25.0
0.0;False;0.0;0.0;0.0;3.0;19.0;1.5;0.0;0.0;0.0;4.0
0.0;False;0.0;0.0;0.0;11.5;128.0;1.4375;8.0;0.0;0.0;62.0
2.0;False;4.0;0.0;0.0;12.0;152.0;2.4;4.0;1.0;0.0;90.0
0.0;False;1.0;0.0;0.0;2.0;21.0;1.0;2.0;0.0;0.0;14.0
1.0;False;0.0;0.0;0.0;11.0;31.0;2.2;5.0;0.0;0.0;23.0
0.0;False;0.0;0.0;0.0;16.0;103.0;2.0;1.0;0.0;0.0;46.0
0.0;False;0.0;0.0;0.0;5.0;25.0;1.666666667;3.0;0.0;0.0;11.0
0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;False;0.0;0.0;0.0;4.0;62.0;1.333333333;3.0;0.0;0.0;45.0
0.0;False;0.0;0.0;0.0;2.0;10.0;2.0;0.0;0.0;0.0;5.0
0.0;False;0.0;0.0;0.0;4.0;76.0;1.333333333;3.0;0.0;0.0;45.0
0.0;False;0.0;0.0;0.0;3.5;53.0;1.166666667;3.0;0.0;0.0;40.0
0.0;False;0.0;0.0;0.0;3.0;12.0;1.5;1.0;0.0;0.0;8.0
0.0;False;0.0;0.0;0.0;5.0;49.0;1.25;4.0;0.0;0.0;35.0
0.0;False;0.0;0.0;0.0;1.0;8.0;1.0;0.0;0.0;0.0;3.0
0.0;False;0.0;0.0;0.0;2.0;9.0;1.0;0.0;0.0;0.0;4.0
0.0;False;0.0;0.0;0.0;3.0;35.0;1.0;3.0;0.0;0.0;24.0
0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;False;0.0;0.0;0.0;4.0;90.0;1.333333333;3.0;0.0;0.0;61.0
0.0;False;0.0;0.0;0.0;5.0;23.0;1.666666667;3.0;0.0;0.0;11.0
0.0;False;0.0;0.0;0.0;4.0;98.0;1.333333333;3.0;0.0;0.0;57.0
0.0;False;0.0;0.0;0.0;9.0;38.0;1.5;5.0;0.0;0.0;22.0
0.0;False;0.0;0.0;0.0;3.0;12.0;1.5;1.0;0.0;0.0;8.0
0.0;False;0.0;0.0;0.0;3.5;54.0;1.166666667;3.0;0.0;0.0;34.0
0.0;False;2.0;0.0;0.0;8.0;73.0;1.6;3.0;0.0;0.0;51.0
0.0;False;0.0;0.0;0.0;3.0;18.0;1.0;0.0;0.0;0.0;5.0
0.0;False;0.0;0.0;0.0;3.5;113.0;1.166666667;3.0;0.0;0.0;68.0
0.0;False;0.0;0.0;0.0;3.0;67.0;1.0;3.0;0.0;0.0;52.0
0.0;False;0.0;0.0;0.0;3.0;67.0;1.0;3.0;0.0;0.0;52.0
0.0;False;0.0;0.0;0.0;5.0;24.0;1.666666667;3.0;0.0;0.0;11.0
0.0;False;0.0;0.0;0.0;4.0;79.0;1.333333333;3.0;0.0;0.0;54.0
0.0;False;0.0;0.0;0.0;9.0;44.0;1.5;5.0;0.0;0.0;25.0
0.0;False;0.0;0.0;0.0;3.5;57.0;1.166666667;3.0;0.0;0.0;41.0
0.0;False;0.0;0.0;0.0;3.0;12.0;1.5;1.0;0.0;0.0;8.0
0.0;False;0.0;0.0;0.0;5.0;47.0;1.25;4.0;0.0;0.0;35.0
0.0;False;0.0;0.0;0.0;1.0;7.0;1.0;0.0;0.0;0.0;3.0
0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;False;1.0;0.0;0.0;5.0;87.0;1.25;4.0;0.0;0.0;47.0
0.0;False;0.0;0.0;0.0;5.0;24.0;1.666666667;3.0;0.0;0.0;11.0
0.0;False;0.0;0.0;0.0;15.0;68.0;2.142857143;6.0;0.0;0.0;48.0
0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;False;0.0;0.0;0.0;4.0;114.0;1.333333333;3.0;0.0;0.0;82.0
0.0;False;0.0;0.0;0.0;2.0;10.0;2.0;0.0;0.0;0.0;5.0
0.0;False;0.0;0.0;0.0;4.0;108.0;1.333333333;3.0;0.0;0.0;66.0
0.0;False;0.0;0.0;0.0;15.0;56.0;1.875;7.0;0.0;0.0;32.0
0.0;False;0.0;0.0;0.0;3.0;12.0;1.5;1.0;0.0;0.0;8.0
0.0;False;0.0;0.0;0.0;3.5;71.0;1.166666667;3.0;0.0;0.0;45.0
0.0;False;4.0;0.0;0.0;14.0;191.0;2.0;4.0;0.0;0.0;120.0
0.0;False;0.0;0.0;0.0;6.0;26.0;1.0;0.0;0.0;0.0;8.0
0.0;False;0.0;0.0;0.0;1.0;5.0;1.0;0.0;0.0;0.0;3.0
0.0;False;0.0;0.0;0.0;1.0;6.0;1.0;0.0;0.0;0.0;3.0
0.0;False;0.0;0.0;0.0;2.0;12.0;1.0;0.0;0.0;0.0;4.0
0.0;False;0.0;0.0;0.0;1.0;9.0;1.0;0.0;0.0;0.0;3.0
0.0;False;0.0;0.0;0.0;1.0;5.0;1.0;0.0;0.0;0.0;3.0
0.0;False;0.0;0.0;0.0;1.0;8.0;1.0;0.0;0.0;0.0;3.0
0.0;False;0.0;0.0;0.0;2.0;11.0;1.0;0.0;0.0;0.0;4.0
0.0;False;0.0;0.0;0.0;1.0;8.0;1.0;0.0;0.0;0.0;3.0
0.0;False;0.0;0.0;0.0;1.0;6.0;1.0;0.0;0.0;0.0;3.0
0.0;False;0.0;0.0;0.0;1.0;5.0;1.0;0.0;0.0;0.0;3.0
0.0;False;0.0;0.0;0.0;5.0;29.0;2.5;1.0;0.0;0.0;15.0
0.0;False;0.0;0.0;0.0;5.0;29.0;2.5;1.0;0.0;0.0;15.0
0.0;False;0.0;0.0;0.0;7.0;46.0;2.333333333;1.0;0.0;0.0;29.0
0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;False;0.0;0.0;0.0;4.0;42.0;1.333333333;3.0;0.0;0.0;29.0
0.0;False;0.0;0.0;0.0;3.0;13.0;1.5;1.0;0.0;0.0;8.0
2.0;True;2.0;0.0;0.0;12.5;121.0;2.5;5.0;0.0;0.0;93.0
0.0;True;3.0;0.0;0.0;12.0;145.0;2.0;3.0;0.0;0.0;105.0
0.0;False;0.0;0.0;0.0;3.5;28.0;1.166666667;3.0;0.0;0.0;20.0
0.0;False;0.0;0.0;0.0;4.0;20.0;1.0;0.0;0.0;0.0;6.0
0.0;False;0.0;0.0;0.0;5.0;24.0;1.666666667;3.0;0.0;0.0;11.0
0.0;False;0.0;0.0;0.0;3.0;11.0;1.5;1.0;0.0;0.0;8.0
0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;False;0.0;0.0;0.0;4.0;79.0;1.333333333;3.0;0.0;0.0;56.0
0.0;False;0.0;0.0;0.0;4.0;79.0;1.333333333;3.0;0.0;0.0;54.0
0.0;False;0.0;0.0;0.0;9.0;45.0;1.5;5.0;0.0;0.0;25.0
0.0;False;0.0;0.0;0.0;3.5;47.0;1.166666667;3.0;0.0;0.0;34.0
0.0;True;1.0;0.0;0.0;6.0;127.0;1.5;3.0;0.0;0.0;98.0
0.0;False;0.0;0.0;0.0;5.0;26.0;1.0;0.0;0.0;0.0;7.0
0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;False;0.0;0.0;0.0;4.0;60.0;1.333333333;3.0;0.0;0.0;42.0
0.0;False;0.0;0.0;0.0;4.0;50.0;1.333333333;3.0;0.0;0.0;33.0
0.0;False;0.0;0.0;0.0;3.5;53.0;1.166666667;3.0;0.0;0.0;33.0
0.0;True;1.0;0.0;0.0;6.0;70.0;1.5;3.0;0.0;0.0;51.0
0.0;False;0.0;0.0;0.0;5.0;25.0;1.666666667;3.0;0.0;0.0;11.0
0.0;False;0.0;0.0;0.0;3.0;13.0;1.5;1.0;0.0;0.0;8.0
0.0;False;0.0;0.0;0.0;3.0;15.0;1.0;0.0;0.0;0.0;5.0
0.0;False;0.0;0.0;0.0;2.0;36.0;1.0;0.0;0.0;0.0;25.0
0.0;False;0.0;0.0;0.0;3.0;12.0;1.5;0.0;0.0;0.0;8.0
0.0;False;0.0;0.0;0.0;2.5;43.0;1.25;2.0;0.0;0.0;26.0
0.0;False;0.0;0.0;0.0;4.5;27.0;1.125;4.0;0.0;0.0;19.0
0.0;False;0.0;0.0;0.0;5.0;24.0;1.666666667;3.0;0.0;0.0;11.0
0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;False;0.0;0.0;0.0;4.0;56.0;1.333333333;3.0;0.0;0.0;37.0
0.0;False;0.0;0.0;0.0;4.0;49.0;1.333333333;3.0;0.0;0.0;34.0
0.0;False;0.0;0.0;0.0;3.5;24.0;1.166666667;3.0;0.0;0.0;17.0
0.0;False;0.0;0.0;0.0;3.0;11.0;1.5;1.0;0.0;0.0;8.0
0.0;True;1.0;0.0;0.0;6.0;70.0;1.5;3.0;0.0;0.0;49.0
0.0;False;0.0;0.0;0.0;3.0;15.0;1.0;0.0;0.0;0.0;5.0
0.0;False;1.0;0.0;0.0;24.5;313.0;1.361111111;17.0;0.0;0.0;119.0
0.0;False;1.0;0.0;0.0;24.5;313.0;1.361111111;17.0;0.0;0.0;119.0
0.0;False;0.0;0.0;0.0;4.0;34.0;2.0;2.0;0.0;0.0;14.0
0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;False;0.0;0.0;0.0;5.0;37.0;1.666666667;3.0;0.0;0.0;14.0
5.0;False;4.0;0.0;0.0;12.0;285.0;2.4;3.0;0.0;0.0;140.0
5.0;False;4.0;0.0;0.0;12.0;285.0;2.4;3.0;0.0;0.0;140.0
5.0;False;4.0;0.0;0.0;12.0;285.0;2.4;3.0;0.0;0.0;140.0
0.0;False;0.0;0.0;0.0;5.0;34.0;1.666666667;3.0;0.0;0.0;14.0
0.0;False;0.0;0.0;0.0;1.0;9.0;1.0;0.0;0.0;0.0;3.0
0.0;False;0.0;0.0;0.0;6.0;31.0;2.0;2.0;0.0;0.0;22.0
0.0;False;0.0;0.0;0.0;9.0;79.0;2.25;4.0;0.0;0.0;29.0
0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2.0;False;2.0;0.0;0.0;39.7;191.0;2.646666667;11.0;0.0;0.0;119.0
2.0;False;0.0;0.0;0.0;14.0;47.0;1.75;6.0;0.0;0.0;33.0
0.0;False;0.0;0.0;0.0;27.0;118.0;2.076923077;0.0;0.0;0.0;15.0
0.0;False;0.0;0.0;0.0;5.0;21.0;2.5;1.0;0.0;0.0;14.0
0.0;False;0.0;0.0;0.0;8.0;68.0;1.6;5.0;0.0;0.0;28.0
0.0;False;0.0;0.0;0.0;7.0;56.0;2.333333333;2.0;0.0;0.0;14.0
1.0;True;1.0;0.0;0.0;47.666666667;207.0;2.979166667;16.0;0.0;0.0;102.0
0.0;False;0.0;0.0;0.0;34.733333333000004;79.0;3.859259259;9.0;0.0;0.0;54.0
0.0;False;0.0;0.0;0.0;3.0;33.0;1.5;2.0;0.0;0.0;22.0
0.0;False;0.0;0.0;0.0;3.0;11.0;3.0;0.0;0.0;0.0;3.0
0.0;False;0.0;0.0;0.0;7.0;59.0;2.333333333;3.0;0.0;0.0;32.0
0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;False;0.0;0.0;0.0;20.0;129.0;1.333333333;15.0;0.0;0.0;61.0
0.0;False;0.0;0.0;0.0;12.0;59.0;4.0;0.0;0.0;0.0;5.0
0.0;False;2.0;0.0;0.0;5.0;59.0;2.5;2.0;0.0;0.0;24.0
0.0;False;0.0;0.0;0.0;8.0;58.0;2.0;3.0;0.0;0.0;28.0
0.0;False;0.0;0.0;0.0;29.0;111.0;2.230769231;13.0;0.0;0.0;55.0
0.0;False;0.0;0.0;0.0;5.0;20.0;1.25;2.0;0.0;0.0;14.0
5.0;False;0.0;0.0;0.0;4.5;134.0;1.125;4.0;5.0;0.0;103.0
0.0;False;1.0;0.0;0.0;4.0;51.0;1.333333333;2.0;0.0;0.0;39.0
0.0;False;1.0;0.0;0.0;4.0;30.0;1.333333333;2.0;0.0;0.0;22.0
5.0;False;1.0;0.0;0.0;13.5;168.0;2.25;5.0;5.0;0.0;131.0
0.0;False;1.0;0.0;0.0;4.0;64.0;1.333333333;2.0;0.0;0.0;45.0
0.0;False;0.0;0.0;0.0;9.5;167.0;1.9;5.0;0.0;0.0;120.0
0.0;False;1.0;0.0;0.0;4.0;64.0;1.333333333;2.0;0.0;0.0;45.0
0.0;False;0.0;0.0;0.0;6.5;59.0;2.166666667;3.0;0.0;0.0;33.0
1.0;False;1.0;0.0;0.0;4.0;37.0;1.333333333;2.0;1.0;0.0;24.0
0.0;False;1.0;0.0;0.0;4.0;25.0;1.333333333;2.0;0.0;0.0;15.0
0.0;False;1.0;0.0;0.0;4.0;23.0;1.333333333;2.0;0.0;0.0;15.0
0.0;False;0.0;0.0;0.0;4.0;15.0;2.0;0.0;0.0;0.0;12.0
0.0;True;0.0;0.0;0.0;9.0;79.0;1.8;5.0;0.0;0.0;55.0
0.0;False;1.0;0.0;0.0;4.0;29.0;1.333333333;2.0;0.0;0.0;22.0
5.0;False;1.0;0.0;0.0;13.5;172.0;2.25;5.0;5.0;0.0;134.0
0.0;False;1.0;0.0;0.0;4.0;59.0;1.333333333;2.0;0.0;0.0;40.0
0.0;False;0.0;0.0;0.0;3.0;13.0;1.5;1.0;0.0;0.0;9.0
0.0;False;0.0;0.0;0.0;10.0;72.0;3.333333333;3.0;0.0;0.0;35.0
0.0;False;1.0;0.0;0.0;4.0;47.0;1.333333333;2.0;0.0;0.0;25.0
0.0;False;1.0;0.0;0.0;4.0;30.0;1.333333333;2.0;0.0;0.0;22.0
0.0;False;0.0;0.0;0.0;6.0;74.0;1.2;5.0;0.0;0.0;39.0
0.0;False;1.0;0.0;0.0;4.0;31.0;1.333333333;2.0;0.0;0.0;22.0
0.0;False;1.0;0.0;0.0;4.0;30.0;1.333333333;2.0;0.0;0.0;22.0
0.0;False;1.0;0.0;0.0;4.0;30.0;1.333333333;2.0;0.0;0.0;22.0
0.0;False;1.0;0.0;0.0;4.0;30.0;1.333333333;2.0;0.0;0.0;22.0
0.0;False;1.0;0.0;0.0;4.0;30.0;1.333333333;2.0;0.0;0.0;22.0
1.0;False;1.0;0.0;0.0;35.5;233.0;2.21875;8.0;1.0;0.0;166.0
0.0;False;1.0;0.0;0.0;4.0;61.0;1.333333333;2.0;0.0;0.0;34.0
0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;False;1.0;0.0;0.0;4.0;48.0;1.333333333;2.0;0.0;0.0;26.0
0.0;False;0.0;0.0;0.0;16.0;133.0;2.285714286;5.0;0.0;0.0;84.0
0.0;False;1.0;0.0;0.0;4.0;53.0;1.333333333;2.0;0.0;0.0;27.0
0.0;False;0.0;0.0;0.0;13.333333332999999;151.0;1.904761905;5.0;0.0;0.0;102.0
0.0;False;1.0;0.0;0.0;4.0;48.0;1.333333333;2.0;0.0;0.0;27.0
9.0;False;0.0;0.0;0.0;3.0;541.0;1.5;2.0;0.0;0.0;390.0
9.0;False;0.0;0.0;0.0;3.0;541.0;1.5;2.0;0.0;0.0;390.0
9.0;False;0.0;0.0;0.0;3.0;541.0;1.5;2.0;0.0;0.0;390.0
9.0;False;0.0;0.0;0.0;3.0;541.0;1.5;2.0;0.0;0.0;390.0
9.0;False;0.0;0.0;0.0;3.0;541.0;1.5;2.0;0.0;0.0;390.0
9.0;False;0.0;0.0;0.0;3.0;541.0;1.5;2.0;0.0;0.0;390.0
0.0;False;1.0;0.0;0.0;4.0;24.0;1.333333333;2.0;0.0;0.0;15.0
1.0;False;1.0;0.0;0.0;3.0;172.0;3.0;1.0;0.0;0.0;152.0
5.0;False;2.0;0.0;0.0;8.0;74.0;2.0;4.0;5.0;0.0;54.0
0.0;False;0.0;0.0;0.0;8.0;25.0;2.0;3.0;0.0;0.0;18.0
0.0;False;0.0;0.0;0.0;6.0;23.0;1.5;3.0;0.0;0.0;17.0
0.0;False;0.0;0.0;0.0;5.5;218.0;1.375;3.0;0.0;0.0;143.0
0.0;False;0.0;0.0;0.0;5.5;218.0;1.375;3.0;0.0;0.0;143.0
0.0;False;0.0;0.0;0.0;5.5;218.0;1.375;3.0;0.0;0.0;143.0
0.0;False;0.0;0.0;0.0;5.5;218.0;1.375;3.0;0.0;0.0;143.0
0.0;False;0.0;0.0;0.0;5.5;218.0;1.375;3.0;0.0;0.0;143.0
0.0;False;0.0;0.0;0.0;5.5;218.0;1.375;3.0;0.0;0.0;143.0
0.0;False;1.0;0.0;0.0;16.0;65.0;2.285714286;7.0;0.0;0.0;47.0
0.0;False;0.0;0.0;0.0;6.0;82.0;1.5;4.0;0.0;0.0;49.0
0.0;False;0.0;0.0;0.0;10.0;130.0;3.333333333;0.0;0.0;0.0;71.0
0.0;False;1.0;0.0;0.0;5.0;118.0;1.25;2.0;0.0;0.0;74.0
0.0;False;0.0;0.0;0.0;7.0;20.0;2.333333333;2.0;0.0;0.0;15.0
0.0;False;0.0;0.0;0.0;11.333333332999999;24.0;2.833333333;3.0;0.0;0.0;18.0
0.0;False;0.0;0.0;0.0;8.333333332999999;32.0;2.777777778;2.0;0.0;0.0;22.0
0.0;False;0.0;0.0;0.0;8.5;24.0;2.125;3.0;0.0;0.0;18.0
0.0;False;0.0;0.0;0.0;10.333333332999999;48.0;3.444444444;1.0;0.0;0.0;34.0
0.0;False;1.0;0.0;0.0;5.0;33.0;1.666666667;2.0;0.0;0.0;24.0
0.0;False;1.0;0.0;0.0;7.0;47.0;2.333333333;2.0;0.0;0.0;32.0
0.0;False;0.0;0.0;0.0;6.0;12.0;3.0;1.0;0.0;0.0;8.0
0.0;False;1.0;0.0;0.0;4.0;23.0;1.333333333;2.0;0.0;0.0;15.0
0.0;False;0.0;0.0;0.0;4.0;23.0;2.0;2.0;0.0;0.0;15.0
0.0;False;1.0;0.0;0.0;4.0;23.0;1.333333333;2.0;0.0;0.0;15.0
0.0;False;0.0;0.0;0.0;6.0;12.0;3.0;1.0;0.0;0.0;8.0
0.0;False;1.0;0.0;0.0;4.0;23.0;1.333333333;2.0;0.0;0.0;15.0
0.0;False;0.0;0.0;0.0;4.0;23.0;2.0;2.0;0.0;0.0;15.0
0.0;False;1.0;0.0;0.0;4.0;23.0;1.333333333;2.0;0.0;0.0;15.0
0.0;False;0.0;0.0;0.0;3.0;27.0;1.5;2.0;0.0;0.0;19.0
0.0;False;1.0;0.0;0.0;3.0;23.0;1.0;2.0;0.0;0.0;13.0
0.0;False;1.0;0.0;0.0;3.0;25.0;1.0;2.0;0.0;0.0;15.0
0.0;False;1.0;0.0;0.0;3.0;25.0;1.0;2.0;0.0;0.0;15.0
3.0;False;0.0;0.0;0.0;12.0;157.0;3.0;3.0;0.0;0.0;95.0
0.0;False;0.0;0.0;0.0;3.0;42.0;1.5;1.0;0.0;0.0;31.0
0.0;False;1.0;0.0;0.0;3.0;24.0;1.0;2.0;0.0;0.0;14.0
0.0;False;0.0;0.0;0.0;4.0;40.0;2.0;2.0;0.0;0.0;27.0
0.0;False;2.0;0.0;0.0;7.0;99.0;1.75;1.0;0.0;0.0;69.0
0.0;False;2.0;0.0;0.0;7.0;99.0;1.75;1.0;0.0;0.0;69.0
0.0;False;2.0;0.0;0.0;7.0;99.0;1.75;1.0;0.0;0.0;69.0
0.0;False;0.0;0.0;0.0;3.0;46.0;1.0;2.0;0.0;0.0;32.0
0.0;False;1.0;0.0;0.0;4.0;52.0;1.333333333;2.0;0.0;0.0;31.0
0.0;False;0.0;0.0;0.0;3.0;30.0;1.5;2.0;0.0;0.0;22.0
0.0;False;1.0;0.0;0.0;4.0;30.0;1.333333333;2.0;0.0;0.0;22.0
2.0;False;0.0;0.0;0.0;3.0;51.0;1.5;1.0;0.0;0.0;39.0
0.0;False;1.0;0.0;0.0;3.0;31.0;1.0;2.0;0.0;0.0;18.0
0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5.0;False;0.0;0.0;0.0;7.0;102.0;1.75;4.0;0.0;0.0;71.0
0.0;False;0.0;0.0;0.0;4.0;35.0;2.0;1.0;0.0;0.0;22.0
0.0;False;2.0;0.0;0.0;6.0;144.0;2.0;1.0;0.0;0.0;96.0
0.0;False;0.0;0.0;0.0;4.0;19.0;2.0;1.0;0.0;0.0;13.0
0.0;False;0.0;0.0;0.0;1.0;4.0;1.0;0.0;0.0;0.0;3.0
0.0;False;0.0;0.0;0.0;5.0;130.0;1.666666667;2.0;0.0;0.0;90.0
0.0;False;1.0;0.0;0.0;3.0;30.0;1.0;3.0;0.0;0.0;13.0
0.0;False;1.0;0.0;0.0;3.0;19.0;1.0;2.0;0.0;0.0;13.0
0.0;False;0.0;0.0;0.0;3.0;30.0;1.5;2.0;0.0;0.0;22.0
0.0;False;1.0;0.0;0.0;3.0;33.0;1.0;2.0;0.0;0.0;13.0
0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;False;0.0;0.0;0.0;4.0;19.0;2.0;0.0;0.0;0.0;4.0
2.0;False;0.0;0.0;0.0;30.0;116.0;2.5;10.0;0.0;0.0;90.0
0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
4.0;False;2.0;0.0;0.0;15.0;85.0;3.0;3.0;0.0;0.0;62.0
