NumberOfLambdas_max;LOCMethod_CK_50%;NumberOfModifiers_50%;MaxNumberOfNestedBlocks_std;NumberOfNumbers_50%;NumberOfAssignments_max;IsConstructor_freq;LOCMethod_CK_75%;NumberOfInnerClasses_75%;NumberOfModifiers_min;NumberOfVariables_count;NumberOfTryCatch_50%;RFC_count;NumberOfComparisons_std;Returns_25%;WMC_CK_max;NumberOfAnonymousClasses_mean;WMC_CK_50%;Returns_min;NumberOfAssignments_75%;NumberOfTryCatch_max;CBO_75%;NumberOfLambdas_count;NumberOfLogStatements_25%;NumberOfParenthesizedExps_min;NumberOfAnonymousClasses_50%;RFC_std;NumberOfParameters_CK_25%;NumberOfNumbers_min;NumberOfInnerClasses_max;CBO_max;NumberOfLogStatements_50%;CBO_count;RFC_max;CBO_50%;IsConstructor_top;NumberOfInnerClasses_25%;RFC_25%;NumberOfAssignments_min;MaxNumberOfNestedBlocks_max;NumberOfAnonymousClasses_min;Returns_mean;LOCMethod_CK_std;NumberOfComparisons_max;NumberOfModifiers_mean;NumberOfUniqueWords_min;NumberOfParenthesizedExps_count;MaxNumberOfNestedBlocks_count;NumberOfComparisons_min;NumberOfUniqueWords_max;NumberOfModifiers_count;Returns_max;NumberOfParenthesizedExps_max;NumberOfMathOperations_count;NumberOfLoops_min;MaxNumberOfNestedBlocks_50%;NumberOfUniqueWords_75%;NumberOfUniqueWords_25%;NumberOfParenthesizedExps_25%;NumberOfAssignments_mean;WMC_CK_count;NumberOfParenthesizedExps_mean;LOCMethod_CK_max;NumberOfStringLiterals_max;NumberOfLogStatements_mean;NumberOfTryCatch_75%;NumberOfUniqueWords_std;LOCMethod_CK_count;NumberOfStringLiterals_std;NumberOfLoops_max;NumberOfStringLiterals_min;NumberOfMathOperations_75%;NumberOfInnerClasses_mean;NumberOfAssignments_50%;Returns_50%;NumberOfLogStatements_max;NumberOfVariables_std;NumberOfTryCatch_min;NumberOfParameters_CK_std;NumberOfMathOperations_std;NumberOfMathOperations_max;NumberOfParameters_CK_max;WMC_CK_75%;NumberOfLambdas_75%;IsConstructor_count;NumberOfVariables_max;NumberOfMathOperations_min;NumberOfInnerClasses_count;NumberOfParenthesizedExps_std;NumberOfVariables_50%;NumberOfNumbers_25%;NumberOfParameters_CK_count;NumberOfUniqueWords_count;NumberOfStringLiterals_75%;NumberOfMathOperations_25%;NumberOfLambdas_mean;NumberOfLoops_50%;NumberOfModifiers_std;NumberOfTryCatch_std;WMC_CK_min;NumberOfComparisons_50%;LOCMethod_CK_mean;LOCMethod_CK_25%;NumberOfLogStatements_75%;NumberOfUniqueWords_mean;RFC_50%;Bugged;NumberOfModifiers_max;IsConstructor_unique;NumberOfNumbers_mean;NumberOfParenthesizedExps_50%;MaxNumberOfNestedBlocks_min;NumberOfStringLiterals_mean;NumberOfNumbers_count;NumberOfNumbers_max;NumberOfLambdas_std;NumberOfAnonymousClasses_75%;NumberOfComparisons_mean;NumberOfAssignments_count;NumberOfParenthesizedExps_75%;NumberOfModifiers_75%;NumberOfNumbers_75%;NumberOfLoops_75%;NumberOfStringLiterals_50%;NumberOfLambdas_50%;RFC_mean;NumberOfAnonymousClasses_count;NumberOfParameters_CK_mean;NumberOfStringLiterals_count;NumberOfMathOperations_50%;NumberOfComparisons_75%;NumberOfComparisons_count;NumberOfComparisons_25%;NumberOfNumbers_std;NumberOfLogStatements_count;NumberOfLogStatements_std;WMC_CK_std;CBO_std;NumberOfParameters_CK_50%;NumberOfVariables_25%;WMC_CK_25%;NumberOfAssignments_std;NumberOfParameters_CK_min;NumberOfModifiers_25%;Returns_std;NumberOfTryCatch_count;NumberOfAnonymousClasses_std;CBO_25%;NumberOfVariables_mean;NumberOfLoops_mean;CBO_min;NumberOfTryCatch_25%;NumberOfStringLiterals_25%;NumberOfLambdas_25%;NumberOfUniqueWords_50%;WMC_CK_mean;MaxNumberOfNestedBlocks_25%;NumberOfLambdas_min;Returns_count;RFC_75%;NumberOfLogStatements_min;MaxNumberOfNestedBlocks_75%;NumberOfTryCatch_mean;NumberOfLoops_count;NumberOfLoops_std;CBO_mean;RFC_min;LOCMethod_CK_min;NumberOfVariables_75%;NumberOfInnerClasses_std;NumberOfLoops_25%;NumberOfVariables_min;NumberOfInnerClasses_min;NumberOfParameters_CK_75%;NumberOfAnonymousClasses_max;NumberOfAnonymousClasses_25%;NumberOfMathOperations_mean;NumberOfAssignments_25%;Returns_75%;MaxNumberOfNestedBlocks_mean;NumberOfInnerClasses_50%
0.0;2.0;1.0;0.0;0.0;0.0;7.0;2.0;0.0;1.0;7.0;0.0;7.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;7.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;7.0;0.0;1.0;False;0.0;0.0;0.0;0.0;0.0;0.14285714285714285;0.3779644730092273;0.0;1.0;3.0;7.0;7.0;0.0;9.0;7.0;1.0;0.0;7.0;0.0;0.0;6.0;6.0;0.0;0.0;7.0;0.0;3.0;0.0;0.0;0.0;1.7320508075688772;7.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3779644730092273;0.0;0.0;1.0;1.0;0.0;7.0;0.0;0.0;7.0;0.0;0.0;0.0;7.0;7.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;2.142857142857143;2.0;0.0;6.0;0.0;False;1.0;1.0;0.0;0.0;0.0;0.0;7.0;0.0;0.0;0.0;0.0;7.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;7.0;0.8571428571428571;7.0;0.0;0.0;7.0;0.0;0.0;7.0;0.0;0.0;0.3779644730092273;1.0;0.0;1.0;0.0;0.0;1.0;0.3779644730092273;7.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;1.0;0.0;0.0;7.0;0.0;0.0;0.0;0.0;7.0;0.0;0.8571428571428571;0.0;2.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;3.0;1.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;3.0;0.0;1.0;0.0;3.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;33.0;1.0;1.0;0.0;33.0;1.0;0.0;0.0;1.0;0.0;0.0;33.0;33.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;33.0;0.0;False;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;3.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;3.0;0.0;1.0;0.0;3.0;0.0;0.0;1.0;0.0;3.0;0.0;0.0;3.0;0.0;0.0;0.0;33.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;3.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;1.0;0.0;0.0;0.0;0.0;2.0;1.0;0.0;0.0;2.0;0.0;2.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;2.0;0.0;0.0;0.0;0.0;0.25;0.0;0.0;1.0;0.0;2.0;0.0;1.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.0;2.0;2.0;0.0;19.0;2.0;0.0;0.0;2.0;0.0;0.0;16.25;10.75;0.0;0.0;2.0;0.0;1.0;0.0;0.0;0.0;7.7781745930520225;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.7071067811865476;0.0;0.0;1.0;1.0;0.0;2.0;0.0;0.0;2.0;0.0;0.0;0.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;13.5;0.0;False;0.0;1.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.5;2.0;0.0;0.0;2.0;0.0;0.0;2.0;0.0;0.0;0.0;0.5;0.0;1.0;0.0;0.0;0.0;0.0;2.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;13.5;1.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;2.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;17.5;1.0;2.1213203435596424;0.0;2.0;2.0;24.75;0.0;1.0;2.0;0.0;2.0;0.7071067811865476;2.25;10.0;0.0;5.5;1.0;1.5;0.0;8.5;2.0;0.0;0.0;0.0;4.242640687119285;0.75;0.0;0.0;11.0;0.0;2.0;6.0;6.0;False;0.0;1.5;0.0;3.0;0.0;3.5;20.506096654409877;1.0;1.0;12.0;2.0;2.0;0.0;20.0;2.0;6.0;0.0;2.0;0.0;1.5;18.0;14.0;0.0;1.0;2.0;0.0;32.0;0.0;0.0;0.0;5.656854249492381;2.0;0.0;2.0;0.0;0.0;0.0;1.0;3.5;0.0;1.4142135623730951;0.0;2.1213203435596424;0.0;0.0;3.0;7.75;0.0;2.0;2.0;0.0;2.0;0.0;1.0;0.0;2.0;2.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.5;17.5;10.25;0.0;16.0;3.0;False;1.0;1.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.5;2.0;0.0;1.0;0.0;1.5;0.0;0.0;3.0;2.0;1.5;2.0;0.0;0.75;2.0;0.25;0.0;2.0;0.0;6.363961030678928;7.071067811865476;1.5;0.5;3.25;1.4142135623730951;0.0;1.0;3.5355339059327378;2.0;0.0;3.5;1.0;1.0;1.0;0.0;0.0;0.0;16.0;5.5;0.75;0.0;2.0;4.5;0.0;2.25;0.0;2.0;1.4142135623730951;6.0;0.0;3.0;1.5;0.0;0.5;0.0;0.0;2.25;0.0;0.0;0.0;0.5;4.75;1.5;0.0
0.0;6.0;2.0;1.0540925533894598;0.0;10.0;8.0;26.0;0.0;1.0;9.0;0.0;9.0;1.0540925533894598;1.0;9.0;0.0;3.0;0.0;5.0;0.0;7.0;9.0;0.0;0.0;0.0;4.153311931459037;1.0;0.0;0.0;17.0;0.0;9.0;12.0;4.0;False;0.0;1.0;0.0;3.0;0.0;2.333333333333333;12.619429464123964;2.0;1.6666666666666667;4.0;9.0;9.0;0.0;58.0;9.0;6.0;5.0;9.0;0.0;1.0;39.0;19.0;0.0;2.888888888888889;9.0;0.8888888888888888;35.0;1.0;0.0;0.0;16.278820596099706;9.0;0.4409585518440984;2.0;0.0;0.0;0.0;1.0;1.0;0.0;2.934469476943168;0.0;1.0;0.0;0.0;3.0;7.0;0.0;9.0;7.0;0.0;9.0;1.8333333333333333;1.0;0.0;9.0;9.0;0.0;0.0;0.0;0.0;0.5;0.0;1.0;0.0;14.333333333333336;4.0;0.0;27.33333333333333;2.0;False;2.0;2.0;0.3333333333333333;0.0;0.0;0.2222222222222222;9.0;2.0;0.0;0.0;0.8888888888888888;9.0;0.0;2.0;0.0;0.0;0.0;0.0;4.0;9.0;1.6666666666666667;9.0;0.0;2.0;9.0;0.0;0.7071067811865476;9.0;0.0;3.3706247360261137;4.901813723284247;2.0;0.0;1.0;3.620926830400072;0.0;1.0;2.1213203435596424;9.0;0.0;2.0;1.8888888888888888;0.3333333333333333;1.0;0.0;0.0;0.0;24.0;4.111111111111111;0.0;0.0;9.0;7.0;0.0;1.0;0.0;9.0;0.7071067811865476;5.4444444444444455;0.0;3.0;1.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;4.0;0.8888888888888888;0.0
0.0;3.0;1.0;0.0;0.0;1.0;13.0;3.0;0.0;1.0;13.0;0.0;13.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;13.0;0.0;0.0;0.0;1.6602440351979153;0.0;0.0;0.0;1.0;0.0;13.0;6.0;1.0;False;0.0;0.0;0.0;0.0;0.0;0.4615384615384616;1.941450686788302;0.0;1.0;5.0;13.0;13.0;0.0;13.0;13.0;1.0;0.0;13.0;0.0;0.0;7.0;6.0;0.0;0.6153846153846154;13.0;0.0;10.0;5.0;0.0;0.0;2.066211695163584;13.0;1.3867504905630728;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.2773500981126146;0.0;0.5188745216627709;0.0;0.0;1.0;1.0;0.0;13.0;1.0;0.0;13.0;0.0;0.0;0.0;13.0;13.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;3.5384615384615383;3.0;0.0;6.538461538461537;0.0;False;1.0;1.0;0.0;0.0;0.0;0.38461538461538464;13.0;0.0;0.0;0.0;0.0;13.0;0.0;1.0;0.0;0.0;0.0;0.0;0.6153846153846154;13.0;0.5384615384615384;13.0;0.0;0.0;13.0;0.0;0.0;13.0;0.0;0.0;0.4385290096535146;1.0;0.0;1.0;0.5063696835418333;0.0;1.0;0.5188745216627709;13.0;0.0;1.0;0.07692307692307693;0.0;0.0;0.0;0.0;0.0;6.0;1.0;0.0;0.0;13.0;0.0;0.0;0.0;0.0;13.0;0.0;0.7692307692307693;0.0;3.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0
0.0;3.0;1.0;0.5773502691896258;0.0;1.0;2.0;5.5;0.0;0.0;3.0;0.0;3.0;0.5773502691896258;0.5;2.0;0.0;1.0;0.0;0.5;0.0;1.5;3.0;0.0;0.0;0.0;2.8867513459481287;0.0;0.0;0.0;2.0;0.0;3.0;5.0;1.0;False;0.0;0.0;0.0;1.0;0.0;0.6666666666666666;2.8867513459481287;1.0;0.6666666666666666;5.0;3.0;3.0;0.0;14.0;3.0;1.0;0.0;3.0;0.0;0.0;10.5;6.0;0.0;0.3333333333333333;3.0;0.0;8.0;0.0;0.0;0.0;4.725815626252608;3.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.5773502691896258;0.0;0.5773502691896258;0.0;0.0;1.0;1.5;0.0;3.0;1.0;0.0;3.0;0.0;0.0;0.0;3.0;3.0;0.0;0.0;0.0;0.0;0.5773502691896258;0.0;1.0;0.0;4.666666666666667;3.0;0.0;8.666666666666666;0.0;False;1.0;2.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.3333333333333333;3.0;0.0;1.0;0.0;0.0;0.0;0.0;1.6666666666666667;3.0;0.3333333333333333;3.0;0.0;0.5;3.0;0.0;0.0;3.0;0.0;0.5773502691896257;0.5773502691896257;0.0;0.0;1.0;0.5773502691896258;0.0;0.5;0.5773502691896258;3.0;0.0;1.0;0.3333333333333333;0.0;1.0;0.0;0.0;0.0;7.0;1.3333333333333333;0.0;0.0;3.0;2.5;0.0;0.5;0.0;3.0;0.0;1.3333333333333333;0.0;3.0;0.5;0.0;0.0;0.0;0.0;0.5;0.0;0.0;0.0;0.0;1.0;0.3333333333333333;0.0
0.0;15.0;1.0;0.0;1.0;1.0;1.0;15.0;0.0;1.0;1.0;0.0;1.0;0.0;3.0;5.0;0.0;5.0;3.0;1.0;0.0;6.0;1.0;0.0;1.0;0.0;0.0;3.0;1.0;0.0;6.0;0.0;1.0;6.0;6.0;False;0.0;6.0;1.0;2.0;0.0;3.0;0.0;1.0;1.0;12.0;1.0;1.0;1.0;12.0;1.0;3.0;1.0;1.0;0.0;2.0;12.0;12.0;1.0;1.0;1.0;1.0;15.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;3.0;0.0;0.0;0.0;0.0;0.0;1.0;3.0;5.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;5.0;1.0;15.0;15.0;0.0;12.0;6.0;False;1.0;1.0;1.0;1.0;2.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;6.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;3.0;1.0;5.0;0.0;3.0;1.0;0.0;1.0;0.0;6.0;1.0;0.0;6.0;0.0;0.0;0.0;12.0;5.0;2.0;0.0;1.0;6.0;0.0;2.0;0.0;1.0;0.0;6.0;6.0;15.0;1.0;0.0;0.0;1.0;0.0;3.0;0.0;0.0;1.0;1.0;3.0;2.0;0.0
0.0;29.0;1.0;0.0;0.0;10.0;1.0;29.0;0.0;1.0;1.0;1.0;1.0;0.0;3.0;6.0;0.0;6.0;3.0;10.0;1.0;11.0;1.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;11.0;0.0;1.0;13.0;11.0;False;0.0;13.0;10.0;2.0;0.0;3.0;0.0;2.0;1.0;32.0;1.0;1.0;2.0;32.0;1.0;3.0;0.0;1.0;1.0;2.0;32.0;32.0;0.0;10.0;1.0;0.0;29.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;10.0;3.0;0.0;0.0;1.0;0.0;0.0;0.0;3.0;6.0;0.0;1.0;8.0;0.0;1.0;0.0;8.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;6.0;2.0;29.0;29.0;0.0;32.0;13.0;False;1.0;1.0;0.0;0.0;2.0;0.0;1.0;0.0;0.0;0.0;2.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;13.0;1.0;3.0;1.0;0.0;2.0;1.0;2.0;0.0;1.0;0.0;0.0;0.0;3.0;8.0;6.0;0.0;3.0;1.0;0.0;1.0;0.0;11.0;8.0;1.0;11.0;1.0;0.0;0.0;32.0;6.0;2.0;0.0;1.0;13.0;0.0;2.0;1.0;1.0;0.0;11.0;13.0;29.0;8.0;0.0;1.0;8.0;0.0;3.0;0.0;0.0;0.0;10.0;3.0;2.0;0.0
0.0;5.0;1.0;0.9168313422570848;0.0;2.0;24.0;6.25;0.0;1.0;24.0;0.0;24.0;0.4423258684646914;0.0;5.0;0.0;2.0;0.0;1.0;1.0;1.0;24.0;0.0;0.0;0.0;1.0598058340078629;0.0;0.0;0.0;3.0;0.0;24.0;4.0;0.0;False;0.0;0.75;0.0;3.0;0.0;0.7916666666666666;4.383764512875644;1.0;1.0;2.0;24.0;24.0;0.0;23.0;24.0;2.0;2.0;24.0;0.0;0.0;9.0;5.0;0.0;0.4583333333333333;24.0;0.375;19.0;2.0;0.16666666666666666;0.0;4.143923436705288;24.0;0.5089773777040516;1.0;0.0;0.0;0.0;0.0;1.0;2.0;0.0;0.0;0.4423258684646914;0.3378319623460881;1.0;1.0;3.0;0.0;24.0;0.0;0.0;24.0;0.7696696072652383;0.0;0.0;24.0;24.0;0.0;0.0;0.0;0.0;0.0;0.2041241452319315;1.0;0.0;6.0;3.0;0.0;7.291666666666668;2.0;False;1.0;1.0;0.5416666666666666;0.0;0.0;0.20833333333333331;24.0;2.0;0.0;0.0;0.25;24.0;0.0;1.0;1.0;0.0;0.0;0.0;1.4166666666666667;24.0;0.25;24.0;0.0;0.25;24.0;0.0;0.7210600087592463;24.0;0.4815434123430768;1.2269616060043178;0.7755316082290384;0.0;0.0;1.0;0.7790276362049131;0.0;1.0;0.7790276362049131;24.0;0.0;0.0;0.0;0.20833333333333331;0.0;0.0;0.0;0.0;7.0;2.125;0.0;0.0;24.0;2.0;0.0;1.0;0.04166666666666666;24.0;0.4148511169990535;0.5833333333333334;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.25;0.0;0.0;0.125;0.0;1.0;0.6666666666666666;0.0
0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;2.0;0.0;1.0;0.0;2.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;59.0;1.0;1.0;0.0;59.0;1.0;0.0;0.0;1.0;0.0;0.0;59.0;59.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;59.0;0.0;False;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;2.0;0.0;1.0;0.0;2.0;0.0;0.0;1.0;0.0;2.0;0.0;0.0;2.0;0.0;0.0;0.0;59.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;2.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;1.0;0.0;0.0;0.0;0.0;2.0;1.0;0.0;0.0;2.0;0.0;2.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;2.0;0.0;0.0;0.0;0.0;0.25;0.0;0.0;1.0;0.0;2.0;0.0;1.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;2.0;2.0;0.0;26.0;2.0;0.0;0.0;2.0;0.0;0.0;21.0;11.0;0.0;0.0;2.0;0.0;1.0;0.0;0.0;0.0;14.142135623730953;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.7071067811865476;0.0;0.0;1.0;1.0;0.0;2.0;0.0;0.0;2.0;0.0;0.0;0.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;16.0;0.0;False;0.0;1.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.5;2.0;0.0;0.0;2.0;0.0;0.0;2.0;0.0;0.0;0.0;0.5;0.0;1.0;0.0;0.0;0.0;0.0;2.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;16.0;1.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;2.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;3.5;1.0;0.9534625892455924;0.0;8.0;21.0;7.0;0.0;1.0;22.0;0.0;22.0;0.8477114595277798;0.0;10.0;0.0;1.0;0.0;1.0;0.0;2.5;22.0;0.0;0.0;0.0;2.9688133679726003;0.0;0.0;0.0;7.0;0.0;22.0;10.0;1.0;False;0.0;1.0;0.0;3.0;0.0;0.8636363636363636;10.613231960185015;3.0;1.7272727272727273;2.0;22.0;22.0;0.0;38.0;22.0;4.0;2.0;22.0;0.0;0.0;12.5;4.0;0.0;0.9090909090909092;22.0;0.18181818181818185;39.0;10.0;0.3181818181818182;0.0;8.613012404727089;22.0;2.1075005199426267;2.0;0.0;0.0;0.0;0.0;1.0;1.0;0.6119304490372043;0.0;0.9116846116771036;0.6396021490668313;3.0;4.0;2.0;0.0;22.0;2.0;0.0;22.0;0.5010810823432182;0.0;0.0;22.0;22.0;1.0;0.0;0.0;0.0;3.411211461689767;0.0;1.0;0.0;8.454545454545455;3.0;1.0;9.772727272727273;1.0;False;17.0;2.0;0.2272727272727273;0.0;0.0;0.8181818181818182;22.0;2.0;0.0;0.0;0.3636363636363637;22.0;0.0;1.0;0.0;0.0;0.0;0.0;2.363636363636364;22.0;0.5454545454545454;22.0;0.0;0.0;22.0;0.0;0.6119304490372043;22.0;0.4767312946227962;2.5706468268171547;2.0560332505270256;0.0;0.0;1.0;2.180194200810275;0.0;1.0;1.1252705302431796;22.0;0.0;0.25;0.2272727272727273;0.2272727272727273;0.0;0.0;0.0;0.0;6.5;2.3181818181818183;0.0;0.0;22.0;2.0;0.0;1.0;0.0;22.0;0.6119304490372043;1.681818181818182;0.0;3.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.13636363636363635;0.0;1.0;0.6363636363636364;0.0
0.0;3.0;4.0;0.17960530202677494;0.0;2.0;30.0;4.0;0.0;1.0;31.0;0.0;31.0;0.0;0.0;2.0;0.0;1.0;0.0;1.0;0.0;3.0;31.0;0.0;0.0;0.0;1.030711206593704;1.0;0.0;0.0;4.0;0.0;31.0;3.0;3.0;False;0.0;0.0;0.0;1.0;0.0;0.4516129032258064;1.216375720109999;0.0;9.419354838709678;6.0;31.0;31.0;0.0;35.0;31.0;2.0;0.0;31.0;0.0;0.0;25.0;6.5;0.0;0.5161290322580645;31.0;0.0;8.0;1.0;0.0;0.0;10.461809707961207;31.0;0.17960530202677494;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5698518954918892;0.0;0.24973103811470745;0.0;0.0;1.0;1.0;0.0;31.0;2.0;0.0;31.0;0.0;0.0;0.0;31.0;31.0;0.0;0.0;0.0;0.0;9.269211377991793;0.0;1.0;0.0;3.290322580645161;2.0;0.0;17.129032258064516;1.0;False;20.0;2.0;0.0;0.0;0.0;0.03225806451612903;31.0;0.0;0.0;0.0;0.0;31.0;0.0;20.0;0.0;0.0;0.0;0.0;1.064516129032258;31.0;0.935483870967742;31.0;0.0;0.0;31.0;0.0;0.0;31.0;0.0;0.1796053020267749;1.2039361966447384;1.0;0.0;1.0;0.5698518954918891;0.0;1.0;0.5679618342470648;31.0;0.0;1.0;0.4838709677419355;0.0;0.0;0.0;0.0;0.0;15.0;1.032258064516129;0.0;0.0;31.0;2.0;0.0;0.0;0.0;31.0;0.0;2.129032258064516;0.0;2.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.03225806451612903;0.0
