ClTCi;NOL;Bugged;NOA;NSM;RTLOC;ClRCi;PMd;NPF;NOD;NSF;TLOC
93.0;0.0;False;0.0;39.0;730.0;2.384615385;7.0;0.0;0.0;7.0;611.0
93.0;0.0;False;0.0;39.0;730.0;2.384615385;7.0;0.0;0.0;7.0;611.0
93.0;0.0;False;0.0;39.0;730.0;2.384615385;7.0;0.0;0.0;7.0;611.0
93.0;0.0;False;0.0;39.0;730.0;2.384615385;7.0;0.0;0.0;7.0;611.0
93.0;0.0;False;0.0;39.0;730.0;2.384615385;7.0;0.0;0.0;7.0;611.0
38.0;0.0;False;0.0;2.0;174.0;2.923076923;5.0;0.0;0.0;6.0;150.0
7.666666667;0.0;False;0.0;0.0;28.0;2.555555556;3.0;0.0;0.0;1.0;19.0
11.5;0.0;False;0.0;0.0;63.0;2.3;3.0;1.0;0.0;1.0;44.0
51.5;0.0;False;0.0;0.0;230.0;3.21875;5.0;0.0;0.0;9.0;193.0
9.0;0.0;False;0.0;5.0;38.0;1.8;3.0;0.0;0.0;2.0;31.0
21.5;0.0;False;0.0;0.0;93.0;1.535714286;13.0;0.0;0.0;0.0;64.0
11.0;0.0;False;0.0;0.0;58.0;1.375;6.0;0.0;0.0;0.0;39.0
11.0;0.0;False;0.0;0.0;66.0;1.1;10.0;0.0;0.0;0.0;45.0
10.0;0.0;False;0.0;0.0;42.0;1.428571429;6.0;0.0;0.0;0.0;28.0
21.0;0.0;False;0.0;0.0;103.0;1.235294118;16.0;0.0;0.0;0.0;72.0
10.0;0.0;False;0.0;0.0;43.0;1.428571429;6.0;0.0;0.0;0.0;28.0
16.0;0.0;False;0.0;4.0;81.0;2.666666667;2.0;0.0;0.0;0.0;61.0
2.0;0.0;False;0.0;0.0;6.0;2.0;1.0;0.0;0.0;0.0;5.0
3.0;0.0;False;0.0;0.0;21.0;1.5;2.0;0.0;0.0;1.0;16.0
2.0;0.0;False;0.0;0.0;42.0;1.0;0.0;0.0;0.0;1.0;29.0
2.0;0.0;False;0.0;0.0;42.0;1.0;0.0;0.0;0.0;1.0;29.0
0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6.0;0.0;False;0.0;0.0;39.0;2.0;2.0;0.0;0.0;0.0;30.0
4.0;0.0;False;0.0;0.0;26.0;1.333333333;3.0;0.0;0.0;1.0;16.0
8.0;0.0;False;0.0;1.0;105.0;2.666666667;1.0;0.0;0.0;3.0;78.0
5.0;0.0;False;0.0;1.0;51.0;2.5;1.0;0.0;0.0;0.0;23.0
4.0;0.0;False;0.0;0.0;17.0;4.0;1.0;0.0;0.0;0.0;13.0
3.0;0.0;False;0.0;0.0;58.0;3.0;1.0;1.0;0.0;1.0;5.0
6.0;0.0;False;0.0;0.0;110.0;3.0;2.0;0.0;0.0;1.0;64.0
16.0;0.0;True;0.0;0.0;90.0;4.0;4.0;0.0;0.0;1.0;50.0
16.0;0.0;True;0.0;0.0;90.0;4.0;4.0;0.0;0.0;1.0;50.0
3.0;0.0;False;0.0;0.0;8.0;3.0;1.0;0.0;0.0;0.0;5.0
17.0;0.0;False;0.0;0.0;123.0;1.416666667;12.0;0.0;0.0;1.0;77.0
17.0;0.0;False;0.0;0.0;123.0;1.416666667;12.0;0.0;0.0;1.0;77.0
17.0;0.0;False;0.0;0.0;206.0;1.416666667;12.0;0.0;0.0;1.0;138.0
17.0;0.0;False;0.0;0.0;206.0;1.416666667;12.0;0.0;0.0;1.0;138.0
4.0;0.0;False;0.0;0.0;26.0;0.8;5.0;0.0;0.0;0.0;14.0
1.0;0.0;False;0.0;0.0;8.0;1.0;0.0;0.0;0.0;0.0;5.0
5.0;0.0;False;0.0;0.0;28.0;1.666666667;2.0;0.0;0.0;0.0;22.0
7.0;0.0;False;0.0;0.0;32.0;1.166666667;6.0;0.0;0.0;0.0;18.0
7.0;0.0;False;0.0;0.0;25.0;1.75;4.0;0.0;0.0;0.0;16.0
13.666666667000001;0.0;False;0.0;1.0;116.0;1.242424242;9.0;1.0;0.0;3.0;92.0
5.0;0.0;False;0.0;0.0;13.0;2.5;2.0;0.0;0.0;0.0;8.0
2.0;0.0;False;0.0;0.0;14.0;1.0;2.0;0.0;0.0;0.0;10.0
5.0;0.0;False;0.0;0.0;36.0;2.5;2.0;0.0;0.0;1.0;10.0
2.0;0.0;False;0.0;0.0;15.0;1.0;2.0;0.0;0.0;0.0;10.0
2.0;0.0;False;0.0;1.0;30.0;2.0;1.0;0.0;0.0;1.0;15.0
21.0;0.0;False;0.0;0.0;65.0;2.625;7.0;0.0;0.0;0.0;49.0
2.0;0.0;False;0.0;0.0;12.0;1.0;2.0;0.0;0.0;0.0;9.0
3.0;0.0;False;0.0;0.0;39.0;0.75;4.0;1.0;0.0;1.0;24.0
3.0;0.0;False;0.0;0.0;31.0;0.75;4.0;1.0;0.0;1.0;20.0
7.0;0.0;False;0.0;0.0;30.0;1.75;4.0;0.0;0.0;0.0;19.0
6.0;0.0;False;0.0;0.0;57.0;1.2;4.0;0.0;0.0;1.0;42.0
26.0;0.0;False;0.0;0.0;165.0;1.857142857;10.0;0.0;0.0;1.0;127.0
7.0;0.0;False;0.0;0.0;37.0;1.0;7.0;4.0;0.0;0.0;30.0
0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3.0;0.0;False;0.0;0.0;28.0;0.75;4.0;0.0;0.0;1.0;19.0
28.0;0.0;False;0.0;1.0;164.0;1.75;15.0;0.0;0.0;3.0;118.0
32.0;0.0;False;0.0;0.0;157.0;2.666666667;11.0;0.0;0.0;1.0;127.0
46.0;0.0;True;0.0;0.0;434.0;1.916666667;20.0;1.0;0.0;8.0;351.0
3.0;0.0;False;0.0;0.0;31.0;0.75;4.0;0.0;0.0;1.0;20.0
11.0;0.0;False;0.0;1.0;210.0;1.222222222;7.0;0.0;0.0;4.0;170.0
54.0;0.0;True;0.0;5.0;617.0;1.862068966;23.0;6.0;0.0;8.0;292.0
54.0;0.0;True;0.0;5.0;617.0;1.862068966;23.0;6.0;0.0;8.0;292.0
54.0;0.0;True;0.0;5.0;617.0;1.862068966;23.0;6.0;0.0;8.0;292.0
42.0;0.0;False;0.0;0.0;187.0;2.625;14.0;0.0;0.0;2.0;137.0
8.0;0.0;False;0.0;0.0;59.0;1.142857143;7.0;0.0;0.0;0.0;41.0
8.0;0.0;False;0.0;0.0;59.0;1.142857143;7.0;0.0;0.0;0.0;41.0
77.0;0.0;False;0.0;3.0;932.0;1.87804878;25.0;0.0;0.0;4.0;655.0
77.0;0.0;False;0.0;3.0;932.0;1.87804878;25.0;0.0;0.0;4.0;655.0
77.0;0.0;False;0.0;3.0;932.0;1.87804878;25.0;0.0;0.0;4.0;655.0
77.0;0.0;False;0.0;3.0;932.0;1.87804878;25.0;0.0;0.0;4.0;655.0
77.0;0.0;False;0.0;3.0;932.0;1.87804878;25.0;0.0;0.0;4.0;655.0
20.0;0.0;False;0.0;0.0;90.0;1.428571429;14.0;0.0;0.0;0.0;71.0
5.0;0.0;False;0.0;0.0;34.0;1.25;4.0;0.0;0.0;2.0;28.0
8.0;0.0;False;0.0;0.0;29.0;1.333333333;6.0;0.0;0.0;0.0;22.0
0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
4.0;0.0;False;0.0;0.0;32.0;2.0;2.0;0.0;0.0;2.0;25.0
0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2.0;0.0;False;0.0;0.0;4.0;2.0;0.0;0.0;0.0;0.0;3.0
4.0;0.0;False;0.0;0.0;32.0;2.0;2.0;0.0;0.0;2.0;25.0
4.0;0.0;False;0.0;0.0;27.0;2.0;2.0;0.0;0.0;1.0;22.0
4.0;0.0;False;0.0;0.0;65.0;2.0;2.0;0.0;0.0;3.0;55.0
4.0;0.0;False;0.0;0.0;27.0;2.0;2.0;0.0;0.0;1.0;22.0
4.0;0.0;False;0.0;0.0;66.0;2.0;2.0;0.0;0.0;3.0;55.0
4.0;0.0;False;0.0;0.0;40.0;2.0;2.0;0.0;0.0;4.0;35.0
7.0;0.0;False;0.0;0.0;30.0;1.166666667;6.0;0.0;0.0;0.0;23.0
5.0;0.0;False;0.0;2.0;52.0;2.5;2.0;0.0;0.0;1.0;38.0
3.0;0.0;False;0.0;0.0;9.0;3.0;1.0;0.0;0.0;0.0;5.0
10.0;0.0;False;0.0;0.0;246.0;1.25;3.0;0.0;0.0;7.0;145.0
10.0;0.0;False;0.0;0.0;246.0;1.25;3.0;0.0;0.0;7.0;145.0
10.0;0.0;False;0.0;0.0;246.0;1.25;3.0;0.0;0.0;7.0;145.0
4.0;0.0;False;0.0;3.0;47.0;1.333333333;2.0;0.0;0.0;2.0;31.0
1.0;0.0;False;0.0;0.0;17.0;1.0;0.0;0.0;0.0;0.0;9.0
22.0;0.0;False;0.0;11.0;221.0;2.0;2.0;1.0;0.0;5.0;141.0
22.0;0.0;False;0.0;11.0;221.0;2.0;2.0;1.0;0.0;5.0;141.0
22.0;0.0;False;0.0;11.0;221.0;2.0;2.0;1.0;0.0;5.0;141.0
22.0;0.0;False;0.0;11.0;221.0;2.0;2.0;1.0;0.0;5.0;141.0
22.0;0.0;False;0.0;11.0;221.0;2.0;2.0;1.0;0.0;5.0;141.0
22.0;0.0;False;0.0;11.0;221.0;2.0;2.0;1.0;0.0;5.0;141.0
9.0;0.0;False;0.0;0.0;39.0;1.0;0.0;0.0;0.0;0.0;22.0
9.0;0.0;False;0.0;0.0;39.0;1.0;0.0;0.0;0.0;0.0;22.0
9.0;0.0;False;0.0;0.0;39.0;1.0;0.0;0.0;0.0;0.0;22.0
6.0;0.0;False;0.0;3.0;45.0;2.0;1.0;0.0;0.0;0.0;31.0
54.0;0.0;False;0.0;13.0;565.0;4.153846154;6.0;2.0;0.0;8.0;379.0
54.0;0.0;False;0.0;13.0;565.0;4.153846154;6.0;2.0;0.0;8.0;379.0
10.0;0.0;False;0.0;0.0;146.0;1.0;9.0;0.0;0.0;0.0;81.0
10.0;0.0;False;0.0;0.0;146.0;1.0;9.0;0.0;0.0;0.0;81.0
10.0;0.0;False;0.0;0.0;146.0;1.0;9.0;0.0;0.0;0.0;81.0
14.0;0.0;False;0.0;0.0;41.0;1.75;0.0;0.0;0.0;0.0;10.0
10.0;0.0;False;0.0;0.0;85.0;1.666666667;6.0;0.0;0.0;0.0;61.0
0.0;0.0;False;0.0;0.0;15.0;0.0;0.0;0.0;0.0;4.0;12.0
0.0;0.0;False;0.0;0.0;86.0;0.0;0.0;0.0;0.0;21.0;70.0
0.0;0.0;False;0.0;0.0;86.0;0.0;0.0;0.0;0.0;21.0;70.0
2.0;0.0;False;0.0;0.0;28.0;2.0;1.0;0.0;0.0;1.0;24.0
5.0;0.0;False;0.0;0.0;16.0;2.5;2.0;0.0;0.0;0.0;10.0
5.0;0.0;False;0.0;0.0;26.0;2.5;2.0;0.0;0.0;7.0;18.0
4.5;0.0;False;0.0;0.0;46.0;1.125;2.0;0.0;0.0;3.0;36.0
5.5;0.0;False;0.0;0.0;51.0;1.1;3.0;0.0;0.0;3.0;39.0
4.0;0.0;False;0.0;0.0;56.0;1.0;1.0;0.0;0.0;2.0;49.0
5.5;0.0;False;0.0;0.0;47.0;1.375;1.0;0.0;0.0;2.0;39.0
7.0;0.0;False;0.0;4.0;45.0;1.75;0.0;0.0;0.0;1.0;38.0
3.0;0.0;False;0.0;0.0;24.0;1.5;2.0;0.0;0.0;0.0;19.0
829.5689655169998;0.0;False;0.0;2.0;2041.0;27.652298850999998;19.0;2.0;0.0;3.0;1644.0
829.5689655169998;0.0;False;0.0;2.0;2041.0;27.652298850999998;19.0;2.0;0.0;3.0;1644.0
829.5689655169998;0.0;False;0.0;2.0;2041.0;27.652298850999998;19.0;2.0;0.0;3.0;1644.0
829.5689655169998;0.0;False;0.0;2.0;2041.0;27.652298850999998;19.0;2.0;0.0;3.0;1644.0
829.5689655169998;0.0;False;0.0;2.0;2041.0;27.652298850999998;19.0;2.0;0.0;3.0;1644.0
829.5689655169998;0.0;False;0.0;2.0;2041.0;27.652298850999998;19.0;2.0;0.0;3.0;1644.0
829.5689655169998;0.0;False;0.0;2.0;2041.0;27.652298850999998;19.0;2.0;0.0;3.0;1644.0
829.5689655169998;0.0;False;0.0;2.0;2041.0;27.652298850999998;19.0;2.0;0.0;3.0;1644.0
829.5689655169998;0.0;False;0.0;2.0;2041.0;27.652298850999998;19.0;2.0;0.0;3.0;1644.0
829.5689655169998;0.0;False;0.0;2.0;2041.0;27.652298850999998;19.0;2.0;0.0;3.0;1644.0
829.5689655169998;0.0;False;0.0;2.0;2041.0;27.652298850999998;19.0;2.0;0.0;3.0;1644.0
829.5689655169998;0.0;False;0.0;2.0;2041.0;27.652298850999998;19.0;2.0;0.0;3.0;1644.0
829.5689655169998;0.0;False;0.0;2.0;2041.0;27.652298850999998;19.0;2.0;0.0;3.0;1644.0
829.5689655169998;0.0;False;0.0;2.0;2041.0;27.652298850999998;19.0;2.0;0.0;3.0;1644.0
829.5689655169998;0.0;False;0.0;2.0;2041.0;27.652298850999998;19.0;2.0;0.0;3.0;1644.0
829.5689655169998;0.0;False;0.0;2.0;2041.0;27.652298850999998;19.0;2.0;0.0;3.0;1644.0
829.5689655169998;0.0;False;0.0;2.0;2041.0;27.652298850999998;19.0;2.0;0.0;3.0;1644.0
829.5689655169998;0.0;False;0.0;2.0;2041.0;27.652298850999998;19.0;2.0;0.0;3.0;1644.0
829.5689655169998;0.0;False;0.0;2.0;2041.0;27.652298850999998;19.0;2.0;0.0;3.0;1644.0
829.5689655169998;0.0;False;0.0;2.0;2041.0;27.652298850999998;19.0;2.0;0.0;3.0;1644.0
829.5689655169998;0.0;False;0.0;2.0;2041.0;27.652298850999998;19.0;2.0;0.0;3.0;1644.0
829.5689655169998;0.0;False;0.0;2.0;2041.0;27.652298850999998;19.0;2.0;0.0;3.0;1644.0
829.5689655169998;0.0;False;0.0;2.0;2041.0;27.652298850999998;19.0;2.0;0.0;3.0;1644.0
829.5689655169998;0.0;False;0.0;2.0;2041.0;27.652298850999998;19.0;2.0;0.0;3.0;1644.0
829.5689655169998;0.0;False;0.0;2.0;2041.0;27.652298850999998;19.0;2.0;0.0;3.0;1644.0
829.5689655169998;0.0;False;0.0;2.0;2041.0;27.652298850999998;19.0;2.0;0.0;3.0;1644.0
829.5689655169998;0.0;False;0.0;2.0;2041.0;27.652298850999998;19.0;2.0;0.0;3.0;1644.0
829.5689655169998;0.0;False;0.0;2.0;2041.0;27.652298850999998;19.0;2.0;0.0;3.0;1644.0
829.5689655169998;0.0;False;0.0;2.0;2041.0;27.652298850999998;19.0;2.0;0.0;3.0;1644.0
829.5689655169998;0.0;False;0.0;2.0;2041.0;27.652298850999998;19.0;2.0;0.0;3.0;1644.0
829.5689655169998;0.0;False;0.0;2.0;2041.0;27.652298850999998;19.0;2.0;0.0;3.0;1644.0
829.5689655169998;0.0;False;0.0;2.0;2041.0;27.652298850999998;19.0;2.0;0.0;3.0;1644.0
8.0;0.0;False;0.0;0.0;44.0;1.333333333;6.0;0.0;0.0;0.0;34.0
8.0;0.0;False;0.0;4.0;94.0;2.0;3.0;0.0;0.0;3.0;71.0
16.0;0.0;False;0.0;1.0;188.0;2.666666667;3.0;2.0;0.0;6.0;84.0
9.0;0.0;False;0.0;0.0;42.0;1.5;0.0;0.0;0.0;0.0;8.0
8.0;0.0;False;0.0;0.0;78.0;2.0;4.0;0.0;0.0;0.0;26.0
8.0;0.0;False;0.0;0.0;78.0;2.0;4.0;0.0;0.0;0.0;26.0
10.0;0.0;False;0.0;0.0;47.0;1.666666667;6.0;0.0;0.0;0.0;22.0
10.0;0.0;False;0.0;0.0;47.0;1.666666667;6.0;0.0;0.0;0.0;22.0
18.0;0.0;False;0.0;0.0;243.0;1.8;7.0;0.0;0.0;1.0;94.0
7.0;0.0;False;0.0;0.0;30.0;1.0;0.0;0.0;0.0;0.0;9.0
0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;True;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
18.0;0.0;False;0.0;0.0;39.0;6.0;3.0;0.0;0.0;0.0;20.0
18.0;0.0;False;0.0;0.0;39.0;6.0;3.0;0.0;0.0;0.0;20.0
18.0;0.0;False;0.0;0.0;39.0;6.0;3.0;0.0;0.0;0.0;20.0
64.0;0.0;False;0.0;1.0;707.0;2.37037037;14.0;0.0;0.0;13.0;478.0
64.0;0.0;False;0.0;1.0;707.0;2.37037037;14.0;0.0;0.0;13.0;478.0
64.0;0.0;False;0.0;1.0;707.0;2.37037037;14.0;0.0;0.0;13.0;478.0
64.0;0.0;False;0.0;1.0;707.0;2.37037037;14.0;0.0;0.0;13.0;478.0
64.0;0.0;False;0.0;1.0;707.0;2.37037037;14.0;0.0;0.0;13.0;478.0
64.0;0.0;False;0.0;1.0;707.0;2.37037037;14.0;0.0;0.0;13.0;478.0
64.0;0.0;False;0.0;1.0;707.0;2.37037037;14.0;0.0;0.0;13.0;478.0
18.0;0.0;False;0.0;0.0;32.0;6.0;3.0;0.0;0.0;0.0;21.0
18.0;0.0;False;0.0;0.0;32.0;6.0;3.0;0.0;0.0;0.0;21.0
18.0;0.0;False;0.0;0.0;32.0;6.0;3.0;0.0;0.0;0.0;21.0
30.0;0.0;False;0.0;0.0;80.0;6.0;5.0;0.0;0.0;0.0;47.0
18.0;0.0;False;0.0;0.0;32.0;6.0;3.0;0.0;0.0;0.0;21.0
18.0;0.0;False;0.0;0.0;32.0;6.0;3.0;0.0;0.0;0.0;21.0
18.0;0.0;False;0.0;0.0;32.0;6.0;3.0;0.0;0.0;0.0;21.0
6.5;0.0;False;0.0;0.0;56.0;1.625;3.0;0.0;0.0;0.0;39.0
6.5;0.0;False;0.0;0.0;56.0;1.625;3.0;0.0;0.0;0.0;39.0
2.0;0.0;False;0.0;0.0;12.0;1.0;2.0;0.0;0.0;0.0;8.0
20.0;0.0;False;0.0;10.0;149.0;2.0;2.0;0.0;0.0;0.0;135.0
20.0;0.0;False;0.0;10.0;149.0;2.0;2.0;0.0;0.0;0.0;135.0
8.0;0.0;False;0.0;0.0;34.0;1.333333333;6.0;0.0;0.0;0.0;22.0
9.0;0.0;False;0.0;0.0;49.0;1.0;9.0;0.0;0.0;0.0;35.0
11.0;0.0;False;0.0;0.0;62.0;1.0;11.0;0.0;0.0;0.0;45.0
17.0;0.0;False;0.0;0.0;104.0;1.0;17.0;2.0;0.0;0.0;69.0
4.0;0.0;False;0.0;0.0;22.0;1.0;2.0;0.0;0.0;0.0;14.0
0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
4.0;0.0;False;0.0;0.0;29.0;1.333333333;3.0;0.0;0.0;1.0;21.0
13.0;0.0;False;0.0;0.0;74.0;1.0;13.0;0.0;0.0;0.0;47.0
4.0;0.0;False;0.0;0.0;24.0;1.0;4.0;0.0;0.0;0.0;16.0
4.0;0.0;False;0.0;0.0;25.0;1.0;4.0;0.0;0.0;0.0;16.0
8.0;0.0;False;0.0;0.0;48.0;1.0;8.0;0.0;0.0;0.0;30.0
14.0;0.0;False;0.0;0.0;83.0;1.0;14.0;0.0;0.0;0.0;51.0
0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2.0;0.0;False;0.0;0.0;20.0;2.0;1.0;0.0;0.0;0.0;17.0
1.0;0.0;False;0.0;0.0;9.0;1.0;1.0;0.0;0.0;0.0;6.0
0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3.0;0.0;False;0.0;0.0;8.0;1.5;0.0;0.0;0.0;0.0;4.0
9.0;0.0;False;0.0;0.0;98.0;1.5;3.0;5.0;0.0;9.0;73.0
5.5;0.0;False;0.0;0.0;55.0;1.375;2.0;1.0;0.0;7.0;39.0
4.0;0.0;False;0.0;0.0;22.0;1.0;2.0;0.0;0.0;0.0;14.0
0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3.5;0.0;False;0.0;0.0;24.0;0.875;3.0;0.0;0.0;0.0;17.0
1.0;0.0;False;0.0;1.0;14.0;1.0;1.0;0.0;0.0;1.0;10.0
4.5;0.0;False;0.0;0.0;23.0;1.125;3.0;0.0;0.0;0.0;17.0
1.0;0.0;False;0.0;0.0;9.0;1.0;1.0;0.0;0.0;0.0;6.0
14.0;0.0;False;0.0;0.0;42.0;1.076923077;0.0;0.0;0.0;0.0;15.0
15.666666667000001;0.0;False;0.0;0.0;322.0;1.5666666669999998;3.0;0.0;0.0;19.0;247.0
4.0;0.0;False;0.0;0.0;24.0;1.0;2.0;0.0;0.0;0.0;14.0
0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;False;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;3.0
5.0;0.0;True;0.0;0.0;67.0;1.0;4.0;0.0;0.0;4.0;45.0
4.0;0.0;False;0.0;0.0;23.0;1.0;2.0;0.0;0.0;0.0;14.0
