NumberOfMathOperations_std;NumberOfMathOperations_count;Mo;Mit;Average Complexity*;blamemerge_priorityMinor_mean;NumberOfMathOperations_50%;blamemerge_priorityMajor_mean;MaxNumberOfNestedBlocks_min;issues_priorityMajor_max;NumberOfModifiers_50%;blamemerge_priorityMajor_max;NumberOfMethods_Mood;issues_priorityMajor_std;Ao;NumberOfModifiers_75%;Maximum Block Depth;Ad;NumberOfModifiers_mean;blamemerge_priorityMajor_count;NumberOfModifiers_max;blame_merge_priorityMajor_max;MaxNumberOfNestedBlocks_mean;Average Statements per Method;NumberOfMathOperations_min;blame_merge_priorityMajor_std;blame_merge_priorityMinor_count;NumberOfMathOperations_max;blame_merge_priorityMajor_mean;blame_merge_priorityMinor_min;MaxNumberOfNestedBlocks_std;Maximum Depth_75%;issues_priorityMinor_max;Average Block Depth;Maximum Depth_std;MaxNumberOfNestedBlocks_max;Maximum Depth_count;blame_merge_priorityMajor_count;Maximum Depth_25%;blame_merge_priorityMinor_mean;Av;Maximum Complexity*;HMd;NumberOfModifiers_min;issues_priorityMinor_min;Maximum Depth_min;SIX;NMI;blame_merge_priorityMinor_max;PMd;blame_merge_priorityMajor_min;issues_priorityMajor_mean;MaxNumberOfNestedBlocks_25%;Maximum Depth_max;issues_priorityMinor_std;blamemerge_priorityMinor_max;issues_priorityMinor_count;NF;MaxNumberOfNestedBlocks_50%;PMR;issues_priorityMajor_count;Ait;MaxNumberOfNestedBlocks_count;blamemerge_priorityMajor_min;Maximum Depth_mean;NumberOfModifiers_count;Maximum Depth_50%;blamemerge_priorityMinor_min;blamemerge_priorityMinor_count;Ma;NMA;Mi;HMi;MaxNumberOfNestedBlocks_75%;NumberOfMathOperations_25%;Bugged;NM;blame_merge_priorityMinor_std;Md;PMi;issues_priorityMajor_min;Ai;NumberOfModifiers_std;blamemerge_priorityMinor_std;NumberOfModifiers_25%;NOPa;NumberOfMathOperations_mean;NumberOfMathOperations_75%;issues_priorityMinor_mean;blamemerge_priorityMajor_std
0.0;4.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9454.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;163.0;0.0;0.0;0.0;163.0;0.0;4.0;1.0;0.0;4.0;0.0;0.0;9454.0;0.0;6.0;0.0;0.0;0.0;0.0;False;6.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;2.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;11899.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;163.0;0.0;0.0;0.0;163.0;0.0;2.0;1.0;0.0;2.0;0.0;0.0;11899.0;0.0;17.0;0.0;0.0;0.0;0.0;False;17.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;15.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;11899.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;163.0;0.0;0.0;0.0;163.0;0.0;15.0;1.0;0.0;15.0;0.0;0.0;11899.0;0.0;17.0;0.0;0.0;0.0;0.0;False;17.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;4.0;0.0;0.0;1.6;0.0;0.0;1.0;0.0;1.0;5.0;1.0;4.0;0.0;0.0;9.25;3.0;0.0;5.25;11573.0;10.0;0.0;0.5;3.8;0.0;0.0;0.0;0.0;0.0;0.0;0.5773502691896257;0.0;0.0;1.44;0.0;1.0;0.0;0.0;0.0;0.0;0.0;3.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;1.0;0.0;0.0;0.0;0.0;163.0;0.0;0.5;0.8;163.0;0.0;4.0;1.0;0.0;4.0;0.0;0.0;11573.0;5.0;5.0;0.0;0.0;1.0;0.0;False;5.0;0.0;5.0;0.0;1.0;0.0;4.924428900898052;0.0;1.0;0.0;0.0;0.0;0.0;0.0
0.7071067811865476;2.0;0.0;0.0;1.0;0.0;0.5;1.0;0.0;1.0;1.0;1.0;2.0;0.0;0.0;1.0;2.0;1.0;1.0;7335.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;2.0;0.0;0.8;0.0;0.0;2.0;0.0;2.0;0.0;0.0;1.0;0.0;1.0;0.0;2.0;0.0;0.0;0.0;3.0;0.0;1.0;0.0;2.0;0.0;0.0;163.0;1.0;0.0;1.0;163.0;0.0;2.0;1.0;2.0;2.0;2.0;0.0;7335.0;3.0;3.0;0.0;0.0;0.0;0.25;False;3.0;0.0;3.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.5;0.75;0.0;0.0
0.4031128874149275;16.0;0.0;0.0;1.82;0.0;0.0;1.0;0.0;1.0;1.0;1.0;16.0;0.0;0.0;1.0;6.0;10.0;1.0;27221.0;1.0;0.0;0.25;3.12;0.0;0.0;0.0;1.0;0.0;0.0;1.0;2.0;0.0;2.22;0.0;4.0;15.0;0.0;2.0;0.0;0.0;15.0;0.0;1.0;0.0;2.0;0.0;0.0;0.0;17.0;0.0;1.0;0.0;2.0;0.0;0.0;163.0;10.0;0.0;1.0;163.0;0.0;16.0;1.0;2.0;16.0;2.0;0.0;27221.0;17.0;17.0;0.0;0.0;0.0;0.0;False;17.0;0.0;17.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.1875;0.0;0.0;0.0
0.0;4.0;0.0;0.0;2.2;0.0;0.0;1.0;2.0;1.0;1.0;1.0;4.0;0.0;0.0;1.0;4.0;0.0;1.0;18093.0;1.0;0.0;2.0;8.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.25;0.0;2.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;1.0;2.0;0.0;0.0;0.0;163.0;0.0;2.0;1.0;163.0;0.0;4.0;1.0;0.0;4.0;0.0;0.0;18093.0;5.0;5.0;0.0;0.0;2.0;0.0;False;5.0;0.0;5.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
0.3779644730092273;7.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;4.0;0.0;0.0;1.0;3.0;0.0;2.142857142857143;14018.0;9.0;0.0;0.0;1.5;0.0;0.0;0.0;1.0;0.0;0.0;0.0;2.0;0.0;1.55;0.0;0.0;4.0;0.0;2.0;0.0;0.0;1.0;0.0;1.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;2.0;0.0;0.0;163.0;0.0;0.0;0.0;163.0;0.0;7.0;1.0;2.0;7.0;2.0;0.0;14018.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;1.0;0.0;3.0237157840738185;0.0;1.0;0.0;0.14285714285714285;0.0;0.0;0.0
0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;4.0;0.0;0.0;0.0;3.0;0.0;0.0;14018.0;0.0;0.0;0.0;1.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;1.55;0.0;0.0;1.0;0.0;3.0;0.0;0.0;1.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;3.0;0.0;0.0;163.0;0.0;0.0;0.0;163.0;0.0;0.0;1.0;3.0;0.0;3.0;0.0;14018.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;5.0;0.0;0.0;0.0;3.0;0.0;0.0;17441.0;0.0;0.0;0.0;1.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;1.6;0.0;0.0;1.0;0.0;3.0;0.0;0.0;1.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;3.0;0.0;0.0;163.0;0.0;0.0;0.0;163.0;0.0;0.0;1.0;3.0;0.0;3.0;0.0;17441.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.3333333333333333;9.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;5.0;0.0;0.0;1.0;3.0;0.0;1.8888888888888888;17441.0;9.0;0.0;0.0;1.6;0.0;0.0;0.0;1.0;0.0;0.0;0.0;2.0;0.0;1.6;0.0;0.0;5.0;0.0;2.0;0.0;0.0;1.0;0.0;1.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;2.0;0.0;0.0;163.0;0.0;0.0;0.0;163.0;0.0;9.0;1.0;2.0;9.0;2.0;0.0;17441.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;1.0;0.0;2.666666666666667;0.0;1.0;0.0;0.1111111111111111;0.0;0.0;0.0
0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;4564.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.17;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;163.0;0.0;0.0;0.0;163.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;4564.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;4727.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.14;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;163.0;0.0;0.0;0.0;163.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;4727.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;4564.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.17;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;163.0;0.0;0.0;0.0;163.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;4564.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;4727.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.14;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;163.0;0.0;0.0;0.0;163.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;4727.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;4890.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.14;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;163.0;0.0;0.0;0.0;163.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;4890.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;4890.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.14;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;163.0;0.0;0.0;0.0;163.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;4890.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;4564.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.17;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;163.0;0.0;0.0;0.0;163.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;4564.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;4564.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.17;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;163.0;0.0;0.0;0.0;163.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;4564.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
4.147288270665544;16.0;0.0;0.0;2.89;0.0;1.5;1.0;0.0;1.0;1.0;1.0;16.0;0.0;0.0;2.0;9.0;18.0;1.375;73513.0;2.0;0.0;1.75;15.59;0.0;0.0;0.0;14.0;0.0;0.0;1.1254628677422756;0.0;0.0;5.66;0.0;4.0;0.0;0.0;0.0;0.0;0.0;5.0;6.0;1.0;0.0;0.0;0.0;0.0;0.0;11.0;0.0;1.0;1.0;0.0;0.0;0.0;163.0;18.0;2.0;0.647058824;163.0;0.0;16.0;1.0;0.0;16.0;0.0;0.0;73513.0;17.0;17.0;0.0;0.0;2.25;1.0;True;17.0;0.0;17.0;0.0;1.0;0.0;0.5;0.0;1.0;0.0;4.0;8.0;0.0;0.0
0.0;1.0;0.0;0.0;1.5;0.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;3.0;3.0;1.0;9943.0;1.0;0.0;0.0;5.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.15;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;1.0;0.0;0.0;0.0;0.0;163.0;3.0;0.0;1.0;163.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;9943.0;2.0;2.0;0.0;0.0;0.0;0.0;False;2.0;0.0;2.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
0.7071067811865476;2.0;0.0;0.0;1.0;0.0;0.5;1.0;0.0;1.0;17.0;1.0;2.0;0.0;0.0;25.0;2.0;2.0;17.0;9128.0;33.0;0.0;0.0;3.33;0.0;0.0;0.0;1.0;0.0;0.0;0.0;2.0;0.0;1.13;0.0;0.0;1.0;0.0;2.0;0.0;1.0;1.0;0.0;1.0;0.0;2.0;0.0;0.0;0.0;3.0;0.0;1.0;0.0;2.0;0.0;0.0;163.0;2.0;0.0;1.0;163.0;0.0;2.0;1.0;2.0;2.0;2.0;0.0;9128.0;3.0;3.0;0.0;0.0;0.0;0.25;False;3.0;0.0;3.0;0.0;1.0;0.0;22.62741699796952;0.0;9.0;0.0;0.5;0.75;0.0;0.0
0.7475450015964021;17.0;0.0;0.0;2.67;0.0;1.0;1.0;0.0;1.0;1.0;1.0;17.0;0.0;0.0;2.0;4.0;9.0;1.4117647058823528;50041.0;2.0;0.0;0.9411764705882352;6.56;0.0;0.0;0.0;2.0;0.0;0.0;0.6586528140164322;2.0;0.0;1.69;0.0;2.0;2.0;0.0;2.0;0.0;0.0;8.0;7.0;1.0;0.0;2.0;0.0;0.0;0.0;11.0;0.0;1.0;1.0;2.0;0.0;0.0;163.0;9.0;1.0;0.611111111;163.0;0.0;17.0;1.0;2.0;17.0;2.0;0.0;50041.0;18.0;18.0;0.0;0.0;1.0;0.0;False;18.0;0.0;18.0;0.0;1.0;0.0;0.5072996561958923;0.0;1.0;0.0;0.9411764705882352;1.0;0.0;0.0
0.4409585518440984;9.0;0.0;0.0;1.4;0.0;0.0;1.0;0.0;1.0;1.0;1.0;8.0;0.0;0.0;1.0;4.0;21.0;1.0;40379.0;1.0;0.0;0.2222222222222222;6.2;0.0;0.0;0.0;1.0;0.0;0.0;0.6666666666666667;2.0;0.0;1.14;0.0;2.0;5.0;0.0;2.0;0.0;0.0;3.0;0.0;1.0;0.0;2.0;0.0;0.0;0.0;10.0;0.0;1.0;0.0;2.0;0.0;0.0;197.0;21.0;0.0;1.0;197.0;0.0;9.0;1.0;2.0;9.0;2.0;0.0;40379.0;10.0;10.0;0.0;0.0;0.0;0.0;False;10.0;0.0;10.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.2222222222222222;0.0;0.0;0.0
0.0;2.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;2.0;0.0;0.0;1.0;2.0;2.0;1.0;8965.0;1.0;0.0;0.0;3.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.86;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;1.0;0.0;0.0;0.0;0.0;163.0;2.0;0.0;1.0;163.0;0.0;2.0;1.0;0.0;2.0;0.0;0.0;8965.0;2.0;2.0;0.0;0.0;0.0;0.0;False;2.0;0.0;2.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;2.0;0.0;0.0;0.0;3.0;3.0;0.0;18093.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;1.0;0.0;0.0;0.0;0.0;163.0;3.0;0.0;1.0;163.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;18093.0;3.0;3.0;0.0;0.0;0.0;0.0;False;3.0;0.0;3.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;2.0;0.0;0.0;0.0;3.0;3.0;0.0;18093.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;1.0;0.0;0.0;0.0;0.0;163.0;3.0;0.0;1.0;163.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;18093.0;3.0;3.0;0.0;0.0;0.0;0.0;False;3.0;0.0;3.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;5.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;2.0;0.0;0.0;1.0;3.0;3.0;2.6;18093.0;9.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;1.3;0.0;0.0;1.0;0.0;2.0;0.0;0.0;1.0;0.0;1.0;0.0;2.0;0.0;0.0;0.0;3.0;0.0;1.0;0.0;2.0;0.0;0.0;163.0;3.0;0.0;1.0;163.0;0.0;5.0;1.0;2.0;5.0;2.0;0.0;18093.0;3.0;3.0;0.0;0.0;0.0;0.0;False;3.0;0.0;3.0;0.0;1.0;0.0;3.5777087639996643;0.0;1.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;2.0;0.0;0.0;0.0;3.0;3.0;0.0;18093.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;1.0;0.0;0.0;0.0;0.0;163.0;3.0;0.0;1.0;163.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;18093.0;3.0;3.0;0.0;0.0;0.0;0.0;False;3.0;0.0;3.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;5.0;0.0;0.0;1.5;0.0;0.0;1.0;0.0;1.0;1.0;1.0;5.0;0.0;0.0;1.0;3.0;2.0;1.0;11573.0;1.0;0.0;0.2;2.5;0.0;0.0;0.0;0.0;0.0;0.0;0.4472135954999581;2.0;0.0;1.42;0.0;1.0;4.0;0.0;2.0;0.0;0.0;4.0;0.0;1.0;0.0;2.0;0.0;0.0;0.0;6.0;0.0;1.0;0.0;2.0;0.0;0.0;163.0;2.0;0.0;1.0;163.0;0.0;5.0;1.0;2.0;5.0;2.0;0.0;11573.0;6.0;6.0;0.0;0.0;0.0;0.0;False;6.0;0.0;6.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
1.6020819787597222;6.0;0.0;0.0;1.63;0.0;0.0;1.0;0.0;1.0;1.0;1.0;6.0;0.0;0.0;1.0;3.0;3.0;1.0;14670.0;1.0;0.0;0.16666666666666666;3.25;0.0;0.0;0.0;4.0;0.0;0.0;0.40824829046386296;0.0;0.0;1.61;0.0;1.0;0.0;0.0;0.0;0.0;0.0;6.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;8.0;0.0;1.0;0.0;0.0;0.0;0.0;163.0;3.0;0.0;1.0;163.0;0.0;6.0;1.0;0.0;6.0;0.0;0.0;14670.0;8.0;8.0;0.0;0.0;0.0;0.0;False;8.0;0.0;8.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.8333333333333334;0.75;0.0;0.0
1.2216533775134075;35.0;0.0;0.0;2.42;0.0;1.0;1.0;0.0;1.0;1.0;1.0;35.0;0.0;0.0;1.0;5.0;14.0;1.2285714285714286;77588.0;2.0;0.0;0.6571428571428571;6.08;0.0;0.0;0.0;6.0;0.0;0.0;0.8381652631810517;3.0;0.0;1.95;0.7827184815397382;3.0;23.0;0.0;2.0;0.0;0.0;8.0;8.0;1.0;0.0;2.0;0.0;0.0;0.0;28.0;0.0;1.0;0.0;4.0;0.0;0.0;163.0;14.0;0.0;0.7777777779999999;163.0;0.0;35.0;1.0;2.608695652173913;35.0;2.0;0.0;77588.0;36.0;36.0;0.0;0.0;1.0;0.0;False;36.0;0.0;36.0;0.0;1.0;0.0;0.4260429614980358;0.0;1.0;0.0;1.0857142857142856;1.0;0.0;0.0
1.3117119482928092;17.0;0.0;0.0;2.56;0.0;1.0;1.0;0.0;1.0;1.0;1.0;17.0;0.0;0.0;2.0;6.0;11.0;1.4117647058823528;43521.0;2.0;0.0;0.8823529411764706;6.83;0.0;0.0;0.0;4.0;0.0;0.0;0.9275204136012634;3.0;0.0;2.15;0.5477225575051661;3.0;5.0;0.0;2.0;0.0;0.0;6.0;8.0;1.0;0.0;2.0;0.0;0.0;0.0;10.0;0.0;1.0;0.0;3.0;0.0;0.0;163.0;11.0;1.0;0.5555555560000001;163.0;0.0;17.0;1.0;2.6;17.0;3.0;0.0;43521.0;18.0;18.0;0.0;0.0;1.0;0.0;False;18.0;0.0;18.0;0.0;1.0;0.0;0.5072996561958923;0.0;1.0;0.0;1.2941176470588236;2.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3749.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;163.0;0.0;0.0;0.0;163.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;3749.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;1.0;0.0;0.0;1.5;0.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;3.0;2.0;1.0;8150.0;1.0;0.0;0.0;4.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.42;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;1.0;0.0;0.0;0.0;0.0;163.0;2.0;0.0;1.0;163.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;8150.0;2.0;2.0;0.0;0.0;0.0;0.0;False;2.0;0.0;2.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
