NumberOfProtectedMethod;NumberOfPrivateMethod;NumberOfLogStatements;MethodLength;NumberOfTryCatch;NumberOfParameters_CK;NPathComplexity;NumberOfAnonymousClasses;NumberOfStringLiterals;CBO;BooleanExpressionComplexity;NumberOfNumbers;CyclomaticComplexity;IsConstructor;NumberOfVariables;NumberOfAssignments;ThrowsCount;NumberOfMathOperations;NCSSForThisClass;NumberOfMethods_Checkstyle;MaxNumberOfNestedBlocks;LOCMethod_CK;FileLength;Maximum Depth;ClassFanOutComplexity;NestedTryDepth;NumberOfLoops;RFC;ExecutableStatementCount;AnonymousInnerClassLength;NumberOfPublicMethods_Checkstyle;WMC_CK;NumberOfLambdas;NumberOfPackageMethod;NestedForDepth;NumberOfInnerClasses;NumberOfUniqueWords;NumberOfParenthesizedExps;ClassDataAbstractionCoupling;NumberOfComparisons;NCSSForThisMethod;NumberOfModifiers;BuggedMethods;Returns;NCSSForThisFile;NestedIfElseDepth
0.0;0.0;0.0;3.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;2.0;1.0;False;1.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0
0.0;0.0;0.0;7.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;False;1.0;1.0;0.0;0.0;0.0;0.0;0.0;6.0;0.0;0.0;0.0;0.0;0.0;2.0;4.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;5.0;4.0;False;1.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0
0.0;0.0;0.0;3.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;2.0;1.0;False;1.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0
0.0;0.0;0.0;5.0;1.0;1.0;1.0;0.0;0.0;2.0;0.0;0.0;1.0;True;0.0;0.0;0.0;0.0;0.0;0.0;1.0;7.0;0.0;0.0;0.0;0.0;0.0;3.0;2.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;9.0;1.0;0.0;0.0;3.0;1.0;False;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0
0.0;0.0;0.0;3.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;3.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;2.0;1.0;False;1.0;0.0;0.0
0.0;0.0;0.0;3.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;3.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;2.0;4.0;False;1.0;0.0;0.0
0.0;0.0;0.0;3.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;3.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;2.0;1.0;False;1.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0
0.0;0.0;0.0;3.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;3.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;2.0;1.0;False;1.0;0.0;0.0
0.0;0.0;0.0;3.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;3.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;2.0;1.0;False;1.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0
0.0;0.0;0.0;7.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;False;1.0;1.0;0.0;0.0;0.0;0.0;0.0;6.0;0.0;0.0;0.0;0.0;0.0;2.0;4.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;5.0;4.0;False;1.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0
0.0;0.0;0.0;24.0;0.0;1.0;1.0;0.0;0.0;8.0;0.0;0.0;1.0;False;6.0;6.0;2.0;2.0;0.0;0.0;0.0;18.0;0.0;0.0;0.0;0.0;0.0;12.0;16.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;24.0;0.0;0.0;0.0;17.0;4.0;False;1.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0
1.0;0.0;0.0;8.0;0.0;0.0;0.0;0.0;0.0;6.0;0.0;0.0;1.0;False;0.0;6.0;0.0;0.0;146.0;7.0;0.0;8.0;334.0;2.0;26.0;0.0;0.0;1.0;6.0;0.0;6.0;1.0;0.0;0.0;0.0;0.0;31.0;0.0;12.0;0.0;7.0;1.0;False;0.0;176.0;0.0
0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;1.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;2.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;6.0;0.0;0.0;0.0;2.0;1.0;False;0.0;0.0;0.0
0.0;0.0;0.0;36.0;0.0;0.0;2.0;0.0;7.0;12.0;0.0;0.0;2.0;False;10.0;10.0;1.0;1.0;0.0;0.0;1.0;27.0;0.0;3.0;0.0;0.0;1.0;19.0;24.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;60.0;0.0;0.0;0.0;25.0;1.0;False;0.0;0.0;0.0
0.0;0.0;0.0;54.0;0.0;0.0;2.0;0.0;10.0;21.0;0.0;0.0;2.0;False;16.0;16.0;1.0;1.0;0.0;0.0;1.0;38.0;0.0;3.0;0.0;0.0;1.0;31.0;35.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;56.0;0.0;0.0;0.0;36.0;1.0;False;0.0;0.0;0.0
0.0;0.0;0.0;51.0;0.0;0.0;2.0;0.0;9.0;21.0;0.0;0.0;2.0;False;15.0;15.0;1.0;1.0;0.0;0.0;1.0;36.0;0.0;3.0;0.0;0.0;1.0;30.0;33.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;58.0;0.0;0.0;0.0;34.0;1.0;False;0.0;0.0;0.0
0.0;0.0;0.0;37.0;0.0;0.0;2.0;0.0;8.0;15.0;0.0;0.0;2.0;False;10.0;10.0;1.0;1.0;0.0;0.0;1.0;27.0;0.0;3.0;0.0;0.0;1.0;20.0;24.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;62.0;0.0;0.0;0.0;25.0;1.0;False;0.0;0.0;0.0
0.0;0.0;0.0;7.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;1.0;False;0.0;5.0;0.0;0.0;164.0;9.0;0.0;7.0;354.0;2.0;16.0;0.0;0.0;1.0;5.0;0.0;9.0;1.0;0.0;0.0;0.0;0.0;26.0;0.0;8.0;0.0;6.0;1.0;False;0.0;178.0;0.0
0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;1.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;2.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;6.0;0.0;0.0;0.0;2.0;1.0;False;0.0;0.0;0.0
0.0;0.0;0.0;29.0;0.0;0.0;0.0;0.0;5.0;12.0;0.0;1.0;1.0;False;7.0;7.0;1.0;2.0;0.0;0.0;0.0;22.0;0.0;2.0;0.0;0.0;0.0;18.0;20.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;50.0;0.0;0.0;0.0;21.0;1.0;False;0.0;0.0;0.0
0.0;0.0;0.0;31.0;0.0;0.0;0.0;0.0;5.0;11.0;0.0;2.0;1.0;False;8.0;8.0;1.0;4.0;0.0;0.0;0.0;23.0;0.0;2.0;0.0;0.0;0.0;18.0;21.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;44.0;0.0;0.0;0.0;22.0;1.0;False;0.0;0.0;0.0
0.0;0.0;0.0;29.0;0.0;0.0;0.0;0.0;5.0;12.0;0.0;1.0;1.0;False;7.0;7.0;1.0;2.0;0.0;0.0;0.0;22.0;0.0;2.0;0.0;0.0;0.0;18.0;20.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;41.0;0.0;0.0;0.0;21.0;1.0;False;0.0;0.0;0.0
0.0;0.0;0.0;29.0;0.0;0.0;0.0;0.0;5.0;12.0;0.0;1.0;1.0;False;7.0;7.0;1.0;2.0;0.0;0.0;0.0;22.0;0.0;2.0;0.0;0.0;0.0;18.0;20.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;40.0;0.0;0.0;0.0;21.0;1.0;False;0.0;0.0;0.0
0.0;0.0;0.0;29.0;0.0;0.0;0.0;0.0;5.0;12.0;0.0;1.0;1.0;False;7.0;7.0;1.0;2.0;0.0;0.0;0.0;22.0;0.0;2.0;0.0;0.0;0.0;18.0;20.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;41.0;0.0;0.0;0.0;21.0;1.0;False;0.0;0.0;0.0
0.0;0.0;0.0;29.0;0.0;0.0;0.0;0.0;5.0;12.0;0.0;0.0;1.0;False;7.0;7.0;1.0;1.0;0.0;0.0;0.0;22.0;0.0;2.0;0.0;0.0;0.0;18.0;20.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;50.0;0.0;0.0;0.0;21.0;1.0;False;0.0;0.0;0.0
0.0;0.0;0.0;32.0;0.0;0.0;0.0;0.0;5.0;12.0;0.0;2.0;1.0;False;8.0;8.0;1.0;4.0;0.0;0.0;0.0;24.0;0.0;2.0;0.0;0.0;0.0;19.0;22.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;43.0;0.0;0.0;0.0;23.0;1.0;False;0.0;0.0;0.0
0.0;0.0;0.0;8.0;0.0;0.0;0.0;0.0;0.0;6.0;0.0;0.0;1.0;False;0.0;6.0;0.0;0.0;719.0;32.0;0.0;8.0;1518.0;2.0;23.0;0.0;0.0;1.0;6.0;0.0;32.0;1.0;0.0;0.0;0.0;0.0;30.0;0.0;13.0;0.0;7.0;1.0;False;0.0;743.0;0.0
0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;1.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;2.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;6.0;0.0;0.0;0.0;2.0;1.0;False;0.0;0.0;0.0
0.0;0.0;0.0;40.0;0.0;0.0;2.0;0.0;10.0;17.0;0.0;1.0;2.0;False;10.0;10.0;1.0;2.0;0.0;0.0;1.0;29.0;0.0;3.0;0.0;0.0;1.0;25.0;26.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;61.0;0.0;0.0;0.0;27.0;1.0;False;0.0;0.0;0.0
0.0;0.0;0.0;35.0;0.0;0.0;2.0;0.0;7.0;13.0;0.0;1.0;2.0;False;10.0;10.0;1.0;2.0;0.0;0.0;1.0;26.0;0.0;3.0;0.0;0.0;1.0;18.0;23.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;54.0;0.0;0.0;0.0;24.0;1.0;False;0.0;0.0;0.0
0.0;0.0;0.0;35.0;0.0;0.0;2.0;0.0;7.0;13.0;0.0;1.0;2.0;False;10.0;10.0;1.0;2.0;0.0;0.0;1.0;26.0;0.0;3.0;0.0;0.0;1.0;18.0;23.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;51.0;0.0;0.0;0.0;24.0;1.0;False;0.0;0.0;0.0
0.0;0.0;0.0;35.0;0.0;0.0;2.0;0.0;7.0;13.0;0.0;1.0;2.0;False;10.0;10.0;1.0;2.0;0.0;0.0;1.0;26.0;0.0;3.0;0.0;0.0;1.0;18.0;23.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;51.0;0.0;0.0;0.0;24.0;1.0;False;0.0;0.0;0.0
0.0;0.0;0.0;35.0;0.0;0.0;2.0;0.0;7.0;13.0;0.0;1.0;2.0;False;10.0;10.0;1.0;2.0;0.0;0.0;1.0;26.0;0.0;3.0;0.0;0.0;1.0;18.0;23.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;51.0;0.0;0.0;0.0;24.0;1.0;False;0.0;0.0;0.0
0.0;0.0;0.0;35.0;0.0;0.0;2.0;0.0;7.0;13.0;0.0;1.0;2.0;False;10.0;10.0;1.0;2.0;0.0;0.0;1.0;26.0;0.0;3.0;0.0;0.0;1.0;18.0;23.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;51.0;0.0;0.0;0.0;24.0;1.0;False;0.0;0.0;0.0
0.0;0.0;0.0;17.0;0.0;0.0;0.0;0.0;5.0;9.0;0.0;0.0;1.0;False;4.0;4.0;0.0;0.0;0.0;0.0;0.0;14.0;0.0;2.0;0.0;0.0;0.0;12.0;12.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;59.0;0.0;0.0;0.0;13.0;1.0;False;0.0;0.0;0.0
0.0;0.0;0.0;17.0;0.0;0.0;0.0;0.0;5.0;9.0;0.0;0.0;1.0;False;4.0;4.0;0.0;0.0;0.0;0.0;0.0;14.0;0.0;2.0;0.0;0.0;0.0;12.0;12.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;38.0;0.0;0.0;0.0;13.0;1.0;False;0.0;0.0;0.0
0.0;0.0;0.0;38.0;0.0;0.0;2.0;0.0;7.0;12.0;0.0;0.0;2.0;False;10.0;10.0;1.0;1.0;0.0;0.0;1.0;26.0;0.0;3.0;0.0;0.0;1.0;17.0;23.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;75.0;0.0;0.0;0.0;24.0;1.0;False;0.0;0.0;0.0
0.0;0.0;0.0;37.0;0.0;0.0;2.0;0.0;7.0;12.0;0.0;1.0;2.0;False;11.0;11.0;1.0;3.0;0.0;0.0;1.0;26.0;0.0;3.0;0.0;0.0;1.0;20.0;23.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;77.0;0.0;0.0;0.0;24.0;1.0;False;0.0;0.0;0.0
0.0;0.0;0.0;37.0;0.0;0.0;2.0;0.0;8.0;12.0;0.0;1.0;2.0;False;12.0;12.0;1.0;2.0;0.0;0.0;1.0;27.0;0.0;3.0;0.0;0.0;1.0;21.0;24.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;63.0;0.0;0.0;0.0;25.0;1.0;False;0.0;0.0;0.0
0.0;0.0;0.0;40.0;0.0;0.0;2.0;0.0;10.0;17.0;0.0;1.0;2.0;False;10.0;10.0;1.0;2.0;0.0;0.0;1.0;29.0;0.0;3.0;0.0;0.0;1.0;25.0;26.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;59.0;0.0;0.0;0.0;27.0;1.0;False;0.0;0.0;0.0
0.0;0.0;0.0;19.0;0.0;0.0;0.0;0.0;4.0;7.0;0.0;0.0;1.0;False;3.0;6.0;0.0;0.0;0.0;0.0;0.0;14.0;0.0;2.0;0.0;0.0;0.0;5.0;12.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;32.0;0.0;0.0;0.0;13.0;1.0;False;0.0;0.0;0.0
0.0;0.0;0.0;42.0;0.0;0.0;2.0;0.0;14.0;17.0;0.0;1.0;2.0;False;10.0;10.0;1.0;2.0;0.0;0.0;1.0;30.0;0.0;3.0;0.0;0.0;1.0;27.0;27.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;61.0;0.0;0.0;0.0;28.0;1.0;False;0.0;0.0;0.0
0.0;0.0;0.0;18.0;0.0;0.0;0.0;0.0;5.0;10.0;0.0;1.0;1.0;False;4.0;4.0;0.0;0.0;0.0;0.0;0.0;15.0;0.0;2.0;0.0;0.0;0.0;13.0;13.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;29.0;0.0;0.0;0.0;14.0;1.0;False;0.0;0.0;0.0
0.0;0.0;0.0;40.0;0.0;0.0;2.0;0.0;10.0;17.0;0.0;1.0;2.0;False;10.0;10.0;1.0;2.0;0.0;0.0;1.0;29.0;0.0;3.0;0.0;0.0;1.0;25.0;26.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;59.0;0.0;0.0;0.0;27.0;1.0;False;0.0;0.0;0.0
0.0;0.0;0.0;46.0;0.0;0.0;2.0;0.0;10.0;14.0;0.0;2.0;2.0;False;13.0;14.0;1.0;5.0;0.0;0.0;1.0;33.0;0.0;3.0;0.0;0.0;1.0;26.0;30.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;87.0;0.0;0.0;0.0;31.0;1.0;False;0.0;0.0;0.0
0.0;0.0;0.0;45.0;0.0;0.0;2.0;0.0;11.0;17.0;0.0;2.0;2.0;False;11.0;11.0;1.0;4.0;0.0;0.0;1.0;32.0;0.0;3.0;0.0;0.0;1.0;28.0;29.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;89.0;0.0;0.0;0.0;30.0;1.0;False;0.0;0.0;0.0
0.0;0.0;0.0;47.0;0.0;0.0;2.0;0.0;11.0;17.0;0.0;3.0;2.0;False;13.0;13.0;1.0;6.0;0.0;0.0;1.0;34.0;0.0;3.0;0.0;0.0;1.0;29.0;31.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;95.0;0.0;0.0;0.0;32.0;1.0;False;0.0;0.0;0.0
0.0;0.0;0.0;19.0;0.0;0.0;0.0;0.0;4.0;10.0;0.0;0.0;1.0;False;4.0;4.0;0.0;0.0;0.0;0.0;0.0;14.0;0.0;2.0;0.0;0.0;0.0;12.0;12.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;36.0;0.0;0.0;0.0;13.0;1.0;False;0.0;0.0;0.0
0.0;0.0;0.0;27.0;0.0;0.0;2.0;0.0;7.0;10.0;0.0;0.0;2.0;False;7.0;7.0;1.0;0.0;0.0;0.0;1.0;20.0;0.0;3.0;0.0;0.0;1.0;14.0;17.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;47.0;0.0;0.0;0.0;18.0;1.0;False;0.0;0.0;0.0
0.0;0.0;0.0;27.0;0.0;0.0;2.0;0.0;7.0;10.0;0.0;0.0;2.0;False;7.0;7.0;1.0;0.0;0.0;0.0;1.0;20.0;0.0;3.0;0.0;0.0;1.0;14.0;17.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;50.0;0.0;0.0;0.0;18.0;1.0;False;0.0;0.0;0.0
0.0;0.0;0.0;37.0;0.0;0.0;2.0;0.0;8.0;16.0;0.0;1.0;2.0;False;9.0;9.0;1.0;2.0;0.0;0.0;1.0;25.0;0.0;3.0;0.0;0.0;1.0;23.0;22.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;69.0;0.0;0.0;0.0;23.0;1.0;False;0.0;0.0;0.0
0.0;0.0;0.0;49.0;0.0;0.0;2.0;0.0;15.0;17.0;0.0;1.0;2.0;False;11.0;11.0;1.0;3.0;0.0;0.0;1.0;36.0;0.0;3.0;0.0;0.0;1.0;30.0;33.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;110.0;0.0;0.0;0.0;34.0;1.0;False;0.0;0.0;0.0
