NumberOfLoops_count;NumberOfComparisons_std;NumberOfLambdas_75%;NumberOfStringLiterals_max;RFC_std;NumberOfVariables_max;NumberOfStringLiterals_25%;LOCMethod_CK_mean;IsConstructor_freq;NumberOfUniqueWords_max;RFC_75%;NumberOfAnonymousClasses_min;NumberOfAnonymousClasses_std;NumberOfNumbers_count;NumberOfParenthesizedExps_count;Returns_min;RFC_50%;NumberOfMathOperations_mean;NumberOfLoops_min;LOCMethod_CK_std;NumberOfUniqueWords_75%;WMC_CK_mean;RFC_max;NumberOfParameters_CK_mean;NumberOfTryCatch_max;NumberOfParenthesizedExps_mean;NumberOfLoops_std;MaxNumberOfNestedBlocks_25%;IsConstructor_count;NumberOfTryCatch_75%;NumberOfInnerClasses_std;NumberOfComparisons_max;NumberOfComparisons_count;NumberOfAnonymousClasses_mean;NumberOfComparisons_75%;LOCMethod_CK_min;NumberOfParameters_CK_50%;NumberOfLambdas_std;NumberOfUniqueWords_std;NumberOfAnonymousClasses_75%;CBO_25%;Bugged;WMC_CK_25%;NumberOfLambdas_25%;NumberOfParenthesizedExps_max;NumberOfVariables_25%;NumberOfMathOperations_25%;NumberOfLogStatements_75%;NumberOfParameters_CK_count;LOCMethod_CK_50%;Returns_25%;MaxNumberOfNestedBlocks_max;NumberOfTryCatch_50%;RFC_25%;Returns_mean;NumberOfMathOperations_75%;NumberOfStringLiterals_min;NumberOfNumbers_mean;NumberOfNumbers_max;NumberOfComparisons_min;NumberOfModifiers_std;NumberOfParameters_CK_75%;NumberOfModifiers_50%;NumberOfModifiers_max;NumberOfInnerClasses_25%;NumberOfAnonymousClasses_25%;NumberOfLogStatements_mean;NumberOfTryCatch_25%;NumberOfLoops_max;Returns_std;NumberOfStringLiterals_count;WMC_CK_count;NumberOfLambdas_min;NumberOfLogStatements_min;CBO_mean;WMC_CK_min;NumberOfTryCatch_count;NumberOfLoops_50%;MaxNumberOfNestedBlocks_50%;NumberOfLoops_mean;NumberOfUniqueWords_count;RFC_count;NumberOfNumbers_75%;WMC_CK_std;NumberOfModifiers_count;Returns_max;RFC_min;NumberOfComparisons_50%;NumberOfParenthesizedExps_std;NumberOfUniqueWords_50%;NumberOfLambdas_count;NumberOfLogStatements_std;NumberOfParameters_CK_25%;NumberOfVariables_mean;LOCMethod_CK_count;NumberOfInnerClasses_min;NumberOfNumbers_min;NumberOfAssignments_mean;NumberOfParenthesizedExps_25%;NumberOfNumbers_25%;NumberOfMathOperations_50%;WMC_CK_50%;NumberOfUniqueWords_25%;NumberOfMathOperations_std;NumberOfStringLiterals_std;NumberOfMathOperations_min;NumberOfStringLiterals_50%;MaxNumberOfNestedBlocks_std;IsConstructor_top;NumberOfComparisons_mean;NumberOfAssignments_min;NumberOfModifiers_75%;LOCMethod_CK_25%;NumberOfLoops_25%;Returns_50%;NumberOfLambdas_50%;MaxNumberOfNestedBlocks_min;NumberOfVariables_75%;NumberOfLogStatements_count;RFC_mean;IsConstructor_unique;NumberOfStringLiterals_mean;NumberOfLambdas_max;NumberOfInnerClasses_max;NumberOfAnonymousClasses_max;NumberOfAssignments_50%;CBO_50%;NumberOfVariables_std;NumberOfNumbers_50%;MaxNumberOfNestedBlocks_75%;NumberOfLoops_75%;NumberOfModifiers_min;NumberOfMathOperations_max;Returns_count;NumberOfTryCatch_mean;NumberOfVariables_min;NumberOfUniqueWords_min;WMC_CK_max;NumberOfTryCatch_min;NumberOfLogStatements_25%;NumberOfInnerClasses_count;NumberOfAnonymousClasses_count;CBO_min;NumberOfInnerClasses_mean;NumberOfLambdas_mean;WMC_CK_75%;NumberOfParenthesizedExps_min;NumberOfComparisons_25%;MaxNumberOfNestedBlocks_mean;NumberOfParameters_CK_min;NumberOfVariables_50%;NumberOfVariables_count;NumberOfAssignments_std;NumberOfModifiers_mean;NumberOfNumbers_std;NumberOfLogStatements_50%;CBO_std;NumberOfUniqueWords_mean;NumberOfAssignments_25%;NumberOfAssignments_count;CBO_count;NumberOfParameters_CK_std;CBO_max;NumberOfMathOperations_count;Returns_75%;NumberOfAssignments_75%;LOCMethod_CK_75%;NumberOfAssignments_max;NumberOfLogStatements_max;CBO_75%;NumberOfTryCatch_std;NumberOfParenthesizedExps_50%;NumberOfParenthesizedExps_75%;NumberOfStringLiterals_75%;NumberOfInnerClasses_75%;NumberOfAnonymousClasses_50%;NumberOfInnerClasses_50%;MaxNumberOfNestedBlocks_count;NumberOfParameters_CK_max;LOCMethod_CK_max;NumberOfModifiers_25%
5.0;2.1679483388678804;0.0;7.0;7.328028384224504;4.0;0.0;16.8;5.0;34.0;13.0;0.0;0.0;5.0;5.0;0.0;7.0;0.6;0.0;15.546703830716016;27.0;5.2;20.0;2.0;0.0;0.0;0.8944271909999159;1.0;5.0;0.0;0.0;5.0;5.0;0.0;3.0;3.0;2.0;0.0;12.124355652982139;0.0;3.0;False;2.0;0.0;0.0;0.0;0.0;0.0;5.0;10.0;2.0;4.0;0.0;4.0;1.8;1.0;0.0;0.0;0.0;0.0;1.6431676725154984;2.0;4.0;4.0;0.0;0.0;0.0;0.0;2.0;1.095445115010332;5.0;5.0;0.0;0.0;5.8;1.0;5.0;0.0;2.0;0.6;5.0;5.0;0.0;4.919349550499537;5.0;3.0;2.0;1.0;0.0;15.0;5.0;0.0;1.0;1.8;5.0;0.0;0.0;2.8;0.0;0.0;0.0;3.0;7.0;0.8944271909999159;3.3615472627943217;0.0;0.0;1.5811388300841898;False;1.8;0.0;4.0;8.0;0.0;2.0;0.0;0.0;3.0;5.0;9.2;1.0;2.4;0.0;0.0;0.0;2.0;6.0;1.7888543819998317;0.0;3.0;1.0;1.0;2.0;5.0;0.0;0.0;7.0;13.0;0.0;0.0;5.0;5.0;2.0;0.0;0.0;7.0;0.0;0.0;2.0;1.0;2.0;5.0;3.1144823004794877;2.8;0.0;0.0;3.5637059362410923;18.0;1.0;5.0;5.0;1.224744871391589;11.0;5.0;2.0;3.0;21.0;8.0;0.0;7.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;5.0;4.0;42.0;1.0
6.0;0.0;0.0;0.0;0.40824829046386296;0.0;0.0;3.1666666666666665;5.0;7.0;0.0;0.0;0.0;6.0;6.0;0.0;0.0;0.0;0.0;0.40824829046386296;4.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;6.0;0.0;0.0;0.0;6.0;0.0;0.0;3.0;1.0;0.0;1.4719601443879746;0.0;0.0;False;1.0;0.0;0.0;0.0;0.0;0.0;6.0;3.0;0.0;0.0;0.0;0.0;0.3333333333333333;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.5163977794943223;6.0;6.0;0.0;0.0;0.0;1.0;6.0;0.0;0.0;0.0;6.0;6.0;0.0;0.0;6.0;1.0;0.0;0.0;0.0;4.0;6.0;0.0;0.25;0.0;6.0;0.0;0.0;0.5;0.0;0.0;0.0;1.0;3.25;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;1.0;3.0;0.0;0.0;0.0;0.0;0.0;6.0;0.16666666666666666;2.0;0.0;0.0;0.0;0.0;0.5;0.0;0.0;0.0;0.0;0.0;1.0;0.0;6.0;0.0;0.0;3.0;1.0;0.0;0.0;6.0;6.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;6.0;0.5477225575051661;1.0;0.0;0.0;0.0;4.166666666666667;0.0;6.0;6.0;1.095445115010332;0.0;6.0;0.75;1.0;3.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;3.0;4.0;1.0
3.0;1.1547005383792517;0.0;4.0;7.0;6.0;0.0;14.0;2.0;21.0;9.5;0.0;0.0;3.0;3.0;0.0;4.0;0.3333333333333333;0.0;8.660254037844387;15.5;3.6666666666666665;15.0;2.0;0.0;0.3333333333333333;0.5773502691896258;1.0;3.0;0.0;0.0;2.0;3.0;0.0;2.0;9.0;3.0;0.0;8.18535277187245;0.0;4.0;False;2.5;0.0;1.0;0.5;0.0;0.0;3.0;9.0;0.0;3.0;0.0;3.0;0.3333333333333333;0.5;0.0;0.6666666666666666;2.0;0.0;1.0;3.0;1.0;2.0;0.0;0.0;0.0;0.0;1.0;0.5773502691896258;3.0;3.0;0.0;0.0;5.333333333333333;2.0;3.0;0.0;1.0;0.3333333333333333;3.0;3.0;1.0;2.081665999466133;3.0;1.0;2.0;2.0;0.5773502691896258;10.0;3.0;0.0;1.5;2.333333333333333;3.0;0.0;0.0;4.0;0.0;0.0;0.0;3.0;7.5;0.5773502691896258;2.309401076758504;0.0;0.0;1.1547005383792517;False;1.3333333333333333;0.0;1.5;9.0;0.0;0.0;0.0;1.0;3.5;3.0;7.0;2.0;1.3333333333333333;0.0;0.0;0.0;5.0;5.0;3.2145502536643185;0.0;2.0;0.5;0.0;1.0;3.0;0.0;0.0;5.0;6.0;0.0;0.0;3.0;3.0;3.0;0.0;0.0;4.5;0.0;1.0;1.6666666666666667;0.0;1.0;3.0;3.6055512754639887;1.0;1.1547005383792517;0.0;2.516611478423583;12.0;2.5;3.0;3.0;1.7320508075688772;8.0;3.0;0.5;6.0;16.5;7.0;0.0;6.5;0.0;0.0;0.5;2.0;0.0;0.0;0.0;3.0;3.0;24.0;0.5
9.0;1.3228756555322954;0.0;0.0;3.6400549446402586;6.0;0.0;7.4444444444444455;9.0;16.0;0.0;0.0;0.0;9.0;9.0;0.0;0.0;0.0;0.0;9.328867979437687;5.0;2.1111111111111107;11.0;0.2222222222222222;1.0;0.0;0.3333333333333333;0.0;9.0;0.0;0.0;4.0;9.0;0.0;1.0;3.0;0.0;0.0;4.2163702135578385;0.0;0.0;False;1.0;0.0;0.0;0.0;0.0;0.0;9.0;3.0;1.0;4.0;0.0;0.0;1.3333333333333333;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;4.0;0.0;0.0;0.0;0.0;1.0;1.0;9.0;9.0;0.0;0.0;1.0;1.0;9.0;0.0;0.0;0.1111111111111111;9.0;9.0;0.0;2.088327347690278;9.0;3.0;0.0;0.0;0.0;4.0;9.0;0.0;0.0;0.6666666666666666;9.0;0.0;0.0;1.3333333333333333;0.0;0.0;0.0;1.0;3.0;0.0;0.0;0.0;0.0;1.3944333775567928;False;0.6666666666666666;0.0;1.0;3.0;0.0;1.0;0.0;0.0;0.0;9.0;1.3333333333333333;1.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;1.0;0.0;1.0;0.0;9.0;0.1111111111111111;0.0;3.0;7.0;0.0;0.0;9.0;9.0;0.0;0.0;0.0;2.0;0.0;0.0;0.7777777777777778;0.0;0.0;9.0;2.9154759474226504;1.3333333333333333;0.0;0.0;2.29128784747792;5.5555555555555545;0.0;9.0;9.0;0.4409585518440984;7.0;9.0;1.0;1.0;6.0;9.0;0.0;1.0;0.3333333333333333;0.0;0.0;0.0;0.0;0.0;0.0;9.0;1.0;31.0;1.0
5.0;0.4472135954999581;0.0;0.0;3.5071355833500366;2.0;0.0;7.2;5.0;14.0;4.0;0.0;0.0;5.0;5.0;0.0;4.0;0.0;0.0;4.54972526643093;12.0;2.8;9.0;2.6;0.0;0.0;0.8944271909999159;0.0;5.0;0.0;0.0;1.0;5.0;0.0;0.0;3.0;3.0;0.0;3.435112807463533;0.0;1.0;False;1.0;0.0;0.0;0.0;0.0;0.0;5.0;8.0;1.0;2.0;0.0;1.0;1.2;0.0;0.0;0.4;1.0;0.0;2.8809720581775866;3.0;4.0;9.0;0.0;0.0;0.0;0.0;2.0;0.8366600265340756;5.0;5.0;0.0;0.0;2.2;1.0;5.0;0.0;1.0;0.4;5.0;5.0;1.0;2.4899799195977463;5.0;2.0;0.0;0.0;0.0;8.0;5.0;0.0;2.0;1.0;5.0;0.0;0.0;1.0;0.0;0.0;0.0;2.0;7.0;0.0;0.0;0.0;0.0;0.8366600265340756;False;0.2;0.0;4.0;3.0;0.0;1.0;0.0;0.0;2.0;5.0;3.6;1.0;0.0;0.0;0.0;0.0;1.0;2.0;1.0;0.0;1.0;0.0;1.0;0.0;5.0;0.0;0.0;6.0;7.0;0.0;0.0;5.0;5.0;1.0;0.0;0.0;3.0;0.0;0.0;0.8;2.0;1.0;5.0;1.0;4.4;0.5477225575051662;0.0;1.3038404810405295;9.4;0.0;5.0;5.0;0.5477225575051661;4.0;5.0;2.0;2.0;8.0;2.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;3.0;14.0;4.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5.0;0.0;0.0;3.0;4.219004621945796;2.0;0.0;12.8;5.0;23.0;7.0;0.0;0.0;5.0;5.0;0.0;5.0;0.2;0.0;9.284395510748126;14.0;2.2;12.0;2.4;2.0;0.2;0.4472135954999579;0.0;5.0;1.0;0.0;0.0;5.0;0.0;0.0;3.0;3.0;0.0;6.96419413859206;0.0;1.0;False;1.0;0.0;1.0;1.0;0.0;0.0;5.0;9.0;0.0;3.0;0.0;3.0;0.4;0.0;0.0;1.4;5.0;0.0;0.0;3.0;10.0;10.0;0.0;0.0;0.0;0.0;1.0;0.5477225575051662;5.0;5.0;0.0;0.0;2.6;1.0;5.0;0.0;1.0;0.2;5.0;5.0;1.0;1.6431676725154984;5.0;1.0;1.0;0.0;0.4472135954999579;10.0;5.0;0.0;2.0;1.4;5.0;0.0;0.0;2.0;0.0;0.0;0.0;2.0;8.0;0.4472135954999581;1.3038404810405295;0.0;1.0;1.224744871391589;False;0.0;0.0;10.0;7.0;0.0;0.0;0.0;0.0;2.0;5.0;5.6;1.0;1.2;0.0;0.0;0.0;2.0;2.0;0.8944271909999159;1.0;1.0;0.0;10.0;1.0;5.0;0.6;0.0;5.0;5.0;0.0;0.0;5.0;5.0;1.0;0.0;0.0;2.0;0.0;0.0;1.0;1.0;2.0;5.0;1.5811388300841898;10.0;2.073644135332772;0.0;1.8165902124584952;12.0;1.0;5.0;5.0;0.8944271909999159;5.0;5.0;1.0;3.0;20.0;4.0;0.0;4.0;0.8944271909999159;0.0;0.0;2.0;0.0;0.0;0.0;5.0;3.0;25.0;10.0
5.0;0.0;0.0;3.0;14.53616180427282;12.0;0.0;23.6;4.0;41.0;17.0;0.0;0.0;5.0;5.0;0.0;10.0;0.6;0.0;24.43972176601035;27.0;3.4;38.0;3.4;0.0;0.2;1.1401754250991378;1.0;5.0;0.0;0.0;0.0;5.0;0.0;0.0;2.0;3.0;0.0;13.29661611087573;0.0;2.0;False;2.0;0.0;1.0;1.0;0.0;0.0;5.0;13.0;0.0;3.0;0.0;7.0;0.2;0.0;0.0;2.2;7.0;0.0;3.5777087639996643;5.0;10.0;10.0;0.0;0.0;0.0;0.0;3.0;0.4472135954999581;5.0;5.0;0.0;0.0;3.4;1.0;5.0;1.0;1.0;1.4;5.0;5.0;2.0;2.5099800796022267;5.0;1.0;0.0;0.0;0.4472135954999581;25.0;5.0;0.0;3.0;4.0;5.0;0.0;0.0;5.0;0.0;1.0;0.0;2.0;21.0;1.3416407864998738;1.3038404810405295;0.0;0.0;1.0954451150103324;False;0.0;0.0;10.0;11.0;1.0;0.0;0.0;0.0;6.0;5.0;14.4;2.0;0.8;0.0;0.0;0.0;1.0;2.0;5.04975246918104;1.0;1.0;2.0;2.0;3.0;5.0;0.0;0.0;4.0;7.0;0.0;0.0;5.0;5.0;0.0;0.0;0.0;5.0;0.0;0.0;1.2;0.0;1.0;5.0;6.041522986797286;8.4;2.7748873851023217;0.0;3.130495168499705;23.6;1.0;5.0;5.0;2.3021728866442674;8.0;5.0;0.0;10.0;28.0;13.0;0.0;5.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;5.0;6.0;64.0;10.0
2.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;5.0;0.0;0.0;0.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;4.75;1.0;0.0;0.5;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;2.0;0.0;0.0;1.0;0.5;0.0;0.7071067811865476;0.0;0.0;False;1.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;0.0;0.0;0.0;1.0;2.0;0.0;0.0;0.0;2.0;2.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;4.5;2.0;0.0;0.25;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;4.25;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;4.0;1.0;0.0;0.0;2.0;2.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;4.5;0.0;2.0;2.0;0.7071067811865476;0.0;2.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0;1.0;0.0
7.0;1.1126972805283737;0.0;1.0;6.704653678780207;8.0;0.0;14.285714285714285;7.0;21.0;6.0;0.0;0.0;7.0;7.0;0.0;5.0;0.14285714285714285;0.0;19.516781545756;17.0;4.857142857142857;21.0;2.0;1.0;0.0;2.9840847683606286;0.0;7.0;0.0;0.0;3.0;7.0;0.0;1.0;3.0;2.0;0.0;5.354126134736337;0.0;0.0;False;1.0;0.0;0.0;0.0;0.0;0.0;7.0;7.0;1.0;5.0;0.0;3.0;1.4285714285714286;0.0;0.0;0.0;0.0;0.0;12.229939843328284;2.5;10.0;42.0;0.0;0.0;0.0;0.0;8.0;1.618347187425374;7.0;7.0;0.0;0.0;1.2857142857142858;1.0;7.0;0.0;1.0;1.2857142857142858;7.0;7.0;0.0;7.3354975161555185;7.0;5.0;1.0;0.0;0.0;16.0;7.0;0.0;1.5;1.7142857142857142;7.0;0.0;0.0;2.2857142857142856;0.0;0.0;0.0;2.0;11.0;0.3779644730092273;0.3779644730092273;0.0;0.0;1.799470821684875;False;0.7142857142857143;0.0;10.0;3.0;0.0;1.0;0.0;0.0;2.0;7.0;6.428571428571429;1.0;0.14285714285714285;0.0;0.0;0.0;0.0;1.0;2.9840847683606277;0.0;1.5;0.5;9.0;1.0;7.0;0.14285714285714285;0.0;5.0;21.0;0.0;0.0;7.0;7.0;0.0;0.0;0.0;4.0;0.0;0.0;1.2857142857142858;1.0;0.0;7.0;3.7289089429432183;14.285714285714285;0.0;0.0;1.6035674514745464;14.0;0.0;7.0;7.0;0.8164965809277259;4.0;7.0;1.0;3.0;13.5;10.0;0.0;2.0;0.3779644730092273;0.0;0.0;0.0;0.0;0.0;0.0;7.0;3.0;57.0;9.5
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;1.0;8.0;2.0;0.0;0.0;1.0;1.0;1.0;2.0;0.0;0.0;0.0;8.0;1.0;2.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;4.0;1.0;0.0;0.0;0.0;3.0;False;1.0;0.0;0.0;0.0;0.0;0.0;1.0;4.0;1.0;0.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;3.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;2.0;0.0;0.0;8.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;8.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;1.0;4.0;0.0;1.0;0.0;0.0;0.0;1.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;8.0;1.0;0.0;0.0;1.0;1.0;3.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;8.0;0.0;1.0;1.0;0.0;3.0;1.0;1.0;0.0;4.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;4.0;1.0
2.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;2.0;3.0;0.0;0.0;0.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;3.0;1.0;0.0;0.5;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;2.0;0.0;0.0;3.0;0.5;0.0;0.0;0.0;0.0;False;1.0;0.0;0.0;0.0;0.0;0.0;2.0;3.0;0.25;0.0;0.0;0.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.75;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.7071067811865476;2.0;2.0;0.0;0.0;0.0;1.0;2.0;0.0;0.0;0.0;2.0;2.0;0.0;0.0;2.0;1.0;0.0;0.0;0.0;3.0;2.0;0.0;0.25;0.0;2.0;0.0;0.0;0.5;0.0;0.0;0.0;1.0;3.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;1.0;3.0;0.0;0.5;0.0;0.0;0.0;2.0;0.0;1.0;0.0;0.0;0.0;0.0;0.5;0.0;0.0;0.0;0.0;0.0;1.0;0.0;2.0;0.0;0.0;3.0;1.0;0.0;0.0;2.0;2.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0;0.7071067811865476;1.0;0.0;0.0;0.0;3.0;0.25;2.0;2.0;0.7071067811865476;0.0;2.0;0.75;0.75;3.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0;3.0;1.0
1.0;0.0;0.0;1.0;0.0;0.0;1.0;3.0;1.0;2.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;False;1.0;0.0;0.0;0.0;0.0;0.0;1.0;3.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;2.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;0.0;0.0;0.0;1.0;0.0;False;0.0;0.0;1.0;3.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;2.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;2.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;3.0;1.0
1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;3.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;3.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;False;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;3.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;3.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;3.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0
