NumberOfProtectedMethod;NumberOfPrivateMethod;MethodLength;NPathComplexity;BooleanExpressionComplexity;CyclomaticComplexity;ThrowsCount;NCSSForThisClass;NumberOfMethods_Checkstyle;FileLength;ClassFanOutComplexity;NestedTryDepth;ExecutableStatementCount;AnonymousInnerClassLength;NumberOfPublicMethods_Checkstyle;NumberOfPackageMethod;NestedForDepth;ClassDataAbstractionCoupling;NCSSForThisMethod;BuggedMethods;NCSSForThisFile;NestedIfElseDepth
0.0;0.0;33.0;2.0;1.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;20.0;0.0;0.0;0.0;0.0;0.0;21.0;False;0.0;0.0
0.0;0.0;43.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;18.0;0.0;0.0;0.0;0.0;0.0;19.0;False;0.0;0.0
0.0;0.0;21.0;2.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;12.0;0.0;0.0;0.0;0.0;0.0;13.0;False;0.0;0.0
0.0;0.0;37.0;2.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;24.0;0.0;0.0;0.0;0.0;0.0;25.0;False;0.0;0.0
0.0;0.0;22.0;2.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;13.0;0.0;0.0;0.0;0.0;0.0;14.0;False;0.0;0.0
0.0;0.0;26.0;2.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;17.0;0.0;0.0;0.0;0.0;0.0;18.0;False;0.0;0.0
0.0;0.0;31.0;2.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;18.0;0.0;0.0;0.0;0.0;0.0;19.0;False;0.0;0.0
0.0;0.0;33.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;28.0;0.0;0.0;0.0;0.0;0.0;29.0;False;0.0;0.0
0.0;0.0;9.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;7.0;0.0;0.0;0.0;0.0;0.0;8.0;False;0.0;0.0
0.0;0.0;9.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;7.0;0.0;0.0;0.0;0.0;0.0;8.0;False;0.0;0.0
0.0;0.0;9.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;7.0;0.0;0.0;0.0;0.0;0.0;8.0;False;0.0;0.0
0.0;0.0;10.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;7.0;0.0;0.0;0.0;0.0;0.0;8.0;False;0.0;0.0
0.0;0.0;41.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;35.0;0.0;0.0;0.0;0.0;0.0;36.0;False;0.0;0.0
0.0;0.0;15.0;2.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;7.0;0.0;0.0;0.0;0.0;0.0;8.0;False;0.0;0.0
0.0;0.0;9.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;7.0;0.0;0.0;0.0;0.0;0.0;8.0;False;0.0;0.0
0.0;0.0;12.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;9.0;0.0;0.0;0.0;0.0;0.0;10.0;False;0.0;0.0
0.0;0.0;26.0;2.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;15.0;0.0;0.0;0.0;0.0;0.0;16.0;False;0.0;0.0
0.0;0.0;26.0;2.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;16.0;0.0;0.0;0.0;0.0;0.0;17.0;False;0.0;0.0
0.0;0.0;29.0;2.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;17.0;0.0;0.0;0.0;0.0;0.0;18.0;False;0.0;0.0
0.0;0.0;22.0;2.0;1.0;3.0;1.0;0.0;0.0;0.0;0.0;0.0;12.0;0.0;0.0;0.0;0.0;0.0;13.0;False;0.0;0.0
0.0;0.0;23.0;2.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;13.0;0.0;0.0;0.0;0.0;0.0;14.0;False;0.0;0.0
0.0;0.0;23.0;2.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;13.0;0.0;0.0;0.0;0.0;0.0;14.0;False;0.0;0.0
0.0;0.0;23.0;2.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;13.0;0.0;0.0;0.0;0.0;0.0;14.0;False;0.0;0.0
0.0;0.0;23.0;2.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;13.0;0.0;0.0;0.0;0.0;0.0;14.0;False;0.0;0.0
0.0;0.0;34.0;2.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;16.0;0.0;0.0;0.0;0.0;0.0;18.0;False;0.0;0.0
0.0;0.0;27.0;2.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;14.0;0.0;0.0;0.0;0.0;0.0;16.0;False;0.0;0.0
0.0;0.0;24.0;2.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;12.0;0.0;0.0;0.0;0.0;0.0;14.0;False;0.0;0.0
0.0;0.0;23.0;2.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;13.0;0.0;0.0;0.0;0.0;0.0;14.0;False;0.0;0.0
0.0;0.0;20.0;2.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;11.0;0.0;0.0;0.0;0.0;0.0;12.0;False;0.0;0.0
0.0;0.0;22.0;2.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;12.0;0.0;0.0;0.0;0.0;0.0;13.0;False;0.0;0.0
0.0;0.0;29.0;2.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;17.0;0.0;0.0;0.0;0.0;0.0;18.0;False;0.0;0.0
0.0;0.0;23.0;2.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;14.0;0.0;0.0;0.0;0.0;0.0;15.0;False;0.0;0.0
0.0;0.0;29.0;2.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;17.0;0.0;0.0;0.0;0.0;0.0;18.0;False;0.0;0.0
0.0;0.0;22.0;2.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;12.0;0.0;0.0;0.0;0.0;0.0;13.0;False;0.0;0.0
0.0;0.0;34.0;2.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;23.0;0.0;0.0;0.0;0.0;0.0;24.0;False;0.0;0.0
0.0;0.0;28.0;2.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;16.0;0.0;0.0;0.0;0.0;0.0;17.0;False;0.0;0.0
0.0;0.0;22.0;2.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;12.0;0.0;0.0;0.0;0.0;0.0;13.0;False;0.0;0.0
0.0;0.0;25.0;2.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;16.0;0.0;0.0;0.0;0.0;0.0;17.0;False;0.0;0.0
0.0;0.0;26.0;2.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;15.0;0.0;0.0;0.0;0.0;0.0;16.0;False;0.0;0.0
0.0;0.0;34.0;2.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;24.0;0.0;0.0;0.0;0.0;0.0;25.0;False;0.0;0.0
0.0;0.0;19.0;2.0;0.0;3.0;1.0;0.0;0.0;0.0;0.0;0.0;10.0;0.0;0.0;0.0;0.0;0.0;11.0;False;0.0;0.0
0.0;0.0;28.0;2.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;15.0;0.0;0.0;0.0;0.0;0.0;16.0;False;0.0;0.0
0.0;0.0;32.0;2.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;18.0;0.0;0.0;0.0;0.0;0.0;19.0;False;0.0;0.0
0.0;0.0;33.0;2.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;19.0;0.0;0.0;0.0;0.0;0.0;20.0;False;0.0;0.0
0.0;0.0;29.0;2.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;17.0;0.0;0.0;0.0;0.0;0.0;18.0;False;0.0;0.0
0.0;0.0;29.0;2.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;17.0;0.0;0.0;0.0;0.0;0.0;18.0;False;0.0;0.0
0.0;0.0;29.0;2.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;17.0;0.0;0.0;0.0;0.0;0.0;18.0;False;0.0;0.0
0.0;0.0;45.0;2.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;22.0;0.0;0.0;0.0;0.0;0.0;23.0;False;0.0;0.0
0.0;0.0;9.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;7.0;0.0;0.0;0.0;0.0;0.0;8.0;False;0.0;0.0
0.0;0.0;27.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;16.0;0.0;0.0;0.0;0.0;0.0;17.0;False;0.0;0.0
0.0;0.0;49.0;3.0;0.0;3.0;1.0;0.0;0.0;0.0;0.0;0.0;24.0;0.0;0.0;0.0;0.0;0.0;25.0;False;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0
0.0;0.0;3.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0;False;0.0;0.0
0.0;0.0;3.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0;False;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0
0.0;2.0;69.0;18.0;0.0;6.0;1.0;168.0;6.0;451.0;19.0;0.0;34.0;0.0;4.0;0.0;0.0;5.0;37.0;False;194.0;0.0
0.0;0.0;67.0;18.0;0.0;6.0;1.0;0.0;0.0;0.0;0.0;0.0;34.0;0.0;0.0;0.0;0.0;0.0;37.0;False;0.0;0.0
0.0;0.0;68.0;18.0;0.0;6.0;1.0;0.0;0.0;0.0;0.0;0.0;34.0;0.0;0.0;0.0;0.0;0.0;37.0;False;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0
0.0;1.0;42.0;2.0;0.0;2.0;1.0;107.0;6.0;269.0;12.0;0.0;18.0;0.0;5.0;0.0;0.0;2.0;19.0;False;127.0;0.0
0.0;0.0;14.0;2.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;7.0;False;0.0;0.0
0.0;0.0;33.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;28.0;0.0;0.0;0.0;0.0;0.0;29.0;False;0.0;0.0
0.0;0.0;41.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;35.0;0.0;0.0;0.0;0.0;0.0;36.0;False;0.0;0.0
0.0;0.0;36.0;4.0;0.0;3.0;1.0;0.0;0.0;0.0;0.0;0.0;10.0;0.0;0.0;0.0;0.0;0.0;12.0;False;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0
0.0;0.0;32.0;2.0;0.0;2.0;1.0;32.0;2.0;169.0;13.0;0.0;13.0;0.0;2.0;0.0;0.0;1.0;14.0;False;49.0;0.0
0.0;0.0;3.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0;False;0.0;0.0
0.0;0.0;15.0;2.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;0.0;0.0;0.0;0.0;0.0;8.0;False;0.0;0.0
3.0;0.0;3.0;0.0;0.0;1.0;1.0;18.0;4.0;101.0;5.0;0.0;1.0;0.0;1.0;0.0;0.0;2.0;2.0;False;25.0;0.0
0.0;0.0;9.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;4.0;False;0.0;0.0
0.0;0.0;20.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;6.0;False;0.0;0.0
0.0;1.0;5.0;0.0;0.0;1.0;1.0;194.0;21.0;674.0;20.0;0.0;3.0;0.0;20.0;0.0;0.0;5.0;4.0;False;219.0;0.0
0.0;0.0;29.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;8.0;0.0;0.0;0.0;0.0;0.0;9.0;False;0.0;0.0
0.0;0.0;25.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;6.0;0.0;0.0;0.0;0.0;0.0;7.0;False;0.0;0.0
0.0;0.0;26.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;8.0;0.0;0.0;0.0;0.0;0.0;9.0;False;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0
0.0;0.0;25.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;8.0;0.0;0.0;0.0;0.0;0.0;9.0;False;0.0;0.0
0.0;0.0;23.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;8.0;0.0;0.0;0.0;0.0;0.0;9.0;False;0.0;0.0
0.0;0.0;21.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;7.0;0.0;0.0;0.0;0.0;0.0;8.0;False;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0
0.0;0.0;27.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;13.0;0.0;0.0;0.0;0.0;0.0;14.0;False;0.0;0.0
0.0;0.0;26.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;15.0;0.0;0.0;0.0;0.0;0.0;16.0;False;0.0;0.0
0.0;0.0;15.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;6.0;0.0;0.0;0.0;0.0;0.0;7.0;False;0.0;0.0
0.0;0.0;18.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;7.0;0.0;0.0;0.0;0.0;0.0;8.0;False;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0
0.0;0.0;13.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;6.0;False;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0
0.0;0.0;17.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;8.0;0.0;0.0;0.0;0.0;0.0;9.0;False;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0
0.0;0.0;5.0;0.0;0.0;1.0;1.0;4.0;21.0;688.0;1.0;0.0;3.0;0.0;21.0;0.0;0.0;6.0;4.0;False;249.0;0.0
0.0;0.0;24.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;7.0;0.0;0.0;0.0;0.0;0.0;8.0;False;0.0;0.0
0.0;0.0;26.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;10.0;0.0;0.0;0.0;0.0;0.0;11.0;False;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0
0.0;0.0;35.0;2.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;11.0;0.0;0.0;0.0;0.0;0.0;12.0;False;0.0;0.0
0.0;0.0;35.0;2.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;14.0;0.0;0.0;0.0;0.0;0.0;15.0;False;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0
0.0;0.0;16.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;7.0;0.0;0.0;0.0;0.0;0.0;8.0;False;0.0;0.0
0.0;0.0;16.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;7.0;0.0;0.0;0.0;0.0;0.0;8.0;False;0.0;0.0
0.0;0.0;17.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;8.0;0.0;0.0;0.0;0.0;0.0;9.0;False;0.0;0.0
0.0;0.0;19.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;9.0;0.0;0.0;0.0;0.0;0.0;10.0;False;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0
0.0;0.0;12.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;6.0;False;0.0;0.0
0.0;0.0;19.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;7.0;0.0;0.0;0.0;0.0;0.0;8.0;False;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0
0.0;0.0;18.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;6.0;False;0.0;0.0
0.0;1.0;5.0;0.0;0.0;1.0;1.0;147.0;16.0;580.0;17.0;0.0;3.0;0.0;15.0;0.0;0.0;4.0;4.0;False;170.0;0.0
0.0;0.0;19.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;6.0;0.0;0.0;0.0;0.0;0.0;7.0;False;0.0;0.0
0.0;0.0;25.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;9.0;0.0;0.0;0.0;0.0;0.0;10.0;False;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0
0.0;0.0;15.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;7.0;0.0;0.0;0.0;0.0;0.0;8.0;False;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0
0.0;0.0;26.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;13.0;0.0;0.0;0.0;0.0;0.0;14.0;False;0.0;0.0
0.0;0.0;26.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;13.0;0.0;0.0;0.0;0.0;0.0;14.0;False;0.0;0.0
0.0;0.0;15.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;6.0;0.0;0.0;0.0;0.0;0.0;7.0;False;0.0;0.0
0.0;0.0;18.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;7.0;0.0;0.0;0.0;0.0;0.0;8.0;False;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0
0.0;0.0;13.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;6.0;False;0.0;0.0
0.0;0.0;19.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;7.0;0.0;0.0;0.0;0.0;0.0;8.0;False;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0
0.0;0.0;5.0;0.0;0.0;1.0;1.0;211.0;21.0;641.0;19.0;0.0;3.0;0.0;21.0;0.0;0.0;6.0;4.0;False;237.0;0.0
0.0;0.0;19.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;6.0;False;0.0;0.0
0.0;0.0;20.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;8.0;0.0;0.0;0.0;0.0;0.0;9.0;False;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0
0.0;0.0;26.0;2.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;9.0;0.0;0.0;0.0;0.0;0.0;10.0;False;0.0;0.0
0.0;0.0;29.0;2.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;12.0;0.0;0.0;0.0;0.0;0.0;13.0;False;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0
0.0;0.0;18.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;8.0;0.0;0.0;0.0;0.0;0.0;9.0;False;0.0;0.0
0.0;0.0;19.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;8.0;0.0;0.0;0.0;0.0;0.0;9.0;False;0.0;0.0
0.0;0.0;18.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;8.0;0.0;0.0;0.0;0.0;0.0;9.0;False;0.0;0.0
0.0;0.0;20.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;9.0;0.0;0.0;0.0;0.0;0.0;10.0;False;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0
0.0;0.0;13.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;6.0;False;0.0;0.0
0.0;0.0;4.0;0.0;0.0;1.0;1.0;4.0;0.0;0.0;1.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;3.0;False;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0
0.0;0.0;21.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;6.0;False;0.0;0.0
0.0;0.0;19.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;5.0;False;0.0;0.0
0.0;0.0;19.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;5.0;False;0.0;0.0
0.0;0.0;3.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0;False;0.0;0.0
0.0;4.0;5.0;0.0;0.0;1.0;1.0;248.0;32.0;879.0;17.0;0.0;3.0;0.0;28.0;0.0;0.0;4.0;4.0;False;268.0;0.0
0.0;0.0;21.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;6.0;False;0.0;0.0
