NumberOfAssignments_75%;RFC_50%;LOCMethod_CK_count;NumberOfVariables_min;NumberOfStringLiterals_mean;NumberOfLambdas_50%;NumberOfLambdas_mean;NumberOfModifiers_mean;LOCMethod_CK_25%;NumberOfParameters_CK_mean;NumberOfInnerClasses_mean;WMC_CK_mean;NumberOfMathOperations_75%;NumberOfParenthesizedExps_max;NumberOfStringLiterals_min;NumberOfComparisons_min;NumberOfLogStatements_max;NumberOfStringLiterals_std;NumberOfModifiers_min;LOCMethod_CK_50%;NumberOfLoops_50%;NumberOfParameters_CK_75%;NumberOfLogStatements_75%;NumberOfLogStatements_25%;NumberOfAssignments_min;NumberOfParenthesizedExps_std;NumberOfAnonymousClasses_75%;NumberOfAssignments_50%;CBO_count;NumberOfLambdas_count;NumberOfLoops_75%;NumberOfLoops_25%;MaxNumberOfNestedBlocks_75%;NumberOfMathOperations_25%;NumberOfModifiers_count;LOCMethod_CK_75%;NumberOfMathOperations_count;NumberOfAssignments_mean;NumberOfUniqueWords_min;NumberOfStringLiterals_count;MaxNumberOfNestedBlocks_50%;NumberOfLoops_min;NumberOfStringLiterals_75%;NumberOfUniqueWords_75%;NumberOfInnerClasses_75%;MaxNumberOfNestedBlocks_mean;NumberOfComparisons_count;NumberOfStringLiterals_max;NumberOfComparisons_mean;Returns_mean;RFC_mean;NumberOfMathOperations_max;NumberOfParameters_CK_count;IsConstructor_count;NumberOfLoops_count;CBO_max;NumberOfNumbers_min;NumberOfAnonymousClasses_50%;NumberOfMathOperations_min;NumberOfVariables_75%;NumberOfLogStatements_std;NumberOfUniqueWords_25%;NumberOfModifiers_75%;NumberOfAssignments_max;NumberOfLogStatements_50%;Returns_min;LOCMethod_CK_std;NumberOfNumbers_75%;NumberOfTryCatch_count;NumberOfVariables_50%;Returns_75%;NumberOfTryCatch_75%;NumberOfUniqueWords_mean;NumberOfParenthesizedExps_50%;NumberOfTryCatch_max;NumberOfModifiers_50%;Bugged;NumberOfNumbers_25%;CBO_std;LOCMethod_CK_mean;NumberOfUniqueWords_50%;NumberOfMathOperations_std;NumberOfLogStatements_count;RFC_count;NumberOfAnonymousClasses_count;NumberOfModifiers_25%;MaxNumberOfNestedBlocks_std;NumberOfInnerClasses_min;NumberOfTryCatch_min;NumberOfNumbers_50%;NumberOfAssignments_25%;NumberOfParameters_CK_min;NumberOfUniqueWords_max;NumberOfParameters_CK_std;CBO_25%;NumberOfComparisons_50%;Returns_max;WMC_CK_std;MaxNumberOfNestedBlocks_25%;NumberOfTryCatch_mean;NumberOfAnonymousClasses_25%;NumberOfLogStatements_mean;NumberOfAnonymousClasses_mean;NumberOfParameters_CK_max;NumberOfLambdas_75%;WMC_CK_25%;NumberOfParameters_CK_25%;CBO_mean;NumberOfAssignments_count;CBO_75%;NumberOfAnonymousClasses_std;NumberOfLambdas_max;WMC_CK_max;RFC_75%;NumberOfLambdas_min;NumberOfVariables_25%;MaxNumberOfNestedBlocks_count;NumberOfModifiers_max;NumberOfUniqueWords_std;NumberOfLoops_max;NumberOfNumbers_std;RFC_max;NumberOfInnerClasses_25%;NumberOfStringLiterals_50%;NumberOfStringLiterals_25%;MaxNumberOfNestedBlocks_min;Returns_25%;NumberOfInnerClasses_50%;CBO_min;NumberOfLoops_std;NumberOfInnerClasses_std;NumberOfNumbers_max;NumberOfParameters_CK_50%;WMC_CK_50%;MaxNumberOfNestedBlocks_max;Returns_std;IsConstructor_freq;Returns_count;NumberOfNumbers_mean;WMC_CK_count;WMC_CK_min;NumberOfMathOperations_50%;NumberOfLogStatements_min;NumberOfParenthesizedExps_count;NumberOfVariables_count;NumberOfInnerClasses_max;NumberOfComparisons_std;CBO_50%;WMC_CK_75%;NumberOfAnonymousClasses_max;NumberOfComparisons_25%;NumberOfInnerClasses_count;IsConstructor_unique;NumberOfComparisons_max;NumberOfTryCatch_25%;NumberOfLoops_mean;NumberOfParenthesizedExps_75%;NumberOfTryCatch_std;NumberOfVariables_mean;LOCMethod_CK_max;NumberOfUniqueWords_count;NumberOfVariables_max;NumberOfMathOperations_mean;NumberOfComparisons_75%;NumberOfParenthesizedExps_min;NumberOfVariables_std;NumberOfParenthesizedExps_25%;Returns_50%;NumberOfParenthesizedExps_mean;NumberOfLambdas_25%;LOCMethod_CK_min;NumberOfNumbers_count;NumberOfTryCatch_50%;NumberOfModifiers_std;NumberOfAnonymousClasses_min;RFC_min;RFC_25%;IsConstructor_top;NumberOfLambdas_std;RFC_std;NumberOfAssignments_std
3.0;1.0;9.0;0.0;3.555555555555556;0.0;0.0;9.888888888888891;6.0;1.4444444444444444;0.0;5.888888888888888;0.0;0.0;1.0;0.0;0.0;3.3952581312438928;9.0;11.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;2.0;9.0;9.0;1.0;0.0;3.0;0.0;9.0;23.0;9.0;3.2222222222222223;17.0;9.0;2.0;0.0;2.0;31.0;0.0;2.2222222222222223;9.0;10.0;1.1111111111111112;3.555555555555556;2.555555555555556;0.0;9.0;9.0;9.0;5.0;0.0;0.0;0.0;3.0;0.0;17.0;10.0;13.0;0.0;2.0;14.4952099367726;4.0;9.0;2.0;4.0;0.0;24.222222222222218;0.0;0.0;10.0;False;1.0;1.7400510848184252;16.88888888888889;22.0;0.0;9.0;9.0;9.0;10.0;1.6414763002993509;0.0;0.0;2.0;0.0;1.0;37.0;0.5270462766947299;1.0;0.0;9.0;4.648775226993784;1.0;0.0;0.0;0.0;0.0;2.0;0.0;3.0;1.0;2.4444444444444446;9.0;4.0;0.0;0.0;14.0;3.0;0.0;0.0;9.0;10.0;7.965202096899014;4.0;1.481365736219265;11.0;0.0;2.0;2.0;1.0;2.0;0.0;1.0;1.5365907428821484;0.0;4.0;1.0;3.0;6.0;2.455153310442706;9.0;9.0;2.2222222222222223;9.0;2.0;0.0;0.0;9.0;9.0;0.0;1.6914819275153703;1.0;8.0;0.0;0.0;9.0;1.0;5.0;0.0;0.8888888888888888;0.0;0.0;2.333333333333333;42.0;9.0;9.0;0.0;2.0;0.0;3.0413812651491097;0.0;2.0;0.0;0.0;6.0;9.0;0.0;0.33333333333333337;0.0;1.0;1.0;False;0.0;3.2829526005987013;4.65772953749404
0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;0.0;0.0;0.0;0.0;2.0;1.0;2.0;0.0;5.0;2.0;0.0;0.0;0.0;8.75;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;6.25;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;7.5;0.0;0.0;0.0;False;0.0;0.0;1.0;7.5;0.0;2.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;2.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;2.0;0.0;3.5355339059327378;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;2.0;2.0;0.0;2.0;1.0;0.0;0.0;2.0;2.0;0.0;0.0;0.0;1.0;0.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0
0.0;2.0;2.0;0.0;0.0;0.0;0.0;4.0;4.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;0.0;0.0;0.0;0.0;2.0;4.0;2.0;0.0;6.0;2.0;0.0;0.0;0.0;6.0;0.0;0.0;2.0;0.0;0.0;0.0;2.0;0.0;2.0;2.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;6.0;4.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;6.0;0.0;0.0;4.0;False;0.0;0.0;4.0;6.0;0.0;2.0;2.0;2.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;2.0;1.0;0.0;0.0;1.0;2.0;0.0;0.0;2.0;4.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;2.0;2.0;0.0;2.0;1.0;0.0;0.0;2.0;2.0;0.0;0.0;1.0;1.0;0.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;2.0;0.0;0.0;0.0;2.0;2.0;False;0.0;0.0;0.0
0.75;1.5;2.0;0.0;0.0;0.0;0.0;1.0;3.25;1.5;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;3.5;0.0;1.75;0.0;0.0;0.0;0.0;0.0;0.5;2.0;2.0;0.0;0.0;0.0;0.0;2.0;3.75;2.0;0.5;9.0;2.0;0.0;0.0;0.0;14.25;0.0;0.0;2.0;0.0;0.0;0.0;1.5;0.0;2.0;2.0;2.0;4.0;0.0;0.0;0.0;0.0;0.0;10.75;1.0;1.0;0.0;0.0;0.7071067811865476;0.0;2.0;0.0;0.0;0.0;12.5;0.0;0.0;1.0;False;0.0;2.1213203435596424;3.5;12.5;0.0;2.0;2.0;2.0;1.0;0.0;0.0;0.0;0.0;0.25;1.0;16.0;0.7071067811865476;1.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;1.0;1.25;2.5;2.0;3.25;0.0;0.0;1.0;1.75;0.0;0.0;2.0;1.0;4.949747468305833;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.5;1.0;0.0;0.0;1.0;2.0;0.0;2.0;1.0;0.0;0.0;2.0;2.0;0.0;0.0;2.5;1.0;0.0;0.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;2.0;0.0;0.0;0.0;1.0;1.25;True;0.0;0.7071067811865476;0.7071067811865476
9.25;1.5;6.0;0.0;0.3333333333333333;0.0;0.0;1.0;3.0;0.6666666666666666;0.0;6.0;0.0;0.0;0.0;0.0;0.0;0.8164965809277259;1.0;9.5;0.5;1.0;0.0;0.0;0.0;0.0;0.0;3.5;6.0;6.0;1.75;0.0;2.75;0.0;6.0;23.5;6.0;5.5;9.0;6.0;1.0;0.0;0.0;22.25;0.0;1.5;6.0;2.0;1.0;2.1666666666666665;6.166666666666668;0.0;6.0;6.0;6.0;5.0;0.0;0.0;0.0;5.25;0.0;11.25;1.0;16.0;0.0;0.0;25.768197453450252;1.5;6.0;1.5;1.75;0.0;17.5;0.0;0.0;1.0;False;0.0;2.041241452319315;20.0;13.0;0.0;6.0;6.0;6.0;1.0;1.760681686165901;0.0;0.0;0.0;0.0;0.0;34.0;0.8164965809277259;0.0;0.0;8.0;7.974960814950753;0.0;0.0;0.0;0.0;0.0;2.0;0.0;1.0;0.0;1.1666666666666667;6.0;1.5;0.0;0.0;21.0;5.25;0.0;0.0;6.0;1.0;9.85393322486001;4.0;1.0327955589886446;28.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.6020819787597218;0.0;2.0;0.5;2.0;4.0;2.9268868558020253;5.0;6.0;0.6666666666666666;6.0;1.0;0.0;0.0;6.0;6.0;0.0;2.0;0.0;7.5;0.0;0.0;6.0;2.0;5.0;0.0;1.1666666666666667;0.0;0.0;3.8333333333333335;69.0;6.0;14.0;0.0;0.75;0.0;5.528712930390459;0.0;1.0;0.0;0.0;3.0;6.0;0.0;0.0;0.0;0.0;0.0;False;0.0;10.962055768270233;6.6858058601787125
0.5;0.0;8.0;0.0;0.125;0.0;0.0;1.0;3.0;0.5;0.0;1.75;0.0;0.0;0.0;0.0;0.0;0.3535533905932738;1.0;3.0;0.0;0.25;0.0;0.0;0.0;0.0;0.0;0.0;8.0;8.0;0.0;0.0;0.25;0.0;8.0;4.0;8.0;0.625;6.0;8.0;0.0;0.0;0.0;15.25;0.0;0.25;8.0;1.0;0.5;0.875;0.625;0.0;8.0;8.0;8.0;2.0;0.0;0.0;0.0;0.0;0.0;6.75;1.0;3.0;0.0;0.0;2.1001700611413083;1.0;8.0;0.0;1.0;0.0;10.625;0.0;0.0;1.0;False;0.0;0.6408699444616557;4.125;8.5;0.0;8.0;8.0;8.0;1.0;0.4629100498862757;0.0;0.0;0.0;0.0;0.0;18.0;1.0690449676496976;0.75;0.0;1.0;1.7525491637693282;0.0;0.0;0.0;0.0;0.0;3.0;0.0;1.0;0.0;0.875;8.0;1.0;0.0;0.0;6.0;1.25;0.0;0.0;8.0;1.0;4.955156044825574;1.0;0.7559289460184544;2.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.3535533905932738;0.0;2.0;0.0;1.0;1.0;0.3535533905932738;7.0;8.0;0.5;8.0;1.0;0.0;0.0;8.0;8.0;0.0;1.4142135623730951;1.0;1.25;0.0;0.0;8.0;2.0;4.0;0.0;0.125;0.0;0.0;0.125;8.0;8.0;1.0;0.0;0.0;0.0;0.3535533905932738;0.0;1.0;0.0;0.0;3.0;8.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.9161253813129044;1.1877349391654208
1.25;0.0;4.0;0.0;0.0;0.0;0.0;1.0;3.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;3.0;0.0;1.25;0.0;0.0;0.0;0.0;0.0;1.0;4.0;4.0;0.0;0.0;0.0;0.0;4.0;3.25;4.0;1.0;6.0;4.0;0.0;0.0;0.0;7.5;0.0;0.0;4.0;0.0;0.0;0.25;0.0;0.0;4.0;4.0;4.0;1.0;0.0;0.0;0.0;0.0;0.0;6.0;1.0;2.0;0.0;0.0;0.5;0.0;4.0;0.0;0.25;0.0;7.5;0.0;0.0;1.0;False;0.0;0.5773502691896257;3.25;6.0;0.0;4.0;4.0;4.0;1.0;0.0;0.0;0.0;0.0;0.75;0.0;12.0;0.8164965809277259;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;1.0;0.75;0.5;4.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;4.0;1.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.5;3.0;4.0;0.0;4.0;1.0;0.0;0.0;4.0;4.0;0.0;0.0;0.5;1.0;0.0;0.0;4.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;4.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.8164965809277259
0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;19.0;1.0;0.0;0.0;0.0;19.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;19.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;19.0;0.0;0.0;0.0;False;0.0;0.0;1.0;19.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;19.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0
0.0;0.0;22.0;0.0;0.0;0.0;0.0;0.0;1.0;0.2272727272727273;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;22.0;22.0;0.0;0.0;0.0;0.0;22.0;1.0;22.0;0.0;6.0;22.0;0.0;0.0;0.0;18.75;0.0;0.0;22.0;0.0;0.0;0.0;0.0;0.0;22.0;22.0;22.0;1.0;0.0;0.0;0.0;0.0;0.0;9.25;0.0;0.0;0.0;0.0;0.0;0.0;22.0;0.0;0.0;0.0;13.863636363636365;0.0;0.0;0.0;False;0.0;0.4767312946227962;1.0;12.5;0.0;22.0;22.0;22.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;26.0;0.5284134548067253;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;1.0;0.0;0.3181818181818182;22.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;22.0;0.0;5.650920317337737;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;22.0;22.0;0.0;22.0;1.0;0.0;0.0;22.0;22.0;0.0;0.0;0.0;1.0;0.0;0.0;22.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;22.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;22.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0
0.0;0.0;7.0;0.0;0.0;0.0;0.0;0.0;1.0;0.42857142857142855;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;7.0;7.0;0.0;0.0;0.0;0.0;7.0;1.0;7.0;0.0;6.0;7.0;0.0;0.0;0.0;7.0;0.0;0.0;7.0;0.0;0.0;0.0;0.0;0.0;7.0;7.0;7.0;1.0;0.0;0.0;0.0;0.0;0.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0;7.0;0.0;0.0;0.0;6.571428571428571;0.0;0.0;0.0;False;0.0;0.4879500364742666;1.0;6.0;0.0;7.0;7.0;7.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.0;0.5345224838248487;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.7142857142857143;7.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;7.0;0.0;0.7867957924694432;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;7.0;7.0;0.0;7.0;1.0;0.0;0.0;7.0;7.0;0.0;0.0;1.0;1.0;0.0;0.0;7.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;7.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;7.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0
0.0;0.0;42.0;0.0;0.0;0.0;0.0;0.2380952380952381;1.0;0.4761904761904762;0.0;1.0714285714285714;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;42.0;42.0;0.0;0.0;0.0;0.0;42.0;1.0;42.0;0.0;4.0;42.0;0.0;0.0;0.0;12.0;0.0;0.023809523809523808;42.0;0.0;0.0;0.11904761904761905;0.0;0.0;42.0;42.0;42.0;2.0;0.0;0.0;0.0;0.0;0.0;7.0;0.0;0.0;0.0;0.0;1.717742353236424;0.0;42.0;0.0;0.0;0.0;10.547619047619047;0.0;0.0;0.0;False;0.0;0.5474043916011735;1.3095238095238095;10.0;0.0;42.0;42.0;42.0;0.0;0.15430334996209188;0.0;0.0;0.0;0.0;0.0;28.0;0.5054867366041313;0.0;0.0;4.0;0.4629100498862759;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.5714285714285714;42.0;1.0;0.0;0.0;4.0;0.0;0.0;0.0;42.0;9.0;4.543568925750216;0.0;0.4629100498862758;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;1.0;1.0;0.6325473452782671;42.0;42.0;0.07142857142857142;42.0;1.0;0.0;0.0;42.0;42.0;0.0;0.0;1.0;1.0;0.0;0.0;42.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;12.0;42.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;42.0;0.0;1.3935307641772674;0.0;0.0;0.0;False;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0
0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;0.0;0.0;0.0;0.0;2.0;1.0;2.0;0.0;10.0;2.0;0.0;0.0;0.0;10.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;10.0;0.0;0.0;0.0;False;0.0;0.7071067811865476;1.0;10.0;0.0;2.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0;0.0;0.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.5;2.0;0.75;0.0;0.0;1.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;2.0;2.0;0.0;2.0;1.0;0.0;0.0;2.0;2.0;0.0;0.0;0.5;1.0;0.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0
0.0;0.0;44.0;0.0;0.0;0.0;0.0;0.0;1.0;0.4545454545454545;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;44.0;44.0;0.0;0.0;0.0;0.0;44.0;1.0;44.0;0.0;6.0;44.0;0.0;0.0;0.0;21.0;0.0;0.0;44.0;0.0;0.0;0.0;0.0;0.0;44.0;44.0;44.0;1.0;0.0;0.0;0.0;0.0;0.0;11.75;0.0;0.0;0.0;0.0;0.0;0.0;44.0;0.0;0.0;0.0;16.227272727272727;0.0;0.0;0.0;False;0.0;0.4925448434741561;1.0;15.0;0.0;44.0;44.0;44.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;29.0;0.5036862005093146;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.3863636363636364;44.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;44.0;0.0;6.072674734869139;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;44.0;44.0;0.0;44.0;1.0;0.0;0.0;44.0;44.0;0.0;0.0;0.0;1.0;0.0;0.0;44.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;44.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;44.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0
0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;10.0;1.0;0.0;0.0;0.0;10.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;10.0;0.0;0.0;0.0;False;0.0;0.0;1.0;10.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0
