NumberOfAssignments_75%;RFC_50%;LOCMethod_CK_count;NumberOfVariables_min;NumberOfStringLiterals_mean;NumberOfLambdas_50%;NumberOfLambdas_mean;NumberOfModifiers_mean;LOCMethod_CK_25%;NumberOfParameters_CK_mean;NumberOfInnerClasses_mean;WMC_CK_mean;NumberOfMathOperations_75%;NumberOfParenthesizedExps_max;NumberOfStringLiterals_min;NumberOfComparisons_min;NumberOfLogStatements_max;NumberOfStringLiterals_std;NumberOfModifiers_min;LOCMethod_CK_50%;NumberOfLoops_50%;NumberOfParameters_CK_75%;NumberOfLogStatements_75%;NumberOfLogStatements_25%;NumberOfAssignments_min;NumberOfParenthesizedExps_std;NumberOfAnonymousClasses_75%;NumberOfAssignments_50%;CBO_count;NumberOfLambdas_count;NumberOfLoops_75%;NumberOfLoops_25%;MaxNumberOfNestedBlocks_75%;NumberOfMathOperations_25%;NumberOfModifiers_count;LOCMethod_CK_75%;NumberOfMathOperations_count;NumberOfAssignments_mean;NumberOfUniqueWords_min;NumberOfStringLiterals_count;MaxNumberOfNestedBlocks_50%;NumberOfLoops_min;NumberOfStringLiterals_75%;NumberOfUniqueWords_75%;NumberOfInnerClasses_75%;MaxNumberOfNestedBlocks_mean;NumberOfComparisons_count;NumberOfStringLiterals_max;NumberOfComparisons_mean;Returns_mean;RFC_mean;NumberOfMathOperations_max;NumberOfParameters_CK_count;IsConstructor_count;NumberOfLoops_count;CBO_max;NumberOfNumbers_min;NumberOfAnonymousClasses_50%;NumberOfMathOperations_min;NumberOfVariables_75%;NumberOfLogStatements_std;NumberOfUniqueWords_25%;NumberOfModifiers_75%;NumberOfAssignments_max;NumberOfLogStatements_50%;Returns_min;LOCMethod_CK_std;NumberOfNumbers_75%;NumberOfTryCatch_count;NumberOfVariables_50%;Returns_75%;NumberOfTryCatch_75%;NumberOfUniqueWords_mean;NumberOfParenthesizedExps_50%;NumberOfTryCatch_max;NumberOfModifiers_50%;Bugged;NumberOfNumbers_25%;CBO_std;LOCMethod_CK_mean;NumberOfUniqueWords_50%;NumberOfMathOperations_std;NumberOfLogStatements_count;RFC_count;NumberOfAnonymousClasses_count;NumberOfModifiers_25%;MaxNumberOfNestedBlocks_std;NumberOfInnerClasses_min;NumberOfTryCatch_min;NumberOfNumbers_50%;NumberOfAssignments_25%;NumberOfParameters_CK_min;NumberOfUniqueWords_max;NumberOfParameters_CK_std;CBO_25%;NumberOfComparisons_50%;Returns_max;WMC_CK_std;MaxNumberOfNestedBlocks_25%;NumberOfTryCatch_mean;NumberOfAnonymousClasses_25%;NumberOfLogStatements_mean;NumberOfAnonymousClasses_mean;NumberOfParameters_CK_max;NumberOfLambdas_75%;WMC_CK_25%;NumberOfParameters_CK_25%;CBO_mean;NumberOfAssignments_count;CBO_75%;NumberOfAnonymousClasses_std;NumberOfLambdas_max;WMC_CK_max;RFC_75%;NumberOfLambdas_min;NumberOfVariables_25%;MaxNumberOfNestedBlocks_count;NumberOfModifiers_max;NumberOfUniqueWords_std;NumberOfLoops_max;NumberOfNumbers_std;RFC_max;NumberOfInnerClasses_25%;NumberOfStringLiterals_50%;NumberOfStringLiterals_25%;MaxNumberOfNestedBlocks_min;Returns_25%;NumberOfInnerClasses_50%;CBO_min;NumberOfLoops_std;NumberOfInnerClasses_std;NumberOfNumbers_max;NumberOfParameters_CK_50%;WMC_CK_50%;MaxNumberOfNestedBlocks_max;Returns_std;IsConstructor_freq;Returns_count;NumberOfNumbers_mean;WMC_CK_count;WMC_CK_min;NumberOfMathOperations_50%;NumberOfLogStatements_min;NumberOfParenthesizedExps_count;NumberOfVariables_count;NumberOfInnerClasses_max;NumberOfComparisons_std;CBO_50%;WMC_CK_75%;NumberOfAnonymousClasses_max;NumberOfComparisons_25%;NumberOfInnerClasses_count;IsConstructor_unique;NumberOfComparisons_max;NumberOfTryCatch_25%;NumberOfLoops_mean;NumberOfParenthesizedExps_75%;NumberOfTryCatch_std;NumberOfVariables_mean;LOCMethod_CK_max;NumberOfUniqueWords_count;NumberOfVariables_max;NumberOfMathOperations_mean;NumberOfComparisons_75%;NumberOfParenthesizedExps_min;NumberOfVariables_std;NumberOfParenthesizedExps_25%;Returns_50%;NumberOfParenthesizedExps_mean;NumberOfLambdas_25%;LOCMethod_CK_min;NumberOfNumbers_count;NumberOfTryCatch_50%;NumberOfModifiers_std;NumberOfAnonymousClasses_min;RFC_min;RFC_25%;IsConstructor_top;NumberOfLambdas_std;RFC_std;NumberOfAssignments_std
0.0;1.0;1.0;0.0;0.0;0.0;0.0;9.0;8.0;1.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;9.0;8.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;8.0;1.0;0.0;20.0;1.0;1.0;0.0;0.0;20.0;0.0;1.0;1.0;0.0;0.0;2.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;20.0;9.0;0.0;0.0;2.0;0.0;0.0;1.0;0.0;2.0;1.0;20.0;0.0;1.0;9.0;False;0.0;0.0;8.0;20.0;0.0;1.0;1.0;1.0;9.0;0.0;0.0;1.0;0.0;0.0;1.0;20.0;0.0;0.0;0.0;2.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;2.0;1.0;0.0;1.0;0.0;0.0;0.0;2.0;1.0;0.0;0.0;1.0;9.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;2.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;1.0;0.0;1.0;1.0;0.0;1.0;2.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;2.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;8.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;8.0;1.0;1.0;0.0;0.0;1.0;1.0;False;0.0;0.0;0.0
2.5;1.0;11.0;0.0;1.818181818181818;0.0;0.0;1.7272727272727273;3.0;0.09090909090909093;0.0;3.272727272727273;0.0;0.0;0.0;0.0;0.0;3.655630775069655;1.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;11.0;11.0;0.0;0.0;1.0;0.0;11.0;15.5;11.0;3.1818181818181817;4.0;11.0;0.0;0.0;2.0;16.0;0.0;0.5454545454545454;11.0;12.0;0.2727272727272727;0.9090909090909092;3.0909090909090913;5.0;11.0;11.0;11.0;15.0;0.0;0.0;0.0;1.5;0.0;7.5;1.0;22.0;0.0;0.0;17.307906758578184;0.0;11.0;0.0;1.0;0.0;13.272727272727273;0.0;0.0;1.0;False;0.0;5.564497853682429;12.181818181818182;10.0;1.5075567228888185;11.0;11.0;11.0;1.0;0.9341987329938276;0.0;0.0;0.0;0.0;0.0;42.0;0.30151134457776363;0.0;0.0;2.0;4.900834808293563;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;2.8181818181818183;11.0;1.0;0.0;0.0;17.0;4.0;0.0;0.0;11.0;8.0;10.469870191085553;6.0;1.5075567228888185;17.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.804035879506129;0.0;5.0;0.0;1.0;2.0;0.5393598899705937;11.0;11.0;0.4545454545454545;11.0;1.0;0.0;0.0;11.0;11.0;0.0;0.4670993664969138;0.0;2.5;0.0;0.0;11.0;1.0;1.0;0.0;0.6363636363636364;0.0;0.0;2.5454545454545454;60.0;11.0;22.0;0.5454545454545454;0.5;0.0;6.532436549460488;0.0;1.0;0.0;0.0;3.0;11.0;0.0;2.101947149236112;0.0;0.0;0.0;False;0.0;5.1856445202991965;6.7054929992981425
1.0;0.0;1.0;1.0;24.0;0.0;0.0;9.0;4.0;0.0;0.0;1.0;0.0;0.0;24.0;0.0;0.0;0.0;9.0;4.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;4.0;1.0;1.0;21.0;1.0;0.0;0.0;24.0;21.0;0.0;0.0;1.0;24.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;20.0;0.0;0.0;0.0;1.0;0.0;21.0;9.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;21.0;0.0;0.0;9.0;False;0.0;0.0;4.0;21.0;0.0;1.0;1.0;1.0;9.0;0.0;0.0;0.0;0.0;1.0;0.0;21.0;0.0;20.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;20.0;1.0;20.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;9.0;0.0;0.0;0.0;0.0;0.0;24.0;24.0;0.0;1.0;0.0;20.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;20.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;4.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;4.0;1.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0
2.75;1.0;10.0;0.0;1.3;0.0;0.0;1.8;3.0;0.1;0.0;2.4;0.0;1.0;0.0;0.0;0.0;2.2135943621178655;1.0;3.0;0.0;0.0;0.0;0.0;0.0;0.31622776601683794;0.0;0.0;10.0;10.0;0.0;0.0;1.5;0.0;10.0;13.75;10.0;2.0;6.0;10.0;0.0;0.0;2.25;17.75;0.0;0.6;10.0;6.0;0.6;0.9;2.1;5.0;10.0;10.0;10.0;4.0;0.0;0.0;0.0;1.75;0.0;8.25;1.0;8.0;0.0;0.0;8.949860334105777;0.0;10.0;0.0;1.0;0.0;12.7;0.0;0.0;1.0;False;0.0;1.2516655570345725;9.1;10.5;1.5811388300841898;10.0;10.0;10.0;1.0;0.9660917830792958;0.0;0.0;0.0;0.0;0.0;22.0;0.31622776601683794;0.0;0.0;2.0;2.3664319132398464;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.7;10.0;1.0;0.0;0.0;8.0;2.75;0.0;0.0;10.0;8.0;5.735852159879996;3.0;1.5811388300841898;9.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.9660917830792959;0.0;5.0;0.0;1.0;2.0;0.5676462121975466;10.0;10.0;0.5;10.0;1.0;0.0;0.0;10.0;10.0;0.0;1.2649110640673518;0.0;2.75;0.0;0.0;10.0;1.0;4.0;0.0;0.4;0.0;0.0;1.2;27.0;10.0;7.0;0.5;0.75;0.0;2.201009869229224;0.0;1.0;0.1;0.0;3.0;10.0;0.0;2.201009869229224;0.0;0.0;0.0;False;0.0;2.9230881691191666;3.0912061651652345
1.0;0.0;1.0;1.0;12.0;0.0;0.0;9.0;4.0;0.0;0.0;1.0;0.0;0.0;12.0;0.0;0.0;0.0;9.0;4.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;4.0;1.0;1.0;12.0;1.0;0.0;0.0;12.0;12.0;0.0;0.0;1.0;12.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;4.0;0.0;0.0;0.0;1.0;0.0;12.0;9.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;12.0;0.0;0.0;9.0;False;0.0;0.0;4.0;12.0;0.0;1.0;1.0;1.0;9.0;0.0;0.0;0.0;0.0;1.0;0.0;12.0;0.0;4.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;4.0;1.0;4.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;9.0;0.0;0.0;0.0;0.0;0.0;12.0;12.0;0.0;1.0;0.0;4.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;4.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;4.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;4.0;1.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0
0.0;1.0;3.0;0.0;0.0;0.0;0.0;1.0;3.0;1.0;0.0;4.666666666666667;0.0;1.0;0.0;0.0;0.0;0.0;1.0;3.0;0.0;1.0;0.0;0.0;0.0;0.5773502691896258;0.0;0.0;3.0;3.0;0.0;0.0;0.0;0.0;3.0;3.0;3.0;0.0;4.0;3.0;0.0;0.0;0.0;9.5;0.0;0.0;3.0;0.0;3.6666666666666665;1.0;1.0;0.0;3.0;3.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;1.0;0.0;0.0;1.0;0.0;0.0;3.0;0.0;1.0;0.0;7.666666666666668;1.0;0.0;1.0;False;0.0;0.0;3.0;4.0;0.0;3.0;3.0;3.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;15.0;0.0;0.0;4.0;1.0;3.5118845842842465;0.0;0.0;0.0;0.0;0.0;1.0;0.0;3.0;1.0;0.0;3.0;0.0;0.0;0.0;8.0;1.0;0.0;0.0;3.0;1.0;6.3508529610858835;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;5.0;0.0;0.0;3.0;3.0;0.0;3.0;1.0;0.0;0.0;3.0;3.0;0.0;3.5118845842842465;0.0;6.5;0.0;2.0;3.0;1.0;7.0;0.0;0.0;1.0;0.0;0.0;3.0;3.0;0.0;0.0;5.5;0.0;0.0;0.5;1.0;0.6666666666666666;0.0;3.0;3.0;0.0;0.0;0.0;1.0;1.0;False;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0
0.0;0.0;9.0;0.0;0.0;0.0;0.0;2.0;3.0;0.8888888888888888;0.0;1.3333333333333333;0.0;2.0;0.0;0.0;0.0;0.0;1.0;3.0;0.0;2.0;0.0;0.0;0.0;0.6666666666666667;0.0;0.0;9.0;9.0;0.0;0.0;0.0;0.0;9.0;3.0;9.0;0.7777777777777778;4.0;9.0;0.0;0.0;0.0;8.0;0.0;0.2222222222222222;9.0;0.0;0.1111111111111111;1.0;1.2222222222222223;3.0;9.0;9.0;9.0;4.0;0.0;0.0;0.0;0.0;0.0;5.0;4.0;5.0;0.0;1.0;2.6925824035672523;0.0;9.0;0.0;1.0;0.0;6.888888888888888;0.0;0.0;1.0;False;0.0;1.118033988749895;4.333333333333333;7.0;0.9999999999999998;9.0;9.0;9.0;1.0;0.4409585518440984;0.0;0.0;0.0;0.0;0.0;11.0;0.927960727138337;1.0;0.0;1.0;0.7071067811865476;0.0;0.0;0.0;0.0;0.0;2.0;0.0;1.0;0.0;1.6666666666666667;9.0;2.0;0.0;0.0;3.0;3.0;0.0;0.0;9.0;4.0;2.1473497877875207;2.0;2.0;5.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.6666666666666667;0.0;6.0;1.0;1.0;1.0;0.0;9.0;9.0;0.6666666666666666;9.0;1.0;0.0;0.0;9.0;9.0;0.0;0.3333333333333333;2.0;1.0;0.0;0.0;9.0;1.0;1.0;0.0;0.2222222222222222;0.0;0.0;0.5555555555555556;10.0;9.0;3.0;0.3333333333333333;0.0;0.0;1.1303883305208782;0.0;1.0;0.2222222222222222;0.0;3.0;9.0;0.0;1.5;0.0;0.0;0.0;False;0.0;1.9220937657784658;1.7159383568311668
6.0;2.0;5.0;0.0;0.0;0.0;0.0;1.4;2.0;1.6;0.0;8.0;1.0;8.0;0.0;0.0;0.0;0.0;1.0;6.0;0.0;2.0;0.0;0.0;0.0;3.492849839314596;0.0;2.0;5.0;5.0;1.0;0.0;3.0;0.0;5.0;24.0;5.0;6.6;2.0;5.0;0.0;0.0;0.0;35.0;0.0;1.6;5.0;0.0;2.4;1.2;3.0;3.0;5.0;5.0;5.0;2.0;0.0;0.0;0.0;5.0;0.0;4.0;2.0;25.0;0.0;0.0;37.13219627223793;3.0;5.0;2.0;1.0;0.0;16.8;0.0;0.0;1.0;False;0.0;0.8944271909999159;24.6;8.0;1.3038404810405295;5.0;5.0;5.0;1.0;2.3021728866442674;0.0;0.0;0.0;0.0;0.0;35.0;1.51657508881031;0.0;0.0;4.0;11.31370849898476;0.0;0.0;0.0;0.0;0.0;4.0;0.0;1.0;1.0;0.6;5.0;1.0;0.0;0.0;27.0;4.0;0.0;0.0;5.0;2.0;16.754103974847474;6.0;3.911521443121589;9.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.6076809620810595;0.0;9.0;1.0;1.0;5.0;1.6431676725154982;5.0;5.0;2.4;5.0;1.0;0.0;0.0;5.0;5.0;0.0;3.5777087639996634;0.0;10.0;0.0;0.0;5.0;1.0;8.0;0.0;1.4;1.0;0.0;4.2;89.0;5.0;14.0;0.8;4.0;0.0;5.848076606885378;0.0;1.0;1.8;0.0;2.0;5.0;0.0;0.5477225575051661;0.0;0.0;0.0;False;0.0;3.741657386773941;10.573551910309039
2.0;5.0;3.0;2.0;0.0;0.0;0.0;1.0;7.5;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;8.0;0.0;1.0;0.0;0.0;2.0;0.0;0.0;2.0;3.0;3.0;0.0;0.0;0.0;0.0;3.0;9.0;3.0;2.0;14.0;3.0;0.0;0.0;0.0;15.0;0.0;0.0;3.0;0.0;0.0;1.0;4.333333333333333;0.0;3.0;3.0;3.0;6.0;0.0;0.0;0.0;2.0;0.0;14.5;1.0;2.0;0.0;1.0;1.5275252316519468;0.5;3.0;2.0;1.0;0.0;14.666666666666664;0.0;0.0;1.0;False;0.0;0.5773502691896258;8.333333333333334;15.0;0.0;3.0;3.0;3.0;1.0;0.0;0.0;0.0;0.0;2.0;1.0;15.0;0.0;5.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;5.333333333333333;3.0;5.5;0.0;0.0;1.0;5.5;0.0;2.0;3.0;1.0;0.5773502691896257;0.0;0.5773502691896258;6.0;0.0;0.0;0.0;0.0;1.0;0.0;5.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;3.0;3.0;0.3333333333333333;3.0;1.0;0.0;0.0;3.0;3.0;0.0;0.0;5.0;1.0;0.0;0.0;3.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0;10.0;3.0;2.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;7.0;3.0;0.0;0.0;0.0;2.0;3.5;False;0.0;2.0816659994661326;0.0
2.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;7.0;1.0;0.0;2.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;7.0;0.0;1.0;0.0;0.0;2.0;0.0;0.0;2.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;7.0;1.0;2.0;23.0;1.0;1.0;0.0;0.0;23.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;23.0;1.0;2.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;23.0;0.0;0.0;1.0;False;0.0;0.0;7.0;23.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;2.0;1.0;23.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;2.0;1.0;1.0;1.0;1.0;0.0;0.0;2.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;2.0;1.0;0.0;1.0;1.0;0.0;1.0;2.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;2.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;7.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;7.0;1.0;0.0;0.0;0.0;1.0;1.0;False;0.0;0.0;0.0
1.5;1.0;11.0;0.0;0.0;0.0;0.0;1.5454545454545454;4.0;0.5454545454545454;0.0;1.4545454545454546;0.0;0.0;0.0;0.0;0.0;0.0;1.0;5.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;11.0;11.0;0.0;0.0;1.0;0.0;11.0;9.0;11.0;1.2727272727272727;4.0;11.0;0.0;0.0;0.0;12.5;0.0;0.3636363636363637;11.0;0.0;0.3636363636363637;0.2727272727272727;1.9090909090909087;0.0;11.0;11.0;11.0;4.0;0.0;0.0;0.0;0.5;0.0;7.0;1.0;3.0;0.0;0.0;3.744086246092873;0.0;11.0;0.0;0.5;0.0;10.090909090909092;0.0;0.0;1.0;False;0.0;1.2060453783110543;6.727272727272728;9.0;0.0;11.0;11.0;11.0;1.0;0.504524979109513;0.0;0.0;0.0;1.0;0.0;17.0;0.5222329678670935;0.5;0.0;1.0;0.6875516509523286;0.0;0.0;0.0;0.0;0.18181818181818185;1.0;0.0;1.0;0.0;1.3636363636363635;11.0;2.0;0.4045199174779453;0.0;3.0;3.0;0.0;0.0;11.0;4.0;4.437443981720682;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.4670993664969138;10.0;11.0;0.0;11.0;1.0;0.0;0.0;11.0;11.0;0.0;0.6741998624632421;1.0;2.0;1.0;0.0;11.0;2.0;2.0;0.0;0.0;0.0;0.0;0.3636363636363637;13.0;11.0;2.0;0.0;0.5;0.0;0.6741998624632421;0.0;0.0;0.0;0.0;4.0;11.0;0.0;1.2135597524338355;0.0;0.0;1.0;False;0.0;1.6403990645294486;0.7862453931068965
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0
