LOCMethod_CK_min;LOCMethod_min;LOCMethod_count;NumberOfParameters_Designite_count;NumberOfParameters_Designite_75%;LOCMethod_50%;NumberOfParameters_Designite_std;LOCMethod_max;CyclomaticComplexity_Designite_count;LOCMethod_std;LOCMethod;CyclomaticComplexity_Designite_std;LOCMethod_CK_mean;CyclomaticComplexity_Designite_max;LOCMethod_CK_max;NumberOfParameters_Designite_50%;Bugged;CyclomaticComplexity_Designite_75%;LOCMethod_CK_50%;LOCMethod_CK_count;CyclomaticComplexity_Designite_min;NumberOfParameters_Designite_min;LOCMethod_CK_std;LOCMethod_25%;CyclomaticComplexity_Designite_25%;NumberOfParameters_Designite_25%;LOCMethod_mean;NumberOfParameters_Designite_mean;NumberOfParameters_Designite_max;LOCMethod_CK_75%;CyclomaticComplexity_Designite_50%;LOCMethod_CK_25%;LOCMethod_75%;CyclomaticComplexity_Designite_mean
3.0;3.0;10.0;10.0;1.0;3.0;0.6749485577105528;14.0;10.0;4.423422506008969;72.0;1.6329931618554518;6.1818181818181825;5.0;14.0;1.0;False;3.25;3.0;11.0;1.0;0.0;4.490393787145663;3.0;1.0;0.0;5.7;0.7;2.0;11.0;1.0;3.0;9.0;2.0
3.0;3.0;71.0;71.0;1.0;3.0;0.4674516727945151;12.0;71.0;1.7794941971204945;355.0;0.2801264445740498;3.702702702702703;2.0;12.0;1.0;False;1.0;3.0;74.0;1.0;1.0;1.998147976267296;3.0;1.0;1.0;3.5352112676056335;1.1549295774647887;3.0;3.0;1.0;3.0;3.0;1.0845070422535212
3.0;3.0;10.0;10.0;1.0;8.0;0.4830458915396479;17.0;10.0;4.332051092342596;77.0;0.6324555320336759;6.9;3.0;17.0;1.0;False;1.0;8.0;10.0;1.0;0.0;4.332051092342596;3.0;1.0;0.25;6.9;0.7;1.0;8.0;1.0;3.0;8.0;1.2
3.0;3.0;15.0;15.0;1.0;9.0;0.7559289460184544;45.0;15.0;11.51189860639024;273.0;1.807392228230128;14.25;6.0;45.0;1.0;False;3.5;9.0;16.0;1.0;0.0;11.245739934155807;8.0;1.0;1.0;14.666666666666664;1.0;3.0;19.0;2.0;8.0;20.0;2.466666666666667
3.0;3.0;13.0;13.0;2.0;10.0;0.6504436355879909;25.0;13.0;6.612924408366486;189.0;1.2557559782549619;11.692307692307693;5.0;25.0;1.0;False;3.0;10.0;13.0;1.0;0.0;6.612924408366486;9.0;1.0;1.0;11.692307692307693;1.3846153846153846;2.0;11.0;1.0;9.0;11.0;1.9230769230769231
10.0;10.0;2.0;2.0;1.0;12.0;0.0;14.0;2.0;2.8284271247461903;31.0;0.7071067811865476;12.0;3.0;14.0;1.0;False;2.75;12.0;2.0;2.0;1.0;2.8284271247461903;11.0;2.25;1.0;12.0;1.0;1.0;13.0;2.5;11.0;13.0;2.5
3.0;3.0;52.0;52.0;1.0;7.5;0.7171672109393007;21.0;52.0;5.001508068198974;460.0;1.3920426737100642;7.8392857142857135;6.0;21.0;1.0;True;2.0;8.0;56.0;1.0;0.0;4.901861559983794;3.0;1.0;0.0;7.653846153846153;0.7307692307692307;2.0;12.0;1.0;3.0;12.0;1.9423076923076923
3.0;3.0;5.0;5.0;1.0;3.0;0.5477225575051662;6.0;5.0;1.3416407864998738;29.0;0.0;3.6;1.0;6.0;1.0;True;1.0;3.0;5.0;1.0;0.0;1.3416407864998738;3.0;1.0;0.0;3.6;0.6;1.0;3.0;1.0;3.0;3.0;1.0
6.0;3.0;4.0;4.0;1.0;10.5;0.0;16.0;4.0;5.47722557505166;87.0;0.957427107756338;10.75;3.0;16.0;1.0;False;3.0;10.5;4.0;1.0;1.0;4.272001872658765;7.5;1.75;1.0;10.0;1.0;1.0;13.0;2.5;8.25;13.0;2.25
3.0;3.0;3.0;3.0;1.0;3.0;0.5773502691896258;21.0;3.0;10.392304845413264;34.0;2.309401076758504;9.0;5.0;21.0;1.0;True;3.0;3.0;3.0;1.0;0.0;10.392304845413264;3.0;1.0;0.5;9.0;0.6666666666666666;1.0;12.0;1.0;3.0;12.0;2.333333333333333
2.0;3.0;4.0;4.0;1.0;3.0;0.5773502691896257;3.0;4.0;0.0;25.0;0.0;2.75;1.0;3.0;0.5;False;1.0;3.0;4.0;1.0;0.0;0.5;3.0;1.0;0.0;3.0;0.5;1.0;3.0;1.0;2.75;3.0;1.0
3.0;3.0;13.0;13.0;0.0;9.0;1.1094003924504583;16.0;13.0;4.213835575388563;133.0;0.3755338080994054;9.615384615384617;2.0;16.0;0.0;False;1.0;9.0;13.0;1.0;0.0;4.213835575388563;6.0;1.0;0.0;9.615384615384617;0.3076923076923077;4.0;13.0;1.0;6.0;13.0;1.1538461538461535
3.0;3.0;14.0;14.0;0.0;8.5;0.0;47.0;14.0;11.305935424553592;193.0;0.0;12.142857142857142;1.0;47.0;0.0;False;1.0;8.5;14.0;1.0;0.0;11.305935424553592;7.0;1.0;0.0;12.142857142857142;0.0;0.0;13.75;1.0;7.0;13.75;1.0
6.0;6.0;1.0;1.0;0.0;6.0;0.0;6.0;1.0;0.0;12.0;0.0;6.0;1.0;6.0;0.0;False;1.0;6.0;1.0;1.0;0.0;0.0;6.0;1.0;0.0;6.0;0.0;0.0;6.0;1.0;6.0;6.0;1.0
9.0;9.0;3.0;3.0;0.0;9.0;0.0;55.0;3.0;26.558112382722783;81.0;0.5773502691896257;24.33333333333333;2.0;55.0;0.0;False;2.0;9.0;3.0;1.0;0.0;26.558112382722783;9.0;1.5;0.0;24.33333333333333;0.0;0.0;32.0;2.0;9.0;32.0;1.6666666666666667
3.0;3.0;18.0;18.0;0.0;3.0;0.23570226039551584;6.0;18.0;1.1950332945836273;74.0;0.0;3.5789473684210527;1.0;6.0;0.0;False;1.0;3.0;19.0;1.0;0.0;1.1697953037312037;3.0;1.0;0.0;3.611111111111111;0.05555555555555555;1.0;3.0;1.0;3.0;3.0;1.0
7.0;7.0;16.0;16.0;1.0;14.0;1.01447851956888;61.0;16.0;16.90155318306575;450.0;4.182802091102726;24.235294117647058;18.0;75.0;1.0;False;4.0;14.0;17.0;1.0;1.0;20.95092304578937;11.0;2.0;1.0;21.0625;1.3125;5.0;24.0;3.0;11.0;21.75;4.1875
3.0;3.0;43.0;43.0;1.0;19.0;1.2213493980673464;46.0;43.0;12.865519604135132;878.0;2.281418998503588;18.866666666666667;10.0;46.0;1.0;False;4.5;19.0;45.0;1.0;0.0;12.576312510574649;7.5;1.0;1.0;18.953488372093023;1.2790697674418603;7.0;26.0;3.0;8.0;26.5;3.4418604651162785
12.0;12.0;5.0;5.0;2.0;14.0;0.5477225575051661;40.0;5.0;12.033287165193059;107.0;2.7018512172212596;18.6;8.0;40.0;1.0;False;3.0;14.0;5.0;1.0;1.0;12.033287165193059;12.0;2.0;1.0;18.6;1.4;2.0;15.0;3.0;12.0;15.0;3.4
3.0;3.0;53.0;53.0;1.0;14.0;1.5413977785620971;65.0;53.0;13.02595934417094;953.0;2.328438434716936;15.381818181818181;13.0;65.0;1.0;True;4.0;14.0;55.0;1.0;0.0;12.824298275641684;8.0;1.0;1.0;15.547169811320755;1.320754716981132;6.0;16.0;2.0;8.0;16.0;2.962264150943396
14.0;14.0;3.0;3.0;1.0;20.0;0.0;24.0;3.0;5.033222956847166;84.0;2.0816659994661326;19.33333333333333;6.0;24.0;1.0;False;5.5;20.0;3.0;2.0;1.0;5.033222956847166;17.0;3.5;1.0;19.33333333333333;1.0;1.0;22.0;5.0;17.0;22.0;4.333333333333333
3.0;3.0;28.0;28.0;2.0;3.0;0.7723735149271023;17.0;28.0;2.7245697684736254;161.0;0.4162696521251859;3.78125;3.0;17.0;1.5;False;1.0;3.0;32.0;1.0;1.0;2.7909343446467942;3.0;1.0;1.0;3.6428571428571432;1.6785714285714286;3.0;3.0;1.0;3.0;3.0;1.1071428571428572
3.0;3.0;25.0;25.0;2.0;22.0;2.7030846576951055;44.0;25.0;12.182637919049661;534.0;2.3295206946208196;20.4;11.0;44.0;1.0;True;4.0;22.0;25.0;1.0;0.0;12.182637919049661;11.0;2.0;1.0;20.4;2.16;12.0;25.0;3.0;11.0;25.0;3.52
3.0;3.0;8.0;8.0;1.0;12.5;0.3535533905932738;25.0;8.0;7.954109450017465;131.0;1.3093073414159542;13.125;4.0;25.0;1.0;False;2.5;12.5;8.0;1.0;0.0;7.954109450017465;9.0;1.0;1.0;13.125;0.875;1.0;17.5;1.5;9.0;17.5;2.0
3.0;3.0;27.0;27.0;1.0;5.0;0.5547001962252291;21.0;27.0;5.06229005755109;288.0;1.6878989451394446;6.548387096774193;7.0;21.0;1.0;False;3.0;3.0;31.0;1.0;0.0;5.084871087696778;3.0;1.0;0.0;6.62962962962963;0.6666666666666666;2.0;8.0;2.0;3.0;8.0;2.185185185185185
3.0;3.0;16.0;16.0;1.0;8.0;0.6551081335677849;41.0;16.0;10.041372748118988;224.0;2.23606797749979;11.058823529411764;9.0;41.0;1.0;False;3.25;8.0;17.0;1.0;0.0;9.736982259889961;5.5;1.0;0.0;11.1875;0.8125;2.0;9.0;2.5;6.0;10.75;2.75
3.0;3.0;6.0;6.0;1.0;10.5;0.8164965809277259;47.0;6.0;16.253204812179867;127.0;1.6329931618554518;4.0;5.0;5.0;0.5;False;3.0;4.0;2.0;1.0;0.0;1.4142135623730951;5.75;1.0;0.0;15.166666666666664;0.6666666666666666;2.0;4.5;2.0;3.5;14.5;2.333333333333333
3.0;3.0;13.0;13.0;1.0;5.0;0.6504436355879909;47.0;13.0;12.427224043844124;127.0;1.2506408613597126;14.0;5.0;47.0;0.0;False;2.0;7.5;12.0;1.0;0.0;14.972702434157243;3.0;1.0;0.0;9.538461538461537;0.38461538461538464;2.0;16.5;1.0;3.0;8.0;1.6923076923076923
3.0;3.0;135.0;135.0;2.0;8.0;1.229002750686112;67.0;135.0;11.406858371630982;2115.0;1.8934585248125149;11.644578313253012;10.0;154.0;1.0;True;2.0;8.0;166.0;1.0;0.0;15.698297556892559;4.0;1.0;1.0;11.2;1.2666666666666666;7.0;11.0;1.0;3.0;12.0;1.8370370370370368
4.0;4.0;13.0;13.0;2.0;5.0;0.869718492622904;32.0;13.0;8.447424125671349;143.0;0.6304251719561151;8.76923076923077;3.0;32.0;1.0;False;2.0;5.0;13.0;1.0;1.0;8.447424125671349;5.0;1.0;1.0;8.76923076923077;1.6153846153846154;4.0;7.0;2.0;5.0;7.0;1.6923076923076923
3.0;3.0;21.0;21.0;1.0;3.0;0.5117663157191589;6.0;21.0;0.9023778112773574;86.0;0.30079260375911915;3.2857142857142856;2.0;6.0;0.0;False;1.0;3.0;21.0;1.0;0.0;0.9023778112773574;3.0;1.0;0.0;3.2857142857142856;0.4761904761904762;1.0;3.0;1.0;3.0;3.0;1.0952380952380951
1.0;0.0;1.0;1.0;4.0;0.0;0.0;0.0;1.0;0.0;8.0;0.0;1.0;1.0;1.0;4.0;False;1.0;1.0;1.0;1.0;4.0;0.0;0.0;1.0;4.0;0.0;4.0;4.0;1.0;1.0;1.0;0.0;1.0
4.0;4.0;1.0;1.0;1.0;4.0;0.0;4.0;1.0;0.0;14.0;0.0;4.0;1.0;4.0;1.0;False;1.0;4.0;1.0;1.0;1.0;0.0;4.0;1.0;1.0;4.0;1.0;1.0;4.0;1.0;4.0;4.0;1.0
8.0;8.0;12.0;12.0;2.0;23.0;1.1381803659589922;73.0;12.0;18.792930650227028;415.0;3.8455011101128016;26.76923076923077;15.0;73.0;1.0;True;4.0;23.0;13.0;1.0;1.0;18.000712236621112;12.75;2.0;1.0;26.91666666666667;1.75;4.0;33.0;4.0;13.0;34.75;4.333333333333333
6.0;6.0;27.0;27.0;1.0;11.0;0.8006407690254358;23.0;27.0;5.493586003648908;411.0;0.7510676161988108;13.111111111111109;3.0;23.0;1.0;False;2.0;11.0;27.0;1.0;0.0;5.493586003648908;8.0;1.0;0.0;13.111111111111109;0.7777777777777778;3.0;18.0;1.0;8.0;18.0;1.5555555555555556
17.0;17.0;2.0;2.0;1.0;17.5;0.0;18.0;2.0;0.7071067811865476;50.0;1.4142135623730951;17.5;6.0;18.0;1.0;False;5.5;17.5;2.0;4.0;1.0;0.7071067811865476;17.25;4.5;1.0;17.5;1.0;1.0;17.75;5.0;17.25;17.75;5.0
17.0;17.0;3.0;3.0;2.0;26.0;0.0;42.0;3.0;12.662279942148386;112.0;1.5275252316519463;28.33333333333333;6.0;42.0;2.0;False;5.5;26.0;3.0;3.0;2.0;12.662279942148386;21.5;4.0;2.0;28.33333333333333;2.0;2.0;34.0;5.0;21.5;34.0;4.666666666666667
3.0;3.0;42.0;42.0;2.0;3.0;0.5868279263112164;9.0;42.0;1.1056291401670486;193.0;0.2155402687045212;3.36;2.0;10.0;2.0;True;1.0;3.0;50.0;1.0;1.0;1.3962047683280705;3.0;1.0;1.0;3.261904761904762;1.738095238095238;3.0;3.0;1.0;3.0;3.0;1.0476190476190477
5.0;5.0;1.0;1.0;2.0;5.0;0.0;5.0;1.0;0.0;11.0;0.0;5.0;2.0;5.0;2.0;False;2.0;5.0;1.0;2.0;2.0;0.0;5.0;2.0;2.0;5.0;2.0;2.0;5.0;2.0;5.0;5.0;2.0
19.0;19.0;1.0;1.0;1.0;19.0;0.0;19.0;1.0;0.0;35.0;0.0;19.0;4.0;19.0;1.0;False;4.0;19.0;1.0;4.0;1.0;0.0;19.0;4.0;1.0;19.0;1.0;1.0;19.0;4.0;19.0;19.0;4.0
21.0;21.0;1.0;1.0;1.0;21.0;0.0;21.0;1.0;0.0;33.0;0.0;21.0;4.0;21.0;1.0;False;4.0;21.0;1.0;4.0;1.0;0.0;21.0;4.0;1.0;21.0;1.0;1.0;21.0;4.0;21.0;21.0;4.0
17.0;17.0;1.0;1.0;1.0;17.0;0.0;17.0;1.0;0.0;29.0;0.0;17.0;3.0;17.0;1.0;False;3.0;17.0;1.0;3.0;1.0;0.0;17.0;3.0;1.0;17.0;1.0;1.0;17.0;3.0;17.0;17.0;3.0
16.0;16.0;1.0;1.0;1.0;16.0;0.0;16.0;1.0;0.0;35.0;0.0;16.0;4.0;16.0;1.0;True;4.0;16.0;1.0;4.0;1.0;0.0;16.0;4.0;1.0;16.0;1.0;1.0;16.0;4.0;16.0;16.0;4.0
3.0;3.0;3.0;3.0;1.5;3.0;0.5773502691896257;15.0;3.0;6.92820323027551;37.0;1.1547005383792517;7.0;3.0;15.0;1.0;True;2.0;3.0;3.0;1.0;1.0;6.92820323027551;3.0;1.0;1.0;7.0;1.3333333333333333;2.0;9.0;1.0;3.0;9.0;1.6666666666666667
3.0;3.0;11.0;11.0;2.0;3.0;0.8738628975053029;74.0;11.0;20.857089485788322;162.0;1.7002673586554236;12.272727272727273;6.0;74.0;2.0;True;2.0;3.0;11.0;1.0;1.0;20.857089485788322;3.0;1.0;1.0;12.272727272727273;1.818181818181818;4.0;11.0;1.0;3.0;11.0;1.9090909090909087
12.0;12.0;1.0;1.0;1.0;12.0;0.0;12.0;1.0;0.0;27.0;0.0;12.0;2.0;12.0;1.0;True;2.0;12.0;1.0;2.0;1.0;0.0;12.0;2.0;1.0;12.0;1.0;1.0;12.0;2.0;12.0;12.0;2.0
37.0;37.0;1.0;1.0;1.0;37.0;0.0;37.0;1.0;0.0;56.0;0.0;37.0;6.0;37.0;1.0;False;6.0;37.0;1.0;6.0;1.0;0.0;37.0;6.0;1.0;37.0;1.0;1.0;37.0;6.0;37.0;37.0;6.0
3.0;3.0;19.0;19.0;1.5;3.0;0.7050361858740393;72.0;19.0;15.817859474738455;181.0;1.916380604129316;8.263157894736842;9.0;72.0;1.0;True;1.0;3.0;19.0;1.0;0.0;15.817859474738455;3.0;1.0;1.0;8.263157894736842;1.0526315789473684;2.0;5.5;1.0;3.0;5.5;1.6842105263157894
23.0;23.0;1.0;1.0;1.0;23.0;0.0;23.0;1.0;0.0;54.0;0.0;23.0;5.0;23.0;1.0;True;5.0;23.0;1.0;5.0;1.0;0.0;23.0;5.0;1.0;23.0;1.0;1.0;23.0;5.0;23.0;23.0;5.0
3.0;3.0;3.0;3.0;1.5;3.0;0.5773502691896257;65.0;3.0;35.7957166897568;99.0;1.7320508075688772;23.66666666666667;4.0;65.0;1.0;True;2.5;3.0;3.0;1.0;1.0;35.7957166897568;3.0;1.0;1.0;23.66666666666667;1.3333333333333333;2.0;34.0;1.0;3.0;34.0;2.0
19.0;19.0;1.0;1.0;1.0;19.0;0.0;19.0;1.0;0.0;35.0;0.0;19.0;4.0;19.0;1.0;False;4.0;19.0;1.0;4.0;1.0;0.0;19.0;4.0;1.0;19.0;1.0;1.0;19.0;4.0;19.0;19.0;4.0
7.0;7.0;1.0;1.0;1.0;7.0;0.0;7.0;1.0;0.0;19.0;0.0;7.0;1.0;7.0;1.0;False;1.0;7.0;1.0;1.0;1.0;0.0;7.0;1.0;1.0;7.0;1.0;1.0;7.0;1.0;7.0;7.0;1.0
10.0;10.0;1.0;1.0;1.0;10.0;0.0;10.0;1.0;0.0;22.0;0.0;10.0;2.0;10.0;1.0;False;2.0;10.0;1.0;2.0;1.0;0.0;10.0;2.0;1.0;10.0;1.0;1.0;10.0;2.0;10.0;10.0;2.0
11.0;11.0;1.0;1.0;1.0;11.0;0.0;11.0;1.0;0.0;22.0;0.0;11.0;1.0;11.0;1.0;True;1.0;11.0;1.0;1.0;1.0;0.0;11.0;1.0;1.0;11.0;1.0;1.0;11.0;1.0;11.0;11.0;1.0
3.0;3.0;3.0;3.0;2.0;3.0;0.5773502691896257;13.0;3.0;5.773502691896257;31.0;0.5773502691896257;6.333333333333332;2.0;13.0;2.0;False;1.5;3.0;3.0;1.0;1.0;5.773502691896257;3.0;1.0;1.5;6.333333333333332;1.6666666666666667;2.0;8.0;1.0;3.0;8.0;1.3333333333333333
5.0;5.0;1.0;1.0;1.0;5.0;0.0;5.0;1.0;0.0;16.0;0.0;5.0;1.0;5.0;1.0;False;1.0;5.0;1.0;1.0;1.0;0.0;5.0;1.0;1.0;5.0;1.0;1.0;5.0;1.0;5.0;5.0;1.0
8.0;8.0;1.0;1.0;1.0;8.0;0.0;8.0;1.0;0.0;20.0;0.0;8.0;1.0;8.0;1.0;False;1.0;8.0;1.0;1.0;1.0;0.0;8.0;1.0;1.0;8.0;1.0;1.0;8.0;1.0;8.0;8.0;1.0
8.0;8.0;1.0;1.0;1.0;8.0;0.0;8.0;1.0;0.0;20.0;0.0;8.0;1.0;8.0;1.0;False;1.0;8.0;1.0;1.0;1.0;0.0;8.0;1.0;1.0;8.0;1.0;1.0;8.0;1.0;8.0;8.0;1.0
10.0;10.0;1.0;1.0;1.0;10.0;0.0;10.0;1.0;0.0;33.0;0.0;10.0;1.0;10.0;1.0;True;1.0;10.0;1.0;1.0;1.0;0.0;10.0;1.0;1.0;10.0;1.0;1.0;10.0;1.0;10.0;10.0;1.0
3.0;3.0;7.0;7.0;1.5;13.0;0.4879500364742666;66.0;7.0;21.68607189616677;181.0;2.0354009783964297;19.125;7.0;66.0;1.0;True;3.5;12.5;8.0;1.0;1.0;21.10813993293989;11.0;2.0;1.0;21.428571428571427;1.2857142857142858;2.0;18.0;3.0;8.25;23.0;3.1428571428571432
12.0;12.0;1.0;1.0;1.0;12.0;0.0;12.0;1.0;0.0;27.0;0.0;12.0;4.0;12.0;1.0;False;4.0;12.0;1.0;4.0;1.0;0.0;12.0;4.0;1.0;12.0;1.0;1.0;12.0;4.0;12.0;12.0;4.0
5.0;5.0;1.0;1.0;1.0;5.0;0.0;5.0;1.0;0.0;12.0;0.0;5.0;1.0;5.0;1.0;False;1.0;5.0;1.0;1.0;1.0;0.0;5.0;1.0;1.0;5.0;1.0;1.0;5.0;1.0;5.0;5.0;1.0
1.0;0.0;31.0;31.0;2.0;3.0;1.3583671412113076;38.0;31.0;8.280174534548207;271.0;1.3408390889161874;7.225806451612903;6.0;38.0;1.0;True;2.0;3.0;31.0;1.0;0.0;8.253119319058925;3.0;1.0;0.5;7.193548387096773;1.3870967741935485;5.0;10.5;1.0;3.0;10.5;1.7419354838709675
2.0;2.0;3.0;3.0;3.5;17.0;1.5275252316519463;23.0;3.0;10.816653826391967;54.0;1.7320508075688772;14.0;4.0;23.0;3.0;True;4.0;17.0;3.0;1.0;1.0;10.816653826391967;9.5;2.5;2.0;14.0;2.6666666666666665;4.0;20.0;4.0;9.5;20.0;3.0
1.0;0.0;2.0;2.0;1.0;0.0;0.0;0.0;2.0;0.0;9.0;0.0;1.0;1.0;1.0;1.0;False;1.0;1.0;2.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3.0;3.0;3.0;3.0;1.0;7.0;0.5773502691896258;14.0;3.0;5.5677643628300215;36.0;1.5275252316519463;8.0;4.0;14.0;1.0;False;3.0;7.0;3.0;1.0;0.0;5.5677643628300215;5.0;1.5;0.5;8.0;0.6666666666666666;1.0;10.5;2.0;5.0;10.5;2.333333333333333
3.0;7.0;2.0;2.0;3.75;74.5;0.7071067811865476;142.0;2.0;95.45941546018392;163.0;14.849242404917495;50.66666666666666;23.0;142.0;3.5;False;17.75;7.0;3.0;2.0;3.0;79.12226825194874;40.75;7.25;3.25;74.5;3.5;4.0;74.5;12.5;5.0;108.25;12.5
3.0;3.0;5.0;5.0;3.0;17.0;1.6431676725154984;27.0;5.0;10.99090533122727;87.0;2.04939015319192;14.4;5.0;27.0;1.0;True;5.0;17.0;5.0;1.0;0.0;10.99090533122727;3.0;1.0;1.0;14.4;1.8;4.0;22.0;4.0;3.0;22.0;3.2
1.0;0.0;1.0;1.0;4.0;0.0;0.0;0.0;1.0;0.0;18.0;0.0;1.0;1.0;1.0;4.0;False;1.0;1.0;1.0;1.0;4.0;0.0;0.0;1.0;4.0;0.0;4.0;4.0;1.0;1.0;1.0;0.0;1.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3.0;3.0;17.0;17.0;1.0;10.0;1.1599949289950011;111.0;17.0;27.769005150685963;381.0;4.988221420624437;20.352941176470583;20.0;111.0;1.0;False;3.0;10.0;17.0;1.0;0.0;27.769005150685963;3.0;1.0;1.0;20.352941176470583;1.2941176470588236;4.0;21.0;1.0;3.0;21.0;3.5882352941176467
1.0;0.0;5.0;5.0;4.0;0.0;1.7888543819998317;0.0;5.0;0.0;18.0;0.0;1.0;1.0;1.0;2.0;False;1.0;1.0;4.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;2.2;4.0;1.0;1.0;1.0;0.0;1.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3.0;3.0;14.0;14.0;3.0;11.5;1.4238934396479699;57.0;14.0;17.230818288784164;262.0;4.172779398924404;15.666666666666664;16.0;57.0;1.5;True;4.0;12.0;15.0;1.0;0.0;16.620412005666264;3.0;1.0;1.0;15.857142857142858;1.7857142857142858;4.0;19.0;3.0;3.0;20.0;3.7857142857142856
3.0;3.0;2.0;2.0;0.0;3.0;0.0;3.0;2.0;0.0;26.0;0.0;4.0;1.0;5.0;0.0;False;1.0;4.0;2.0;1.0;0.0;1.4142135623730951;3.0;1.0;0.0;3.0;0.0;0.0;4.5;1.0;3.5;3.0;1.0
2.0;2.0;3.0;3.0;3.5;4.0;1.5275252316519463;17.0;3.0;8.144527815247077;34.0;1.7320508075688772;7.333333333333332;4.0;17.0;3.0;True;2.5;3.0;3.0;1.0;1.0;8.386497083606084;3.0;1.0;2.0;7.666666666666668;2.6666666666666665;4.0;10.0;1.0;2.5;10.5;2.0
6.0;6.0;5.0;5.0;0.0;18.0;0.4472135954999579;29.0;5.0;9.038805230781334;119.0;1.0;17.2;3.0;29.0;0.0;False;3.0;18.0;5.0;1.0;0.0;9.038805230781334;11.0;1.0;0.0;17.2;0.2;1.0;22.0;2.0;11.0;22.0;2.0
3.0;3.0;10.0;10.0;2.75;3.0;0.6324555320336759;16.0;10.0;5.558776843874918;123.0;1.6865480854231358;8.583333333333334;5.0;23.0;2.0;False;1.0;3.0;12.0;1.0;1.0;7.440165361472862;3.0;1.0;2.0;6.3;2.2;3.0;16.0;1.0;3.0;8.25;1.8
3.0;3.0;10.0;10.0;2.0;5.5;0.6992058987801011;29.0;10.0;7.919034733546197;90.0;2.1499353995462798;7.454545454545454;8.0;29.0;1.5;False;2.0;6.0;11.0;1.0;0.0;7.528129068548656;3.0;1.0;1.0;7.6;1.4;2.0;8.0;1.5;3.0;8.0;2.2
3.0;6.0;6.0;6.0;1.75;9.5;0.5163977794943222;20.0;6.0;5.741660619251776;78.0;1.5491933384829668;8.333333333333334;6.0;16.0;1.0;False;3.0;7.0;6.0;2.0;1.0;4.589843860815601;6.5;2.0;1.0;11.166666666666664;1.3333333333333333;2.0;10.25;2.5;6.0;14.75;3.0
3.0;3.0;15.0;15.0;1.5;10.0;2.0586634591635518;58.0;15.0;17.614388058251322;505.0;2.7220440498867404;21.85;10.0;108.0;1.0;False;4.0;11.5;20.0;1.0;0.0;25.435729118495374;3.0;1.0;0.5;17.866666666666667;1.6666666666666667;7.0;25.75;3.0;7.5;26.5;3.1333333333333333
3.0;3.0;3.0;3.0;1.0;3.0;0.5773502691896258;3.0;3.0;0.0;16.0;0.0;3.0;1.0;3.0;1.0;False;1.0;3.0;3.0;1.0;0.0;0.0;3.0;1.0;0.5;3.0;0.6666666666666666;1.0;3.0;1.0;3.0;3.0;1.0
1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;7.0;0.0;1.0;1.0;1.0;1.0;False;1.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0
3.0;3.0;4.0;4.0;0.25;3.0;0.5;14.0;4.0;5.5;31.0;1.5;5.75;4.0;14.0;0.0;False;1.75;3.0;4.0;1.0;0.0;5.5;3.0;1.0;0.0;5.75;0.25;1.0;5.75;1.0;3.0;5.75;1.75
9.0;9.0;3.0;3.0;2.5;11.0;2.0816659994661326;34.0;3.0;13.892443989449804;133.0;0.5773502691896257;29.0;2.0;62.0;1.0;False;2.0;22.5;4.0;1.0;0.0;24.7521042876493;10.0;1.5;0.5;18.0;1.6666666666666667;4.0;41.0;2.0;10.5;22.5;1.6666666666666667
3.0;3.0;7.0;7.0;2.5;6.0;2.3603873774083293;16.0;7.0;4.947341758580103;76.0;0.7867957924694432;6.75;3.0;16.0;1.0;False;2.0;6.0;8.0;1.0;0.0;4.590362575159894;3.0;1.0;0.0;6.857142857142858;1.7142857142857142;6.0;7.25;1.0;3.0;8.5;1.5714285714285714
3.0;3.0;3.0;3.0;2.0;3.0;1.1547005383792517;14.0;3.0;6.3508529610858835;51.0;1.7320508075688772;9.0;4.0;14.0;2.0;False;2.5;10.0;3.0;1.0;0.0;5.5677643628300215;3.0;1.0;1.0;6.666666666666668;1.3333333333333333;2.0;12.0;1.0;6.5;8.5;2.0
1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;8.0;0.0;1.0;1.0;1.0;1.0;False;1.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0
