RFC_max;NumberOfLoops_max;NumberOfLogStatements_50%;NumberOfComparisons_mean;NumberOfAnonymousClasses_50%;NumberOfLambdas_max;NumberOfLogStatements_75%;NumberOfUniqueWords_max;NumberOfVariables_count;LOCMethod_CK_mean;NumberOfStringLiterals_std;NumberOfLambdas_50%;NumberOfLogStatements_min;NumberOfMathOperations_50%;Bugged;IsConstructor_top;MaxNumberOfNestedBlocks_25%;NumberOfNumbers_25%;NumberOfNumbers_count;WMC_CK_std;NumberOfMathOperations_25%;NumberOfTryCatch_max;NumberOfVariables_min;NumberOfNumbers_min;NumberOfInnerClasses_count;NumberOfTryCatch_mean;NumberOfAnonymousClasses_max;NumberOfInnerClasses_75%;NumberOfNumbers_50%;NumberOfParameters_CK_25%;LOCMethod_CK_50%;NumberOfParenthesizedExps_std;LOCMethod_CK_count;NumberOfParenthesizedExps_max;NumberOfNumbers_max;MaxNumberOfNestedBlocks_count;NumberOfLoops_std;WMC_CK_25%;NumberOfAssignments_50%;CBO_max;RFC_min;Returns_count;WMC_CK_mean;NumberOfAnonymousClasses_mean;NumberOfUniqueWords_mean;NumberOfModifiers_min;NumberOfParameters_CK_max;NumberOfLoops_min;NumberOfTryCatch_50%;NumberOfParenthesizedExps_50%;WMC_CK_max;MaxNumberOfNestedBlocks_75%;MaxNumberOfNestedBlocks_min;NumberOfParameters_CK_75%;NumberOfInnerClasses_mean;NumberOfMathOperations_count;NumberOfUniqueWords_25%;LOCMethod_CK_std;NumberOfAnonymousClasses_75%;NumberOfVariables_mean;NumberOfModifiers_50%;NumberOfLambdas_mean;NumberOfInnerClasses_50%;CBO_count;RFC_75%;NumberOfAssignments_mean;MaxNumberOfNestedBlocks_max;NumberOfInnerClasses_max;Returns_75%;NumberOfStringLiterals_50%;NumberOfParameters_CK_count;NumberOfParameters_CK_mean;RFC_50%;CBO_75%;CBO_mean;NumberOfStringLiterals_mean;Returns_min;NumberOfStringLiterals_75%;NumberOfAnonymousClasses_count;NumberOfMathOperations_std;NumberOfAssignments_max;WMC_CK_min;NumberOfLambdas_75%;MaxNumberOfNestedBlocks_std;IsConstructor_freq;NumberOfUniqueWords_75%;NumberOfParenthesizedExps_25%;NumberOfModifiers_25%;NumberOfLambdas_25%;IsConstructor_unique;NumberOfModifiers_count;Returns_mean;RFC_std;NumberOfUniqueWords_min;NumberOfParameters_CK_std;MaxNumberOfNestedBlocks_mean;MaxNumberOfNestedBlocks_50%;Returns_std;NumberOfMathOperations_mean;NumberOfTryCatch_75%;NumberOfLoops_mean;CBO_50%;NumberOfVariables_25%;NumberOfUniqueWords_count;IsConstructor_count;NumberOfVariables_max;NumberOfComparisons_75%;WMC_CK_75%;NumberOfModifiers_mean;NumberOfModifiers_std;NumberOfModifiers_max;NumberOfTryCatch_25%;NumberOfParenthesizedExps_count;NumberOfTryCatch_std;NumberOfMathOperations_min;NumberOfLoops_75%;NumberOfLambdas_std;NumberOfAssignments_25%;Returns_max;WMC_CK_50%;NumberOfParameters_CK_50%;NumberOfParenthesizedExps_min;NumberOfAnonymousClasses_min;NumberOfVariables_50%;NumberOfLoops_25%;NumberOfLambdas_count;NumberOfLoops_count;LOCMethod_CK_75%;NumberOfInnerClasses_25%;NumberOfComparisons_50%;NumberOfModifiers_75%;NumberOfUniqueWords_std;Returns_50%;NumberOfStringLiterals_max;NumberOfComparisons_min;NumberOfLambdas_min;NumberOfLogStatements_std;NumberOfParameters_CK_min;NumberOfNumbers_75%;NumberOfComparisons_count;NumberOfTryCatch_count;NumberOfTryCatch_min;NumberOfComparisons_max;Returns_25%;NumberOfAssignments_count;NumberOfNumbers_mean;NumberOfAnonymousClasses_std;NumberOfParenthesizedExps_75%;NumberOfStringLiterals_count;NumberOfMathOperations_max;NumberOfLogStatements_max;CBO_25%;LOCMethod_CK_25%;NumberOfInnerClasses_std;RFC_count;LOCMethod_CK_min;NumberOfAssignments_75%;NumberOfComparisons_25%;CBO_min;NumberOfLogStatements_25%;NumberOfLogStatements_mean;NumberOfLogStatements_count;NumberOfLoops_50%;NumberOfUniqueWords_50%;NumberOfMathOperations_75%;NumberOfStringLiterals_min;RFC_mean;NumberOfStringLiterals_25%;NumberOfAssignments_std;LOCMethod_CK_max;NumberOfNumbers_std;NumberOfParenthesizedExps_mean;CBO_std;NumberOfAnonymousClasses_25%;NumberOfInnerClasses_min;NumberOfVariables_std;NumberOfComparisons_std;WMC_CK_count;NumberOfVariables_75%;RFC_25%;NumberOfAssignments_min
7.0;0.0;0.0;0.13953488372093026;0.0;0.0;0.0;94.0;43.0;4.674418604651163;0.7661151658840619;0.0;0.0;0.0;False;False;0.0;0.0;43.0;0.7507840125123039;0.0;1.0;0.0;0.0;43.0;0.02325581395348837;0.0;0.0;0.0;0.0;3.0;0.15249857033260467;43.0;1.0;3.0;43.0;0.0;1.0;0.0;3.0;0.0;43.0;1.2325581395348837;0.0;54.8139534883721;1.0;5.0;0.0;0.0;0.0;5.0;0.0;0.0;1.0;0.0;43.0;47.5;4.144537025281755;0.0;0.18604651162790695;1.0;0.0;0.0;43.0;2.0;0.3953488372093023;1.0;0.0;1.0;0.0;43.0;0.813953488372093;1.0;1.0;1.0232558139534884;0.2790697674418605;0.0;0.0;43.0;0.4980582450917522;4.0;1.0;0.0;0.29390259873217894;43.0;67.0;0.0;1.0;0.0;1.0;43.0;0.9302325581395348;1.3517553495055763;5.0;1.0294662036472242;0.09302325581395347;0.0;0.25776963111323353;0.11627906976744184;0.0;0.0;1.0;0.0;43.0;43.0;2.0;0.0;1.0;1.162790697674419;0.6521113167513779;4.0;0.0;43.0;0.15249857033260467;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;43.0;43.0;3.5;0.0;0.0;1.0;23.91179805825437;1.0;4.0;0.0;0.0;0.0;0.0;0.0;43.0;43.0;0.0;2.0;1.0;43.0;0.06976744186046513;0.0;0.0;43.0;3.0;0.0;1.0;3.0;0.0;43.0;3.0;0.0;0.0;0.0;0.0;0.0;43.0;0.0;59.0;0.0;0.0;1.5116279069767442;0.0;0.8766694246848051;19.0;0.4574957109978139;0.02325581395348837;0.51122505029461;0.0;0.0;0.45017530730702027;0.4129680806780528;43.0;0.0;1.0;0.0
12.0;1.0;0.0;0.2531645569620253;0.0;0.0;0.0;154.0;79.0;6.569620253164557;0.5298613047505825;0.0;0.0;0.0;False;False;0.0;0.0;79.0;1.4364160745551784;0.0;1.0;0.0;0.0;79.0;0.0759493670886076;0.0;0.0;0.0;1.0;6.0;0.3498040439993687;79.0;2.0;7.0;79.0;0.19235637163825506;1.0;0.0;5.0;0.0;79.0;1.7468354430379749;0.0;48.9873417721519;1.0;3.0;0.0;0.0;0.0;11.0;1.0;0.0;2.0;0.0;79.0;20.5;6.203149622454621;0.0;0.6708860759493671;1.0;0.0;0.0;79.0;3.0;0.7468354430379747;3.0;0.0;2.0;0.0;79.0;1.2658227848101269;2.0;3.0;2.4430379746835444;0.2278481012658228;0.0;0.0;79.0;0.3834451525379719;6.0;1.0;0.0;0.7315844715501467;79.0;71.0;0.0;1.0;0.0;1.0;79.0;1.3037974683544304;2.2880806825802176;6.0;0.811912284631619;0.5063291139240507;0.0;0.5851677467089077;0.13924050632911392;0.0;0.0379746835443038;2.0;0.0;79.0;79.0;6.0;0.0;2.0;1.3924050632911391;1.4971573193717465;10.0;0.0;79.0;0.2666098608758892;0.0;0.0;0.0;0.0;3.0;1.0;1.0;0.0;0.0;0.0;0.0;79.0;79.0;6.0;0.0;0.0;1.0;39.658960791331396;1.0;2.0;0.0;0.0;0.0;0.0;0.0;79.0;79.0;0.0;2.0;1.0;79.0;0.2278481012658228;0.0;0.0;79.0;2.0;0.0;1.0;3.0;0.0;79.0;3.0;2.0;0.0;1.0;0.0;0.0;79.0;0.0;31.0;0.0;0.0;2.632911392405063;0.0;1.353706729122403;42.0;0.946645455097422;0.0759493670886076;1.2168352757390892;0.0;0.0;1.2782351513862906;0.5654214318990418;79.0;1.0;1.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;17.0;1.0;3.0;0.0;0.0;0.0;0.0;False;False;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;3.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;17.0;25.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;17.0;0.0;0.0;0.0;25.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;17.0;0.0;25.0;0.0;1.0;1.0;1.0;0.0;17.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;25.0;0.0;25.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;3.0;0.0;0.0;25.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;3.0;0.0;1.0;3.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;17.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;48.0;5.0;2.8;0.0;0.0;0.0;0.0;False;False;0.0;2.0;5.0;0.8944271909999161;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;2.0;1.0;3.0;0.4472135954999581;5.0;1.0;2.0;5.0;0.0;3.0;0.0;0.0;0.0;5.0;2.6;0.0;32.6;2.0;1.0;0.0;0.0;1.0;3.0;0.0;0.0;1.0;0.0;5.0;30.0;0.44721359549995787;0.0;0.0;9.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;1.0;0.0;5.0;0.8;0.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;1.0;0.0;0.0;4.0;45.0;1.0;9.0;0.0;2.0;5.0;0.8;0.0;4.0;0.4472135954999581;0.0;0.0;0.4472135954999581;0.0;0.0;0.0;0.0;0.0;5.0;5.0;0.0;0.0;3.0;7.6;3.130495168499705;9.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;1.0;3.0;1.0;0.0;0.0;0.0;0.0;5.0;5.0;3.0;0.0;0.0;9.0;17.515707236649053;1.0;0.0;0.0;0.0;0.0;0.0;2.0;5.0;5.0;0.0;0.0;1.0;5.0;1.6;0.0;1.0;5.0;0.0;0.0;0.0;3.0;0.0;5.0;2.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;36.0;0.0;0.0;0.0;0.0;0.0;3.0;0.8944271909999161;0.8;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0
2.0;0.0;0.0;0.5;0.0;0.0;0.0;53.0;8.0;4.5;0.3535533905932738;0.0;0.0;0.0;False;False;0.0;0.0;8.0;0.5345224838248488;0.0;0.0;0.0;0.0;8.0;0.0;0.0;0.0;0.0;0.0;3.0;0.4629100498862757;8.0;1.0;0.0;8.0;0.0;1.0;0.0;1.0;0.0;8.0;1.5;0.0;28.125;1.0;1.0;0.0;0.0;0.0;2.0;0.25;0.0;1.0;0.0;8.0;18.0;2.7774602993176543;0.0;0.0;1.0;0.0;0.0;8.0;1.25;0.25;1.0;0.0;1.0;0.0;8.0;0.375;1.0;0.0;0.125;0.125;0.0;0.0;8.0;0.3535533905932738;1.0;1.0;0.0;0.4629100498862757;8.0;40.25;0.0;1.0;0.0;1.0;8.0;0.625;0.8345229603962802;15.0;0.5175491695067657;0.25;0.0;0.5175491695067657;0.125;0.0;0.0;0.0;0.0;8.0;8.0;0.0;1.0;2.0;1.0;0.0;1.0;0.0;8.0;0.0;0.0;0.0;0.0;0.0;1.0;1.5;0.0;0.0;0.0;0.0;0.0;8.0;8.0;4.5;0.0;0.5;1.0;14.416632259799295;1.0;1.0;0.0;0.0;0.0;0.0;0.0;8.0;8.0;0.0;1.0;0.0;8.0;0.0;0.0;0.25;8.0;1.0;0.0;0.0;3.0;0.0;8.0;3.0;0.25;0.0;0.0;0.0;0.0;8.0;0.0;21.0;0.0;0.0;0.875;0.0;0.4629100498862757;9.0;0.0;0.25;0.3535533905932738;0.0;0.0;0.0;0.5345224838248488;8.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;27.0;13.0;3.0;0.0;0.0;0.0;0.0;False;False;0.0;0.0;13.0;0.0;0.0;0.0;0.0;0.0;13.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;13.0;0.0;0.0;13.0;0.0;1.0;0.0;0.0;0.0;13.0;1.0;0.0;9.384615384615383;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;13.0;5.0;0.0;0.0;0.0;1.0;0.0;0.0;13.0;0.0;0.38461538461538464;0.0;0.0;1.0;0.0;13.0;0.38461538461538464;0.0;0.0;0.0;0.0;0.0;0.0;13.0;0.0;1.0;1.0;0.0;0.0;13.0;13.0;0.0;0.0;0.0;1.0;13.0;0.6153846153846154;0.0;4.0;0.5063696835418333;0.0;0.0;0.5063696835418333;0.0;0.0;0.0;0.0;0.0;13.0;13.0;0.0;0.0;1.0;0.6153846153846154;0.5063696835418333;1.0;0.0;13.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;13.0;13.0;3.0;0.0;0.0;1.0;6.934676891517268;1.0;0.0;0.0;0.0;0.0;0.0;0.0;13.0;13.0;0.0;0.0;0.0;13.0;0.0;0.0;0.0;13.0;0.0;0.0;0.0;3.0;0.0;13.0;3.0;1.0;0.0;0.0;0.0;0.0;13.0;0.0;6.0;0.0;0.0;0.0;0.0;0.5063696835418333;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;13.0;0.0;0.0;0.0
2.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;4.0;3.25;0.0;0.0;0.0;0.0;False;False;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;4.0;0.0;0.0;4.0;0.0;1.0;0.0;2.0;0.0;4.0;1.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;4.0;1.0;0.5;0.0;0.25;1.0;0.0;0.0;4.0;1.25;0.25;0.0;0.0;1.0;0.0;4.0;0.0;1.0;2.0;1.0;0.0;0.0;0.0;4.0;0.0;1.0;1.0;0.0;0.0;4.0;2.5;0.0;1.0;0.0;1.0;4.0;0.75;0.8164965809277259;1.0;0.0;0.0;0.0;0.5;0.0;0.0;0.0;1.0;0.0;4.0;4.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;4.0;4.0;3.25;0.0;0.0;1.0;1.4142135623730951;1.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;4.0;0.0;0.0;0.75;4.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;3.0;0.0;4.0;3.0;0.25;0.0;0.0;0.0;0.0;4.0;0.0;1.5;0.0;0.0;1.0;0.0;0.5;4.0;0.0;0.0;1.1547005383792517;0.0;0.0;0.5;0.0;4.0;0.25;0.75;0.0
3.0;0.0;0.0;1.0;0.0;0.0;0.0;22.0;4.0;8.25;0.0;0.0;0.0;0.0;False;False;0.0;0.0;4.0;1.914854215512676;0.0;1.0;0.0;0.0;4.0;0.25;0.0;0.0;0.0;0.0;5.0;0.0;4.0;0.0;0.0;4.0;0.0;1.0;1.0;2.0;0.0;4.0;2.5;0.0;10.0;0.0;2.0;0.0;0.0;0.0;5.0;1.25;0.0;0.5;0.0;4.0;3.25;8.05708797684788;0.0;0.25;1.0;0.0;0.0;4.0;2.25;1.25;2.0;0.0;1.0;0.0;4.0;0.5;1.0;1.25;1.0;0.0;0.0;0.0;4.0;0.0;3.0;1.0;0.0;0.957427107756338;3.0;15.25;0.0;0.75;0.0;2.0;4.0;0.5;1.5;1.0;1.0;0.75;0.5;0.5773502691896257;0.0;0.25;0.0;1.0;0.0;4.0;4.0;1.0;1.5;3.5;0.75;0.5;1.0;0.0;4.0;0.5;0.0;0.0;0.0;0.0;1.0;2.0;0.0;0.0;0.0;0.0;0.0;4.0;4.0;10.25;0.0;0.5;1.0;9.486832980505136;0.5;0.0;0.0;0.0;0.0;0.0;0.0;4.0;4.0;0.0;3.0;0.0;4.0;0.0;0.0;0.0;4.0;0.0;0.0;0.75;3.0;0.0;4.0;3.0;2.25;0.0;0.0;0.0;0.0;4.0;0.0;8.5;0.0;0.0;1.25;0.0;1.5;20.0;0.0;0.0;0.8164965809277259;0.0;0.0;0.5;1.4142135623730951;4.0;0.25;0.0;0.0
4.0;0.0;0.0;0.0;0.0;0.0;0.0;41.0;6.0;6.166666666666668;1.2110601416389968;0.0;0.0;0.0;False;False;0.0;0.0;6.0;0.40824829046386296;0.0;0.0;0.0;0.0;6.0;0.0;0.0;0.0;0.0;0.0;4.5;0.0;6.0;0.0;1.0;6.0;0.0;1.0;0.0;0.0;0.0;6.0;1.1666666666666667;0.0;23.66666666666667;1.0;2.0;0.0;0.0;0.0;2.0;0.0;0.0;1.5;0.0;6.0;14.0;4.665476038590988;0.0;0.16666666666666666;1.0;0.0;0.0;6.0;1.75;1.0;1.0;0.0;1.0;0.0;6.0;0.6666666666666666;0.5;0.0;0.0;0.6666666666666666;0.0;0.75;6.0;0.0;5.0;1.0;0.0;0.40824829046386296;5.0;31.5;0.0;1.0;0.0;2.0;6.0;0.6666666666666666;1.6020819787597222;11.0;1.0327955589886446;0.16666666666666666;0.0;0.5163977794943223;0.0;0.0;0.0;0.0;0.0;6.0;6.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;6.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;6.0;6.0;6.75;0.0;0.0;1.0;11.97775716345371;1.0;3.0;0.0;0.0;0.0;0.0;0.75;6.0;6.0;0.0;0.0;0.25;6.0;0.3333333333333333;0.0;0.0;6.0;0.0;0.0;0.0;3.0;0.0;6.0;3.0;0.75;0.0;0.0;0.0;0.0;6.0;0.0;22.0;0.0;0.0;1.1666666666666667;0.0;2.0;15.0;0.5163977794943223;0.0;0.0;0.0;0.0;0.40824829046386296;0.0;6.0;0.0;0.0;0.0
4.0;2.0;0.0;4.666666666666667;0.0;0.0;0.0;15.0;3.0;14.666666666666664;0.5773502691896258;0.0;0.0;0.0;False;False;1.0;0.0;3.0;3.055050463303893;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;12.0;0.5773502691896258;3.0;1.0;0.0;3.0;1.1547005383792517;4.0;4.0;2.0;1.0;3.0;5.666666666666668;0.0;13.0;0.0;1.0;0.0;0.0;0.0;9.0;1.5;1.0;0.5;0.0;3.0;12.0;5.507570547286101;0.0;1.0;0.0;0.0;0.0;3.0;2.5;4.666666666666667;2.0;0.0;1.5;0.0;3.0;0.3333333333333333;1.0;1.5;1.3333333333333333;0.3333333333333333;0.0;0.5;3.0;0.5773502691896258;10.0;3.0;0.0;0.5773502691896257;3.0;15.0;0.0;0.0;0.0;1.0;3.0;1.0;1.7320508075688772;9.0;0.5773502691896258;1.3333333333333333;1.0;1.7320508075688772;0.3333333333333333;0.0;0.6666666666666666;1.0;0.0;3.0;3.0;3.0;6.0;7.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;1.0;0.0;2.0;3.0;5.0;0.0;0.0;0.0;0.0;0.0;3.0;3.0;16.5;0.0;4.0;0.0;3.4641016151377544;0.0;1.0;2.0;0.0;0.0;0.0;0.0;3.0;3.0;0.0;8.0;0.0;3.0;0.0;0.0;0.5;3.0;1.0;0.0;1.0;11.5;0.0;3.0;11.0;7.0;3.0;1.0;0.0;0.0;3.0;0.0;15.0;0.5;0.0;2.0;0.0;5.033222956847167;21.0;0.0;0.3333333333333333;0.5773502691896257;0.0;0.0;1.7320508075688772;3.055050463303893;3.0;1.5;1.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;8.0;1.0;0.0;0.0;0.0;0.0;False;False;0.0;0.0;8.0;0.0;0.0;0.0;0.0;0.0;8.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;8.0;0.0;0.0;8.0;0.0;1.0;0.0;1.0;0.0;8.0;1.0;0.0;3.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.25;0.0;8.0;2.75;0.0;0.0;0.0;1.0;0.0;0.0;8.0;0.0;0.0;0.0;0.0;0.0;0.0;8.0;0.25;0.0;1.0;0.375;0.0;0.0;0.0;8.0;0.0;0.0;1.0;0.0;0.0;8.0;3.25;0.0;1.0;0.0;1.0;8.0;0.0;0.0;2.0;0.4629100498862757;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.0;8.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;8.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;8.0;8.0;1.0;0.0;0.0;1.0;0.7559289460184544;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.0;8.0;0.0;0.0;0.0;8.0;0.0;0.0;0.0;8.0;0.0;0.0;0.0;1.0;0.0;8.0;1.0;0.0;0.0;0.0;0.0;0.0;8.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.5175491695067657;0.0;0.0;0.0;0.0;8.0;0.0;0.0;0.0
10.0;6.0;0.0;8.857142857142858;0.0;0.0;0.0;46.0;7.0;33.714285714285715;1.4638501094227998;0.0;0.0;1.0;False;False;1.5;0.0;7.0;11.11841030089498;0.0;0.0;0.0;0.0;7.0;0.0;0.0;0.0;0.0;1.0;31.0;2.516611478423583;7.0;6.0;7.0;7.0;2.0354009783964293;3.0;7.0;3.0;1.0;7.0;11.428571428571427;0.0;27.714285714285715;1.0;2.0;0.0;0.0;1.0;32.0;3.0;0.0;1.0;0.0;7.0;23.0;29.668806771390308;0.0;5.285714285714286;2.0;0.0;0.0;7.0;6.0;15.428571428571427;3.0;0.0;1.5;0.0;7.0;1.1428571428571428;5.0;2.0;2.0;0.8571428571428571;0.0;1.0;7.0;0.7559289460184544;48.0;1.0;0.0;1.2149857925879115;7.0;30.5;0.0;1.0;0.0;1.0;7.0;1.1428571428571428;3.309438162646486;17.0;0.3779644730092273;2.142857142857143;3.0;1.0690449676496976;0.7142857142857143;0.0;1.8571428571428568;2.0;2.0;7.0;7.0;16.0;13.5;16.0;1.5714285714285714;0.5345224838248488;2.0;0.0;7.0;0.0;0.0;2.0;0.0;3.0;3.0;9.0;1.0;0.0;0.0;4.0;0.5;7.0;7.0;49.0;0.0;5.0;2.0;9.690446940402797;1.0;4.0;0.0;0.0;0.0;1.0;0.5;7.0;7.0;0.0;27.0;0.5;7.0;1.1428571428571428;0.0;3.5;7.0;2.0;0.0;2.0;11.0;0.0;7.0;3.0;23.5;1.5;1.0;0.0;0.0;7.0;2.0;24.0;1.0;0.0;4.428571428571429;0.0;17.643290914274303;82.0;2.609506430251478;2.0;0.5773502691896257;0.0;0.0;5.498917642417936;9.822229404579721;7.0;6.5;1.5;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
12.0;0.0;0.0;0.0;0.0;0.0;0.0;75.0;4.0;7.25;0.0;0.0;0.0;0.0;False;False;0.0;0.0;4.0;0.5;0.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.75;3.0;0.0;4.0;0.0;0.0;4.0;0.0;1.0;0.5;5.0;0.0;4.0;1.25;0.0;44.25;1.0;2.0;0.0;0.0;0.0;2.0;0.25;0.0;1.25;0.0;4.0;21.5;8.5;0.0;1.75;1.0;0.0;0.0;4.0;3.75;2.0;1.0;0.0;1.0;0.0;4.0;1.0;0.5;2.75;1.75;0.0;0.0;0.0;4.0;0.0;7.0;1.0;0.0;0.5;4.0;63.75;0.0;1.0;0.0;1.0;4.0;0.75;5.852349955359813;20.0;0.8164965809277259;0.25;0.0;0.5;0.0;0.0;0.0;1.0;0.0;4.0;4.0;7.0;0.0;1.25;1.0;0.0;1.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;4.0;4.0;7.25;0.0;0.0;1.0;27.548442182211804;1.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;4.0;0.0;0.0;0.75;4.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;3.0;0.0;4.0;3.0;2.5;0.0;0.0;0.0;0.0;4.0;0.0;41.0;0.0;0.0;3.25;0.0;3.366501646120693;20.0;0.0;0.0;2.362907813126304;0.0;0.0;3.5;0.0;4.0;1.75;0.0;0.0
