NumberOfPackageMethod_50%;NumberOfPrivateMethod_50%;ClassFanOutComplexity_std;NCSSForThisMethod_std;NestedTryDepth_50%;NumberOfMethods_Checkstyle_max;NestedIfElseDepth_25%;BooleanExpressionComplexity_std;MethodLength_min;NestedForDepth_max;MethodLength_mean;CyclomaticComplexity_25%;BooleanExpressionComplexity_min;MethodLength_count;NumberOfPrivateMethod_count;AnonymousInnerClassLength_std;NCSSForThisFile_std;ThrowsCount_50%;ExecutableStatementCount_75%;NCSSForThisClass_50%;AnonymousInnerClassLength_25%;NestedTryDepth_std;NCSSForThisClass_75%;ClassFanOutComplexity_min;ExecutableStatementCount_max;NestedIfElseDepth_max;NumberOfPublicMethods_Checkstyle_min;NestedForDepth_75%;NumberOfMethods_Checkstyle_mean;NCSSForThisFile_50%;NumberOfProtectedMethod_mean;NumberOfProtectedMethod_75%;MethodLength_50%;BooleanExpressionComplexity_mean;FileLength_max;NumberOfMethods_Checkstyle_75%;NestedTryDepth_25%;ClassDataAbstractionCoupling_count;NumberOfProtectedMethod_max;MethodLength_25%;NumberOfPrivateMethod_mean;FileLength_count;FileLength_mean;AnonymousInnerClassLength_50%;ClassFanOutComplexity_max;NestedIfElseDepth_mean;NumberOfPackageMethod_mean;NumberOfPublicMethods_Checkstyle_mean;BooleanExpressionComplexity_75%;BooleanExpressionComplexity_50%;NumberOfPrivateMethod_25%;NestedTryDepth_mean;NCSSForThisClass_std;NCSSForThisClass_max;NumberOfPublicMethods_Checkstyle_75%;NumberOfPackageMethod_min;ExecutableStatementCount_min;ExecutableStatementCount_count;ExecutableStatementCount_50%;NumberOfPrivateMethod_75%;NPathComplexity_mean;FileLength_std;NumberOfMethods_Checkstyle_50%;ThrowsCount_count;NPathComplexity_50%;Bugged;NestedTryDepth_min;NumberOfPrivateMethod_max;NumberOfPackageMethod_max;ExecutableStatementCount_mean;NumberOfMethods_Checkstyle_25%;CyclomaticComplexity_count;AnonymousInnerClassLength_75%;NestedIfElseDepth_std;NumberOfPackageMethod_75%;NumberOfPublicMethods_Checkstyle_count;BooleanExpressionComplexity_count;NCSSForThisMethod_50%;NCSSForThisMethod_max;NPathComplexity_25%;NCSSForThisFile_max;NestedForDepth_50%;ClassDataAbstractionCoupling_50%;NumberOfPublicMethods_Checkstyle_std;NCSSForThisClass_count;NestedForDepth_mean;NestedIfElseDepth_75%;NCSSForThisClass_mean;MethodLength_max;ClassDataAbstractionCoupling_mean;NestedForDepth_count;NCSSForThisMethod_min;NCSSForThisFile_75%;NCSSForThisMethod_count;ThrowsCount_mean;ThrowsCount_std;ClassFanOutComplexity_25%;FileLength_25%;NestedTryDepth_count;NumberOfProtectedMethod_25%;ThrowsCount_min;ClassFanOutComplexity_mean;CyclomaticComplexity_min;NCSSForThisMethod_25%;ExecutableStatementCount_std;ClassDataAbstractionCoupling_75%;NumberOfPackageMethod_count;CyclomaticComplexity_mean;ThrowsCount_25%;NumberOfPrivateMethod_min;NumberOfMethods_Checkstyle_std;BooleanExpressionComplexity_max;FileLength_75%;NumberOfPublicMethods_Checkstyle_50%;CyclomaticComplexity_std;ThrowsCount_max;NCSSForThisClass_min;NPathComplexity_count;NPathComplexity_75%;NumberOfPublicMethods_Checkstyle_max;NPathComplexity_min;NestedForDepth_min;FileLength_min;NestedTryDepth_max;NestedTryDepth_75%;CyclomaticComplexity_max;NCSSForThisFile_25%;NestedIfElseDepth_count;NCSSForThisFile_mean;MethodLength_75%;NCSSForThisFile_min;NestedForDepth_std;ClassDataAbstractionCoupling_max;BooleanExpressionComplexity_25%;NumberOfProtectedMethod_min;ClassFanOutComplexity_75%;NCSSForThisFile_count;NumberOfPackageMethod_25%;ClassDataAbstractionCoupling_std;CyclomaticComplexity_75%;AnonymousInnerClassLength_min;ClassFanOutComplexity_50%;ThrowsCount_75%;NumberOfProtectedMethod_50%;CyclomaticComplexity_50%;AnonymousInnerClassLength_mean;NCSSForThisClass_25%;NCSSForThisMethod_mean;ExecutableStatementCount_25%;NumberOfMethods_Checkstyle_min;ClassDataAbstractionCoupling_25%;NestedForDepth_25%;NumberOfProtectedMethod_std;NPathComplexity_max;NPathComplexity_std;NumberOfPackageMethod_std;NestedIfElseDepth_min;NumberOfMethods_Checkstyle_count;NestedIfElseDepth_50%;NumberOfPublicMethods_Checkstyle_25%;MethodLength_std;AnonymousInnerClassLength_count;ClassFanOutComplexity_count;NCSSForThisMethod_75%;FileLength_50%;ClassDataAbstractionCoupling_min;AnonymousInnerClassLength_max;NumberOfProtectedMethod_count;NumberOfPrivateMethod_std
0.0;0.0;1.1547005383792517;0.0;0.0;3.0;0.0;0.0;3.0;0.0;3.0;1.0;0.0;3.0;3.0;0.0;18.475208614068027;0.0;1.0;0.0;0.0;0.0;13.5;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;3.0;0.0;73.0;1.5;0.0;3.0;0.0;3.0;0.0;3.0;24.33333333333333;0.0;2.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;15.588457268119896;27.0;1.5;0.0;1.0;3.0;1.0;0.0;1.0;42.146569650842686;0.0;3.0;1.0;False;0.0;0.0;0.0;1.0;0.0;3.0;0.0;0.0;0.0;3.0;3.0;2.0;2.0;1.0;32.0;0.0;0.0;1.7320508075688772;3.0;0.0;0.0;9.0;3.0;0.0;3.0;2.0;16.0;3.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.6666666666666666;1.0;2.0;0.0;0.0;3.0;1.0;0.0;0.0;1.7320508075688772;0.0;36.5;0.0;0.0;0.0;0.0;3.0;1.0;3.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;3.0;10.666666666666666;3.0;0.0;0.0;0.0;0.0;0.0;1.0;3.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;3.0;3.0;2.0;0.0;0.0;0.0;3.0;0.0
0.0;0.0;1.5811388300841898;3.1622776601683795;0.0;10.0;0.0;0.31622776601683794;3.0;0.0;4.3;1.0;0.0;10.0;10.0;0.0;17.392527130926087;0.0;1.0;0.0;0.0;0.0;0.0;0.0;7.0;2.0;0.0;0.0;1.0;0.0;0.0;0.0;3.0;0.1;146.0;0.0;0.0;10.0;0.0;3.0;0.0;10.0;14.6;0.0;5.0;0.2;0.0;1.0;0.0;0.0;0.0;0.0;16.12761606685874;51.0;0.0;0.0;1.0;10.0;1.0;0.0;1.1;46.169253838458346;0.0;10.0;0.5;False;0.0;0.0;0.0;1.6;0.0;10.0;0.0;0.6324555320336759;0.0;10.0;10.0;2.0;12.0;0.0;55.0;0.0;0.0;3.1622776601683795;10.0;0.0;0.0;5.1;16.0;0.0;10.0;2.0;0.0;10.0;0.0;0.0;0.0;0.0;10.0;0.0;0.0;0.5;1.0;2.0;1.8973665961010275;0.0;10.0;1.6;0.0;0.0;3.1622776601683795;1.0;0.0;0.0;1.8973665961010275;0.0;0.0;10.0;1.0;10.0;0.0;0.0;0.0;0.0;0.0;7.0;0.0;10.0;5.5;3.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;3.0;1.0;0.0;0.0;0.0;0.0;7.0;2.1317702607092643;0.0;0.0;10.0;0.0;0.0;4.110960958218892;10.0;10.0;2.0;0.0;0.0;0.0;10.0;0.0
0.0;0.0;7.505553499465137;20.250514396758746;0.0;12.0;0.0;0.4522670168666454;3.0;1.0;18.83333333333333;1.0;0.0;12.0;12.0;0.0;57.7350269189626;0.0;13.75;0.0;0.0;0.0;0.0;0.0;42.0;5.0;0.0;0.0;1.0;0.0;0.0;0.0;3.0;0.25;313.0;0.0;0.0;12.0;0.0;3.0;0.3333333333333333;12.0;26.08333333333333;0.0;26.0;0.75;0.0;0.6666666666666666;0.25;0.0;0.0;0.0;48.78609774652337;169.0;0.0;0.0;1.0;12.0;1.0;0.0;8.166666666666666;90.35531712817644;0.0;12.0;1.0;False;0.0;4.0;0.0;9.666666666666666;0.0;12.0;0.0;1.7645499039801518;0.0;12.0;12.0;2.0;69.0;0.75;200.0;0.0;0.0;2.309401076758503;12.0;0.08333333333333333;0.0;14.083333333333336;107.0;0.25;12.0;2.0;0.0;12.0;0.0;0.0;0.0;0.0;12.0;0.0;0.0;2.1666666666666665;1.0;2.0;13.593670541390901;0.0;12.0;4.666666666666667;0.0;0.0;3.4641016151377544;1.0;0.0;0.0;7.958224257542215;0.0;0.0;12.0;7.0;8.0;0.0;0.0;0.0;0.0;0.0;29.0;0.0;12.0;16.666666666666668;19.75;0.0;0.2886751345948129;3.0;0.0;0.0;0.0;12.0;0.0;0.8660254037844386;4.5;0.0;0.0;0.0;0.0;1.0;0.0;0.0;13.416666666666664;1.0;0.0;0.0;0.0;0.0;56.0;16.044445843476254;0.0;0.0;12.0;0.0;0.0;30.441697878025302;12.0;12.0;16.0;0.0;0.0;0.0;12.0;1.1547005383792517
0.0;0.0;1.5;2.0;0.0;4.0;0.0;0.0;3.0;0.0;4.25;1.0;0.0;4.0;4.0;0.0;11.0;0.0;2.0;0.0;0.0;0.0;4.0;0.0;5.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;3.0;0.0;59.0;1.0;0.0;4.0;0.0;3.0;0.0;4.0;14.75;0.0;3.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;8.0;16.0;1.0;0.0;1.0;4.0;1.0;0.0;1.0;29.5;0.0;4.0;1.0;False;0.0;0.0;0.0;2.0;0.0;4.0;0.0;0.0;0.0;4.0;4.0;2.0;6.0;0.75;22.0;0.0;0.0;2.0;4.0;0.0;0.0;4.0;8.0;0.0;4.0;2.0;5.5;4.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;0.75;1.0;2.0;2.0;0.0;4.0;1.25;0.0;0.0;2.0;0.0;14.75;0.0;0.5;0.0;0.0;4.0;1.25;4.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;4.0;5.5;4.25;0.0;0.0;0.0;0.0;0.0;0.75;4.0;0.0;0.0;1.25;0.0;0.0;0.0;0.0;1.0;0.0;0.0;3.0;1.0;0.0;0.0;0.0;0.0;2.0;0.8164965809277259;0.0;0.0;4.0;0.0;0.0;2.5;4.0;4.0;3.0;0.0;0.0;0.0;4.0;0.0
0.0;0.0;1.5118578920369092;1.4960264830861911;0.0;7.0;0.0;0.0;3.0;0.0;4.142857142857143;1.0;0.0;7.0;7.0;0.0;12.472827609304495;0.0;1.5;0.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;3.0;0.0;80.0;0.0;0.0;7.0;0.0;3.0;0.0;7.0;11.428571428571427;0.0;4.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;10.583005244258363;28.0;0.0;0.0;1.0;7.0;1.0;0.0;1.4285714285714286;30.237157840738178;0.0;7.0;1.0;False;0.0;0.0;0.0;1.5714285714285714;0.0;7.0;0.0;0.0;0.0;7.0;7.0;2.0;6.0;1.0;33.0;0.0;0.0;2.6457513110645907;7.0;0.0;0.0;4.0;9.0;0.0;7.0;2.0;0.0;7.0;0.0;0.0;0.0;0.0;7.0;0.0;0.0;0.5714285714285714;1.0;2.0;1.1338934190276817;0.0;7.0;1.4285714285714286;0.0;0.0;2.6457513110645907;0.0;0.0;0.0;0.7867957924694431;0.0;0.0;7.0;1.5;7.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;7.0;4.714285714285714;4.0;0.0;0.0;0.0;0.0;0.0;0.0;7.0;0.0;0.0;1.5;0.0;0.0;0.0;0.0;1.0;0.0;0.0;2.7142857142857144;1.0;0.0;0.0;0.0;0.0;4.0;1.2724180205607034;0.0;0.0;7.0;0.0;0.0;2.2677868380553634;7.0;7.0;2.5;0.0;0.0;0.0;7.0;0.0
0.0;0.0;2.653613888015109;0.0;0.0;24.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;24.0;24.0;0.0;7.3484692283495345;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;93.0;0.0;0.0;24.0;0.0;0.0;0.0;24.0;3.875;0.0;13.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;24.0;0.0;0.0;0.0;18.98354550656963;0.0;24.0;0.0;False;0.0;0.0;0.0;0.0;0.0;24.0;0.0;0.0;0.0;24.0;24.0;1.0;1.0;0.0;36.0;0.0;0.0;4.898979485566356;24.0;0.0;0.0;0.0;0.0;0.0;24.0;1.0;0.0;24.0;0.0;0.0;0.0;0.0;24.0;0.0;0.0;0.5416666666666666;1.0;1.0;0.0;0.0;24.0;1.0;0.0;0.0;4.898979485566356;0.0;0.0;0.0;0.0;0.0;0.0;24.0;0.0;24.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;24.0;1.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;24.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;24.0;0.0;0.0;0.0;24.0;24.0;1.0;0.0;0.0;0.0;24.0;0.0
0.0;0.0;2.333333333333333;8.273115763993902;0.0;9.0;0.0;0.0;3.0;0.0;9.666666666666666;1.0;0.0;9.0;9.0;0.0;23.333333333333336;0.0;4.0;0.0;0.0;0.0;0.0;0.0;22.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;5.0;0.0;138.0;0.0;0.0;9.0;0.0;4.0;0.0;9.0;15.333333333333336;0.0;7.0;0.2222222222222222;0.0;1.0;0.0;0.0;0.0;0.0;22.0;66.0;0.0;0.0;1.0;9.0;2.0;0.0;17.0;46.0;0.0;9.0;2.0;False;0.0;0.0;0.0;4.666666666666667;0.0;9.0;0.0;0.4409585518440984;0.0;9.0;9.0;3.0;28.0;1.0;70.0;0.0;0.0;3.0;9.0;0.0;0.0;7.333333333333332;43.0;0.0;9.0;2.0;0.0;9.0;0.0;0.0;0.0;0.0;9.0;0.0;0.0;0.7777777777777778;1.0;3.0;6.633249580710799;0.0;9.0;2.6666666666666665;0.0;0.0;3.0;0.0;0.0;0.0;3.2015621187164243;0.0;0.0;9.0;2.0;9.0;1.0;0.0;0.0;0.0;0.0;11.0;0.0;9.0;7.777777777777778;8.0;0.0;0.0;0.0;0.0;0.0;0.0;9.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;6.777777777777778;2.0;0.0;0.0;0.0;0.0;140.0;46.130250378683186;0.0;0.0;9.0;0.0;0.0;12.727922061357855;9.0;9.0;6.0;0.0;0.0;0.0;9.0;0.0
0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;8.0;0.0;8.0;3.0;0.0;1.0;1.0;0.0;0.0;0.0;4.0;11.0;0.0;0.0;11.0;3.0;4.0;0.0;1.0;0.0;1.0;14.0;0.0;0.0;8.0;0.0;42.0;1.0;0.0;1.0;0.0;8.0;0.0;1.0;42.0;0.0;3.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;11.0;1.0;0.0;4.0;1.0;4.0;0.0;4.0;0.0;1.0;1.0;4.0;False;0.0;0.0;0.0;4.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;7.0;7.0;4.0;14.0;0.0;0.0;0.0;1.0;0.0;0.0;11.0;8.0;0.0;1.0;7.0;14.0;1.0;0.0;0.0;3.0;42.0;1.0;0.0;0.0;3.0;3.0;7.0;0.0;0.0;1.0;3.0;0.0;0.0;0.0;0.0;42.0;1.0;0.0;0.0;11.0;1.0;4.0;1.0;4.0;0.0;42.0;0.0;0.0;3.0;14.0;1.0;14.0;8.0;14.0;0.0;0.0;0.0;0.0;3.0;1.0;0.0;0.0;3.0;0.0;3.0;0.0;0.0;3.0;0.0;11.0;7.0;4.0;1.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;7.0;42.0;0.0;0.0;1.0;0.0
0.0;0.0;1.8898223650461363;0.0;0.0;7.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;7.0;7.0;0.0;4.535573676110727;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;47.0;0.0;0.0;7.0;0.0;0.0;0.0;7.0;6.7142857142857135;0.0;5.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.0;0.0;0.0;0.0;17.76433023143368;0.0;7.0;0.0;False;0.0;0.0;0.0;0.0;0.0;7.0;0.0;0.0;0.0;7.0;7.0;1.0;1.0;0.0;12.0;0.0;0.0;2.6457513110645907;7.0;0.0;0.0;0.0;0.0;0.0;7.0;1.0;0.0;7.0;0.0;0.0;0.0;0.0;7.0;0.0;0.0;0.7142857142857143;1.0;1.0;0.0;0.0;7.0;1.0;0.0;0.0;2.6457513110645907;0.0;0.0;0.0;0.0;0.0;0.0;7.0;0.0;7.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;7.0;1.7142857142857142;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.0;0.0;0.0;0.0;7.0;7.0;1.0;0.0;0.0;0.0;7.0;0.0
0.0;0.0;1.897366596101028;0.0;0.0;10.0;0.0;0.0;3.0;0.0;3.0;1.0;0.0;10.0;10.0;0.0;9.803060746521975;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;3.0;0.0;87.0;0.0;0.0;10.0;0.0;3.0;0.1;10.0;8.7;0.0;6.0;0.0;0.0;0.9;0.0;0.0;0.0;0.0;8.538149682454621;27.0;0.0;0.0;1.0;10.0;1.0;0.0;0.8;27.511815643464896;0.0;10.0;1.0;False;0.0;1.0;0.0;1.0;0.0;10.0;0.0;0.0;0.0;10.0;10.0;2.0;2.0;1.0;31.0;0.0;0.0;2.846049894151541;10.0;0.0;0.0;2.7;3.0;0.0;10.0;2.0;0.0;10.0;0.0;0.0;0.0;0.0;10.0;0.0;0.0;0.6;1.0;2.0;0.0;0.0;10.0;1.0;0.0;0.0;3.1622776601683795;0.0;0.0;0.0;0.0;0.0;0.0;10.0;1.0;9.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;10.0;3.1;3.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;1.0;0.4216370213557839;0.0;0.0;10.0;0.0;0.0;0.0;10.0;10.0;2.0;0.0;0.0;0.0;10.0;0.31622776601683794
0.0;0.0;1.118033988749895;2.314712668311578;0.0;20.0;0.0;0.4893604849295929;3.0;0.0;4.35;1.0;0.0;20.0;20.0;0.0;18.112150617748302;0.0;1.0;0.0;0.0;0.0;0.0;0.0;7.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;3.0;0.15;162.0;0.0;0.0;20.0;0.0;3.0;0.0;20.0;8.1;0.0;5.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;16.994116628998402;76.0;0.0;0.0;1.0;20.0;1.0;0.0;1.0;36.224301235496604;0.0;20.0;1.0;False;0.0;0.0;0.0;2.05;0.0;20.0;0.0;0.0;0.0;20.0;20.0;2.0;9.0;0.0;81.0;0.0;0.0;4.47213595499958;20.0;0.0;0.0;3.8;12.0;0.0;20.0;2.0;0.0;20.0;0.0;0.0;0.0;0.0;20.0;0.0;0.0;0.25;1.0;2.0;2.187885304412267;0.0;20.0;1.4;0.0;0.0;4.47213595499958;2.0;0.0;0.0;0.8825799501580878;0.0;0.0;20.0;1.0;20.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;20.0;4.05;3.0;0.0;0.0;0.0;0.0;0.0;0.0;20.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;3.1;1.0;0.0;0.0;0.0;0.0;4.0;1.076055173697941;0.0;0.0;20.0;0.0;0.0;2.8520537383288884;20.0;20.0;2.0;0.0;0.0;0.0;20.0;0.0
0.0;0.0;2.9192017967990465;14.612112577998257;0.0;23.0;0.0;0.5830273995419091;3.0;2.0;13.043478260869565;1.0;0.0;23.0;23.0;0.0;48.37534406124135;0.0;8.5;0.0;0.0;0.0;0.0;0.0;59.0;4.0;0.0;0.0;1.0;0.0;0.0;0.0;3.0;0.39130434782608703;378.0;0.0;0.0;23.0;0.0;3.0;0.08695652173913042;23.0;16.434782608695652;0.0;14.0;0.39130434782608703;0.0;0.9130434782608696;1.0;0.0;0.0;0.0;45.4561422644423;218.0;0.0;0.0;1.0;23.0;1.0;0.0;439.39130434782606;78.81844851357427;0.0;23.0;1.0;False;0.0;2.0;0.0;6.869565217391305;0.0;23.0;0.0;0.8913284485317718;0.0;23.0;23.0;2.0;70.0;1.0;232.0;0.0;0.0;4.37880269519857;23.0;0.17391304347826084;0.5;9.478260869565217;103.0;0.0;23.0;2.0;0.0;23.0;0.0;0.0;0.0;0.0;23.0;0.0;0.0;0.6086956521739131;1.0;2.0;12.311503666475685;0.0;23.0;4.130434782608695;0.0;0.0;4.795831523312719;2.0;0.0;0.0;7.014947338790784;0.0;0.0;23.0;7.5;21.0;0.0;0.0;0.0;0.0;0.0;34.0;0.0;23.0;10.08695652173913;15.0;0.0;0.4910261901035309;0.0;0.0;0.0;0.0;23.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;9.173913043478262;1.0;0.0;0.0;0.0;0.0;10000.0;2084.154477330194;0.0;0.0;23.0;0.0;0.0;21.286953453976892;23.0;23.0;11.0;0.0;0.0;0.0;23.0;0.4170288281141496
0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;27.0;0.0;27.0;9.0;1.0;1.0;1.0;0.0;0.0;0.0;17.0;29.0;0.0;0.0;29.0;2.0;17.0;0.0;1.0;0.0;1.0;33.0;0.0;0.0;27.0;1.0;65.0;1.0;0.0;1.0;0.0;27.0;0.0;1.0;65.0;0.0;2.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;29.0;1.0;0.0;17.0;1.0;17.0;0.0;45.0;0.0;1.0;1.0;45.0;False;0.0;0.0;0.0;17.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;26.0;26.0;45.0;33.0;0.0;0.0;0.0;1.0;0.0;0.0;29.0;27.0;0.0;1.0;26.0;33.0;1.0;0.0;0.0;2.0;65.0;1.0;0.0;0.0;2.0;9.0;26.0;0.0;0.0;1.0;9.0;0.0;0.0;0.0;1.0;65.0;1.0;0.0;0.0;29.0;1.0;45.0;1.0;45.0;0.0;65.0;0.0;0.0;9.0;33.0;1.0;33.0;27.0;33.0;0.0;0.0;1.0;0.0;2.0;1.0;0.0;0.0;9.0;0.0;2.0;0.0;0.0;9.0;0.0;29.0;26.0;17.0;1.0;0.0;0.0;0.0;45.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;26.0;65.0;0.0;0.0;1.0;0.0
0.0;0.0;3.8890872965260113;19.724893626365358;0.0;8.0;0.0;0.7559289460184544;3.0;0.0;28.75;2.75;0.0;8.0;8.0;0.0;64.34671708797582;0.0;22.0;0.0;0.0;0.0;0.0;0.0;42.0;3.0;0.0;0.0;1.0;0.0;0.125;0.0;15.0;0.5;297.0;0.0;0.0;8.0;1.0;8.75;0.0;8.0;37.125;0.0;11.0;1.125;0.0;0.875;1.0;0.0;0.0;0.0;59.39696961966999;168.0;0.0;0.0;1.0;8.0;7.0;0.0;300.875;105.0053570062023;0.0;8.0;4.5;False;0.0;0.0;0.0;14.875;0.0;8.0;0.0;1.1259916264596033;0.0;8.0;8.0;12.0;54.0;2.75;182.0;0.0;0.0;2.4748737341529163;8.0;0.0;2.0;21.0;81.0;0.125;8.0;2.0;0.0;8.0;0.0;0.0;0.0;0.0;8.0;0.0;0.0;1.375;1.0;6.0;16.039571600976664;0.0;8.0;7.875;0.0;0.0;2.8284271247461903;2.0;0.0;0.0;7.936128959205669;0.0;0.0;8.0;119.5;7.0;1.0;0.0;0.0;0.0;0.0;23.0;0.0;8.0;22.75;41.25;0.0;0.0;1.0;0.0;0.0;0.0;8.0;0.0;0.3535533905932738;10.25;0.0;0.0;0.0;0.0;4.5;0.0;0.0;20.25;4.0;0.0;0.0;0.0;0.3535533905932738;1950.0;682.2702517540769;0.0;0.0;8.0;1.0;0.0;29.446076624423643;8.0;8.0;29.5;0.0;0.0;0.0;8.0;0.0
0.0;0.0;3.5355339059327378;3.943801646707328;0.0;8.0;0.0;0.0;3.0;0.0;5.75;1.0;0.0;8.0;8.0;0.0;16.97056274847714;0.0;2.75;0.0;0.0;0.0;0.0;0.0;9.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;3.0;0.0;106.0;0.0;0.0;8.0;0.0;3.0;0.125;8.0;13.25;0.0;10.0;0.0;0.0;0.875;0.0;0.0;0.0;0.0;13.435028842544405;38.0;0.0;0.0;1.0;8.0;1.0;0.0;1.625;37.476659402887016;0.0;8.0;1.0;False;0.0;1.0;0.0;2.875;0.0;8.0;0.0;0.0;0.0;8.0;8.0;2.0;11.0;1.0;48.0;0.0;0.0;2.4748737341529163;8.0;0.0;0.0;4.75;14.0;0.125;8.0;2.0;0.0;8.0;0.0;0.0;0.0;0.0;8.0;0.0;0.0;1.25;1.0;2.0;3.48209706929603;0.0;8.0;1.5;0.0;0.0;2.8284271247461903;0.0;0.0;0.0;0.9258200997725514;0.0;0.0;8.0;1.5;7.0;1.0;0.0;0.0;0.0;0.0;3.0;0.0;8.0;6.0;5.75;0.0;0.0;1.0;0.0;0.0;0.0;8.0;0.0;0.3535533905932738;1.5;0.0;0.0;0.0;0.0;1.0;0.0;0.0;4.125;1.0;0.0;0.0;0.0;0.0;4.0;1.1877349391654208;0.0;0.0;8.0;0.0;0.0;5.092010548749033;8.0;8.0;4.0;0.0;0.0;0.0;8.0;0.3535533905932738
0.0;0.0;2.857738033247041;0.0;0.0;6.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;6.0;6.0;0.0;5.715476066494082;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;46.0;0.0;0.0;6.0;0.0;0.0;0.0;6.0;7.666666666666668;0.0;7.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;0.0;0.0;0.0;18.7794213613377;0.0;6.0;0.0;False;0.0;0.0;0.0;0.0;0.0;6.0;0.0;0.0;0.0;6.0;6.0;1.0;1.0;0.0;14.0;0.0;0.0;2.449489742783178;6.0;0.0;0.0;0.0;0.0;0.0;6.0;1.0;0.0;6.0;0.0;0.0;0.0;0.0;6.0;0.0;0.0;1.1666666666666667;1.0;1.0;0.0;0.0;6.0;1.0;0.0;0.0;2.449489742783178;0.0;0.0;0.0;0.0;0.0;0.0;6.0;0.0;6.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;6.0;2.333333333333333;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;0.0;0.0;0.0;6.0;6.0;1.0;0.0;0.0;0.0;6.0;0.0
