Bugged;MHF;MIF;Aa;AIF;AHF
False;0.705882353;0.0;6.0;0.0;0.0
False;1.0;0.0;7.0;0.0;0.428571429
False;0.0;0.0;0.0;0.0;0.0
False;1.0;0.0;2.0;0.0;1.0
False;0.0;0.0;0.0;0.0;0.0
False;0.655172414;0.0;17.0;0.0;0.117647059
False;1.0;0.0;1.0;0.0;0.0
False;0.615384615;0.0;2.0;0.0;0.0
False;0.666666667;0.0;4.0;0.0;0.25
False;1.0;0.0;0.0;0.0;0.0
False;1.0;0.0;1.0;0.0;1.0
False;1.0;0.0;1.0;0.0;0.0
False;1.0;0.0;0.0;0.0;0.0
False;1.0;0.0;3.0;0.0;0.0
False;1.0;0.0;4.0;0.0;0.0
False;1.0;0.0;1.0;0.0;0.0
False;1.0;0.0;1.0;0.0;0.0
False;0.941747573;0.0;15.0;0.0;0.666666667
False;0.941747573;0.0;15.0;0.0;0.666666667
False;0.941747573;0.0;15.0;0.0;0.666666667
False;0.0;0.0;1.0;0.0;1.0
False;1.0;0.0;4.0;0.0;0.0
False;0.9375;0.0;1.0;0.0;1.0
False;0.8;0.0;1.0;0.0;1.0
False;0.0;0.0;0.0;0.0;0.0
False;0.0;0.0;0.0;0.0;0.0
False;0.75;0.0;2.0;0.0;0.5
False;0.75;0.0;2.0;0.0;0.0
False;0.692307692;0.0;1.0;0.0;0.0
False;0.692307692;0.0;1.0;0.0;0.0
False;0.6;0.0;6.0;0.0;0.0
False;0.666666667;0.0;1.0;0.0;0.0
False;1.0;0.0;1.0;0.0;0.0
False;1.0;0.0;0.0;0.0;0.0
False;0.8888888890000001;0.0;13.0;0.0;0.923076923
False;1.0;0.0;0.0;0.0;0.0
False;0.8666666670000001;0.0;5.0;0.0;0.2
False;0.75;0.0;1.0;0.0;0.0
False;1.0;0.0;1.0;0.0;0.0
False;1.0;0.0;1.0;0.0;0.0
