blame_merge_priorityMinor_mean;issues_priorityMajor_max;issues_priorityMinor_mean;NM;issues_priorityMinor_std;NumberOfMathOperations_mean;Maximum Complexity*;issues_priorityMajor_std;Maximum Depth_max;PMi;MaxNumberOfNestedBlocks_25%;blame_merge_priorityMinor_min;NMIR;Maximum Depth_min;NMI;SIX;blame_merge_priorityMinor_count;blamemerge_priorityMinor_mean;Ad;Bugged;Average Statements per Method;NumberOfMathOperations_25%;Ai;MaxNumberOfNestedBlocks_max;blame_merge_priorityMajor_max;NumberOfMathOperations_75%;NOPa;NumberOfModifiers_std;blamemerge_priorityMajor_mean;Maximum Block Depth;NumberOfModifiers_50%;NumberOfModifiers_max;Maximum Depth_std;NumberOfMethods_Mood;Mi;Ao;blamemerge_priorityMajor_max;MaxNumberOfNestedBlocks_50%;issues_priorityMinor_max;blame_merge_priorityMajor_std;NumberOfModifiers_count;blamemerge_priorityMinor_std;Maximum Depth_50%;Maximum Depth_75%;NumberOfMathOperations_50%;NF;NumberOfMathOperations_std;blame_merge_priorityMajor_min;NumberOfMathOperations_min;MaxNumberOfNestedBlocks_std;NumberOfModifiers_75%;Ait;HMi;MaxNumberOfNestedBlocks_min;blame_merge_priorityMajor_mean;MaxNumberOfNestedBlocks_75%;NumberOfModifiers_min;blame_merge_priorityMinor_std;NumberOfMathOperations_max;Av;issues_priorityMajor_min;issues_priorityMajor_count;issues_priorityMinor_min;Maximum Depth_25%;issues_priorityMinor_count;issues_priorityMajor_mean;HMd;blamemerge_priorityMajor_std;blamemerge_priorityMajor_count;blame_merge_priorityMajor_count;MaxNumberOfNestedBlocks_mean;Average Block Depth;Ma;NumberOfModifiers_mean;PMR;Maximum Depth_mean;Mit;blamemerge_priorityMinor_count;NMA;Maximum Depth_count;Md;NumberOfMathOperations_count;Average Complexity*;blamemerge_priorityMinor_max;blame_merge_priorityMinor_max;Mo;blamemerge_priorityMinor_min;MaxNumberOfNestedBlocks_count;blamemerge_priorityMajor_min;NumberOfModifiers_25%;PMd
0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;355.0;0.0;0.0;355.0;1.0;0.0;0.0;1692.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1692.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0
0.0;1.0;0.0;8.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;8.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;355.0;0.0;0.0;355.0;1.0;0.0;0.0;2303.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2303.0;8.0;0.0;0.0;8.0;0.0;0.0;0.0;0.0;0.0;8.0;1.0;0.0;0.0
0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;710.0;0.0;0.0;710.0;1.0;0.0;0.0;2474.0;0.0;0.0;0.33;0.0;0.0;0.0;0.0;0.0;2474.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0
0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;0.0;0.0;6.0;0.0;0.0;0.5026246899500346;20.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;20.0;4.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0
0.0;1.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;32.0;0.0;0.0;32.0;1.0;0.0;0.0;1008.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1008.0;3.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0;0.0;0.0
0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;4.0;0.0;0.0;4.0;1.0;0.0;0.0;104.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;104.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0
0.0;1.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;367.0;0.0;0.0;367.0;1.0;0.0;0.0;233.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;233.0;3.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0;0.0;0.0
0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;7.0;0.0;0.0;7.0;1.0;0.0;0.0;217.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;217.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0
0.0;1.0;0.0;17.0;0.0;0.0;21.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;False;7.48;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;5.0;0.0;0.0;0.0;17.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;16.0;0.0;0.0;16.0;1.0;5.0;0.0;9563.0;0.0;0.0;2.37;18.0;0.0;0.7222222220000001;0.0;0.0;9563.0;18.0;0.0;18.0;0.0;3.11;0.0;0.0;0.0;0.0;0.0;1.0;0.0;13.0
0.0;1.0;0.0;17.0;0.0;0.0;21.0;0.0;3.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;1.0;False;7.48;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;5.0;0.0;0.0;0.0;17.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;3.0;3.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;16.0;0.0;3.0;16.0;1.0;5.0;0.0;9563.0;0.0;0.0;2.37;18.0;0.0;0.7222222220000001;3.0;0.0;9563.0;18.0;1.0;18.0;0.0;3.11;0.0;0.0;0.0;0.0;0.0;1.0;0.0;13.0
0.0;1.0;0.0;17.0;0.0;0.0;21.0;0.0;3.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;1.0;False;7.48;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;5.0;0.0;0.0;0.0;17.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;3.0;3.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;16.0;0.0;3.0;16.0;1.0;5.0;0.0;9563.0;0.0;0.0;2.37;18.0;0.0;0.7222222220000001;3.0;0.0;9563.0;18.0;1.0;18.0;0.0;3.11;0.0;0.0;0.0;0.0;0.0;1.0;0.0;13.0
0.0;1.0;0.0;17.0;0.0;0.0;21.0;0.0;3.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;1.0;False;7.48;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;5.0;0.0;0.0;0.0;17.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;3.0;3.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;16.0;0.0;3.0;16.0;1.0;5.0;0.0;9563.0;0.0;0.0;2.37;18.0;0.0;0.7222222220000001;3.0;0.0;9563.0;18.0;1.0;18.0;0.0;3.11;0.0;0.0;0.0;0.0;0.0;1.0;0.0;13.0
0.0;1.0;0.0;17.0;0.0;0.3181818181818182;21.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;False;7.48;0.0;0.0;3.0;0.0;0.0;0.0;3.268636211630576;1.0;5.0;9.0;10.0;0.0;17.0;0.0;0.0;1.0;1.0;0.0;0.0;22.0;0.0;0.0;0.0;0.0;1.0;1.0861186305619104;0.0;0.0;1.0455015987905485;9.0;0.0;0.0;0.0;0.0;2.0;1.0;0.0;5.0;0.0;1.0;16.0;0.0;0.0;16.0;1.0;5.0;0.0;9563.0;0.0;1.0454545454545454;2.37;18.0;7.727272727272727;0.7222222220000001;0.0;0.0;9563.0;18.0;0.0;18.0;22.0;3.11;0.0;0.0;0.0;0.0;22.0;1.0;9.0;13.0
0.0;1.0;0.0;17.0;0.0;0.0;21.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;False;7.48;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;5.0;1.0;1.0;0.0;17.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;16.0;0.0;0.0;16.0;1.0;5.0;0.0;9563.0;0.0;0.0;2.37;18.0;1.0;0.7222222220000001;0.0;0.0;9563.0;18.0;0.0;18.0;1.0;3.11;0.0;0.0;0.0;0.0;1.0;1.0;1.0;13.0
0.0;1.0;0.0;17.0;0.0;0.0;21.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;False;7.48;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;5.0;1.0;1.0;0.0;17.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;16.0;0.0;0.0;16.0;1.0;5.0;0.0;9563.0;0.0;0.0;2.37;18.0;1.0;0.7222222220000001;0.0;0.0;9563.0;18.0;0.0;18.0;1.0;3.11;0.0;0.0;0.0;0.0;1.0;1.0;1.0;13.0
0.0;1.0;0.2727272727272727;5.0;0.4522670168666454;0.8;16.0;0.4522670168666454;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5202312138728323;0.0;False;8.83;0.0;0.0;4.0;0.0;0.0;0.0;3.2710854467592254;0.4797687861271676;6.0;9.0;10.0;0.0;5.0;0.0;0.0;1.0;1.0;1.0;0.0;5.0;0.5003140506559249;0.0;0.0;0.0;0.0;1.7888543819998317;0.0;0.0;1.8165902124584952;9.0;0.0;0.0;0.0;0.0;3.0;2.0;0.0;4.0;0.0;0.0;33.0;0.0;0.0;33.0;0.7272727272727273;2.0;0.5003140506559253;346.0;0.0;1.6;3.01;6.0;7.8;0.666666667;0.0;0.0;346.0;6.0;0.0;6.0;5.0;4.67;1.0;0.0;0.0;0.0;5.0;0.0;9.0;4.0
0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;1.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;2.0;2.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;1.0;20.0;0.0;0.0;20.0;1.0;1.0;0.0;775.0;0.0;0.0;0.67;2.0;2.0;0.5;0.0;0.0;775.0;2.0;0.0;2.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;2.0;1.0
0.0;1.0;0.0;4.0;0.0;0.0;4.0;0.0;0.0;0.0;1.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;4.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;1.0;5.0;9.0;9.0;0.0;4.0;0.0;0.0;1.0;2.5;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.957427107756338;9.0;0.0;0.0;1.0;0.0;3.0;9.0;0.0;0.0;0.0;1.0;162.0;0.0;0.0;162.0;1.0;1.0;0.0;786.0;0.0;2.25;1.51;5.0;9.0;0.8;0.0;0.0;786.0;5.0;0.0;5.0;4.0;2.5;0.0;0.0;0.0;0.0;4.0;1.0;9.0;4.0
0.0;1.0;0.0;5.0;0.0;1.2;6.0;0.0;3.0;0.0;1.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;3.0;False;6.83;0.0;0.0;3.0;0.0;2.0;0.0;14.429137188342205;1.0;5.0;10.0;42.0;0.0;5.0;0.0;0.0;1.0;1.0;0.0;0.0;5.0;0.0;3.0;3.0;1.0;3.0;1.3038404810405295;0.0;0.0;1.1401754250991378;10.0;0.0;0.0;0.0;0.0;2.0;9.0;0.0;3.0;0.0;1.0;155.0;0.0;3.0;155.0;1.0;5.0;0.0;896.0;0.0;1.4;1.98;6.0;16.2;0.166666667;3.0;0.0;896.0;6.0;1.0;6.0;5.0;2.5;0.0;0.0;0.0;0.0;5.0;1.0;10.0;1.0
0.0;1.0;0.0;13.0;0.0;0.2857142857142857;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;True;3.5;0.0;0.0;1.0;0.0;0.0;0.0;3.0499504589743425;1.0;4.0;9.0;10.0;0.0;13.0;0.0;0.0;1.0;1.0;0.0;0.0;14.0;0.0;0.0;0.0;0.0;0.0;1.0690449676496974;0.0;0.0;0.5135525910130955;9.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;4.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;5.0;0.0;8644.0;0.0;0.5714285714285714;1.88;15.0;8.071428571428571;0.666666667;0.0;0.0;8644.0;15.0;0.0;15.0;14.0;1.88;0.0;0.0;0.0;0.0;14.0;1.0;9.0;10.0
0.0;1.0;0.0;13.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;True;3.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;4.0;0.0;0.0;0.0;13.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;5.0;0.0;8644.0;0.0;0.0;1.88;15.0;0.0;0.666666667;0.0;0.0;8644.0;15.0;0.0;15.0;0.0;1.88;0.0;0.0;0.0;0.0;0.0;1.0;0.0;10.0
0.0;1.0;0.0;2.0;0.0;0.0;4.0;0.0;0.0;0.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;2.33;0.0;0.0;2.0;0.0;0.0;0.0;4.949747468305833;1.0;4.0;5.5;9.0;0.0;2.0;0.0;0.0;1.0;1.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.4142135623730951;7.25;0.0;0.0;0.0;0.0;1.5;2.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;73.0;0.0;1.0;1.17;3.0;5.5;0.666666667;0.0;0.0;73.0;3.0;0.0;3.0;2.0;2.0;0.0;0.0;0.0;0.0;2.0;1.0;3.75;2.0
0.0;1.0;0.0;3.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;4.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;6.0;0.0;0.0;0.0;3.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;176.0;0.0;0.0;176.0;1.0;2.0;0.0;2068.0;0.0;0.0;2.24;4.0;0.0;0.5;0.0;0.0;2068.0;4.0;0.0;4.0;0.0;1.8;0.0;0.0;0.0;0.0;0.0;1.0;0.0;2.0
0.0;1.0;0.0;3.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;4.2;0.0;0.0;3.0;0.0;0.0;0.0;4.349329450233296;1.0;6.0;5.5;10.0;0.0;3.0;0.0;0.0;1.0;0.5;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.4142135623730951;9.25;0.0;0.0;0.0;0.0;1.5;2.0;0.0;0.0;0.0;1.0;176.0;0.0;0.0;176.0;1.0;2.0;0.0;2068.0;0.0;1.0;2.24;4.0;5.75;0.5;0.0;0.0;2068.0;4.0;0.0;4.0;4.0;1.8;0.0;0.0;0.0;0.0;4.0;1.0;2.0;2.0
0.0;1.0;0.0;10.0;0.0;0.1;8.0;0.0;3.0;0.0;1.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;2.0;False;6.73;0.0;0.0;4.0;0.0;0.0;0.0;0.4830458915396479;1.0;6.0;2.0;2.0;0.0;10.0;0.0;0.0;1.0;1.0;0.0;0.0;10.0;0.0;3.0;3.0;0.0;2.0;0.31622776601683794;0.0;0.0;1.1785113019775793;2.0;0.0;0.0;0.0;0.0;1.75;1.0;0.0;1.0;0.0;1.0;534.0;0.0;3.0;534.0;1.0;8.0;0.0;4504.0;0.0;1.5;2.28;11.0;1.7;0.272727273;3.0;0.0;4504.0;11.0;2.0;11.0;10.0;3.27;0.0;0.0;0.0;0.0;10.0;1.0;1.25;3.0
0.0;0.0;0.0;6.0;0.0;0.16666666666666666;6.0;0.0;4.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;3.0;False;3.71;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;4.0;1.0;1.0;0.8944271909999159;6.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;0.0;2.0;2.0;0.0;3.0;0.40824829046386296;0.0;0.0;0.8366600265340756;1.0;0.0;0.0;0.0;0.0;0.75;1.0;0.0;1.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;1.0;0.0;0.0;0.0;0.5;1.72;7.0;1.0;0.857142857;2.4;0.0;0.0;7.0;5.0;7.0;6.0;2.0;0.0;0.0;0.0;0.0;6.0;0.0;1.0;6.0
0.0;1.0;0.005772005772005772;8.0;0.07580885585203975;0.125;4.0;0.07580885585203975;5.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0009389671361502347;5.0;False;3.0;0.0;0.0;3.0;0.0;0.0;0.0;12.903487900563938;0.9990610328638496;5.0;6.5;42.0;1.0690449676496976;8.0;0.0;0.0;1.0;0.5;1.0;0.0;8.0;0.030642570651794782;3.0;3.5;0.0;5.0;0.3535533905932738;0.0;0.0;1.1259916264596033;9.25;0.0;0.0;0.0;0.0;1.25;4.0;0.0;1.0;1.0;0.0;693.0;0.0;2.5;693.0;0.9942279942279942;6.0;0.03064257065179479;1065.0;0.0;0.875;1.63;9.0;10.75;0.333333333;3.1428571428571432;0.0;1065.0;9.0;7.0;9.0;8.0;2.0;1.0;0.0;0.0;0.0;8.0;0.0;4.0;3.0
0.0;1.0;0.0;4.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;4.4;0.0;0.0;3.0;0.0;0.0;0.0;0.0;1.0;5.0;9.0;9.0;0.0;4.0;0.0;0.0;1.0;0.5;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.4142135623730951;9.0;0.0;0.0;0.0;0.0;1.5;9.0;0.0;0.0;0.0;1.0;23.0;0.0;0.0;23.0;1.0;1.0;0.0;2209.0;0.0;1.0;1.66;5.0;9.0;0.8;0.0;0.0;2209.0;5.0;0.0;5.0;4.0;2.0;0.0;0.0;0.0;0.0;4.0;1.0;9.0;4.0
0.0;1.0;0.0;4.0;0.0;0.0;9.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;6.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;1.0;5.0;9.0;9.0;0.0;4.0;0.0;0.0;1.0;2.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.1547005383792517;9.0;0.0;0.0;1.0;0.0;3.0;9.0;0.0;0.0;0.0;1.0;588.0;0.0;0.0;588.0;1.0;1.0;0.0;329.0;0.0;2.0;2.1;5.0;9.0;0.8;0.0;0.0;329.0;5.0;0.0;5.0;4.0;4.2;0.0;0.0;0.0;0.0;4.0;1.0;9.0;4.0
0.0;1.0;0.0;25.0;0.0;0.24;17.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;False;4.04;0.0;0.0;4.0;0.0;0.0;0.0;1.4628738838327788;1.0;6.0;9.0;10.0;0.0;25.0;0.0;0.0;1.0;0.0;0.0;0.0;25.0;0.0;0.0;0.0;0.0;1.0;0.8306623862918074;0.0;0.0;1.021436896402971;9.0;0.0;0.0;0.0;0.0;1.0;2.0;0.0;4.0;0.0;1.0;511.0;0.0;0.0;511.0;1.0;4.0;0.0;8025.0;0.0;0.72;2.27;26.0;8.84;0.846153846;0.0;0.0;8025.0;26.0;0.0;26.0;25.0;2.69;0.0;0.0;0.0;0.0;25.0;1.0;9.0;22.0
0.0;1.0;0.0;2.0;0.0;1.0;8.0;0.0;0.0;0.0;0.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;False;6.0;0.5;0.0;3.0;0.0;1.5;0.0;4.949747468305833;1.0;5.0;5.5;9.0;0.0;2.0;0.0;0.0;1.0;1.5;0.0;0.0;2.0;0.0;0.0;0.0;1.0;1.0;1.4142135623730951;0.0;0.0;2.1213203435596424;7.25;0.0;0.0;0.0;0.0;2.25;2.0;0.0;2.0;0.0;1.0;5.0;0.0;0.0;5.0;1.0;1.0;0.0;259.0;0.0;1.5;1.97;3.0;5.5;0.666666667;0.0;0.0;259.0;3.0;0.0;3.0;2.0;3.33;0.0;0.0;0.0;0.0;2.0;1.0;3.75;2.0
0.0;1.0;0.0;1.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;9.0;9.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.0;0.0;0.0;0.0;0.0;0.0;9.0;0.0;0.0;0.0;1.0;15.0;0.0;0.0;15.0;1.0;1.0;0.0;152.0;0.0;0.0;0.57;2.0;9.0;0.5;0.0;0.0;152.0;2.0;0.0;2.0;1.0;1.5;0.0;0.0;0.0;0.0;1.0;1.0;9.0;1.0
0.0;1.0;0.0;10.0;0.0;0.4;17.0;0.0;2.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;11.0;False;4.45;0.0;0.0;3.0;0.0;0.0;0.0;0.0;1.0;5.0;1.0;1.0;0.0;10.0;0.0;0.0;1.0;0.0;0.0;0.0;10.0;0.0;2.0;2.0;0.0;11.0;1.2649110640673518;0.0;0.0;0.948683298050514;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;4.0;0.0;1.0;27.0;0.0;2.0;27.0;1.0;0.0;0.0;1723.0;0.0;0.3;1.66;11.0;1.0;1.0;2.0;0.0;1723.0;11.0;10.0;11.0;10.0;2.45;0.0;0.0;0.0;0.0;10.0;1.0;1.0;11.0
0.0;1.0;0.0;39.0;0.0;0.02564102564102564;16.0;0.0;3.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;14.0;True;2.55;0.0;0.0;3.0;0.0;0.0;0.0;0.5023561221029411;1.0;5.0;1.0;4.0;0.2581988897471611;39.0;0.0;0.0;1.0;0.0;0.0;0.0;39.0;0.0;2.0;2.0;0.0;14.0;0.16012815380508716;0.0;0.0;0.522115493348035;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;31.0;0.0;2.0;31.0;1.0;2.0;0.0;8762.0;0.0;0.1282051282051282;1.62;40.0;1.1025641025641026;0.95;2.066666666666667;0.0;8762.0;40.0;15.0;40.0;39.0;1.48;0.0;0.0;0.0;0.0;39.0;1.0;1.0;38.0
