ClassFanOutComplexity_25%;AnonymousInnerClassLength_count;ClassFanOutComplexity_std;NCSSForThisClass_mean;AnonymousInnerClassLength_25%;FileLength_50%;NestedForDepth_max;ClassDataAbstractionCoupling_mean;NCSSForThisMethod_count;CyclomaticComplexity_count;NumberOfProtectedMethod_min;NumberOfPrivateMethod_min;NumberOfPackageMethod_75%;NumberOfPublicMethods_Checkstyle_std;ClassFanOutComplexity_count;NCSSForThisFile_mean;BooleanExpressionComplexity_max;FileLength_mean;BooleanExpressionComplexity_min;ClassDataAbstractionCoupling_min;NCSSForThisFile_count;NCSSForThisMethod_min;NumberOfProtectedMethod_50%;CyclomaticComplexity_std;ThrowsCount_75%;FileLength_min;NumberOfProtectedMethod_mean;NumberOfPrivateMethod_mean;ClassFanOutComplexity_max;NCSSForThisMethod_75%;NumberOfPublicMethods_Checkstyle_75%;NumberOfPackageMethod_25%;ThrowsCount_mean;NumberOfProtectedMethod_25%;MethodLength_std;NumberOfPackageMethod_min;NestedIfElseDepth_count;NumberOfMethods_Checkstyle_count;NPathComplexity_max;Bugged;NCSSForThisClass_count;NumberOfPackageMethod_mean;NumberOfMethods_Checkstyle_mean;NestedForDepth_50%;NCSSForThisClass_50%;ClassDataAbstractionCoupling_50%;NCSSForThisFile_25%;NestedIfElseDepth_50%;ThrowsCount_25%;ExecutableStatementCount_mean;NumberOfPublicMethods_Checkstyle_25%;BooleanExpressionComplexity_50%;NestedIfElseDepth_min;ClassDataAbstractionCoupling_count;NumberOfProtectedMethod_std;NumberOfProtectedMethod_75%;AnonymousInnerClassLength_min;NPathComplexity_count;ExecutableStatementCount_50%;MethodLength_count;ClassDataAbstractionCoupling_75%;NCSSForThisFile_max;BooleanExpressionComplexity_std;NPathComplexity_75%;NPathComplexity_mean;ThrowsCount_max;ThrowsCount_50%;ExecutableStatementCount_count;FileLength_25%;NCSSForThisMethod_mean;FileLength_max;ClassDataAbstractionCoupling_std;NumberOfPrivateMethod_max;NumberOfPackageMethod_max;CyclomaticComplexity_mean;FileLength_std;ClassFanOutComplexity_min;NestedForDepth_count;NumberOfPublicMethods_Checkstyle_50%;NestedTryDepth_50%;NestedTryDepth_max;NumberOfPackageMethod_count;NestedTryDepth_count;NumberOfPublicMethods_Checkstyle_max;ClassDataAbstractionCoupling_max;NumberOfPackageMethod_50%;NumberOfPrivateMethod_75%;NestedForDepth_mean;NCSSForThisMethod_25%;NCSSForThisFile_std;BooleanExpressionComplexity_count;ClassFanOutComplexity_75%;NCSSForThisClass_min;NestedIfElseDepth_std;NestedTryDepth_75%;NestedTryDepth_25%;NumberOfPrivateMethod_25%;NestedIfElseDepth_mean;ClassFanOutComplexity_50%;NPathComplexity_50%;NestedForDepth_25%;NestedForDepth_min;NumberOfPrivateMethod_50%;AnonymousInnerClassLength_max;NumberOfPackageMethod_std;NestedIfElseDepth_75%;AnonymousInnerClassLength_std;NumberOfMethods_Checkstyle_min;AnonymousInnerClassLength_mean;ThrowsCount_min;NCSSForThisClass_25%;NestedTryDepth_std;AnonymousInnerClassLength_75%;ThrowsCount_count;NPathComplexity_25%;NumberOfPrivateMethod_std;CyclomaticComplexity_50%;NumberOfPublicMethods_Checkstyle_min;NumberOfMethods_Checkstyle_50%;CyclomaticComplexity_25%;ExecutableStatementCount_75%;NumberOfPrivateMethod_count;NCSSForThisClass_std;NestedTryDepth_min;AnonymousInnerClassLength_50%;NCSSForThisMethod_max;NCSSForThisMethod_std;NumberOfMethods_Checkstyle_std;ExecutableStatementCount_min;NestedIfElseDepth_max;NestedForDepth_75%;MethodLength_25%;MethodLength_mean;NCSSForThisClass_max;NumberOfMethods_Checkstyle_max;NCSSForThisClass_75%;NCSSForThisFile_50%;NCSSForThisMethod_50%;MethodLength_max;NPathComplexity_std;BooleanExpressionComplexity_75%;CyclomaticComplexity_75%;NCSSForThisFile_75%;NumberOfMethods_Checkstyle_75%;MethodLength_min;CyclomaticComplexity_max;NestedTryDepth_mean;NPathComplexity_min;CyclomaticComplexity_min;NumberOfMethods_Checkstyle_25%;NCSSForThisFile_min;FileLength_75%;FileLength_count;NumberOfPublicMethods_Checkstyle_mean;NestedForDepth_std;MethodLength_75%;ClassDataAbstractionCoupling_25%;NumberOfProtectedMethod_max;ExecutableStatementCount_max;NestedIfElseDepth_25%;ExecutableStatementCount_25%;BooleanExpressionComplexity_mean;ExecutableStatementCount_std;NumberOfPublicMethods_Checkstyle_count;ThrowsCount_std;BooleanExpressionComplexity_25%;ClassFanOutComplexity_mean;NumberOfProtectedMethod_count;MethodLength_50%
0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;0.0;1.4142135623730951;0.0;0.0;0.0;0.0;0.0;8.0;0.0;0.0;0.0;0.0;7.071067811865476;0.0;2.0;2.0;3.0;False;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.5;0.0;0.0;0.0;2.0;0.0;0.0;0.0;2.0;4.5;2.0;0.0;0.0;0.0;2.5;2.0;0.0;0.0;2.0;0.0;6.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;2.0;0.0;0.0;0.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;1.5;0.0;2.0;0.0;0.0;1.5;6.25;2.0;0.0;0.0;0.0;10.0;5.656854249492381;0.0;1.0;0.0;0.0;6.5;9.0;0.0;0.0;0.0;0.0;6.0;14.0;1.4142135623730951;0.0;2.5;0.0;0.0;4.0;3.0;0.0;1.0;1.0;0.0;0.0;0.0;2.0;0.0;0.0;11.5;0.0;0.0;8.0;0.0;2.75;0.0;4.949747468305833;2.0;0.0;0.0;0.0;2.0;9.0
0.0;3.0;4.0414518843273814;7.666666666666668;0.0;0.0;0.0;0.3333333333333333;3.0;3.0;0.0;0.0;0.5;1.1547005383792517;3.0;0.0;0.0;0.0;0.0;0.0;3.0;2.0;0.0;0.5773502691896257;0.0;0.0;0.6666666666666666;0.0;7.0;3.0;1.0;0.0;0.0;0.0;1.7320508075688772;0.0;3.0;3.0;2.0;False;3.0;0.3333333333333333;1.6666666666666667;0.0;0.0;0.0;0.0;0.0;0.0;1.3333333333333333;0.0;0.0;0.0;3.0;1.1547005383792517;1.0;0.0;3.0;1.0;3.0;0.5;0.0;0.0;1.5;1.3333333333333333;0.0;0.0;3.0;0.0;2.6666666666666665;0.0;0.5773502691896258;0.0;1.0;1.3333333333333333;0.0;0.0;3.0;0.0;0.0;0.0;3.0;3.0;2.0;1.0;0.0;0.0;0.0;2.0;0.0;3.0;3.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.5773502691896258;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;1.0;0.0;1.0;0.0;0.0;1.0;1.5;3.0;13.279056191361391;0.0;0.0;4.0;1.1547005383792517;2.8867513459481287;1.0;0.0;0.0;3.0;4.0;23.0;5.0;11.5;0.0;2.0;6.0;0.5773502691896257;0.0;1.5;0.0;2.5;3.0;2.0;0.0;1.0;1.0;0.0;0.0;0.0;3.0;0.6666666666666666;0.0;4.5;0.0;2.0;2.0;0.0;1.0;0.0;0.5773502691896257;3.0;0.0;0.0;2.333333333333333;3.0;3.0
0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;False;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;2.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;2.0;0.0;0.0;1.0;0.0;0.0;3.0;3.0;0.0;0.0;0.0;0.0;2.0;3.0;0.0;0.0;1.0;0.0;0.0;3.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;3.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;3.0
0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;9.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;5.0;False;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;7.0;1.0;0.0;0.0;0.0;5.0;5.0;0.0;0.0;1.0;0.0;9.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;9.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;5.0;0.0;3.0;0.0;0.0;3.0;7.0;1.0;0.0;0.0;0.0;9.0;0.0;0.0;7.0;0.0;0.0;13.0;13.0;0.0;0.0;0.0;0.0;9.0;13.0;0.0;0.0;3.0;0.0;0.0;13.0;3.0;0.0;5.0;3.0;0.0;0.0;0.0;1.0;0.0;0.0;13.0;0.0;0.0;7.0;0.0;7.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;13.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;4.0;3.5;4.5;0.0;0.0;0.0;0.25;4.0;4.0;0.0;0.0;0.25;1.0;4.0;0.0;0.0;0.0;0.0;0.0;4.0;1.0;0.0;0.5773502691896257;0.0;0.0;0.5;0.0;7.0;2.25;0.5;0.0;0.0;0.0;1.0;0.0;4.0;4.0;2.0;False;4.0;0.25;1.25;0.0;0.0;0.0;0.0;0.0;0.0;0.75;0.0;0.0;0.0;4.0;1.0;0.5;0.0;4.0;0.5;4.0;0.25;0.0;0.0;2.0;1.0;0.0;0.0;4.0;0.0;1.75;0.0;0.5;0.0;1.0;1.5;0.0;0.0;4.0;0.0;0.0;0.0;4.0;4.0;2.0;1.0;0.0;0.0;0.0;1.0;0.0;4.0;1.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;1.5;0.0;0.0;1.0;1.25;4.0;9.0;0.0;0.0;3.0;0.957427107756338;2.5;0.0;0.0;0.0;3.0;3.5;18.0;5.0;4.5;0.0;1.5;5.0;1.1547005383792517;0.0;2.0;0.0;1.25;3.0;2.0;0.0;0.0;1.0;0.0;0.0;0.0;4.0;0.5;0.0;3.5;0.0;2.0;2.0;0.0;0.0;0.0;0.957427107756338;4.0;0.0;0.0;1.75;4.0;3.0
2.0;2.0;5.656854249492381;5.0;0.0;0.0;0.0;0.5;2.0;2.0;0.0;0.0;0.75;0.7071067811865476;2.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;1.0;0.7071067811865476;0.0;0.0;1.0;0.0;8.0;2.75;0.75;0.25;0.0;0.5;1.4142135623730951;0.0;2.0;2.0;2.0;False;2.0;0.5;2.0;0.0;5.0;0.5;0.0;0.0;0.0;1.5;0.25;0.0;0.0;2.0;1.4142135623730951;1.5;0.0;2.0;1.5;2.0;0.75;0.0;0.0;1.75;1.5;0.0;0.0;2.0;0.0;2.5;0.0;0.7071067811865476;0.0;1.0;1.5;0.0;0.0;2.0;0.5;0.0;0.0;2.0;2.0;1.0;1.0;0.5;0.0;0.0;2.25;0.0;2.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;1.5;0.0;0.0;0.0;0.0;0.7071067811865476;0.0;0.0;0.0;0.0;0.0;2.5;0.0;0.0;2.0;1.25;0.0;1.5;0.0;2.0;1.25;1.75;2.0;7.071067811865476;0.0;0.0;3.0;0.7071067811865476;2.8284271247461903;1.0;0.0;0.0;3.5;4.0;10.0;4.0;7.5;0.0;2.5;5.0;0.7071067811865476;0.0;1.75;0.0;3.0;3.0;2.0;0.0;1.0;1.0;1.0;0.0;0.0;2.0;0.5;0.0;4.5;0.25;2.0;2.0;0.0;1.25;0.0;0.7071067811865476;2.0;0.0;0.0;4.0;2.0;4.0
1.75;2.0;4.949747468305833;4.0;0.0;0.0;0.0;0.5;2.0;2.0;0.0;0.0;0.75;0.0;2.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;0.5;0.0;0.0;0.0;0.5;0.0;7.0;3.5;0.0;0.25;0.0;0.25;1.4142135623730951;0.0;2.0;2.0;1.0;False;2.0;0.5;1.0;0.0;4.0;0.5;0.0;0.0;0.0;2.0;0.0;0.0;0.0;2.0;0.7071067811865476;0.75;0.0;2.0;2.0;2.0;0.75;0.0;0.0;1.0;1.0;0.0;0.0;2.0;0.0;3.0;0.0;0.7071067811865476;0.0;1.0;1.0;0.0;0.0;2.0;0.0;0.0;0.0;2.0;2.0;0.0;1.0;0.5;0.0;0.0;2.5;0.0;2.0;5.25;0.0;0.0;0.0;0.0;0.0;0.0;3.5;1.0;0.0;0.0;0.0;0.0;0.7071067811865476;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;2.0;1.0;0.0;1.0;0.0;1.0;1.0;2.5;2.0;5.656854249492381;0.0;0.0;4.0;1.4142135623730951;1.4142135623730951;1.0;0.0;0.0;3.5;4.0;8.0;2.0;6.0;0.0;3.0;5.0;0.0;0.0;1.0;0.0;1.5;3.0;1.0;0.0;1.0;1.0;0.5;0.0;0.0;2.0;0.0;0.0;4.5;0.25;1.0;3.0;0.0;1.5;0.0;1.4142135623730951;2.0;0.0;0.0;3.5;2.0;4.0
0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;14.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;14.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;6.0;False;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;12.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;12.0;1.0;0.0;0.0;0.0;6.0;6.0;0.0;0.0;1.0;0.0;14.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;14.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;6.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;6.0;0.0;4.0;0.0;0.0;4.0;12.0;1.0;0.0;0.0;0.0;14.0;0.0;0.0;12.0;1.0;0.0;18.0;18.0;0.0;0.0;0.0;0.0;14.0;18.0;0.0;0.0;4.0;0.0;0.0;18.0;4.0;0.0;6.0;4.0;0.0;0.0;0.0;1.0;0.0;0.0;18.0;0.0;0.0;12.0;1.0;12.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;18.0
0.0;4.0;2.5;11.5;0.0;0.0;0.0;0.75;4.0;4.0;0.0;0.0;0.25;1.5;4.0;0.0;0.0;0.0;0.0;0.0;4.0;2.0;0.0;0.5773502691896257;0.0;0.0;0.75;0.0;5.0;4.0;0.75;0.0;0.0;0.0;1.5;0.0;4.0;4.0;2.0;False;4.0;0.25;1.75;0.0;0.0;0.0;0.0;0.0;0.0;1.75;0.0;0.0;0.0;4.0;1.5;0.75;0.0;4.0;1.5;4.0;0.75;0.0;0.0;2.0;1.5;0.0;0.0;4.0;0.0;3.0;0.0;1.5;0.0;1.0;1.5;0.0;0.0;4.0;0.0;0.0;0.0;4.0;4.0;3.0;3.0;0.0;0.0;0.0;2.0;0.0;4.0;1.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.5;0.0;0.0;0.0;0.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;1.0;0.0;1.5;0.0;0.0;1.0;2.25;4.0;23.0;0.0;0.0;4.0;1.1547005383792517;3.5;1.0;0.0;0.0;3.0;4.25;46.0;7.0;11.5;0.0;3.0;6.0;0.5773502691896257;0.0;2.0;0.0;1.75;3.0;2.0;0.0;1.0;1.0;0.0;0.0;0.0;4.0;0.75;0.0;5.25;0.0;3.0;3.0;0.0;1.0;0.0;0.957427107756338;4.0;0.0;0.0;1.25;4.0;4.0
0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;9.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;5.0;False;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;7.0;1.0;0.0;0.0;0.0;5.0;5.0;0.0;0.0;1.0;0.0;9.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;9.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;5.0;0.0;3.0;0.0;0.0;3.0;7.0;1.0;0.0;0.0;0.0;9.0;0.0;0.0;7.0;0.0;0.0;13.0;13.0;0.0;0.0;0.0;0.0;9.0;13.0;0.0;0.0;3.0;0.0;0.0;13.0;3.0;0.0;5.0;3.0;0.0;0.0;0.0;1.0;0.0;0.0;13.0;0.0;0.0;7.0;0.0;7.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;13.0
0.0;26.0;4.782821825594659;23.23076923076923;0.0;0.0;0.0;0.4615384615384616;26.0;26.0;0.0;0.0;0.0;1.7262676501632068;26.0;20.576923076923077;1.0;44.07692307692307;0.0;0.0;26.0;2.0;0.0;6.169403412124908;0.0;0.0;0.3076923076923077;0.1153846153846154;23.0;11.0;0.0;0.0;0.0;0.0;33.470009537816665;0.0;26.0;26.0;508.0;False;26.0;0.2307692307692308;1.1538461538461535;0.0;0.0;0.0;0.0;0.0;0.0;8.538461538461537;0.0;0.0;0.0;26.0;1.1231822922119372;0.0;0.0;26.0;2.0;26.0;0.0;535.0;0.36794648440312;6.25;25.84615384615385;0.0;0.0;26.0;0.0;12.923076923076925;1146.0;1.9642967032659648;3.0;4.0;3.692307692307693;224.7490908683589;0.0;26.0;0.0;0.0;0.0;26.0;26.0;8.0;10.0;0.0;0.0;0.0;2.0;104.92213229892845;26.0;0.0;0.0;0.4019184762342503;0.0;0.0;0.0;0.19230769230769232;0.0;1.5;0.0;0.0;0.0;44.0;0.8629109946080098;0.0;8.629109946080098;0.0;1.6923076923076923;0.0;0.0;0.0;0.0;26.0;1.0;0.5883484054145521;1.0;0.0;0.0;1.0;8.0;26.0;101.62492123187408;0.0;0.0;122.0;25.29493716445736;3.6187545668896384;1.0;1.0;0.0;3.0;17.80769230769231;518.0;15.0;0.0;0.0;3.5;163.0;99.21600367186426;0.0;3.75;0.0;0.0;3.0;31.0;0.0;0.0;1.0;0.0;0.0;0.0;26.0;0.5;0.0;15.5;0.0;5.0;84.0;0.0;1.0;0.15384615384615385;17.81287347786599;26.0;0.0;0.0;1.3461538461538465;26.0;5.5
0.0;9.0;1.0;1.8888888888888888;0.0;0.0;0.0;0.0;9.0;9.0;0.0;0.0;0.0;0.3333333333333333;9.0;0.0;0.0;0.0;0.0;0.0;9.0;1.0;0.0;0.33333333333333337;0.0;0.0;0.1111111111111111;0.0;3.0;2.0;0.0;0.0;0.0;0.0;2.6925824035672523;0.0;9.0;9.0;2.0;False;9.0;0.1111111111111111;0.3333333333333333;0.0;0.0;0.0;0.0;0.0;0.0;1.6666666666666667;0.0;0.0;0.0;9.0;0.3333333333333333;0.0;0.0;9.0;1.0;9.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;9.0;0.0;2.7777777777777777;0.0;0.0;0.0;1.0;1.1111111111111112;0.0;0.0;9.0;0.0;0.0;0.0;9.0;9.0;1.0;0.0;0.0;0.0;0.0;2.0;0.0;9.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.3333333333333333;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;9.0;5.666666666666666;0.0;0.0;8.0;2.10818510677892;1.0;0.0;0.0;0.0;3.0;3.6666666666666665;17.0;3.0;0.0;0.0;2.0;10.0;0.5;0.0;1.0;0.0;0.0;0.0;2.0;0.0;0.0;1.0;0.0;0.0;0.0;9.0;0.1111111111111111;0.0;3.0;0.0;1.0;6.0;0.0;1.0;0.0;1.8027756377319943;9.0;0.0;0.0;0.3333333333333333;9.0;3.0
0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;17.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;17.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;8.0;False;1.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;12.0;0.0;0.0;2.0;1.0;0.0;0.0;0.0;1.0;12.0;1.0;0.0;0.0;0.0;8.0;8.0;0.0;0.0;1.0;0.0;17.0;0.0;0.0;0.0;0.0;7.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;17.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;8.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;8.0;0.0;7.0;0.0;0.0;7.0;12.0;1.0;0.0;0.0;0.0;17.0;0.0;0.0;12.0;2.0;0.0;22.0;22.0;0.0;0.0;0.0;0.0;17.0;22.0;0.0;0.0;7.0;0.0;0.0;22.0;7.0;0.0;8.0;7.0;0.0;0.0;0.0;1.0;0.0;0.0;22.0;0.0;0.0;12.0;2.0;12.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;22.0
0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;7.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;2.0;False;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;6.0;1.0;0.0;0.0;0.0;2.0;2.0;0.0;0.0;1.0;0.0;7.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;7.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;0.0;2.0;0.0;0.0;2.0;6.0;1.0;0.0;0.0;0.0;7.0;0.0;0.0;6.0;0.0;0.0;9.0;9.0;0.0;0.0;0.0;0.0;7.0;9.0;0.0;0.0;2.0;0.0;0.0;9.0;2.0;0.0;2.0;2.0;0.0;0.0;0.0;1.0;0.0;0.0;9.0;0.0;0.0;6.0;0.0;6.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;9.0
0.0;5.0;8.497058314499201;15.0;0.0;0.0;0.0;0.2;5.0;5.0;0.0;0.0;0.0;0.8944271909999161;5.0;17.6;1.0;37.4;0.0;0.0;5.0;2.0;0.0;3.2710854467592254;0.0;0.0;0.6;0.4;19.0;10.0;0.0;0.0;0.0;0.0;14.254823744964368;0.0;5.0;5.0;14.0;False;5.0;0.0;1.4;0.0;0.0;0.0;0.0;0.0;0.0;6.4;0.0;0.0;0.0;5.0;1.3416407864998738;0.0;0.0;5.0;3.0;5.0;0.0;88.0;0.5477225575051662;12.0;6.0;0.0;0.0;5.0;0.0;8.8;187.0;0.4472135954999581;2.0;0.0;3.8;83.62894235849213;0.0;5.0;0.0;0.0;0.0;5.0;5.0;2.0;1.0;0.0;0.0;0.0;2.0;39.354796403996296;5.0;0.0;0.0;2.4899799195977472;0.0;0.0;0.0;1.8;0.0;2.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;2.0;0.8944271909999161;2.0;0.0;0.0;2.0;7.0;5.0;33.541019662496836;0.0;0.0;25.0;9.628083921528727;3.130495168499705;1.0;5.0;0.0;3.0;12.8;75.0;7.0;0.0;0.0;5.0;37.0;6.4807406984078595;1.0;5.0;0.0;0.0;3.0;9.0;0.0;0.0;1.0;0.0;0.0;0.0;5.0;0.4;0.0;14.0;0.0;3.0;20.0;0.0;1.0;0.4;7.987490219086343;5.0;0.0;0.0;3.8;5.0;7.0
