,parent_changed_lines,parent_used_lines,parent_changed_used_lines,parent_methods_used_lines,parent_methods_changed_used_lines,parent_methods_count,parent_lines_hunks,parent_used_lines_hunks,used_added_lines+used_removed_lines,used_added_lines-used_removed_lines,parent_WhileStatement,parent_ThrowStatement,parent_BreakStatement,parent_SwitchStatement,parent_LocalVariableDeclaration,parent_ArraySelector,parent_ForStatement,parent_MemberReference,parent_ExplicitConstructorInvocation,parent_BlockStatement,parent_ArrayCreator,parent_EnhancedForControl,parent_ContinueStatement,parent_VariableDeclarator,parent_CatchClause,parent_BinaryOperation,parent_ArrayInitializer,parent_MethodInvocation,parent_Assignment,parent_StatementExpression,parent_Annotation,parent_IfStatement,parent_SwitchStatementCase,parent_ClassReference,parent_FormalParameter,parent_TryStatement,parent_SuperConstructorInvocation,parent_VariableDeclaration,parent_SuperMethodInvocation,parent_Cast,parent_ReturnStatement,parent_ClassCreator,parent_Literal,parent_ForControl,parent_TernaryExpression,parent_MethodDeclaration,parent_Statement,parent_This,parent_SynchronizedStatement,parent_DoStatement,delta_WhileStatement,delta_ThrowStatement,delta_BreakStatement,delta_SwitchStatement,delta_LocalVariableDeclaration,delta_ArraySelector,delta_ForStatement,delta_MemberReference,delta_ExplicitConstructorInvocation,delta_BlockStatement,delta_ArrayCreator,delta_EnhancedForControl,delta_ContinueStatement,delta_VariableDeclarator,delta_CatchClause,delta_BinaryOperation,delta_ArrayInitializer,delta_MethodInvocation,delta_Assignment,delta_StatementExpression,delta_Annotation,delta_IfStatement,delta_SwitchStatementCase,delta_ClassReference,delta_FormalParameter,delta_TryStatement,delta_SuperConstructorInvocation,delta_VariableDeclaration,delta_SuperMethodInvocation,delta_Cast,delta_ReturnStatement,delta_ClassCreator,delta_Literal,delta_ForControl,delta_TernaryExpression,delta_MethodDeclaration,delta_Statement,delta_This,delta_SynchronizedStatement,ast_diff_wrapsMethod,ast_diff_wrongVarRef,ast_diff_wrongMethodRef,ast_diff_constChange,ast_diff_binOperatorModif,ast_diff_assignAdd,ast_diff_assignRem,ast_diff_assignExpChange,ast_diff_condBranIfAdd,ast_diff_condBranIfElseAdd,ast_diff_condBranElseAdd,ast_diff_condBranCaseAdd,ast_diff_condBranRem,ast_diff_condExpExpand,ast_diff_condExpRed,ast_diff_condExpMod,ast_diff_loopAdd,ast_diff_loopRem,ast_diff_loopCondChange,ast_diff_loopInitChange,ast_diff_mcAdd,ast_diff_mcRem,ast_diff_mcRepl,ast_diff_mcMove,ast_diff_mcParAdd,ast_diff_mcParRem,ast_diff_mcParSwap,ast_diff_mcParValChange,ast_diff_mdAdd,ast_diff_mdRem,ast_diff_mdRen,ast_diff_mdParAdd,ast_diff_mdParRem,ast_diff_mdModChange,ast_diff_mdOverride,ast_diff_objInstAdd,ast_diff_objInstRem,ast_diff_objInstMod,ast_diff_exTryCatchAdd,ast_diff_exTryCatchRem,ast_diff_exThrowsAdd,ast_diff_exThrowsRem,ast_diff_retBranchAdd,ast_diff_retRem,ast_diff_retExpChange,ast_diff_varAdd,ast_diff_varRem,ast_diff_varModChange,ast_diff_varReplVar,ast_diff_tyAdd,ast_diff_tyImpInterf,commit insert bug?
13315,10.0,453.0,10.0,413.0,0.0,29.0,2.0,2.0,20,0.0,0.0,4.0,10.0,1.0,45.0,4.0,5.0,160.0,0.0,50.0,5.0,4.0,0.0,43.0,1.0,48.0,1.0,164.0,21.0,74.0,0.0,34.0,11.0,4.0,0.0,1.0,0.0,1.0,0.0,15.0,30.0,5.0,47.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4905,1.0,1022.0,1.0,915.0,1.0,98.0,1.0,1.0,10,8.0,0.0,15.0,0.0,0.0,52.0,0.0,2.0,400.0,0.0,39.0,0.0,0.0,0.0,48.0,21.0,69.0,0.0,241.0,66.0,141.0,0.0,50.0,0.0,0.0,0.0,20.0,0.0,2.0,0.0,10.0,102.0,38.0,152.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13633,2.0,280.0,2.0,305.0,0.0,31.0,2.0,2.0,4,0.0,1.0,0.0,3.0,0.0,23.0,1.0,4.0,88.0,1.0,22.0,0.0,0.0,0.0,26.0,1.0,49.0,0.0,105.0,19.0,54.0,0.0,21.0,0.0,0.0,0.0,3.0,2.0,4.0,0.0,8.0,14.0,6.0,45.0,4.0,1.0,0.0,0.0,3.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121,121.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,16.0,0.0,0.0,59.0,0.0,11.0,0.0,0.0,0.0,15.0,1.0,49.0,0.0,57.0,3.0,25.0,0.0,19.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5.0,2.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,17.0,2.0,2.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0,65.0,0.0,0.0,181.0,3.0,0.0,0.0,5.0,0.0,0.0,0.0,3.0,0.0,12.0,1.0,0.0,2.0,0.0,5.0,0.0,0.0,16.0,0.0,0.0,0.0,1.0,1.0,0.0
2185,3.0,233.0,3.0,213.0,3.0,9.0,2.0,2.0,15,9.0,0.0,1.0,0.0,0.0,21.0,0.0,1.0,61.0,0.0,13.0,0.0,0.0,0.0,15.0,0.0,56.0,0.0,159.0,11.0,88.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,9.0,3.0,121.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,12.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,11.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
166,3.0,561.0,3.0,527.0,3.0,23.0,1.0,1.0,4,-2.0,3.0,0.0,10.0,1.0,43.0,0.0,19.0,324.0,0.0,72.0,0.0,0.0,1.0,34.0,2.0,138.0,0.0,200.0,73.0,113.0,0.0,50.0,9.0,0.0,0.0,2.0,0.0,8.0,0.0,3.0,27.0,7.0,199.0,19.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,-2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,7.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10184,9.0,237.0,9.0,201.0,9.0,20.0,8.0,8.0,36,18.0,0.0,2.0,0.0,0.0,11.0,5.0,3.0,72.0,0.0,13.0,2.0,1.0,0.0,11.0,1.0,28.0,0.0,63.0,13.0,26.0,0.0,13.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,3.0,20.0,3.0,48.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17493,21.0,1195.0,21.0,1053.0,21.0,102.0,12.0,12.0,37,-5.0,0.0,18.0,0.0,0.0,72.0,5.0,3.0,481.0,0.0,54.0,1.0,0.0,0.0,67.0,24.0,106.0,0.0,350.0,76.0,172.0,0.0,64.0,0.0,21.0,0.0,21.0,0.0,3.0,0.0,34.0,105.0,38.0,200.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.0,2.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,0.0,0.0,10.0,8.0,6.0,46.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6991,10.0,135.0,10.0,109.0,5.0,3.0,9.0,9.0,21,1.0,0.0,3.0,0.0,0.0,15.0,0.0,1.0,85.0,0.0,9.0,0.0,0.0,4.0,13.0,1.0,41.0,0.0,46.0,13.0,32.0,0.0,24.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,6.0,5.0,3.0,53.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17735,1.0,68.0,1.0,51.0,1.0,5.0,1.0,1.0,2,0.0,1.0,1.0,2.0,0.0,2.0,0.0,1.0,22.0,0.0,6.0,0.0,0.0,0.0,3.0,2.0,9.0,0.0,14.0,5.0,17.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11454,3.0,88.0,3.0,67.0,2.0,2.0,3.0,3.0,7,1.0,0.0,0.0,0.0,0.0,19.0,0.0,2.0,31.0,0.0,9.0,0.0,2.0,0.0,17.0,0.0,4.0,0.0,26.0,2.0,6.0,0.0,5.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
12960,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,1.0,36.0,0.0,5.0,0.0,0.0,0.0,12.0,1.0,14.0,0.0,46.0,7.0,20.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,5.0,4.0,6.0,24.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,39.0,0.0,0.0,105.0,3.0,0.0,0.0,7.0,0.0,0.0,0.0,10.0,0.0,8.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,14.0,0.0,0.0,0.0,1.0,1.0,0.0
2122,3.0,196.0,3.0,175.0,3.0,9.0,2.0,2.0,13,7.0,1.0,4.0,0.0,0.0,32.0,0.0,1.0,69.0,0.0,2.0,0.0,0.0,0.0,25.0,4.0,13.0,0.0,86.0,5.0,43.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,4.0,8.0,10.0,57.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,5.0,0.0,0.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1099,2.0,278.0,2.0,259.0,2.0,24.0,2.0,2.0,4,0.0,2.0,3.0,0.0,0.0,31.0,12.0,4.0,131.0,0.0,18.0,1.0,0.0,3.0,32.0,4.0,30.0,0.0,63.0,14.0,31.0,0.0,14.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,23.0,20.0,43.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5146,1.0,117.0,1.0,72.0,1.0,9.0,1.0,1.0,18,16.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,34.0,0.0,6.0,0.0,0.0,0.0,2.0,0.0,19.0,0.0,14.0,10.0,10.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,1.0,22.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,9.0,0.0,2.0,0.0,0.0,1.0,3.0,0.0,7.0,0.0,8.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,0.0,1.0,0.0,5.0,1.0,0.0,16.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
4327,1.0,321.0,1.0,281.0,0.0,14.0,1.0,1.0,3,1.0,0.0,2.0,0.0,0.0,20.0,1.0,1.0,99.0,0.0,21.0,0.0,0.0,0.0,21.0,11.0,46.0,0.0,93.0,12.0,46.0,0.0,23.0,0.0,1.0,0.0,8.0,0.0,1.0,0.0,3.0,26.0,8.0,64.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17369,4.0,559.0,4.0,485.0,1.0,11.0,3.0,3.0,18,10.0,3.0,13.0,1.0,0.0,44.0,0.0,0.0,231.0,0.0,28.0,1.0,0.0,0.0,38.0,11.0,123.0,0.0,197.0,50.0,138.0,0.0,29.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,4.0,7.0,19.0,151.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3435,0.0,65.0,0.0,51.0,0.0,11.0,0.0,0.0,7,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,8.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,270,270.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,31.0,12.0,4.0,131.0,0.0,18.0,1.0,0.0,3.0,32.0,4.0,30.0,0.0,63.0,14.0,31.0,0.0,14.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,23.0,18.0,43.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,0.0,10.0,4.0,4.0,0.0,0.0,4.0,0.0,0.0,6.0,0.0,0.0,0.0,66.0,0.0,0.0,0.0,81.0,0.0,0.0,243.0,19.0,0.0,0.0,19.0,0.0,0.0,0.0,26.0,0.0,15.0,4.0,0.0,3.0,0.0,20.0,0.0,0.0,35.0,0.0,0.0,0.0,3.0,3.0,0.0
16874,2.0,298.0,2.0,265.0,1.0,20.0,2.0,2.0,3,-1.0,0.0,3.0,0.0,0.0,13.0,1.0,0.0,105.0,0.0,25.0,0.0,0.0,0.0,11.0,5.0,36.0,0.0,81.0,19.0,43.0,0.0,26.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,5.0,30.0,9.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4976,5.0,1039.0,5.0,931.0,5.0,98.0,2.0,2.0,10,0.0,0.0,15.0,0.0,0.0,53.0,0.0,2.0,408.0,0.0,42.0,0.0,0.0,0.0,49.0,21.0,69.0,0.0,243.0,69.0,145.0,0.0,52.0,0.0,0.0,0.0,20.0,0.0,2.0,0.0,10.0,102.0,40.0,156.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,5.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
