PMR;MaxNumberOfNestedBlocks_max;NumberOfModifiers_max;issues_priorityMajor_count;blamemerge_priorityMajor_max;MaxNumberOfNestedBlocks_min;blame_merge_priorityMinor_mean;Average Statements per Method;NumberOfMathOperations_max;NMIR;Maximum Depth_25%;SIX;MaxNumberOfNestedBlocks_count;Mit;NumberOfMathOperations_50%;Maximum Depth_min;issues_priorityMinor_max;NumberOfMethods_Mood;issues_priorityMinor_count;NumberOfMathOperations_count;NF;HMi;NumberOfMathOperations_min;blame_merge_priorityMinor_max;NumberOfMathOperations_std;blamemerge_priorityMajor_min;Maximum Depth_50%;NumberOfModifiers_25%;NumberOfModifiers_75%;Ad;blame_merge_priorityMinor_std;PMd;Ao;issues_priorityMajor_mean;Ait;blamemerge_priorityMinor_mean;blame_merge_priorityMajor_min;Maximum Block Depth;blamemerge_priorityMinor_max;Maximum Depth_max;NumberOfModifiers_std;Maximum Depth_count;MaxNumberOfNestedBlocks_50%;NumberOfModifiers_min;blamemerge_priorityMinor_min;blamemerge_priorityMinor_count;Mi;blame_merge_priorityMinor_min;Maximum Depth_mean;Md;Ai;issues_priorityMajor_max;NMA;MaxNumberOfNestedBlocks_mean;NumberOfMathOperations_mean;blame_merge_priorityMajor_count;Average Block Depth;blamemerge_priorityMajor_mean;blamemerge_priorityMajor_count;Maximum Depth_std;Maximum Depth_75%;NumberOfMathOperations_25%;NumberOfModifiers_50%;NumberOfModifiers_mean;Bugged;NumberOfModifiers_count;blame_merge_priorityMajor_max;NumberOfMathOperations_75%;issues_priorityMinor_std;MaxNumberOfNestedBlocks_std;MaxNumberOfNestedBlocks_75%;issues_priorityMajor_std;blamemerge_priorityMinor_std;Mo;issues_priorityMajor_min;blame_merge_priorityMajor_std;blame_merge_priorityMinor_count;blamemerge_priorityMajor_std;MaxNumberOfNestedBlocks_25%;Ma;issues_priorityMinor_mean;NMI;NM;NOPa;Av;Average Complexity*;HMd;Maximum Complexity*;blame_merge_priorityMajor_mean;PMi;issues_priorityMinor_min
0.0;3.0;10.0;594.0;1.0;0.0;0.0;5.06;0.0;0.0;2.0;0.0;17.0;0.0;0.0;2.0;0.0;17.0;594.0;17.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;1.0;1.0;0.0;0.0;0.0;0.0;0.9107744107744108;0.0;0.0;0.0;5.0;0.0;3.0;2.8284271247461903;12.0;1.0;1.0;0.0;9985.0;0.0;0.0;2.583333333333333;0.0;0.0;1.0;0.0;1.1764705882352942;0.0;0.0;1.9;0.8726089133700551;9985.0;0.5149286505444373;3.0;0.0;1.0;2.0;True;17.0;0.0;0.0;0.0;1.0744355563298724;2.0;0.2853093459482228;0.0;0.0;0.0;0.0;0.0;0.3334272510630668;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.76;0.0;4.0;0.0;0.0;0.0
0.0;1.0;10.0;475.0;1.0;0.0;0.0;5.7;1.0;0.0;3.0;0.0;19.0;0.0;0.0;3.0;0.0;19.0;475.0;19.0;0.0;0.0;0.0;0.0;0.22941573387056174;1.0;3.0;1.0;2.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;5.0;0.0;3.0;2.9508646765281004;1.0;0.0;1.0;0.0;9986.0;0.0;0.0;3.0;0.0;0.0;1.0;0.0;0.3157894736842105;0.05263157894736842;0.0;2.23;1.0;9986.0;0.0;3.0;0.0;1.0;2.473684210526316;False;19.0;0.0;0.0;0.0;0.4775669329409193;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.25;0.0;13.0;0.0;0.0;0.0
0.0;2.0;9.0;415.0;1.0;0.0;0.0;8.7;5.0;0.0;3.0;0.0;9.0;0.0;0.0;3.0;0.0;9.0;415.0;9.0;0.0;0.0;0.0;0.0;1.9436506316151003;1.0;3.0;1.0;9.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;5.0;0.0;3.0;4.0;1.0;0.0;1.0;0.0;2154.0;0.0;0.0;3.0;0.0;0.0;1.0;0.0;0.4444444444444444;1.5555555555555556;0.0;2.36;1.0;2154.0;0.0;3.0;0.0;1.0;3.6666666666666665;False;9.0;0.0;3.0;0.0;0.7264831572567789;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.6;0.0;4.0;0.0;0.0;0.0
0.0;0.0;1.0;380.0;1.0;0.0;0.0;4.4;0.0;0.0;2.0;0.0;5.0;0.0;0.0;2.0;0.0;5.0;380.0;5.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;2.0;0.0;2.0;0.0;5.0;0.0;1.0;0.0;1140.0;0.0;0.0;2.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.31;1.0;1140.0;0.0;2.0;0.0;1.0;1.0;False;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0
0.0;0.0;2.0;496.0;1.0;0.0;0.0;2.42;0.0;0.0;2.0;0.0;9.0;0.0;0.0;2.0;0.0;9.0;496.0;9.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;4.0;0.0;4.0;0.6666666666666667;8.0;0.0;0.0;0.0;5918.0;0.0;0.0;2.75;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.3;1.0;5918.0;1.035098339013531;4.0;0.0;1.0;0.7777777777777778;False;9.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0
0.0;0.0;9.0;507.0;1.0;0.0;0.0;3.91;0.0;0.0;2.0;0.0;10.0;0.0;0.0;2.0;0.0;10.0;507.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0;1.75;0.0;0.0;0.0;0.0;0.9447731755424064;0.0;0.0;0.0;4.0;0.0;4.0;3.3349995835415367;9.0;0.0;1.0;0.0;3028.0;0.0;0.0;2.2222222222222223;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.28;0.9352708058124174;3028.0;0.6666666666666667;2.0;0.0;1.0;2.7;False;10.0;0.0;0.0;0.0;0.0;0.0;0.2286480670540733;0.0;0.0;0.0;0.0;0.0;0.2460880439692599;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0
0.0;2.0;1.0;453.0;1.0;0.0;0.0;3.86;0.0;0.0;2.0;0.0;13.0;0.0;0.0;2.0;0.0;13.0;453.0;13.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;4.0;0.0;4.0;0.0;11.0;0.0;1.0;0.0;5483.0;0.0;0.0;2.272727272727273;0.0;0.0;1.0;0.0;0.2307692307692308;0.0;0.0;1.49;1.0;5483.0;0.6466697906828632;2.0;0.0;1.0;1.0;False;13.0;0.0;0.0;0.0;0.5991446895152781;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.14;0.0;3.0;0.0;0.0;0.0
0.0;0.0;1.0;473.0;1.0;0.0;0.0;3.45;0.0;0.0;2.0;0.0;10.0;0.0;0.0;2.0;0.0;10.0;473.0;10.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;4.0;0.0;4.0;0.0;10.0;0.0;1.0;0.0;5079.0;0.0;0.0;2.2;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.37;1.0;5079.0;0.6324555320336759;2.0;0.0;1.0;1.0;False;10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0
0.0;0.0;9.0;459.0;1.0;0.0;0.0;5.43;2.0;0.0;2.0;0.0;28.0;0.0;0.0;2.0;0.0;29.0;459.0;28.0;0.0;0.0;0.0;0.0;0.4483951394230328;1.0;2.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;4.0;0.0;4.0;1.5205818991982352;25.0;0.0;1.0;0.0;7939.0;0.0;0.0;2.08;0.0;0.0;1.0;0.0;0.0;0.14285714285714285;0.0;1.57;1.0;7939.0;0.4000000000000001;2.0;0.0;1.0;1.3571428571428572;False;28.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.03;0.0;2.0;0.0;0.0;0.0
0.0;1.0;9.0;25.0;1.0;1.0;0.0;4.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;25.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;9.0;9.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;1.0;9.0;0.0;875.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.92;1.0;875.0;0.0;0.0;0.0;9.0;9.0;False;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;2.0;0.0;0.0;0.0
1.0;2.0;1.0;1390.0;1.0;1.0;0.0;14.0;1.0;0.0;0.0;0.0;2.0;0.0;0.5;0.0;0.0;2.0;1390.0;2.0;1.0;0.0;0.0;0.0;0.7071067811865476;1.0;0.0;1.0;1.0;1.0;0.0;2.0;0.0;1.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;1.5;1.0;0.0;12094.0;0.0;0.0;0.0;2.0;0.0;1.0;2.0;1.5;0.5;0.0;2.05;1.0;12094.0;0.0;0.0;0.25;1.0;1.0;False;2.0;0.0;0.75;0.0;0.7071067811865476;1.75;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.25;2.0;0.0;0.0;2.0;0.0;0.0;7.0;0.0;10.0;0.0;0.0;0.0
0.625;3.0;4.0;1746.0;1.0;0.0;0.0;11.38;4.0;0.0;0.0;0.0;8.0;0.0;0.0;0.0;1.0;8.0;1746.0;8.0;8.0;0.0;0.0;0.0;1.5118578920369088;0.0;0.0;1.0;4.0;8.0;0.0;5.0;0.0;0.9936998854524628;0.0;0.0032954358213873785;0.0;5.0;1.0;0.0;1.5526475085202969;0.0;1.0;1.0;0.0;18207.0;0.0;0.0;0.0;8.0;0.0;1.0;8.0;1.25;1.0;0.0;1.93;0.9967045641786126;18207.0;0.0;0.0;0.0;1.0;2.125;False;8.0;0.0;2.0;0.07914550359459396;1.035098339013531;2.0;0.07914550359459396;0.057312793823567215;0.0;0.0;0.0;0.0;0.057312793823567215;0.75;8.0;0.006300114547537228;0.0;8.0;0.0;0.0;3.63;3.0;7.0;0.0;0.0;0.0
0.0;0.0;0.0;17.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;17.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;493.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;493.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0
0.75;5.0;2.0;117.0;1.0;0.0;0.0;24.25;1.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;1.0;4.0;117.0;4.0;6.0;0.0;0.0;0.0;0.5;0.0;0.0;1.0;1.25;6.0;0.0;3.0;0.0;0.8205128205128205;0.0;0.3060941828254848;0.0;5.0;1.0;0.0;0.5;0.0;2.0;1.0;0.0;2166.0;0.0;0.0;0.0;4.0;0.0;1.0;4.0;2.25;0.25;0.0;2.51;0.6939058171745153;2166.0;0.0;0.0;0.0;1.0;1.25;False;4.0;0.0;0.25;0.385410319086497;2.0615528128088303;2.75;0.385410319086497;0.4609757483297044;0.0;0.0;0.0;0.0;0.4609757483297045;1.5;4.0;0.1794871794871795;0.0;4.0;0.0;0.0;6.75;1.0;19.0;0.0;0.0;0.0
0.6;6.0;4.0;2870.0;1.0;0.0;0.0;8.36;3.0;0.0;2.0;0.0;9.0;0.0;0.0;2.0;1.0;9.0;2870.0;9.0;8.0;0.0;0.0;0.0;1.0137937550497031;0.0;2.0;1.0;2.0;8.0;0.0;6.0;0.0;0.921602787456446;0.0;0.0027693856998992953;0.0;8.0;1.0;2.0;1.2692955176439846;2.0;0.0;1.0;0.0;19860.0;0.0;0.0;2.0;10.0;0.0;1.0;10.0;1.4444444444444444;0.4444444444444444;0.0;2.24;0.9972306143001008;19860.0;0.0;2.0;0.0;1.0;1.8888888888888888;True;9.0;0.0;0.0;0.26884246870487355;2.068278940998476;2.0;0.26884246870487355;0.052553356400628935;0.0;0.0;0.0;0.0;0.052553356400628935;0.0;10.0;0.078397212543554;0.0;10.0;0.0;0.0;4.3;4.0;18.0;0.0;0.0;0.0
0.833333333;0.0;1.0;255.0;1.0;0.0;0.0;4.17;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;5.0;255.0;1.0;6.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;6.0;0.0;5.0;0.0;1.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;4013.0;0.0;0.0;0.0;6.0;0.0;1.0;6.0;0.0;0.0;0.0;1.38;1.0;4013.0;0.0;0.0;0.0;1.0;1.0;False;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;6.0;0.0;0.0;6.0;0.0;0.0;1.83;1.0;4.0;0.0;0.0;0.0
0.833333333;2.0;2.0;255.0;1.0;0.0;0.0;4.17;0.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;5.0;255.0;4.0;6.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.25;6.0;0.0;5.0;0.0;1.0;0.0;0.0;0.0;4.0;0.0;0.0;0.5;0.0;0.5;1.0;0.0;4013.0;0.0;0.0;0.0;6.0;0.0;1.0;6.0;0.75;0.0;0.0;1.38;1.0;4013.0;0.0;0.0;0.0;1.0;1.25;False;4.0;0.0;0.0;0.0;0.957427107756338;1.25;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;6.0;0.0;0.0;6.0;0.0;0.0;1.83;1.0;4.0;0.0;0.0;0.0
1.0;1.0;4.0;386.0;1.0;0.0;0.0;2.71;0.0;0.0;2.0;0.0;4.0;0.0;0.0;2.0;1.0;4.0;386.0;4.0;4.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0;1.75;4.0;0.0;6.0;0.0;0.7176165803108808;0.0;0.07692307692307693;0.0;4.0;1.0;2.0;1.5;1.0;0.0;1.0;0.0;2834.0;0.0;0.0;2.0;6.0;0.0;1.0;6.0;0.25;0.0;0.0;1.14;0.9230769230769232;2834.0;0.0;2.0;0.0;1.0;1.75;False;4.0;0.0;0.0;0.4507431302755628;0.5;0.25;0.4507431302755628;0.2665163803978876;0.0;0.0;0.0;0.0;0.2665163803978876;0.0;6.0;0.2823834196891192;0.0;6.0;0.0;0.0;1.43;0.0;4.0;0.0;0.0;0.0
0.5;3.0;4.0;1762.0;1.0;0.0;0.0;10.86;6.0;0.0;0.0;0.0;7.0;0.0;0.0;0.0;1.0;6.0;1762.0;7.0;3.0;0.0;0.0;0.0;2.23606797749979;0.0;0.0;1.0;2.0;3.0;0.0;3.0;0.0;0.9545970488081724;0.0;0.010868088574921886;0.0;5.0;1.0;0.0;1.0690449676496976;1.0;0.0;1.0;0.0;7361.0;0.0;0.0;0.0;6.0;0.0;1.0;6.0;1.1428571428571428;1.0;0.0;2.68;0.9891319114250782;7361.0;0.0;0.0;0.0;2.0;1.8571428571428568;False;7.0;0.0;0.5;0.2082453723287494;1.4638501094227998;2.5;0.2082453723287494;0.10368912102934333;0.0;0.0;0.0;0.0;0.10368912102934333;0.0;6.0;0.04540295119182747;0.0;6.0;0.0;1.0;3.71;3.0;14.0;0.0;0.0;0.0
1.0;1.0;9.0;1381.0;1.0;1.0;0.0;12.5;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;1.0;2.0;1381.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;7.0;1.0;0.0;2.0;0.0;0.9384503982621288;0.0;0.03611971104231166;0.0;3.0;1.0;0.0;5.656854249492381;0.0;1.0;1.0;0.0;6783.0;0.0;0.0;0.0;2.0;0.0;1.0;2.0;1.0;0.0;0.0;1.79;0.9638802889576884;6783.0;0.0;0.0;0.0;5.0;5.0;False;2.0;0.0;0.0;0.2404227614864768;0.0;1.0;0.2404227614864768;0.18660174428290865;0.0;0.0;0.0;0.0;0.18660174428290865;1.0;2.0;0.06154960173787113;0.0;2.0;0.0;0.0;2.0;0.0;2.0;0.0;0.0;0.0
0.428571429;2.0;2.0;109.0;1.0;0.0;0.0;17.86;0.0;0.0;2.0;0.0;6.0;0.0;0.0;2.0;1.0;7.0;109.0;6.0;7.0;0.0;0.0;0.0;0.0;0.0;2.0;1.25;2.0;7.0;0.0;3.0;0.0;0.8990825688073395;0.0;0.9049984476870536;0.0;6.0;1.0;2.0;0.5163977794943223;1.0;0.5;1.0;0.0;3221.0;0.0;0.0;2.0;7.0;0.0;1.0;7.0;0.6666666666666666;0.0;0.0;2.6;0.0950015523129463;3221.0;0.0;2.0;0.0;2.0;1.6666666666666667;False;6.0;0.0;0.0;0.3026106815708057;0.8164965809277261;1.0;0.3026106815708057;0.2932626094000456;0.0;0.0;0.0;0.0;0.2932626094000457;0.0;7.0;0.10091743119266056;0.0;7.0;0.0;0.0;5.14;4.0;21.0;0.0;0.0;0.0
0.428571429;4.0;1.0;109.0;1.0;4.0;0.0;17.86;2.0;0.0;0.0;0.0;1.0;0.0;2.0;0.0;1.0;7.0;109.0;1.0;7.0;0.0;2.0;0.0;0.0;0.0;0.0;1.0;1.0;7.0;0.0;3.0;0.0;0.8990825688073395;0.0;0.9049984476870536;0.0;6.0;1.0;0.0;0.0;0.0;4.0;1.0;0.0;3221.0;0.0;0.0;0.0;7.0;0.0;1.0;7.0;4.0;2.0;0.0;2.6;0.0950015523129463;3221.0;0.0;0.0;2.0;1.0;1.0;False;1.0;0.0;2.0;0.3026106815708057;0.0;4.0;0.3026106815708057;0.2932626094000456;0.0;0.0;0.0;0.0;0.2932626094000457;4.0;7.0;0.10091743119266056;0.0;7.0;0.0;0.0;5.14;4.0;21.0;0.0;0.0;0.0
1.0;5.0;1.0;538.0;1.0;0.0;0.0;10.67;1.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;3.0;538.0;3.0;4.0;0.0;0.0;0.0;0.5773502691896258;1.0;0.0;1.0;1.0;4.0;0.0;3.0;0.0;1.0;0.0;0.0;0.0;7.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;5999.0;0.0;0.0;0.0;3.0;0.0;1.0;3.0;2.0;0.3333333333333333;0.0;2.39;1.0;5999.0;0.0;0.0;0.0;1.0;1.0;False;3.0;0.0;0.5;0.0;2.6457513110645907;3.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.5;3.0;0.0;0.0;3.0;0.0;1.0;4.33;0.0;10.0;0.0;0.0;0.0
0.0;0.0;0.0;15.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;450.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.14;1.0;450.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0
1.0;0.0;1.0;1820.0;1.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;1.0;2.0;1820.0;2.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;3.0;0.0;3.0;0.0;0.956043956043956;0.0;0.017083066410420667;0.0;5.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;9366.0;0.0;0.0;0.0;3.0;0.0;1.0;3.0;0.0;0.0;0.0;1.63;0.9829169335895792;9366.0;0.0;0.0;0.0;1.0;1.0;False;2.0;0.0;0.0;0.20505368299575724;0.0;0.0;0.20505368299575724;0.12958791699090186;0.0;0.0;0.0;0.0;0.12958791699090186;0.0;3.0;0.04395604395604396;0.0;3.0;0.0;0.0;2.67;0.0;6.0;0.0;0.0;0.0
0.0;0.0;0.0;24.0;1.0;0.0;0.0;8.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;24.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;831.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.85;1.0;831.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.5;0.0;6.0;0.0;0.0;0.0
1.0;1.0;1.0;365.0;1.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;2.0;365.0;2.0;4.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;4.0;0.0;3.0;0.0;1.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.5;1.0;0.0;3182.0;0.0;0.0;0.0;3.0;0.0;1.0;3.0;0.5;0.0;0.0;1.0;1.0;3182.0;0.0;0.0;0.0;1.0;1.0;False;2.0;0.0;0.0;0.0;0.7071067811865476;0.75;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.25;3.0;0.0;0.0;3.0;0.0;1.0;1.67;0.0;3.0;0.0;0.0;0.0
0.571428571;3.0;2.0;1588.0;1.0;0.0;0.0;10.14;1.0;0.0;0.0;0.0;6.0;0.0;0.5;0.0;1.0;6.0;1588.0;6.0;4.0;0.0;0.0;0.0;0.5477225575051661;0.0;0.0;1.0;2.0;4.0;0.0;4.0;0.0;0.9792191435768262;0.0;0.0029860382535711405;0.0;4.0;1.0;0.0;0.5477225575051661;1.0;1.5;1.0;0.0;12391.0;0.0;0.0;0.0;7.0;0.0;1.0;7.0;1.3333333333333333;0.5;0.0;1.93;0.9970139617464288;12391.0;0.0;0.0;0.0;1.5;1.5;False;6.0;0.0;1.0;0.14269490090246215;1.2110601416389968;2.0;0.14269490090246215;0.054565209734473305;0.0;0.0;0.0;0.0;0.054565209734473305;0.25;7.0;0.0207808564231738;0.0;7.0;0.0;2.0;3.0;3.0;7.0;0.0;0.0;0.0
0.0;0.0;0.0;15.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;15.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;390.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;390.0;0.0;0.0;0.0;0.0;0.0;False;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;1740.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1740.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6806.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;6806.0;0.0;0.0;0.0;0.0;0.0;False;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;65536.0;1484.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;1.0;0.0;1484.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;16384.0;49152.0;0.0;0.0;0.0;0.0;0.9966307277628031;0.0;0.0050200803212851405;0.0;0.0;1.0;0.0;46340.95001184158;0.0;0.0;0.0;0.0;6972.0;0.0;0.0;0.0;1.0;0.0;1.0;4.0;0.0;0.0;0.0;0.0;0.9949799196787148;6972.0;0.0;0.0;0.0;32768.0;32768.0;False;2.0;0.0;0.0;0.05796709857384157;0.0;0.0;0.05796709857384156;0.0706795277110923;0.0;0.0;0.0;0.0;0.07067952771109229;0.0;1.0;0.0033692722371967657;0.0;4.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0
1.0;2.0;1.0;1555.0;1.0;0.0;0.0;6.5;1.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;4.0;1555.0;4.0;2.0;0.0;0.0;0.0;0.5;1.0;0.0;1.0;1.0;2.0;0.0;4.0;0.0;1.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;8470.0;0.0;0.0;0.0;4.0;0.0;1.0;4.0;0.5;0.25;0.0;1.69;1.0;8470.0;0.0;0.0;0.0;1.0;1.0;False;4.0;0.0;0.25;0.0;1.0;0.5;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;4.0;0.0;1.0;2.25;0.0;6.0;0.0;0.0;0.0
0.448275862;1.0;1.0;1296.0;1.0;0.0;0.0;7.74;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;52.0;1296.0;3.0;19.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;20.0;0.0;26.0;0.0;1.0;0.0;0.0;0.0;8.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;6362.0;0.0;0.0;0.0;58.0;0.0;1.0;58.0;0.6666666666666666;0.0;0.0;2.56;1.0;6362.0;0.0;0.0;0.0;1.0;1.0;False;3.0;0.0;0.0;0.0;0.5773502691896258;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.5;58.0;0.0;0.0;58.0;0.0;4.0;3.16;32.0;12.0;0.0;0.0;0.0
